,Wiradjuri Queen,Little Burrito,Gothika,Rupurt Keen,Jeanie Cargo,Greek Flame,Tralee Jay
12-01-2023 14:46:04.602157,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:05.817086,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:06.942842,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:08.179488,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:09.552140,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:10.801270,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:11.925268,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:13.207671,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:14.453348,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:15.625715,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:16.834596,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:18.015259,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:19.237139,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:20.528133,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:21.758642,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:22.971776,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:24.164488,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:25.448091,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:26.687509,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:27.766527,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:29.088977,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:30.350605,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:31.495541,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:32.709108,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:33.913368,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:35.233490,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:36.593349,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:37.907654,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:39.279799,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:40.996814,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:42.649669,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:44.042297,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:45.199448,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:46.463321,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:47.698085,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:48.963489,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:50.095107,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:51.345272,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:52.615314,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:53.850441,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:55.128095,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:56.459886,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:57.710933,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:46:59.000961,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:00.275450,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:01.469848,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:02.647798,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:03.951903,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:04.996135,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:06.056836,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:07.287513,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:08.465905,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:09.669363,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:10.808219,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:11.930917,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:13.187056,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:14.355507,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:15.502890,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:16.718272,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:17.710853,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:18.823778,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:19.960563,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:20.994787,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:22.034155,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:23.173413,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:24.314898,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:25.392008,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:26.458048,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:27.512146,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:28.709443,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:29.760715,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:30.825502,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:31.888976,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:32.981240,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:34.145168,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:35.238133,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:36.334680,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:37.468018,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:38.450948,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
12-01-2023 14:47:39.401820,"(3.2, 5.2, 3.64)","(5.0, 9.6, 6.457142857142857)","(91.0, 650.0, 558.3333333333334)","(3.3, 5.5, 3.905555555555556)","(3.2, 4.5, 3.71875)","(21.0, 70.0, 40.0)","(8.0, 30.0, 13.8)"
