,Clase Azul,Spearhead Joe,Izuku Bale,Earn The Fizz,Elite Patty,Miss Belle,Milski,Dr Carlson
07-12-2022 13:59:34.938609,"(10.0, 40.0, 34.111111111111114)","(4.6, 7.2, 5.508333333333333)","(19.0, 60.0, 36.94444444444444)","(5.5, 9.8, 6.723076923076923)","(51.0, 410.0, 227.0)","(6.0, 9.8, 8.936842105263159)","(21.0, 55.0, 37.25)","(1.9, 2.8, 2.3566666666666665)"
07-12-2022 13:59:36.123829,"(10.0, 40.0, 34.111111111111114)","(4.6, 7.2, 5.508333333333333)","(19.0, 60.0, 36.94444444444444)","(5.5, 9.8, 6.876923076923077)","(51.0, 410.0, 227.0)","(6.0, 9.8, 7.133333333333334)","(21.0, 55.0, 37.25)","(1.9, 2.8, 2.363076923076923)"
07-12-2022 13:59:37.275947,"(10.0, 40.0, 33.625)","(4.6, 7.4, 4.886666666666667)","(19.0, 60.0, 41.36363636363636)","(5.5, 9.8, 6.66)","(51.0, 410.0, 266.5)","(6.0, 9.8, 6.3999999999999995)","(21.0, 55.0, 37.25)","(1.9, 2.88, 2.381666666666667)"
07-12-2022 13:59:38.342653,"(10.0, 34.0, 31.214285714285715)","(4.6, 7.0, 5.275)","(19.0, 60.0, 41.36363636363636)","(5.5, 8.2, 6.66)","(51.0, 400.0, 266.5)","(6.0, 7.6, 7.133333333333334)","(21.0, 55.0, 37.25)","(1.9, 2.86, 2.381666666666667)"
07-12-2022 13:59:39.402389,"(10.0, 34.0, 31.214285714285715)","(4.6, 7.0, 6.11578947368421)","(19.0, 60.0, 34.375)","(5.5, 8.2, 6.6923076923076925)","(51.0, 400.0, 266.5)","(6.0, 9.8, 7.133333333333334)","(21.0, 55.0, 37.25)","(1.9, 2.86, 2.1055555555555556)"
07-12-2022 13:59:40.452581,"(10.0, 34.0, 29.25)","(4.6, 7.4, 6.6380952380952385)","(19.0, 60.0, 34.375)","(5.5, 8.2, 6.9399999999999995)","(51.0, 400.0, 266.5)","(6.0, 9.8, 7.133333333333334)","(21.0, 55.0, 37.25)","(1.9, 2.86, 1.9955555555555555)"
07-12-2022 13:59:41.537144,"(10.0, 34.0, 29.375)","(4.6, 7.4, 6.6380952380952385)","(19.0, 60.0, 34.375)","(5.5, 8.2, 6.1)","(51.0, 400.0, 266.5)","(6.0, 9.8, 7.133333333333334)","(21.0, 55.0, 37.25)","(1.9, 2.84, 1.9955555555555555)"
07-12-2022 13:59:42.604382,"(10.0, 34.0, 31.357142857142858)","(4.6, 7.4, 6.566666666666666)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.52)","(51.0, 400.0, 254.0)","(6.0, 9.8, 6.5)","(21.0, 55.0, 37.25)","(1.9, 2.84, 2.1055555555555556)"
07-12-2022 13:59:43.794350,"(10.0, 34.0, 31.357142857142858)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.52)","(51.0, 380.0, 122.5)","(6.0, 10.0, 7.800000000000001)","(21.0, 55.0, 44.42307692307692)","(1.9, 2.86, 1.9198360655737703)"
07-12-2022 13:59:44.990914,"(10.0, 34.0, 31.357142857142858)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.52)","(51.0, 370.0, 146.66666666666669)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 44.42307692307692)","(1.9, 2.8, 2.335)"
07-12-2022 13:59:46.433169,"(10.0, 34.0, 31.5)","(4.6, 7.2, 6.963636363636364)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.9399999999999995)","(51.0, 360.0, 146.66666666666669)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 44.42307692307692)","(1.9, 2.78, 2.017142857142857)"
07-12-2022 13:59:47.790709,"(10.0, 34.0, 31.5)","(4.6, 7.2, 6.963636363636364)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.545454545454545)","(51.0, 360.0, 146.66666666666669)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 44.42307692307692)","(1.9, 2.78, 2.305)"
07-12-2022 13:59:49.082727,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.963636363636364)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.545454545454545)","(51.0, 360.0, 146.66666666666669)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.72, 2.6753846153846155)"
07-12-2022 13:59:50.398836,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.963636363636364)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.45)","(51.0, 360.0, 146.66666666666669)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.74, 2.325)"
07-12-2022 13:59:51.672580,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.963636363636364)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.45)","(51.0, 360.0, 146.66666666666669)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.74, 2.6753846153846155)"
07-12-2022 13:59:53.041093,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.960000000000001)","(19.0, 60.0, 43.125)","(5.5, 8.2, 7.205263157894736)","(51.0, 360.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.74, 2.681379310344828)"
07-12-2022 13:59:54.251680,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.960000000000001)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.59)","(51.0, 340.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.74, 2.3200000000000003)"
07-12-2022 13:59:55.414777,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.960000000000001)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.59)","(51.0, 340.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.74, 2.3)"
07-12-2022 13:59:56.588845,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.960000000000001)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.59)","(51.0, 340.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 13:59:57.733864,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.98)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.31)","(51.0, 340.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 13:59:59.105500,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.98)","(19.0, 60.0, 43.125)","(5.5, 8.2, 6.545454545454545)","(51.0, 340.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 14:00:00.269840,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.98)","(19.0, 60.0, 43.125)","(5.5, 8.2, 7.066666666666666)","(51.0, 340.0, 140.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 14:00:01.479508,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.98)","(19.0, 60.0, 43.125)","(5.5, 7.8, 6.96)","(51.0, 340.0, 90.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 14:00:02.759809,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 7.8, 6.96)","(51.0, 340.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 14:00:03.899352,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 7.8, 6.96)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.3)"
07-12-2022 14:00:05.170898,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 7.8, 6.96)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.7, 2.0733333333333333)"
07-12-2022 14:00:06.413746,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 7.8, 6.96)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0733333333333333)"
07-12-2022 14:00:07.649313,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 7.8, 7.34)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0733333333333333)"
07-12-2022 14:00:08.774102,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 7.8, 7.76)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0733333333333333)"
07-12-2022 14:00:09.835519,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 9.2, 8.0)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0344444444444445)"
07-12-2022 14:00:10.934407,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 9.2, 8.0)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0344444444444445)"
07-12-2022 14:00:12.042058,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0344444444444445)"
07-12-2022 14:00:13.157501,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 43.125)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.0344444444444445)"
07-12-2022 14:00:14.331038,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 35.625)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.68, 2.315)"
07-12-2022 14:00:15.460673,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 35.625)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.78, 1.9511111111111112)"
07-12-2022 14:00:16.709114,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 35.625)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:17.973773,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 35.625)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:19.488758,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 330.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:20.825860,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:22.107935,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:23.504435,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 7.0)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:24.884216,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.2, 6.707692307692308)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:26.217641,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.4, 6.707692307692308)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:27.512478,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.4, 6.707692307692308)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 71.11111111111111)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:28.731254,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.4, 6.707692307692308)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 320.0, 170.0)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.315)"
07-12-2022 14:00:30.007806,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.4, 6.707692307692308)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 300.0, 107.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.78, 2.315)"
07-12-2022 14:00:31.245382,"(10.0, 34.0, 28.166666666666664)","(4.6, 7.4, 6.4)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 310.0, 107.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.78, 1.9511111111111112)"
07-12-2022 14:00:32.465003,"(10.0, 34.0, 29.625)","(4.6, 7.4, 6.333333333333334)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 310.0, 107.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:33.670669,"(10.0, 34.0, 29.625)","(4.6, 7.4, 7.178571428571429)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 310.0, 107.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:34.886419,"(10.0, 34.0, 29.625)","(4.6, 7.4, 7.178571428571429)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:36.165396,"(10.0, 34.0, 29.625)","(4.6, 7.4, 7.178571428571429)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 330.0, 112.5)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 1.9511111111111112)"
07-12-2022 14:00:37.417390,"(10.0, 34.0, 29.625)","(4.6, 7.4, 7.178571428571429)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 330.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:38.707162,"(10.0, 34.0, 32.111111111111114)","(4.6, 7.4, 7.192857142857143)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:39.888846,"(10.0, 34.0, 29.875)","(4.6, 7.4, 7.192857142857143)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:41.001374,"(10.0, 34.0, 28.666666666666664)","(4.6, 7.4, 7.192857142857143)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:42.089761,"(10.0, 34.0, 28.666666666666664)","(4.6, 7.4, 7.192857142857143)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:43.244941,"(10.0, 34.0, 28.666666666666664)","(4.6, 7.4, 7.192857142857143)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:44.449944,"(10.0, 34.0, 28.666666666666664)","(4.6, 7.4, 7.145454545454546)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.3236363636363637)"
07-12-2022 14:00:45.826340,"(10.0, 34.0, 28.666666666666664)","(4.6, 7.4, 7.130000000000001)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.333333333333333)"
07-12-2022 14:00:47.329878,"(10.0, 34.0, 28.666666666666664)","(4.6, 7.4, 7.15)","(19.0, 60.0, 36.25)","(5.5, 9.2, 8.5)","(51.0, 390.0, 98.33333333333334)","(6.0, 9.8, 7.800000000000001)","(21.0, 60.0, 39.75)","(1.9, 2.76, 2.333333333333333)"
