,Clase Azul,Spearhead Joe,Izuku Bale,Earn The Fizz,Elite Patty,Miss Belle,Milski,Dr Carlson
07-12-2022 14:06:33.933898,"(10.0, 38.0, 37.0)","(4.6, 7.6, 7.324137931034483)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.4, 7.05)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.08, 2.048888888888889)"
07-12-2022 14:06:35.023131,"(10.0, 38.0, 37.0)","(4.6, 7.6, 7.324137931034483)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.4, 7.05)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.08, 2.0933333333333333)"
07-12-2022 14:06:36.366383,"(10.0, 38.0, 37.0)","(4.6, 7.6, 7.078260869565217)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.4, 7.485714285714286)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.342857142857143)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.0922222222222224)"
07-12-2022 14:06:37.703874,"(10.0, 38.0, 37.0)","(4.6, 7.6, 6.982608695652174)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.4, 7.8)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.0922222222222224)"
07-12-2022 14:06:39.023073,"(10.0, 38.0, 37.0)","(4.6, 7.4, 6.925925925925926)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.8)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.090909090909091)"
07-12-2022 14:06:40.304676,"(10.0, 38.0, 37.0)","(4.6, 7.4, 7.107692307692308)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.8999999999999995)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.1044444444444443)"
07-12-2022 14:06:41.514483,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.584615384615385)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.733333333333333)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.342857142857143)","(21.0, 48.0, 32.0)","(1.9, 2.14, 2.085714285714286)"
07-12-2022 14:06:42.732222,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.584615384615385)","(19.0, 70.0, 67.71428571428571)","(5.5, 8.2, 7.8999999999999995)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.085714285714286)"
07-12-2022 14:06:43.899794,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.8999999999999995)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.085714285714286)"
07-12-2022 14:06:44.983589,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.3999999999999995)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:46.121842,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.675)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.5)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:47.189171,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.383333333333333)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.5)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:48.365417,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.383333333333333)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.161538461538461)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:49.495625,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.383333333333333)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:50.682228,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.079999999999999)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:51.735668,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.079999999999999)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.5)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:52.770790,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.383333333333333)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.5)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.096)"
07-12-2022 14:06:53.917318,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.2, 7.228571428571429)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 32.0)","(1.9, 2.1, 2.0888)"
07-12-2022 14:06:55.104382,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.0, 7.228571428571429)","(51.0, 300.0, 268.5)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 32.0)","(1.9, 2.14, 2.0888)"
07-12-2022 14:06:56.215030,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 65.73333333333333)","(5.5, 8.0, 6.8625)","(51.0, 300.0, 250.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 32.666666666666664)","(1.9, 2.14, 1.94)"
07-12-2022 14:06:57.274692,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 61.42857142857143)","(5.5, 8.0, 6.8625)","(51.0, 300.0, 250.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.14, 2.028888888888889)"
07-12-2022 14:06:58.424774,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 61.42857142857143)","(5.5, 8.0, 7.228571428571429)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.14, 2.0481081081081083)"
07-12-2022 14:06:59.571408,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.57142857142857)","(5.5, 8.0, 7.228571428571429)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.14, 2.036969696969697)"
07-12-2022 14:07:00.772457,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 6.949999999999999)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.14, 2.036969696969697)"
07-12-2022 14:07:01.941433,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.0)","(5.5, 8.0, 6.949999999999999)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.14, 2.038148148148148)"
07-12-2022 14:07:03.184943,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.28571428571428)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.048709677419355)"
07-12-2022 14:07:04.470892,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.28571428571428)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:05.731752,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.28571428571428)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:06.849859,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.28571428571428)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:07.964219,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.28571428571428)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:09.088423,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 66.28571428571428)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:10.222102,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:11.598012,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:12.778544,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.050666666666667)"
07-12-2022 14:07:14.113980,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.066666666666667)"
07-12-2022 14:07:15.433444,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:16.592419,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:17.836643,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 68.0)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:19.079045,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 64.8)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:20.406550,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 64.8)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:21.773504,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:23.030586,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.2)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:24.167846,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 6.9230769230769225)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:25.356550,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 6.9230769230769225)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:26.398474,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.2)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.9807142857142856)"
07-12-2022 14:07:27.528579,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.2)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 1.995)"
07-12-2022 14:07:28.695241,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.2)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:29.841357,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 6.9230769230769225)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:31.013392,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:32.210977,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:33.464897,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:34.859683,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:36.024404,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:37.261108,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 62.35294117647059)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 29.6)","(1.9, 2.12, 2.0518181818181818)"
07-12-2022 14:07:38.634287,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 48.0, 39.25)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:39.990702,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 39.25)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:41.293127,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:42.590302,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:43.955834,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:45.253127,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.352941176470587)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:46.587021,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.352941176470587)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:47.960807,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.352941176470587)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:49.467668,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.580952380952381)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.352941176470587)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:50.950829,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:52.195572,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:53.372457,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.054375)"
07-12-2022 14:07:54.674076,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.056774193548387)"
07-12-2022 14:07:56.012516,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.05875)"
07-12-2022 14:07:57.379095,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 63.5)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.05875)"
07-12-2022 14:07:58.656700,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.05875)"
07-12-2022 14:08:00.060687,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.05875)"
07-12-2022 14:08:01.305891,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.05875)"
07-12-2022 14:08:02.650781,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.063125)"
07-12-2022 14:08:03.912037,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.063125)"
07-12-2022 14:08:05.161625,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:06.402923,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:07.599407,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:08.822429,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:10.066178,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.7)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:11.367515,"(10.0, 38.0, 37.0)","(4.6, 7.2, 6.866666666666667)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:12.708135,"(10.0, 38.0, 35.22222222222222)","(4.6, 7.2, 6.866666666666667)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:14.030624,"(10.0, 38.0, 35.22222222222222)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 44.0, 28.5625)","(1.9, 2.12, 2.0293939393939393)"
07-12-2022 14:08:15.315967,"(10.0, 38.0, 35.22222222222222)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 44.0, 30.666666666666664)","(1.9, 2.12, 2.016896551724138)"
07-12-2022 14:08:16.537402,"(10.0, 38.0, 36.125)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 42.0, 36.25)","(1.9, 2.12, 2.023)"
07-12-2022 14:08:17.713278,"(10.0, 38.0, 36.125)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 40.0, 36.25)","(1.9, 2.1, 2.023)"
07-12-2022 14:08:18.947591,"(10.0, 38.0, 36.125)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.5)","(21.0, 40.0, 36.25)","(1.9, 2.1, 2.023)"
07-12-2022 14:08:20.156523,"(10.0, 38.0, 36.125)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.55)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 40.0, 27.647058823529413)","(1.9, 2.1, 2.023)"
07-12-2022 14:08:21.405691,"(10.0, 38.0, 36.125)","(4.6, 7.2, 6.961904761904762)","(19.0, 70.0, 58.44444444444444)","(5.5, 8.0, 7.3)","(51.0, 300.0, 275.0)","(6.0, 9.2, 8.26086956521739)","(21.0, 40.0, 27.647058823529413)","(1.9, 2.1, 2.0315384615384615)"
