,Iggy Bigs,Avasarala,Judys Ms Officer,Keepmeinthe Moment,Marys Last Song,Rare Action Attack,Chrome Attack,Journeyist,Maureenlovesfrank
10,"[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 1.8, 2.18]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 25, 310965), 4.6, 6.8]"
11,"[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 1.8, 2.18]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 26, 459396), 4.6, 6.8]"
12,"[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 1.8, 2.16]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 27, 611382), 4.6, 6.8]"
13,"[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 1.8, 2.16]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 28, 760115), 4.6, 6.8]"
14,"[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 1.8, 2.16]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 29, 909042), 4.6, 6.8]"
15,"[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 31, 61314), 4.6, 7.0]"
16,"[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 32, 222253), 4.6, 7.4]"
17,"[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 14.0, 30.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 33, 375013), 4.6, 7.2]"
18,"[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 1.8, 2.06]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 34, 520162), 4.6, 7.0]"
19,"[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 1.8, 2.14]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 31.0, 370.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 35, 685986), 4.6, 7.0]"
20,"[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 1.8, 2.14]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 36, 847112), 4.6, 7.0]"
21,"[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 1.8, 2.12]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 37, 992005), 4.6, 7.0]"
22,"[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 1.8, 2.12]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 39, 137687), 4.6, 7.0]"
23,"[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 1.8, 2.1]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 40, 290121), 4.6, 7.0]"
24,"[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 41, 437986), 4.6, 7.0]"
25,"[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 42, 579858), 4.6, 7.0]"
26,"[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 43, 734126), 4.6, 7.0]"
27,"[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 44, 897315), 4.6, 7.0]"
28,"[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 46, 55657), 4.6, 7.0]"
29,"[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 47, 211312), 4.6, 7.0]"
30,"[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 48, 360311), 4.6, 7.0]"
31,"[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 49, 513520), 4.6, 7.0]"
32,"[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 50, 663424), 4.6, 7.0]"
33,"[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 51, 804674), 4.6, 7.0]"
34,"[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 52, 964915), 4.6, 7.0]"
35,"[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 5.5, 5.6]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 17.0, 140.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 21.0, 99999]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 1.8, 2.08]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 14.0, 32.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 31.0, 360.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 21.0, 44.0]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 14.0, 17.5]","[datetime.datetime(2022, 11, 28, 9, 50, 54, 114475), 4.6, 7.0]"
