,Fascinate Donald,Farmor Rowdy,Wishing,Ambrosia Tux,Cosmic Billy,Bodacious Star
08-01-2023 19:06:09.893396,"(1.55, 1.85, 1.786)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.08)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:10.865054,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:11.760574,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:12.763962,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:13.778698,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:14.715916,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:15.612698,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 26.941176470588236)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:16.528300,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:17.459297,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:18.347233,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:19.323009,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:20.240243,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:21.170225,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:22.069184,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.428571428571427)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:23.007812,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 19.0, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:23.888147,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:24.818928,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:25.741596,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:26.714147,"(1.55, 1.85, 1.7558823529411764)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:27.702105,"(1.55, 1.84, 1.762857142857143)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:28.684330,"(1.55, 1.85, 1.7555555555555555)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:29.530581,"(1.55, 1.85, 1.7555555555555555)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.0)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:30.426170,"(1.55, 1.85, 1.7555555555555555)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 18.5, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:31.378540,"(1.55, 1.85, 1.7555555555555555)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:32.250562,"(1.55, 1.85, 1.7555555555555555)","(14.0, 32.0, 23.470588235294116)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:33.164257,"(1.55, 1.85, 1.7555555555555555)","(14.0, 30.0, 27.22222222222222)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.157894736842106)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:34.128012,"(1.55, 1.85, 1.7552631578947369)","(14.0, 29.0, 28.233333333333334)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:35.079761,"(1.55, 1.85, 1.7552631578947369)","(14.0, 29.0, 28.233333333333334)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:35.931859,"(1.55, 1.85, 1.7552631578947369)","(14.0, 29.0, 24.208333333333336)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:36.796810,"(1.55, 1.85, 1.7552631578947369)","(14.0, 28.0, 27.299999999999997)","(16.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(9.0, 20.0, 18.529411764705884)","(4.6, 5.2, 4.9)"
08-01-2023 19:06:37.671991,"(1.5, 1.85, 1.7552631578947369)","(14.0, 28.0, 27.299999999999997)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:38.517545,"(1.5, 1.85, 1.7552631578947369)","(14.0, 28.0, 27.299999999999997)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:39.529946,"(1.5, 1.85, 1.7552631578947369)","(14.0, 27.0, 25.8125)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:40.567808,"(1.5, 1.85, 1.7552631578947369)","(14.0, 27.0, 24.88888888888889)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:41.457674,"(1.5, 1.85, 1.7552631578947369)","(14.0, 27.0, 24.88888888888889)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.744444444444444)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:42.421138,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 24.88888888888889)","(17.0, 36.0, 27.6)","(6.0, 13.0, 12.433333333333334)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:43.407448,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 13.0, 12.433333333333334)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:44.274203,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 13.0, 12.433333333333334)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:45.223761,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.266666666666666)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:46.261241,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:47.259436,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.529411764705884)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:48.189947,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.75)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:49.177011,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:50.098986,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.9)"
08-01-2023 19:06:51.045593,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.98)"
08-01-2023 19:06:51.953989,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.98)"
08-01-2023 19:06:52.895093,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 13.741176470588236)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.909090909090909)"
08-01-2023 19:06:53.898512,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.909090909090909)"
08-01-2023 19:06:54.946977,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:06:55.942668,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:06:56.925036,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:06:57.883076,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:06:58.873010,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:06:59.766815,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:07:00.788598,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:07:01.804353,"(1.5, 1.84, 1.76125)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:07:02.689426,"(1.5, 1.85, 1.7583333333333333)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:07:03.701851,"(1.5, 1.85, 1.7583333333333333)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.944)"
08-01-2023 19:07:04.635533,"(1.5, 1.85, 1.7583333333333333)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:05.523704,"(1.5, 1.78, 1.7757142857142858)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:06.502786,"(1.5, 1.8, 1.7946666666666666)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:07.494498,"(1.5, 1.8, 1.7922222222222222)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:08.519989,"(1.5, 1.8, 1.7922222222222222)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:09.536325,"(1.5, 1.8, 1.7963157894736843)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:10.542466,"(1.5, 1.8, 1.7963157894736843)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:11.522442,"(1.5, 1.8, 1.7963157894736843)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:12.447212,"(1.5, 1.8, 1.7963157894736843)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:13.351624,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:14.326578,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 4.979310344827586)"
08-01-2023 19:07:15.327173,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:16.286290,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:17.244715,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:18.096277,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.333333333333332)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:19.017116,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:19.972216,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:20.986795,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:22.015445,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:23.034561,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:24.020856,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:25.003317,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:25.920088,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:26.810207,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:27.858117,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:28.896642,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:29.758261,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:30.691904,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:31.601031,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 13.5, 11.280000000000001)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:32.525606,"(1.5, 1.8, 1.7953333333333334)","(14.0, 27.0, 22.086206896551722)","(17.0, 36.0, 27.6)","(6.0, 13.0, 11.933333333333334)","(10.0, 20.0, 18.157894736842106)","(4.8, 5.2, 5.008)"
08-01-2023 19:07:33.563283,"(1.5, 1.8, 1.7953333333333334)","(15.0, 27.0, 22.086206896551722)","(18.0, 36.0, 27.6)","(6.5, 13.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.6, 5.2, 5.008)"
08-01-2023 19:07:34.564542,"(1.5, 1.8, 1.7953333333333334)","(15.0, 27.0, 22.086206896551722)","(18.0, 36.0, 27.6)","(6.5, 14.0, 12.6)","(10.0, 20.0, 18.157894736842106)","(4.6, 5.2, 5.008)"
08-01-2023 19:07:35.463697,"(1.5, 1.7, 1.6900115606936417)","(15.0, 27.0, 22.086206896551722)","(18.0, 36.0, 27.444444444444443)","(6.5, 13.0, 11.933333333333334)","(10.0, 20.0, 19.153846153846153)","(4.6, 5.2, 5.125)"
08-01-2023 19:07:36.475769,"(1.5, 1.7, 1.650057803468208)","(15.0, 27.0, 19.894736842105264)","(18.0, 36.0, 29.0)","(6.5, 12.0, 11.266666666666667)","(10.0, 19.5, 19.055555555555557)","(4.6, 5.2, 5.1611111111111105)"
08-01-2023 19:07:37.404443,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 19.8)","(18.0, 36.0, 29.0)","(6.5, 12.0, 11.266666666666667)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.1611111111111105)"
08-01-2023 19:07:38.278405,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 21.24)","(18.0, 36.0, 31.2)","(6.5, 12.0, 11.266666666666667)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.1611111111111105)"
08-01-2023 19:07:39.305492,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 20.81818181818182)","(18.0, 36.0, 30.666666666666668)","(6.5, 12.0, 11.266666666666667)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.1611111111111105)"
08-01-2023 19:07:40.367653,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 20.81818181818182)","(18.0, 36.0, 30.666666666666668)","(6.5, 12.0, 11.266666666666667)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:41.382923,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 20.81818181818182)","(18.0, 36.0, 31.733333333333334)","(6.5, 12.0, 11.633333333333333)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:42.485502,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 21.76923076923077)","(18.0, 36.0, 32.5)","(6.5, 12.0, 11.633333333333333)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:43.590095,"(1.5, 1.7, 1.6401385681293301)","(15.0, 27.0, 21.76923076923077)","(18.0, 36.0, 32.5)","(6.5, 12.0, 11.034285714285716)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:44.584795,"(1.5, 1.7, 1.6400693641618496)","(15.0, 27.0, 21.76923076923077)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.034285714285716)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:45.542958,"(1.5, 1.7, 1.6400693641618496)","(15.0, 27.0, 21.76923076923077)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:46.665255,"(1.5, 1.7, 1.6400693641618496)","(15.0, 27.0, 21.9)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:47.708779,"(1.5, 1.7, 1.6400693641618496)","(15.0, 26.0, 22.5)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:48.787292,"(1.5, 1.7, 1.6400693641618496)","(15.0, 26.0, 22.5)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 19.5, 19.233333333333334)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:49.808473,"(1.5, 1.7, 1.6400693641618496)","(15.0, 26.0, 22.5)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 19.5, 19.192307692307693)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:50.754702,"(1.5, 1.72, 1.656)","(15.0, 27.0, 19.727272727272727)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 19.5, 18.5)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:51.802465,"(1.5, 1.72, 1.6628571428571428)","(15.0, 25.0, 24.214285714285715)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 20.0, 18.5)","(4.6, 5.3, 5.072727272727272)"
08-01-2023 19:07:52.781517,"(1.5, 1.72, 1.6628571428571428)","(15.0, 25.0, 24.214285714285715)","(18.0, 36.0, 32.5)","(6.5, 12.5, 11.24)","(10.0, 20.0, 18.5)","(4.6, 5.3, 5.072727272727272)"
