,Hot Milo,Homebush Altena,Homebush Noah,Homebush Reta,Senior Project,Goldstar Rio,Tane Mahuta,Know Beast
09-01-2023 11:12:26.228645,"(3.0, 9.2, 5.472222222222221)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:27.484892,"(3.0, 9.2, 5.472222222222221)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:28.711201,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:29.935924,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:31.201894,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:32.453517,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:33.725178,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:34.959181,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:36.121614,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:37.253783,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:38.376818,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:39.381599,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:40.560997,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:41.666686,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:42.902968,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:44.193497,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:45.422712,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:46.674574,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:47.928172,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:49.227386,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:50.491364,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:51.762187,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:53.010451,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:54.422615,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:55.780938,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:57.101008,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:58.405681,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:12:59.768947,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:01.152532,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:02.496719,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:03.794666,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:05.043754,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:06.281525,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:07.474311,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:08.605600,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:09.596982,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:10.749426,"(3.0, 9.0, 4.62962962962963)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:11.907420,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:13.114934,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:14.378918,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:15.685612,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:16.942750,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:18.227674,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:19.499674,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:20.794897,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:22.066603,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:23.336584,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:24.648272,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:25.883072,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:27.112408,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
09-01-2023 11:13:28.339505,"(3.0, 8.6, 4.525925925925926)","(5.0, 19.5, 10.4375)","(21.0, 130.0, 52.11538461538461)","(8.5, 36.0, 27.0625)","(2.2, 3.55, 3.0495)","(21.0, 130.0, 52.80769230769231)","(20.0, 130.0, 66.94444444444444)","(13.0, 70.0, 62.6875)"
