,Hot Milo,Homebush Altena,Homebush Noah,Homebush Reta,Senior Project,Goldstar Rio,Tane Mahuta,Know Beast
09-01-2023 11:33:14.895492,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.916666666666668)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:16.080312,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 12.879999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:17.276543,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 12.879999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:18.474553,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 12.879999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:19.607409,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 12.879999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:20.655559,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 12.879999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:21.600084,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 12.879999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.752307692307692)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:22.713642,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:23.816671,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:24.987212,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:26.218024,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:27.362807,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:28.590706,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:29.810716,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:31.056177,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:32.335886,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:33.589178,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:34.843946,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:36.064538,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:37.329475,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:38.589969,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 58.5)"
09-01-2023 11:33:39.813445,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:41.091080,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:42.350331,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:43.607346,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:44.934164,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:46.198746,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:47.644581,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:48.955418,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:50.219156,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:51.521857,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:52.661578,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:53.751299,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:54.788795,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:55.903282,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:57.031858,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:58.185779,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:33:59.377425,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:00.595661,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:01.842668,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:03.062721,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:04.272571,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:05.531356,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:06.748163,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:08.042356,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:09.314407,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 16.369230769230768)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 54.31818181818182)"
09-01-2023 11:34:10.547271,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 15.177777777777777)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 94.25)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:11.822246,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.7)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 101.13636363636364)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:13.084557,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.7)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 101.13636363636364)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:14.354011,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.7)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:15.544821,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:16.741473,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:17.967410,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:19.213867,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:20.457314,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:21.675243,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:22.907246,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:24.194227,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:25.327732,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:26.446885,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:27.515750,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:28.570986,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:29.689781,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:30.957734,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:32.162544,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:33.435870,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 16.740000000000002)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:34.711473,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:35.995990,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:37.384126,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:38.721392,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:40.092959,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:41.596149,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:43.027734,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:44.387705,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:45.719238,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.8)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:47.043269,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:48.362088,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:49.702163,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:50.960644,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7333333333333334)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:52.214613,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7107692307692304)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:53.458275,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7107692307692304)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
09-01-2023 11:34:54.719124,"(3.0, 4.4, 3.8240000000000003)","(5.0, 18.0, 11.899999999999999)","(21.0, 130.0, 58.964285714285715)","(8.0, 18.0, 11.066666666666666)","(2.15, 2.8, 2.7107692307692304)","(21.0, 150.0, 84.5)","(21.0, 170.0, 79.1)","(13.0, 70.0, 27.25)"
