,Titanium Power,Constant Flight,Snippy Fox,Much Much Better,Niffler,Munitions,Pizarro,Noble Soldier,Van Giz
07-01-2023 16:51:24.189818,"(9.0, 10.5, 10.486842105263158)","(51.0, 120.0, 101.73913043478261)","(9.0, 11.0, 10.738853503184714)","(11.0, 13.5, 13.162576687116564)","(12.0, 14.5, 14.49056603773585)","(14.0, 17.5, 17.25)","(2.15, 2.42, 2.4303125)","(9.0, 10.0, 9.918823529411766)","(10.0, 12.5, 12.122137404580153)"
07-01-2023 16:51:25.470130,"(9.0, 10.5, 10.486842105263158)","(51.0, 120.0, 101.73913043478261)","(9.0, 11.0, 10.672)","(11.0, 13.5, 13.138157894736842)","(12.0, 14.5, 14.49056603773585)","(14.0, 17.5, 17.243386243386244)","(2.15, 2.44, 2.4334391534391533)","(9.0, 10.0, 10.367132867132867)","(10.0, 12.5, 12.122137404580153)"
07-01-2023 16:51:26.721580,"(9.0, 10.5, 10.4625)","(51.0, 120.0, 101.73913043478261)","(9.0, 11.0, 10.672)","(11.0, 13.5, 13.138157894736842)","(12.0, 14.5, 14.49056603773585)","(14.0, 17.5, 17.243386243386244)","(2.15, 2.44, 2.4334391534391533)","(9.0, 10.5, 10.367132867132867)","(10.0, 12.5, 12.122137404580153)"
07-01-2023 16:51:28.068966,"(9.0, 10.5, 10.4625)","(51.0, 120.0, 101.73913043478261)","(9.0, 11.0, 10.672)","(11.0, 13.5, 13.138157894736842)","(12.0, 14.5, 14.49056603773585)","(14.0, 17.5, 17.243386243386244)","(2.2, 2.44, 2.4334391534391533)","(9.0, 10.5, 10.367132867132867)","(10.0, 12.5, 12.122137404580153)"
07-01-2023 16:51:29.458012,"(9.0, 10.5, 10.4625)","(51.0, 120.0, 101.73913043478261)","(9.0, 11.0, 10.944444444444445)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.490384615384615)","(14.0, 17.5, 17.440860215053764)","(2.2, 2.44, 2.4188095238095237)","(9.0, 10.5, 10.403553299492385)","(10.0, 12.5, 11.806584362139917)"
07-01-2023 16:51:30.729311,"(9.0, 10.5, 10.462686567164178)","(51.0, 120.0, 103.84615384615384)","(9.0, 11.0, 10.941396508728179)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.490384615384615)","(14.0, 17.5, 17.440860215053764)","(2.2, 2.42, 2.4190825688073394)","(9.0, 10.5, 10.401041666666666)","(10.0, 12.0, 11.791512915129152)"
07-01-2023 16:51:32.083642,"(9.0, 10.5, 10.462686567164178)","(51.0, 120.0, 103.84615384615384)","(9.0, 11.0, 10.934903047091412)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.489583333333334)","(14.0, 17.5, 17.440860215053764)","(2.2, 2.42, 2.41906976744186)","(9.0, 10.5, 10.404040404040405)","(10.0, 12.0, 11.747349823321555)"
07-01-2023 16:51:33.314387,"(9.0, 10.5, 10.462686567164178)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.934903047091412)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.488505747126437)","(14.0, 17.5, 17.440860215053764)","(2.2, 2.42, 2.429310344827586)","(9.0, 10.5, 10.4)","(10.0, 12.0, 11.747349823321555)"
07-01-2023 16:51:34.566152,"(9.0, 11.0, 10.775925925925925)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.931486880466473)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.488505747126437)","(14.0, 17.5, 17.432926829268293)","(2.2, 2.44, 2.43025641025641)","(9.0, 10.5, 10.402061855670103)","(10.0, 12.0, 11.760223048327138)"
07-01-2023 16:51:35.776030,"(9.0, 11.0, 10.792808219178083)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.945987654320987)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.488505747126437)","(14.0, 17.5, 17.432926829268293)","(2.2, 2.46, 2.427207207207207)","(9.0, 10.5, 10.402061855670103)","(10.0, 12.0, 12.088785046728972)"
07-01-2023 16:51:36.956069,"(9.0, 11.0, 10.792808219178083)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.945987654320987)","(11.0, 13.5, 13.046153846153846)","(12.0, 14.5, 14.304526748971194)","(14.0, 17.5, 17.427710843373493)","(2.2, 2.46, 2.429937888198758)","(9.0, 10.5, 10.402061855670103)","(10.0, 12.5, 12.022911051212938)"
07-01-2023 16:51:38.142290,"(9.0, 11.0, 10.714622641509434)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.948224852071005)","(11.0, 13.5, 13.046153846153846)","(12.0, 15.0, 14.304526748971194)","(14.0, 17.5, 17.427710843373493)","(2.2, 2.46, 2.4316959064327484)","(9.0, 10.5, 10.402061855670103)","(10.0, 12.5, 12.022911051212938)"
07-01-2023 16:51:39.391216,"(9.0, 11.0, 10.714622641509434)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.948224852071005)","(11.0, 13.5, 13.046153846153846)","(12.0, 15.0, 14.304526748971194)","(14.0, 17.5, 17.423076923076923)","(2.2, 2.46, 2.4368421052631577)","(9.0, 10.5, 10.402061855670103)","(10.0, 12.5, 12.022911051212938)"
07-01-2023 16:51:40.692935,"(9.0, 11.0, 10.714622641509434)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.938095238095238)","(11.0, 13.5, 13.045801526717558)","(12.0, 15.0, 14.300813008130081)","(14.0, 17.5, 17.587628865979383)","(2.2, 2.46, 2.442463768115942)","(9.0, 10.5, 10.393939393939394)","(10.0, 12.5, 11.997435897435897)"
07-01-2023 16:51:41.897379,"(9.0, 11.0, 10.710648148148149)","(51.0, 120.0, 103.2)","(9.0, 11.0, 10.938095238095238)","(11.0, 13.5, 13.042635658914728)","(12.0, 15.0, 14.285106382978723)","(14.0, 18.0, 17.620192307692307)","(2.2, 2.46, 2.441511111111111)","(9.0, 10.5, 10.369346733668342)","(10.0, 12.0, 12.010928961748634)"
07-01-2023 16:51:43.017293,"(9.0, 11.0, 10.698067632850242)","(51.0, 120.0, 100.0)","(9.0, 11.0, 10.937898089171975)","(11.0, 13.5, 13.042635658914728)","(12.0, 15.0, 14.285106382978723)","(14.0, 18.0, 17.620192307692307)","(2.15, 2.48, 2.4491891891891893)","(9.0, 10.5, 10.293333333333333)","(10.0, 12.5, 12.010928961748634)"
07-01-2023 16:51:44.193207,"(9.0, 11.0, 10.66931216931217)","(51.0, 120.0, 100.0)","(9.0, 11.0, 11.437716262975778)","(11.0, 13.5, 13.012396694214877)","(12.0, 15.0, 14.263157894736842)","(14.0, 18.0, 17.6010101010101)","(2.15, 2.46, 2.4359183673469387)","(9.0, 10.5, 10.258278145695364)","(10.0, 12.5, 11.988235294117647)"
07-01-2023 16:51:45.391839,"(9.0, 11.0, 10.627218934911243)","(51.0, 110.0, 97.14285714285714)","(9.0, 11.5, 11.44488188976378)","(11.0, 13.5, 13.020325203252032)","(12.0, 15.0, 14.253393665158372)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.44, 2.4316)","(9.0, 10.5, 10.465811965811966)","(10.0, 12.0, 11.965714285714286)"
07-01-2023 16:51:46.569557,"(9.0, 11.0, 10.621875)","(51.0, 110.0, 97.14285714285714)","(9.0, 11.5, 11.44488188976378)","(11.0, 13.5, 13.020325203252032)","(12.0, 15.0, 14.253393665158372)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.46, 2.4316)","(9.0, 10.5, 10.465811965811966)","(10.0, 12.5, 12.004225352112677)"
07-01-2023 16:51:47.646875,"(9.0, 10.5, 10.428571428571429)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.431372549019608)","(11.0, 13.5, 13.040856031128405)","(12.0, 15.0, 14.282608695652174)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.46, 2.4486567164179105)","(9.0, 10.5, 10.448051948051948)","(10.0, 12.5, 12.004225352112677)"
07-01-2023 16:51:48.819962,"(9.0, 10.5, 10.421383647798741)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.431372549019608)","(11.0, 13.5, 13.006276150627615)","(12.0, 15.0, 14.224137931034482)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.46, 2.417992125984252)","(9.0, 10.5, 10.453488372093023)","(10.0, 12.5, 11.998575498575498)"
07-01-2023 16:51:49.965929,"(9.0, 10.5, 10.421383647798741)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.435779816513762)","(11.0, 13.5, 13.044401544401545)","(12.0, 15.0, 14.224137931034482)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.42, 2.4195299145299143)","(9.0, 10.5, 10.301075268817204)","(10.0, 12.5, 11.755847953216374)"
07-01-2023 16:51:51.176111,"(9.0, 10.5, 10.421383647798741)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.475)","(11.0, 13.5, 13.044401544401545)","(12.0, 15.0, 14.224137931034482)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.42, 2.4195299145299143)","(9.0, 11.0, 10.301075268817204)","(10.0, 12.5, 11.755847953216374)"
07-01-2023 16:51:52.459818,"(9.0, 10.5, 10.421383647798741)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.473118279569892)","(11.0, 13.5, 13.044401544401545)","(12.0, 15.0, 14.224137931034482)","(14.0, 18.0, 17.588541666666668)","(2.15, 2.42, 2.453333333333333)","(9.0, 11.0, 10.301075268817204)","(10.0, 12.5, 11.755847953216374)"
07-01-2023 16:51:53.838861,"(9.0, 10.5, 10.421383647798741)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.475)","(11.0, 13.5, 13.044401544401545)","(12.0, 15.0, 14.224137931034482)","(14.0, 18.0, 17.639344262295083)","(2.15, 2.46, 2.4194871794871795)","(9.0, 11.0, 10.301075268817204)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:51:55.264977,"(9.0, 11.0, 10.482905982905983)","(51.0, 110.0, 100.0)","(9.0, 11.5, 11.475)","(11.0, 13.5, 13.044401544401545)","(12.0, 15.0, 14.199288256227758)","(14.0, 18.0, 17.639344262295083)","(2.15, 2.42, 2.453333333333333)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:51:56.614165,"(9.0, 11.0, 10.482905982905983)","(51.0, 110.0, 99.41176470588235)","(9.0, 11.5, 11.473118279569892)","(11.0, 13.5, 13.148809523809524)","(12.0, 15.0, 14.199288256227758)","(14.0, 18.0, 17.639344262295083)","(2.15, 2.46, 2.453090909090909)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:51:57.956815,"(9.0, 11.0, 10.448412698412698)","(51.0, 110.0, 99.41176470588235)","(9.0, 11.5, 11.473118279569892)","(11.0, 13.5, 13.148809523809524)","(12.0, 15.0, 14.199288256227758)","(14.0, 18.0, 17.639344262295083)","(2.15, 2.46, 2.4252439024390244)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:51:59.301549,"(9.0, 11.0, 10.448412698412698)","(51.0, 110.0, 99.41176470588235)","(9.0, 11.5, 11.341463414634147)","(11.0, 13.5, 13.132398753894082)","(12.0, 15.0, 14.199288256227758)","(14.0, 18.0, 17.539823008849556)","(2.15, 2.44, 2.4242857142857144)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:52:00.585326,"(9.0, 11.0, 10.36)","(51.0, 110.0, 99.41176470588235)","(9.0, 11.5, 11.341463414634147)","(11.0, 13.5, 13.132398753894082)","(12.0, 15.0, 14.199288256227758)","(14.0, 18.0, 17.522935779816514)","(2.15, 2.44, 2.4242857142857144)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:52:01.721061,"(9.0, 11.0, 10.529411764705882)","(51.0, 110.0, 99.41176470588235)","(10.0, 11.5, 11.341463414634147)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.199288256227758)","(14.0, 18.0, 17.522935779816514)","(2.2, 2.44, 2.4286842105263156)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:52:02.843942,"(9.0, 11.0, 10.51592356687898)","(51.0, 110.0, 99.41176470588235)","(10.0, 11.5, 11.341463414634147)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.224137931034482)","(14.0, 18.0, 17.522935779816514)","(2.2, 2.44, 2.4286842105263156)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 11.999508357915438)"
07-01-2023 16:52:04.023943,"(9.0, 10.5, 10.426315789473684)","(51.0, 110.0, 99.41176470588235)","(10.0, 11.0, 10.747235387045814)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.542682926829269)","(14.0, 18.0, 17.522935779816514)","(2.2, 2.44, 2.417536231884058)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 12.0029296875)"
07-01-2023 16:52:05.208426,"(9.0, 10.5, 10.426315789473684)","(51.0, 100.0, 95.0)","(10.0, 11.0, 10.747235387045814)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.542682926829269)","(14.0, 18.0, 17.522935779816514)","(2.2, 2.42, 2.417536231884058)","(9.0, 11.0, 10.322916666666666)","(10.0, 12.5, 12.0029296875)"
07-01-2023 16:52:06.417710,"(9.0, 10.5, 10.440217391304348)","(51.0, 110.0, 95.0)","(10.0, 11.0, 10.738988580750409)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.542682926829269)","(14.0, 18.0, 17.50943396226415)","(2.2, 2.42, 2.411681195516812)","(9.0, 11.0, 10.577922077922079)","(10.0, 12.5, 12.0029296875)"
07-01-2023 16:52:07.543667,"(9.0, 10.5, 10.440217391304348)","(51.0, 100.0, 96.25)","(10.0, 11.0, 10.738988580750409)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.537037037037036)","(14.0, 18.0, 17.50943396226415)","(2.2, 2.42, 2.4103875968992248)","(9.0, 11.0, 10.586864406779661)","(10.0, 12.5, 12.0029296875)"
07-01-2023 16:52:08.771634,"(9.0, 10.5, 10.440217391304348)","(51.0, 100.0, 99.28571428571428)","(10.0, 11.0, 10.709090909090909)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.506578947368421)","(14.0, 18.0, 17.272727272727273)","(2.2, 2.42, 2.4103913043478262)","(9.0, 11.0, 10.296028880866427)","(10.0, 12.5, 12.0029296875)"
07-01-2023 16:52:10.104378,"(9.0, 10.5, 10.41)","(51.0, 110.0, 97.0)","(10.0, 11.0, 10.709090909090909)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.542682926829269)","(14.0, 18.0, 17.3046875)","(2.2, 2.42, 2.4106696428571426)","(9.0, 11.0, 10.25)","(10.0, 12.5, 12.0029296875)"
07-01-2023 16:52:11.391902,"(9.0, 10.5, 10.41)","(51.0, 100.0, 97.0)","(10.0, 11.0, 10.710387323943662)","(11.0, 13.5, 13.132398753894082)","(11.0, 15.0, 14.23076923076923)","(14.0, 17.5, 17.298387096774192)","(2.2, 2.42, 2.413795093795094)","(9.0, 11.0, 10.289198606271777)","(10.0, 12.5, 12.002401536983669)"
07-01-2023 16:52:12.565333,"(9.0, 10.5, 10.41)","(51.0, 95.0, 92.5)","(10.0, 11.0, 10.710387323943662)","(11.0, 13.5, 13.101880877742946)","(11.0, 15.0, 14.23076923076923)","(14.0, 17.5, 17.298387096774192)","(2.2, 2.42, 2.413394777265745)","(9.0, 11.0, 10.289198606271777)","(10.0, 12.5, 12.002401536983669)"
07-01-2023 16:52:13.694485,"(9.0, 10.5, 10.41044776119403)","(61.0, 110.0, 98.75)","(10.0, 11.0, 10.710387323943662)","(11.0, 13.5, 13.101880877742946)","(12.0, 15.0, 14.244224422442244)","(15.0, 17.5, 16.802083333333332)","(2.15, 2.42, 2.414065180102916)","(9.0, 11.0, 10.15702479338843)","(10.0, 12.5, 12.089540412044373)"
07-01-2023 16:52:14.869334,"(9.0, 10.5, 10.41044776119403)","(61.0, 100.0, 96.66666666666667)","(10.0, 11.0, 10.682432432432432)","(11.0, 13.5, 13.101880877742946)","(12.0, 15.0, 14.244224422442244)","(15.0, 17.0, 16.802083333333332)","(2.15, 2.42, 2.414065180102916)","(9.0, 11.0, 10.157676348547717)","(10.0, 12.5, 12.089540412044373)"
07-01-2023 16:52:15.972346,"(9.0, 10.5, 10.41044776119403)","(61.0, 100.0, 97.77777777777777)","(10.0, 11.0, 10.682432432432432)","(11.0, 13.5, 13.101880877742946)","(12.0, 15.0, 14.244224422442244)","(15.0, 17.5, 17.423076923076923)","(2.15, 2.42, 2.4156286266924565)","(9.0, 11.0, 10.350574712643677)","(10.0, 12.5, 12.089540412044373)"
07-01-2023 16:52:17.087619,"(9.0, 10.5, 10.41044776119403)","(61.0, 100.0, 97.77777777777777)","(10.0, 11.0, 10.68208092485549)","(11.0, 13.5, 13.280276816608996)","(12.0, 15.0, 14.244224422442244)","(15.0, 17.5, 17.423076923076923)","(2.15, 2.42, 2.4156286266924565)","(9.0, 10.5, 10.350574712643677)","(10.0, 12.5, 12.089540412044373)"
07-01-2023 16:52:18.222466,"(9.0, 10.5, 10.41044776119403)","(61.0, 100.0, 97.77777777777777)","(10.0, 11.0, 10.659090909090908)","(11.0, 13.5, 13.239215686274509)","(12.0, 15.0, 14.190812720848056)","(15.0, 17.5, 17.424242424242426)","(2.15, 2.42, 2.413957219251337)","(9.0, 10.5, 10.350574712643677)","(10.0, 12.5, 12.089540412044373)"
07-01-2023 16:52:19.362166,"(9.0, 11.0, 10.503378378378379)","(61.0, 100.0, 99.33333333333333)","(10.0, 11.0, 10.659090909090908)","(11.0, 13.5, 13.239215686274509)","(12.0, 15.0, 14.190812720848056)","(15.0, 17.5, 17.424242424242426)","(2.15, 2.42, 2.412294117647059)","(9.0, 10.5, 10.254716981132075)","(10.0, 12.5, 12.089540412044373)"
07-01-2023 16:52:20.446301,"(9.0, 11.0, 10.489230769230769)","(61.0, 100.0, 97.77777777777777)","(10.0, 11.0, 10.659090909090908)","(11.0, 13.5, 13.238188976377952)","(12.0, 14.5, 14.48876404494382)","(15.0, 17.5, 17.181102362204726)","(2.15, 2.42, 2.414074074074074)","(9.0, 10.5, 10.254716981132075)","(10.0, 12.5, 12.049565217391304)"
07-01-2023 16:52:21.572438,"(9.0, 11.0, 10.489230769230769)","(61.0, 100.0, 99.48717948717949)","(10.0, 10.5, 10.294930875576037)","(11.0, 13.5, 13.245934959349594)","(12.0, 14.5, 14.48876404494382)","(15.0, 18.0, 17.441176470588236)","(2.15, 2.42, 2.4395994538006374)","(9.0, 10.5, 10.254716981132075)","(10.0, 12.5, 12.047202797202797)"
07-01-2023 16:52:22.833779,"(9.0, 11.0, 10.489230769230769)","(61.0, 100.0, 99.87179487179488)","(10.0, 10.5, 10.30503144654088)","(12.0, 13.5, 13.245934959349594)","(12.0, 14.5, 14.48876404494382)","(15.0, 17.5, 17.441176470588236)","(2.15, 2.44, 2.4396231263383297)","(9.0, 10.5, 10.221311475409836)","(10.0, 12.5, 12.047202797202797)"
07-01-2023 16:52:24.023256,"(9.0, 11.0, 10.4512987012987)","(61.0, 100.0, 99.87179487179488)","(10.0, 10.5, 10.30503144654088)","(12.0, 13.5, 13.245934959349594)","(12.0, 14.5, 14.43939393939394)","(15.0, 17.5, 17.441176470588236)","(2.15, 2.44, 2.446062992125984)","(9.0, 10.5, 10.350314465408806)","(10.0, 12.5, 11.99660441426146)"
07-01-2023 16:52:25.126030,"(9.0, 11.0, 10.43288590604027)","(61.0, 100.0, 99.86111111111111)","(10.0, 10.5, 10.30503144654088)","(12.0, 13.5, 13.265037593984962)","(12.0, 14.5, 14.43939393939394)","(15.0, 17.5, 17.441176470588236)","(2.15, 2.46, 2.4553421052631577)","(9.0, 10.5, 10.035714285714286)","(10.0, 12.0, 11.99660441426146)"
07-01-2023 16:52:26.265416,"(9.0, 11.0, 10.43288590604027)","(61.0, 100.0, 99.86111111111111)","(10.0, 11.0, 10.709401709401709)","(12.0, 13.5, 13.265037593984962)","(12.0, 14.5, 14.43939393939394)","(15.0, 17.5, 17.441176470588236)","(2.15, 2.46, 2.452359550561798)","(9.0, 10.5, 10.308720930232559)","(10.0, 12.0, 11.937219730941704)"
07-01-2023 16:52:27.443207,"(9.0, 11.0, 10.352490421455938)","(61.0, 100.0, 99.8529411764706)","(10.0, 11.0, 10.690909090909091)","(12.0, 13.5, 13.265037593984962)","(12.0, 14.5, 14.43939393939394)","(15.0, 17.5, 17.428571428571427)","(2.15, 2.46, 2.425812619502868)","(9.0, 10.5, 9.987096774193548)","(10.0, 12.0, 11.936459909228441)"
07-01-2023 16:52:28.687379,"(9.0, 11.0, 10.352490421455938)","(61.0, 100.0, 99.87179487179488)","(9.0, 11.0, 10.706896551724139)","(12.0, 13.5, 13.255859375)","(12.0, 14.5, 14.43939393939394)","(15.0, 17.5, 17.428571428571427)","(2.15, 2.46, 2.4268376068376067)","(9.0, 10.0, 10.298245614035087)","(10.0, 12.0, 11.935483870967742)"
07-01-2023 16:52:30.094167,"(9.0, 10.5, 10.25438596491228)","(61.0, 100.0, 99.87179487179488)","(9.0, 11.0, 10.706896551724139)","(12.0, 13.5, 13.255859375)","(12.0, 14.5, 14.43939393939394)","(15.0, 17.5, 17.306122448979593)","(2.15, 2.44, 2.4260294117647057)","(9.0, 10.5, 10.294642857142858)","(10.0, 12.0, 12.157407407407407)"
07-01-2023 16:52:31.478981,"(9.0, 10.5, 10.270491803278688)","(61.0, 100.0, 99.4186046511628)","(9.0, 11.0, 10.664383561643836)","(12.0, 13.5, 13.244897959183673)","(12.0, 14.5, 14.166666666666666)","(15.0, 17.5, 17.14516129032258)","(2.15, 2.44, 2.4176470588235293)","(9.0, 10.5, 10.294642857142858)","(10.0, 12.5, 12.157407407407407)"
07-01-2023 16:52:32.723334,"(9.0, 10.0, 9.961538461538462)","(61.0, 110.0, 108.29545454545455)","(9.0, 11.0, 10.676567656765677)","(12.0, 13.5, 13.301923076923076)","(12.0, 14.5, 14.277070063694268)","(15.0, 17.5, 17.107142857142858)","(2.15, 2.42, 2.4237545126353788)","(9.0, 10.5, 10.241463414634147)","(10.0, 12.5, 12.202797202797203)"
07-01-2023 16:52:34.331372,"(9.0, 10.5, 10.272972972972973)","(61.0, 110.0, 101.66666666666667)","(9.0, 11.0, 10.73076923076923)","(12.0, 13.5, 13.301923076923076)","(12.0, 15.0, 14.277070063694268)","(15.0, 17.5, 17.210526315789473)","(2.15, 2.44, 2.418061224489796)","(9.0, 10.5, 10.241463414634147)","(10.0, 12.5, 12.2250656167979)"
07-01-2023 16:52:35.916357,"(9.0, 10.5, 10.272972972972973)","(61.0, 110.0, 101.66666666666667)","(9.0, 11.0, 10.691846522781775)","(12.0, 13.5, 13.294)","(12.0, 15.0, 14.297546012269938)","(15.0, 17.5, 17.52991452991453)","(2.2, 2.44, 2.4184538653366583)","(9.0, 10.5, 10.230964467005077)","(10.0, 12.5, 12.18962962962963)"
07-01-2023 16:52:37.196918,"(9.0, 10.5, 10.318181818181818)","(61.0, 110.0, 101.66666666666667)","(9.0, 11.0, 10.691846522781775)","(12.0, 13.5, 13.294)","(12.0, 15.0, 14.297546012269938)","(15.0, 18.0, 17.52991452991453)","(2.2, 2.44, 2.4184538653366583)","(9.0, 10.5, 10.246411483253588)","(10.0, 12.5, 12.166666666666666)"
07-01-2023 16:52:38.459034,"(9.0, 10.5, 10.262376237623762)","(61.0, 100.0, 96.17857142857143)","(9.0, 11.0, 10.615303983228511)","(11.0, 13.5, 13.303719008264462)","(12.0, 15.0, 14.282131661442007)","(15.0, 18.0, 17.05982905982906)","(2.2, 2.44, 2.424922394678492)","(9.0, 10.5, 10.176829268292684)","(10.0, 12.5, 12.166666666666666)"
07-01-2023 16:52:39.722139,"(9.0, 10.5, 10.373015873015873)","(61.0, 100.0, 96.17857142857143)","(9.0, 11.0, 10.615303983228511)","(11.0, 13.5, 13.303719008264462)","(12.0, 15.0, 14.282131661442007)","(15.0, 18.0, 17.157894736842106)","(2.2, 2.44, 2.4239330543933053)","(9.0, 10.5, 10.198863636363637)","(10.0, 12.5, 12.171899529042387)"
07-01-2023 16:52:41.007452,"(9.0, 10.5, 10.397222222222222)","(61.0, 100.0, 96.23239436619718)","(9.0, 10.5, 10.48036253776435)","(11.0, 13.5, 13.315450643776824)","(12.0, 15.0, 14.317073170731707)","(15.0, 17.5, 17.25925925925926)","(2.2, 2.44, 2.4224657534246576)","(9.0, 10.5, 10.126760563380282)","(10.0, 12.5, 12.169303797468354)"
07-01-2023 16:52:42.150949,"(9.0, 10.5, 10.404109589041095)","(61.0, 100.0, 96.23239436619718)","(9.0, 10.5, 10.48036253776435)","(11.0, 13.5, 13.315450643776824)","(12.0, 15.0, 14.317073170731707)","(15.0, 17.5, 17.25925925925926)","(2.15, 2.44, 2.4243253234750464)","(9.0, 10.5, 10.126760563380282)","(10.0, 12.5, 12.169303797468354)"
07-01-2023 16:52:43.356709,"(9.0, 10.5, 10.404109589041095)","(61.0, 100.0, 96.23239436619718)","(9.0, 10.5, 10.48036253776435)","(11.0, 13.5, 13.315450643776824)","(12.0, 15.0, 14.14828897338403)","(15.0, 17.5, 17.303030303030305)","(2.15, 2.44, 2.4330538922155687)","(9.0, 10.5, 10.139455782312925)","(10.0, 12.5, 12.120689655172415)"
07-01-2023 16:52:44.596024,"(9.0, 10.5, 10.41025641025641)","(61.0, 100.0, 96.20567375886525)","(9.0, 10.5, 10.475746268656717)","(11.0, 13.5, 13.31304347826087)","(12.0, 15.0, 14.416666666666666)","(15.0, 17.5, 17.22222222222222)","(2.15, 2.44, 2.4062058130400628)","(9.0, 10.5, 10.166666666666666)","(10.0, 12.5, 12.1734375)"
07-01-2023 16:52:45.846606,"(9.0, 10.5, 10.41025641025641)","(61.0, 100.0, 96.32867132867133)","(9.0, 10.5, 10.385861561119293)","(11.0, 13.5, 13.359872611464969)","(12.0, 14.5, 14.122529644268775)","(15.0, 17.5, 17.620689655172413)","(2.15, 2.42, 2.4078187403993856)","(9.0, 10.5, 9.235224386113464)","(10.0, 12.5, 12.178461538461539)"
07-01-2023 16:52:47.016914,"(9.0, 10.5, 10.453900709219859)","(61.0, 100.0, 96.32867132867133)","(9.0, 11.0, 10.385861561119293)","(11.0, 13.5, 13.455645161290322)","(12.0, 15.0, 14.523605150214593)","(15.0, 18.0, 17.70744680851064)","(2.15, 2.42, 2.398360655737705)","(9.0, 9.4, 9.253042479908151)","(10.0, 12.5, 12.214090287277703)"
07-01-2023 16:52:48.209839,"(9.0, 11.0, 10.56989247311828)","(61.0, 100.0, 96.4041095890411)","(9.0, 11.0, 10.445478723404255)","(11.0, 13.5, 13.461267605633802)","(12.0, 15.0, 14.706043956043956)","(15.0, 18.0, 17.697802197802197)","(2.2, 2.4, 2.3960201511335013)","(9.0, 9.4, 9.256744186046511)","(10.0, 12.5, 12.217185385656292)"
07-01-2023 16:52:49.343996,"(9.0, 11.0, 10.58974358974359)","(61.0, 100.0, 96.42857142857143)","(9.0, 11.0, 10.392128279883382)","(11.0, 13.5, 13.470108695652174)","(12.0, 15.0, 14.74766355140187)","(15.0, 18.0, 17.730392156862745)","(2.2, 2.4, 2.3924654377880183)","(9.0, 9.4, 9.254466858789625)","(10.0, 12.5, 12.242798353909466)"
07-01-2023 16:52:50.535010,"(9.0, 11.0, 10.627906976744185)","(61.0, 100.0, 96.84210526315789)","(9.0, 11.0, 10.585769980506823)","(11.0, 13.5, 13.679292929292929)","(12.0, 15.0, 14.797752808988765)","(15.0, 18.0, 17.812925170068027)","(2.2, 2.4, 2.386858527718873)","(9.0, 9.4, 9.286977299880526)","(10.0, 12.5, 12.284037558685446)"
