,Kingscroft,Elegantly Wasted,Craigs Cruisin,Borneo Brave,Diesel Flyer,Black Elegance,Lornas Creek
11-01-2023 13:57:27.098424,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 52.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:57:28.180571,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 52.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:57:29.286010,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 52.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:57:30.510576,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 52.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:57:31.639097,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 52.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:57:32.777945,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:33.870476,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:35.007675,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:36.041353,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:37.019896,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:38.004284,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:38.975735,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:40.032247,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:57:41.114980,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 58.666666666666664)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 144.85714285714286)"
11-01-2023 13:57:42.157963,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 115.5)"
11-01-2023 13:57:43.149376,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 115.5)"
11-01-2023 13:57:44.249083,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 183.0)"
11-01-2023 13:57:45.286069,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 320.0, 74.4)"
11-01-2023 13:57:46.469084,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:47.582509,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:48.702178,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 410.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:49.737785,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:50.837616,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 84.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:51.968008,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:52.979175,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:54.100076,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:55.146632,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:56.164154,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:57.255542,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:58.326226,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:57:59.408846,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:58:00.548585,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:58:01.671119,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 59.57142857142857)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:03.014177,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:04.191787,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:05.328663,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:06.468801,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 619.1666666666666)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:07.545592,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:08.585176,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:09.716692,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 619.1666666666666)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 320.0, 76.2)"
11-01-2023 13:58:10.755641,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:11.799169,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:12.916621,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:14.045781,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:15.054596,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:16.195964,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:17.217886,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:18.323911,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:19.407797,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:20.478833,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:21.467456,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:22.507498,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:23.618480,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:24.561631,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:25.588103,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:26.607273,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 96.66666666666666)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:27.648907,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:28.624341,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:29.633916,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:30.672449,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:58:31.697011,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:32.841136,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:33.825281,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:34.923103,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:36.068936,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 96.66666666666666)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:37.077747,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 619.1666666666666)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:38.158389,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:39.336917,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:40.508600,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:41.591267,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:42.705894,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:43.788630,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:44.888082,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:45.975102,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 67.2)"
11-01-2023 13:58:47.160745,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 53.0)","(101.0, 730.0, 400.0)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 18.85)","(41.0, 390.0, 93.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:58:48.285125,"(2.0, 3.15, 2.3676923076923075)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 93.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:58:49.393046,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 69.0)"
11-01-2023 13:58:50.524700,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 143.57142857142858)"
11-01-2023 13:58:51.620774,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 70.8)"
11-01-2023 13:58:52.642774,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 105.55555555555556)","(31.0, 330.0, 130.6153846153846)"
11-01-2023 13:58:53.708678,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 72.6)"
11-01-2023 13:58:54.920628,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 105.55555555555556)","(31.0, 330.0, 72.6)"
11-01-2023 13:58:56.300846,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:58:57.350595,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:58:58.459310,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:58:59.569877,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 74.4)"
11-01-2023 13:59:00.613731,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:59:01.685667,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 76.2)"
11-01-2023 13:59:02.768567,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 47.5)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 132.0)"
11-01-2023 13:59:03.743470,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:04.731619,"(2.0, 3.15, 2.4235714285714285)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.46, 1.9026666666666667)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:05.757916,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 2.07)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:06.807562,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 2.07)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:07.820434,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 1.8399999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:08.905915,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 1.8399999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:10.099012,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 1.8399999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:11.119689,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 1.8399999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 78.0)"
11-01-2023 13:59:12.205741,"(2.0, 3.1, 2.62)","(16.0, 65.0, 56.25)","(101.0, 730.0, 412.5)","(1.65, 2.44, 1.8399999999999999)","(15.0, 40.0, 20.772727272727273)","(41.0, 390.0, 102.0)","(31.0, 330.0, 100.9090909090909)"
