,Chromatic Lass,Little O Little E,Bank Card,Gattolottasparkle,Phantom Queen,Lady Gangster,Las Vegas Blvd,Warriorinthehouse,Blue Mountain,Valued Energy
16-12-2022 10:48:12.496472,"(2.5, 3.1, 2.9235294117647057)","(31.0, 560.0, 240.2)","(31.0, 700.0, 140.0)","(20.0, 980.0, 739.875)","(11.0, 65.0, 29.666666666666668)","(16.0, 200.0, 107.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 79.07142857142857)","(2.15, 2.32, 2.245)","(21.0, 120.0, 87.0)"
16-12-2022 10:48:13.851871,"(2.5, 3.1, 2.9235294117647057)","(31.0, 560.0, 240.2)","(31.0, 700.0, 140.0)","(20.0, 980.0, 596.0)","(11.0, 65.0, 29.666666666666668)","(16.0, 200.0, 107.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 79.07142857142857)","(2.15, 2.32, 2.24)","(21.0, 120.0, 87.0)"
16-12-2022 10:48:15.256849,"(2.5, 3.1, 2.9235294117647057)","(31.0, 560.0, 240.2)","(31.0, 700.0, 140.0)","(20.0, 980.0, 340.6666666666667)","(11.0, 65.0, 31.875)","(16.0, 200.0, 107.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.3, 2.24)","(21.0, 120.0, 87.0)"
16-12-2022 10:48:16.535193,"(2.5, 3.1, 2.9235294117647057)","(31.0, 560.0, 240.2)","(31.0, 700.0, 140.0)","(20.0, 980.0, 340.6666666666667)","(11.0, 65.0, 48.125)","(16.0, 200.0, 107.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 71.0)","(2.15, 2.3, 2.25)","(21.0, 120.0, 95.25)"
16-12-2022 10:48:17.820670,"(2.5, 3.1, 2.9235294117647057)","(31.0, 550.0, 445.4)","(31.0, 690.0, 524.5)","(20.0, 980.0, 596.4000000000001)","(11.0, 60.0, 48.125)","(16.0, 200.0, 107.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 71.0)","(2.15, 2.3, 2.25)","(21.0, 120.0, 95.25)"
16-12-2022 10:48:19.182553,"(2.5, 3.1, 2.9235294117647057)","(31.0, 550.0, 445.4)","(31.0, 690.0, 524.5)","(20.0, 980.0, 740.25)","(11.0, 60.0, 48.125)","(16.0, 200.0, 107.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 71.0)","(2.15, 2.46, 2.33)","(21.0, 120.0, 95.25)"
16-12-2022 10:48:20.513325,"(2.5, 3.1, 2.9235294117647057)","(31.0, 550.0, 445.4)","(31.0, 690.0, 524.5)","(20.0, 980.0, 740.25)","(11.0, 60.0, 48.125)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 71.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.25)"
16-12-2022 10:48:21.881044,"(2.5, 3.1, 2.9235294117647057)","(31.0, 550.0, 445.4)","(31.0, 690.0, 524.5)","(20.0, 980.0, 805.8181818181819)","(11.0, 60.0, 36.25)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:23.204338,"(2.5, 3.1, 2.9363636363636365)","(31.0, 550.0, 445.4)","(31.0, 690.0, 524.5)","(20.0, 980.0, 805.8181818181819)","(11.0, 60.0, 36.25)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:24.823858,"(2.5, 3.1, 2.9363636363636365)","(31.0, 550.0, 325.85714285714283)","(31.0, 690.0, 524.5)","(20.0, 980.0, 805.8181818181819)","(11.0, 60.0, 36.25)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:26.214058,"(2.5, 3.1, 2.9363636363636365)","(31.0, 530.0, 278.5)","(31.0, 690.0, 607.75)","(20.0, 980.0, 805.8181818181819)","(11.0, 60.0, 36.25)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:27.750485,"(2.5, 3.1, 2.9363636363636365)","(31.0, 530.0, 278.5)","(31.0, 690.0, 362.0)","(20.0, 980.0, 501.5)","(11.0, 60.0, 36.25)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:29.364767,"(2.5, 3.1, 2.9363636363636365)","(31.0, 530.0, 278.5)","(31.0, 690.0, 362.0)","(20.0, 980.0, 501.5)","(11.0, 60.0, 36.25)","(16.0, 200.0, 169.16666666666666)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:30.968470,"(2.5, 3.1, 3.0)","(31.0, 530.0, 278.5)","(31.0, 690.0, 362.0)","(20.0, 980.0, 501.5)","(11.0, 60.0, 36.25)","(16.0, 200.0, 138.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:32.423678,"(2.5, 3.3, 3.0)","(31.0, 530.0, 278.5)","(31.0, 690.0, 362.0)","(20.0, 980.0, 501.5)","(11.0, 60.0, 36.25)","(16.0, 200.0, 138.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 52.0)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:33.916478,"(2.5, 3.25, 3.072857142857143)","(31.0, 530.0, 152.75)","(31.0, 700.0, 145.0)","(20.0, 980.0, 501.5)","(11.0, 65.0, 29.0)","(16.0, 200.0, 138.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 70.75)","(2.15, 2.44, 2.3200000000000003)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:35.632604,"(2.5, 3.25, 3.072857142857143)","(31.0, 530.0, 152.75)","(31.0, 700.0, 145.0)","(20.0, 980.0, 501.5)","(11.0, 65.0, 29.0)","(16.0, 200.0, 138.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 70.75)","(2.15, 2.44, 2.344)","(21.0, 120.0, 95.5)"
16-12-2022 10:48:37.135752,"(2.5, 3.25, 3.072857142857143)","(31.0, 530.0, 152.75)","(31.0, 700.0, 145.0)","(20.0, 980.0, 501.5)","(11.0, 65.0, 29.0)","(16.0, 200.0, 138.5)","(7.5, 8.6, 8.0)","(14.0, 90.0, 70.75)","(2.15, 2.44, 2.344)","(21.0, 120.0, 80.80000000000001)"
16-12-2022 10:48:38.633401,"(2.5, 3.2, 2.9833333333333334)","(31.0, 530.0, 152.75)","(31.0, 690.0, 252.66666666666666)","(20.0, 980.0, 501.5)","(11.0, 160.0, 60.66666666666667)","(16.0, 190.0, 65.35714285714286)","(7.5, 8.6, 8.0)","(14.0, 85.0, 56.400000000000006)","(2.15, 2.44, 2.344)","(21.0, 110.0, 74.80000000000001)"
16-12-2022 10:48:40.265820,"(2.5, 3.2, 2.9833333333333334)","(31.0, 530.0, 152.75)","(31.0, 690.0, 252.66666666666666)","(20.0, 980.0, 501.5)","(11.0, 160.0, 60.66666666666667)","(16.0, 190.0, 65.35714285714286)","(7.5, 8.6, 8.0)","(14.0, 85.0, 49.5)","(2.15, 2.44, 2.344)","(21.0, 110.0, 74.80000000000001)"
16-12-2022 10:48:41.837061,"(2.5, 3.2, 2.9833333333333334)","(31.0, 530.0, 277.0)","(31.0, 690.0, 362.0)","(20.0, 980.0, 501.5)","(11.0, 160.0, 60.66666666666667)","(16.0, 190.0, 65.35714285714286)","(7.5, 8.6, 9.15)","(14.0, 85.0, 49.5)","(2.15, 2.44, 2.36)","(21.0, 110.0, 74.80000000000001)"
16-12-2022 10:48:43.520900,"(2.5, 3.2, 2.9833333333333334)","(31.0, 530.0, 277.0)","(31.0, 550.0, 378.0)","(20.0, 980.0, 501.5)","(11.0, 160.0, 60.66666666666667)","(16.0, 190.0, 65.35714285714286)","(7.5, 10.5, 9.65)","(14.0, 85.0, 49.5)","(2.15, 2.44, 2.36)","(21.0, 110.0, 74.80000000000001)"
16-12-2022 10:48:45.211120,"(2.5, 3.2, 2.9833333333333334)","(31.0, 530.0, 277.0)","(31.0, 550.0, 378.0)","(20.0, 980.0, 501.5)","(11.0, 160.0, 60.66666666666667)","(16.0, 190.0, 65.35714285714286)","(7.5, 10.5, 9.225000000000001)","(14.0, 85.0, 49.5)","(2.15, 2.44, 2.36)","(21.0, 110.0, 74.80000000000001)"
16-12-2022 10:48:47.117842,"(2.5, 3.15, 3.0533333333333332)","(31.0, 530.0, 396.25)","(31.0, 550.0, 343.6)","(20.0, 980.0, 661.0)","(11.0, 160.0, 115.375)","(16.0, 190.0, 138.875)","(7.5, 10.5, 10.9)","(14.0, 85.0, 61.333333333333336)","(2.15, 2.44, 2.386)","(21.0, 110.0, 66.5)"
16-12-2022 10:48:48.676489,"(2.5, 3.1, 3.0533333333333332)","(31.0, 520.0, 396.25)","(31.0, 550.0, 343.6)","(20.0, 980.0, 661.0)","(11.0, 150.0, 62.28571428571428)","(16.0, 180.0, 152.58333333333334)","(7.5, 11.5, 10.9)","(14.0, 85.0, 146.8)","(2.15, 2.44, 2.386)","(21.0, 110.0, 85.33333333333334)"
16-12-2022 10:48:50.381500,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 550.0, 343.6)","(20.0, 980.0, 767.5555555555557)","(11.0, 130.0, 62.57142857142857)","(16.0, 180.0, 139.0)","(7.5, 11.5, 9.733333333333333)","(14.0, 180.0, 146.8)","(2.15, 2.44, 2.386)","(21.0, 220.0, 154.33333333333334)"
16-12-2022 10:48:52.299965,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 550.0, 343.6)","(20.0, 980.0, 767.5555555555557)","(11.0, 130.0, 62.57142857142857)","(16.0, 180.0, 139.0)","(7.5, 10.0, 9.866666666666667)","(14.0, 180.0, 138.75)","(2.15, 2.44, 2.386)","(21.0, 220.0, 154.33333333333334)"
16-12-2022 10:48:53.895353,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 550.0, 343.6)","(20.0, 980.0, 767.5555555555557)","(11.0, 130.0, 62.57142857142857)","(16.0, 180.0, 139.0)","(7.5, 10.0, 9.85)","(14.0, 180.0, 125.16666666666667)","(2.15, 2.44, 2.386)","(21.0, 220.0, 154.33333333333334)"
16-12-2022 10:48:55.396477,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 550.0, 343.6)","(20.0, 980.0, 767.5555555555557)","(11.0, 130.0, 62.57142857142857)","(16.0, 180.0, 139.0)","(7.5, 10.0, 9.85)","(14.0, 180.0, 125.16666666666667)","(2.15, 2.44, 2.386)","(21.0, 220.0, 170.75)"
16-12-2022 10:48:56.844011,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 550.0, 343.6)","(20.0, 980.0, 767.5555555555557)","(11.0, 130.0, 62.57142857142857)","(16.0, 180.0, 139.0)","(7.5, 10.0, 9.85)","(14.0, 180.0, 125.16666666666667)","(2.15, 2.44, 2.386)","(21.0, 220.0, 170.75)"
16-12-2022 10:48:58.239252,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 550.0, 443.5)","(20.0, 980.0, 767.5555555555557)","(11.0, 130.0, 78.0)","(16.0, 180.0, 139.0)","(7.5, 10.0, 9.65)","(14.0, 180.0, 125.16666666666667)","(2.15, 2.44, 2.386)","(21.0, 220.0, 170.75)"
16-12-2022 10:48:59.640757,"(2.5, 3.1, 3.02)","(31.0, 520.0, 396.5)","(31.0, 580.0, 450.8888888888889)","(20.0, 980.0, 343.3333333333333)","(11.0, 130.0, 63.42857142857143)","(16.0, 180.0, 98.25)","(7.5, 10.0, 9.65)","(14.0, 180.0, 92.75)","(2.15, 2.44, 2.386)","(21.0, 220.0, 148.0)"
16-12-2022 10:49:01.179917,"(2.5, 3.1, 3.02)","(31.0, 500.0, 145.25)","(31.0, 570.0, 416.85714285714283)","(20.0, 980.0, 343.3333333333333)","(11.0, 130.0, 52.0)","(16.0, 180.0, 45.41666666666667)","(7.5, 10.0, 9.65)","(14.0, 170.0, 112.4)","(2.15, 2.44, 2.4)","(21.0, 210.0, 148.0)"
16-12-2022 10:49:02.652267,"(2.5, 3.1, 3.02)","(31.0, 500.0, 145.25)","(31.0, 570.0, 214.0)","(20.0, 980.0, 712.0)","(11.0, 130.0, 52.0)","(16.0, 190.0, 66.07142857142857)","(7.5, 10.0, 9.65)","(14.0, 170.0, 98.5)","(2.15, 2.44, 2.4)","(21.0, 210.0, 117.5)"
16-12-2022 10:49:04.078797,"(2.5, 3.1, 3.02)","(31.0, 500.0, 145.25)","(31.0, 570.0, 214.0)","(20.0, 980.0, 712.0)","(11.0, 130.0, 78.0)","(16.0, 190.0, 66.07142857142857)","(7.5, 10.0, 9.65)","(14.0, 170.0, 98.5)","(2.15, 2.44, 2.4)","(21.0, 210.0, 157.14285714285714)"
16-12-2022 10:49:05.454537,"(2.5, 3.1, 3.02)","(31.0, 500.0, 145.25)","(31.0, 570.0, 214.0)","(20.0, 980.0, 712.0)","(11.0, 130.0, 64.0)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.65)","(14.0, 170.0, 122.66666666666667)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 149.0)"
16-12-2022 10:49:06.723039,"(2.5, 3.1, 3.02)","(31.0, 500.0, 297.7142857142857)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 512.0)","(11.0, 130.0, 64.0)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.65)","(14.0, 170.0, 122.66666666666667)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 149.0)"
16-12-2022 10:49:08.020717,"(2.5, 3.1, 3.02)","(31.0, 500.0, 297.7142857142857)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 512.0)","(11.0, 130.0, 64.0)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.65)","(14.0, 170.0, 122.66666666666667)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 149.0)"
16-12-2022 10:49:09.366266,"(2.5, 3.1, 3.02)","(31.0, 500.0, 145.25)","(31.0, 570.0, 214.0)","(20.0, 980.0, 513.0)","(11.0, 130.0, 91.66666666666667)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.65)","(14.0, 170.0, 98.5)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 136.0)"
16-12-2022 10:49:10.796435,"(2.5, 3.1, 2.9628571428571426)","(31.0, 500.0, 297.7142857142857)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 514.0)","(11.0, 130.0, 91.5)","(16.0, 190.0, 66.07142857142857)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 98.5)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 136.0)"
16-12-2022 10:49:12.155571,"(2.5, 3.1, 2.9628571428571426)","(31.0, 500.0, 297.7142857142857)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 605.5999999999999)","(11.0, 130.0, 91.5)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 122.66666666666667)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 148.66666666666669)"
16-12-2022 10:49:13.539622,"(2.5, 3.1, 2.9628571428571426)","(31.0, 500.0, 297.7142857142857)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 513.0)","(11.0, 130.0, 91.5)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 122.66666666666667)","(2.15, 2.44, 2.4123076923076923)","(21.0, 210.0, 157.14285714285714)"
16-12-2022 10:49:14.936349,"(2.5, 3.1, 2.9628571428571426)","(31.0, 500.0, 297.7142857142857)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 712.0)","(11.0, 130.0, 91.5)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 98.5)","(2.15, 2.44, 2.423636363636364)","(21.0, 210.0, 118.0)"
16-12-2022 10:49:16.321549,"(2.5, 3.1, 2.9628571428571426)","(31.0, 500.0, 145.25)","(31.0, 570.0, 214.0)","(20.0, 980.0, 712.0)","(11.0, 130.0, 91.5)","(16.0, 190.0, 117.91666666666666)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.44, 2.3866666666666667)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:17.704409,"(2.5, 3.1, 2.9628571428571426)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 514.0)","(11.0, 120.0, 94.0)","(16.0, 180.0, 139.625)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.44, 2.3866666666666667)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:18.981610,"(2.5, 3.1, 2.9628571428571426)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 514.0)","(11.0, 120.0, 94.0)","(16.0, 180.0, 139.625)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.44, 2.3866666666666667)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:20.403223,"(2.5, 3.1, 3.071304347826087)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 514.0)","(11.0, 120.0, 68.5)","(16.0, 170.0, 107.08333333333334)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.305454545454545)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:21.799738,"(2.5, 3.1, 3.005714285714286)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 514.0)","(11.0, 120.0, 105.35714285714286)","(16.0, 170.0, 107.08333333333334)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.304705882352941)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:23.095752,"(2.5, 3.1, 3.0142857142857142)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 747.0)","(11.0, 120.0, 105.35714285714286)","(16.0, 170.0, 159.875)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.304705882352941)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:24.350876,"(2.5, 3.1, 3.071304347826087)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 747.0)","(11.0, 120.0, 105.35714285714286)","(16.0, 180.0, 147.9)","(7.5, 10.0, 9.533333333333333)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.3057142857142856)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:25.696279,"(2.5, 3.1, 3.071304347826087)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 515.0)","(11.0, 120.0, 68.5)","(16.0, 180.0, 157.14285714285714)","(7.5, 10.0, 9.066666666666666)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.3057142857142856)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:26.965851,"(2.5, 3.1, 3.071304347826087)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 515.0)","(11.0, 120.0, 68.5)","(16.0, 180.0, 157.14285714285714)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.3057142857142856)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:28.285022,"(2.5, 3.1, 3.071304347826087)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 515.0)","(11.0, 120.0, 68.5)","(16.0, 180.0, 157.14285714285714)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.301904761904762)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:29.563022,"(2.5, 3.1, 3.071304347826087)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 515.0)","(11.0, 120.0, 68.5)","(16.0, 180.0, 159.875)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.301904761904762)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:30.830743,"(2.5, 3.1, 3.04)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 515.0)","(11.0, 120.0, 68.5)","(16.0, 180.0, 159.875)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.33333333333333)","(2.15, 2.34, 2.301904761904762)","(21.0, 210.0, 132.42857142857144)"
16-12-2022 10:49:32.097145,"(2.5, 3.1, 3.04)","(31.0, 490.0, 398.0)","(31.0, 570.0, 358.0)","(20.0, 980.0, 515.0)","(11.0, 120.0, 85.19999999999999)","(16.0, 180.0, 159.77777777777777)","(7.5, 10.0, 8.95)","(14.0, 170.0, 122.33333333333333)","(2.15, 2.34, 2.301904761904762)","(21.0, 210.0, 148.66666666666669)"
16-12-2022 10:49:33.372650,"(2.5, 3.1, 3.04)","(31.0, 500.0, 323.0)","(31.0, 570.0, 417.42857142857144)","(20.0, 980.0, 515.0)","(11.0, 130.0, 37.6)","(16.0, 200.0, 152.0)","(7.5, 10.0, 8.95)","(14.0, 170.0, 99.0)","(2.15, 2.34, 2.301904761904762)","(21.0, 210.0, 86.66666666666666)"
16-12-2022 10:49:34.656771,"(2.5, 3.1, 3.04)","(31.0, 500.0, 357.5)","(31.0, 570.0, 214.0)","(20.0, 980.0, 515.0)","(11.0, 130.0, 37.6)","(16.0, 190.0, 152.0)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.0)","(2.15, 2.34, 2.3019999999999996)","(21.0, 210.0, 148.66666666666669)"
16-12-2022 10:49:35.983541,"(2.5, 3.1, 3.04)","(31.0, 500.0, 322.25)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 515.0)","(11.0, 130.0, 91.66666666666667)","(16.0, 190.0, 152.0)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.0)","(2.15, 2.34, 2.3038095238095235)","(21.0, 210.0, 86.66666666666666)"
16-12-2022 10:49:37.253017,"(2.5, 3.1, 3.04)","(31.0, 500.0, 322.25)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 515.0)","(11.0, 130.0, 78.33333333333334)","(16.0, 190.0, 112.91666666666666)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.0)","(2.15, 2.34, 2.3038095238095235)","(21.0, 210.0, 86.66666666666666)"
16-12-2022 10:49:38.530437,"(2.5, 3.1, 3.04)","(31.0, 480.0, 309.75)","(31.0, 570.0, 357.20000000000005)","(20.0, 980.0, 515.0)","(11.0, 110.0, 33.6)","(16.0, 180.0, 112.91666666666666)","(7.5, 10.0, 8.95)","(14.0, 170.0, 123.0)","(2.15, 2.34, 2.3038095238095235)","(21.0, 210.0, 148.66666666666669)"
