,Caveman,Paradiso Havana,Maniac Moo,Invictus Sharon,Fire Up Jazz,Lifes A Riot,Deeming Rate,Seriously Fly
09-01-2023 18:31:28.244238,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 58.125)"
09-01-2023 18:31:29.420387,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 58.125)"
09-01-2023 18:31:30.542838,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 58.125)"
09-01-2023 18:31:31.667229,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 58.125)"
09-01-2023 18:31:32.802682,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:33.939999,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:35.033333,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:36.130279,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:37.251833,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:38.345067,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:39.512202,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:40.654894,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:41.830571,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:43.030778,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:44.173127,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:45.362680,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:46.590962,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:47.778792,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:48.958693,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:50.206569,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:51.495388,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:52.771741,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:54.023987,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:55.268838,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:56.536516,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:57.785970,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:31:58.951327,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:00.161582,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:01.342753,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:02.508680,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:03.608855,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:04.791264,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:06.008078,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:07.199077,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:08.465908,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:09.710497,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:10.873156,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:12.111503,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:13.334041,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:14.626691,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:16.002175,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:17.305936,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:18.638364,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:19.923316,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:21.143396,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:22.386402,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:23.628997,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:24.813824,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:26.018005,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:27.195758,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:28.342860,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:29.525697,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:30.590362,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:31.694763,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:32.856145,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:34.044862,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:35.284560,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:36.435660,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:37.686611,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:38.964771,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:40.213993,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:41.443849,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:42.742338,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:44.041516,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:45.308517,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:46.671219,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:48.246006,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:49.489550,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:50.765567,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:52.245680,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:53.439277,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:54.555938,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:55.657522,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:56.717374,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:57.792204,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:32:58.923017,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:00.031186,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:01.168025,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:02.338164,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:03.489334,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:04.596971,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:05.731053,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
09-01-2023 18:33:06.832047,"(41.0, 95.0, 69.5)","(18.0, 70.0, 34.66666666666667)","(31.0, 85.0, 50.53846153846153)","(1.65, 2.4, 1.736206896551724)","(10.0, 21.0, 13.666666666666666)","(2.4, 3.75, 2.8512)","(31.0, 260.0, 123.2)","(26.0, 110.0, 49.63636363636364)"
