,Lady Adele,Middle Child,Miss Illuminate,Pants On Fire,Sockastar,Bella Tesoro,Cannoli,Harper Rae,Hear Me Out,Lady Shalaa,Thida,Two Gets You Five
10-01-2023 13:29:38.952427,"(101.0, 210.0, 201.42857142857142)","(17.0, 21.0, 20.11111111111111)","(7.0, 8.2, 8.096296296296297)","(41.0, 55.0, 53.333333333333336)","(41.0, 60.0, 56.666666666666664)","(101.0, 230.0, 216.36363636363637)","(2.9, 3.35, 3.319642857142857)","(3.9, 4.2, 4.152444444444444)","(26.0, 42.0, 40.666666666666664)","(13.0, 17.0, 16.856060606060606)","(6.0, 6.8, 6.757425742574258)","(101.0, 140.0, 135.45454545454547)"
10-01-2023 13:29:40.374508,"(101.0, 210.0, 201.42857142857142)","(17.0, 21.0, 20.11111111111111)","(7.0, 8.2, 8.032)","(41.0, 55.0, 53.275862068965516)","(41.0, 60.0, 56.666666666666664)","(101.0, 220.0, 216.36363636363637)","(2.9, 3.35, 3.3127118644067797)","(3.9, 4.2, 4.165760869565218)","(26.0, 42.0, 40.666666666666664)","(13.0, 17.0, 16.830357142857142)","(6.0, 6.8, 6.769148936170213)","(101.0, 140.0, 135.45454545454547)"
10-01-2023 13:29:41.725244,"(101.0, 210.0, 201.42857142857142)","(17.0, 21.0, 19.6734693877551)","(7.0, 8.2, 7.9754901960784315)","(41.0, 55.0, 52.8)","(31.0, 60.0, 56.666666666666664)","(101.0, 220.0, 210.76923076923077)","(2.9, 3.35, 3.3252396166134184)","(3.9, 4.2, 4.157746478873239)","(26.0, 42.0, 40.8421052631579)","(13.0, 17.0, 16.830357142857142)","(6.0, 6.8, 6.7717073170731705)","(101.0, 140.0, 136.0)"
10-01-2023 13:29:43.110555,"(101.0, 210.0, 201.42857142857142)","(17.0, 20.0, 19.818181818181817)","(7.0, 8.0, 7.98135593220339)","(41.0, 55.0, 53.225806451612904)","(31.0, 60.0, 56.666666666666664)","(101.0, 220.0, 211.42857142857144)","(2.9, 3.35, 3.3226666666666667)","(3.9, 4.2, 4.185136741973841)","(26.0, 42.0, 41.12820512820513)","(13.0, 17.0, 16.806818181818183)","(6.0, 6.8, 6.762081784386617)","(101.0, 140.0, 136.66666666666666)"
10-01-2023 13:29:44.561085,"(101.0, 210.0, 202.30769230769232)","(17.0, 20.0, 19.607692307692307)","(7.0, 8.0, 7.9670588235294115)","(41.0, 55.0, 53.225806451612904)","(31.0, 60.0, 56.94444444444444)","(101.0, 220.0, 203.57142857142856)","(2.9, 3.35, 3.3435114503816794)","(3.9, 4.2, 4.161100917431193)","(26.0, 42.0, 41.170731707317074)","(13.0, 17.0, 16.802325581395348)","(6.0, 6.8, 6.752982456140351)","(101.0, 140.0, 137.27272727272728)"
10-01-2023 13:29:46.048951,"(101.0, 210.0, 202.30769230769232)","(17.0, 21.0, 20.227272727272727)","(7.0, 8.0, 7.9585185185185185)","(41.0, 55.0, 53.333333333333336)","(31.0, 60.0, 55.74468085106383)","(101.0, 210.0, 199.41176470588235)","(2.9, 3.35, 3.349852941176471)","(3.9, 4.2, 4.1577586206896555)","(26.0, 42.0, 41.170731707317074)","(13.0, 17.0, 16.762626262626263)","(6.0, 6.8, 6.73972602739726)","(101.0, 140.0, 134.7058823529412)"
10-01-2023 13:29:47.425008,"(101.0, 210.0, 202.30769230769232)","(17.0, 21.0, 20.227272727272727)","(7.0, 8.0, 7.9585185185185185)","(41.0, 55.0, 53.333333333333336)","(31.0, 60.0, 54.35897435897436)","(101.0, 210.0, 198.33333333333334)","(2.9, 3.35, 3.3498637602179837)","(3.9, 4.2, 4.157037037037037)","(26.0, 42.0, 41.12820512820513)","(13.0, 17.0, 16.681159420289855)","(6.0, 6.8, 6.716157205240174)","(101.0, 140.0, 134.44444444444446)"
10-01-2023 13:29:48.777856,"(101.0, 210.0, 202.30769230769232)","(17.0, 21.0, 20.182926829268293)","(7.0, 8.0, 7.942477876106195)","(41.0, 55.0, 52.61904761904762)","(31.0, 60.0, 54.35897435897436)","(101.0, 210.0, 198.33333333333334)","(2.9, 3.35, 3.3498637602179837)","(3.9, 4.2, 4.157037037037037)","(26.0, 42.0, 41.12820512820513)","(13.0, 17.0, 16.681159420289855)","(6.0, 6.8, 6.716157205240174)","(101.0, 140.0, 134.44444444444446)"
10-01-2023 13:29:50.296429,"(101.0, 210.0, 202.30769230769232)","(17.0, 21.0, 20.311827956989248)","(7.0, 8.2, 8.091472868217053)","(41.0, 55.0, 52.5)","(31.0, 60.0, 53.84615384615385)","(101.0, 210.0, 198.33333333333334)","(2.9, 3.4, 3.359921671018277)","(3.9, 4.2, 4.1616)","(26.0, 44.0, 42.476190476190474)","(13.0, 17.0, 16.46923076923077)","(6.0, 6.8, 6.7207920792079205)","(101.0, 140.0, 133.47826086956522)"
10-01-2023 13:29:51.759226,"(101.0, 210.0, 202.30769230769232)","(17.0, 21.0, 20.302083333333332)","(7.0, 8.2, 8.0921875)","(41.0, 55.0, 52.8)","(41.0, 55.0, 53.0)","(101.0, 210.0, 198.33333333333334)","(2.9, 3.4, 3.349851632047478)","(3.9, 4.2, 4.1589665653495445)","(26.0, 44.0, 42.476190476190474)","(13.0, 16.5, 16.383561643835616)","(6.0, 6.8, 6.726424870466321)","(101.0, 140.0, 133.47826086956522)"
10-01-2023 13:29:53.156282,"(101.0, 200.0, 185.0)","(17.0, 21.0, 20.39047619047619)","(7.0, 8.2, 7.947474747474748)","(41.0, 55.0, 51.92307692307692)","(41.0, 55.0, 52.916666666666664)","(101.0, 210.0, 196.875)","(2.9, 3.35, 3.3348837209302324)","(3.9, 4.2, 4.1640579710144925)","(26.0, 44.0, 43.38461538461539)","(13.0, 16.5, 15.95)","(6.0, 6.8, 6.7558823529411764)","(101.0, 140.0, 133.91304347826087)"
10-01-2023 13:29:54.493868,"(101.0, 200.0, 185.0)","(17.0, 21.0, 20.39047619047619)","(7.0, 8.0, 7.941954022988505)","(41.0, 55.0, 53.63636363636363)","(41.0, 55.0, 53.148148148148145)","(101.0, 210.0, 198.94736842105263)","(2.9, 3.35, 3.3303867403314915)","(3.9, 4.2, 4.175163398692811)","(26.0, 44.0, 43.46666666666667)","(13.0, 16.0, 15.97391304347826)","(6.0, 6.8, 6.768773234200744)","(101.0, 140.0, 135.48387096774192)"
10-01-2023 13:29:55.895067,"(101.0, 200.0, 185.0)","(17.0, 21.0, 20.577464788732396)","(7.0, 8.0, 7.930584192439863)","(41.0, 55.0, 53.84615384615385)","(41.0, 55.0, 53.214285714285715)","(101.0, 210.0, 198.94736842105263)","(2.9, 3.35, 3.306679389312977)","(3.9, 4.2, 4.182227784730914)","(26.0, 44.0, 43.87301587301587)","(13.0, 16.0, 15.953271028037383)","(6.0, 6.8, 6.769675090252707)","(101.0, 140.0, 136.07142857142858)"
10-01-2023 13:29:57.273485,"(101.0, 200.0, 181.42857142857142)","(17.0, 21.0, 20.577464788732396)","(7.0, 8.0, 7.933098591549296)","(41.0, 55.0, 52.77777777777778)","(41.0, 55.0, 53.214285714285715)","(101.0, 210.0, 198.94736842105263)","(2.9, 3.35, 3.3199472759226714)","(3.9, 4.2, 4.238524590163935)","(26.0, 44.0, 43.875)","(13.0, 16.0, 15.953271028037383)","(6.0, 6.8, 6.758364312267657)","(101.0, 140.0, 136.07142857142858)"
10-01-2023 13:29:58.740470,"(101.0, 200.0, 181.42857142857142)","(17.0, 21.0, 20.577464788732396)","(7.0, 8.0, 7.926573426573427)","(41.0, 55.0, 52.391304347826086)","(41.0, 55.0, 53.333333333333336)","(101.0, 210.0, 200.5263157894737)","(2.9, 3.35, 3.30959595959596)","(3.9, 4.3, 4.249521988527725)","(26.0, 44.0, 43.696969696969695)","(13.0, 16.0, 16.46)","(6.0, 6.8, 6.7295454545454545)","(101.0, 140.0, 136.42857142857142)"
10-01-2023 13:30:00.234798,"(101.0, 200.0, 183.52941176470588)","(17.0, 21.0, 20.5625)","(7.0, 8.0, 7.923371647509579)","(41.0, 55.0, 52.0)","(41.0, 55.0, 58.75)","(101.0, 210.0, 196.36363636363637)","(2.9, 3.35, 3.285090361445783)","(3.9, 4.3, 4.252772808586762)","(26.0, 44.0, 43.6231884057971)","(13.0, 16.5, 16.38157894736842)","(6.0, 6.8, 6.7425)","(101.0, 140.0, 136.42857142857142)"
10-01-2023 13:30:01.685218,"(101.0, 200.0, 175.2941176470588)","(17.0, 21.0, 20.414141414141415)","(7.0, 8.0, 7.9338345864661655)","(41.0, 55.0, 52.391304347826086)","(41.0, 60.0, 58.26923076923077)","(101.0, 210.0, 182.5)","(2.9, 3.3, 3.2874695863746957)","(3.9, 4.3, 4.247991967871486)","(26.0, 44.0, 44.18181818181818)","(13.0, 17.0, 16.4125)","(6.0, 6.8, 6.738197424892704)","(101.0, 140.0, 153.63636363636363)"
10-01-2023 13:30:03.055027,"(101.0, 200.0, 175.2941176470588)","(17.0, 21.0, 20.414141414141415)","(7.0, 8.0, 7.9338345864661655)","(41.0, 55.0, 52.72727272727273)","(41.0, 60.0, 58.36363636363637)","(101.0, 210.0, 176.66666666666666)","(2.9, 3.3, 3.2806143001007047)","(3.9, 4.3, 4.256239316239316)","(26.0, 46.0, 44.30508474576271)","(13.0, 17.0, 16.473684210526315)","(6.0, 6.8, 6.7469090909090905)","(101.0, 170.0, 150.0)"
10-01-2023 13:30:04.480410,"(101.0, 190.0, 187.77777777777777)","(17.0, 21.0, 20.53846153846154)","(7.0, 8.0, 7.937809187279152)","(41.0, 55.0, 52.72727272727273)","(41.0, 60.0, 57.906976744186046)","(101.0, 200.0, 180.0)","(2.9, 3.3, 3.277950819672131)","(3.9, 4.3, 4.256239316239316)","(26.0, 46.0, 44.21686746987952)","(13.0, 17.0, 16.537037037037038)","(6.0, 6.8, 6.7469090909090905)","(101.0, 170.0, 139.28571428571428)"
10-01-2023 13:30:05.918632,"(101.0, 190.0, 186.25)","(17.0, 21.0, 20.620253164556964)","(7.0, 8.0, 7.944444444444445)","(41.0, 55.0, 51.83673469387755)","(41.0, 60.0, 57.80487804878049)","(101.0, 200.0, 180.0)","(2.9, 3.3, 3.2785714285714285)","(3.9, 4.3, 4.2499241274658575)","(26.0, 46.0, 44.24242424242424)","(13.0, 17.0, 16.392857142857142)","(6.0, 6.8, 6.735111111111111)","(101.0, 140.0, 139.28571428571428)"
10-01-2023 13:30:07.327806,"(101.0, 200.0, 170.37037037037038)","(17.0, 21.0, 20.620253164556964)","(7.0, 8.0, 7.946808510638298)","(41.0, 55.0, 51.95652173913044)","(41.0, 60.0, 57.80487804878049)","(101.0, 200.0, 182.0)","(2.9, 3.3, 3.2783318223028104)","(3.9, 4.3, 4.249618320610687)","(26.0, 46.0, 44.24242424242424)","(13.0, 16.5, 16.366666666666667)","(6.0, 6.8, 6.728033472803347)","(101.0, 140.0, 137.05882352941177)"
10-01-2023 13:30:08.686085,"(101.0, 200.0, 175.0)","(17.0, 21.0, 20.57894736842105)","(7.0, 8.0, 7.946808510638298)","(41.0, 55.0, 51.95652173913044)","(41.0, 60.0, 57.906976744186046)","(101.0, 200.0, 172.22222222222223)","(2.9, 3.3, 3.281108462455304)","(3.9, 4.3, 4.241984732824427)","(26.0, 46.0, 44.388888888888886)","(13.0, 16.5, 16.55944055944056)","(6.0, 6.8, 6.713004484304933)","(101.0, 140.0, 133.75)"
10-01-2023 13:30:10.034288,"(101.0, 200.0, 175.0)","(17.0, 21.0, 20.6)","(7.0, 8.0, 7.9504950495049505)","(41.0, 55.0, 51.95652173913044)","(41.0, 60.0, 58.0)","(101.0, 190.0, 172.0)","(2.9, 3.3, 3.281392405063291)","(3.8, 4.3, 4.239873417721519)","(26.0, 46.0, 44.35849056603774)","(13.0, 17.0, 16.58823529411765)","(6.0, 6.8, 6.738775510204081)","(101.0, 140.0, 134.44444444444446)"
10-01-2023 13:30:11.476119,"(101.0, 200.0, 175.0)","(17.0, 21.0, 20.607843137254903)","(7.0, 8.0, 7.9504950495049505)","(41.0, 55.0, 51.125)","(41.0, 60.0, 58.0)","(101.0, 190.0, 178.26086956521738)","(2.9, 3.3, 3.2796129032258063)","(3.8, 4.3, 4.239873417721519)","(26.0, 46.0, 44.35849056603774)","(13.0, 17.0, 16.586666666666666)","(6.0, 6.8, 6.72822966507177)","(101.0, 140.0, 131.6)"
10-01-2023 13:30:12.887063,"(101.0, 190.0, 174.44444444444446)","(17.0, 21.0, 20.62962962962963)","(7.0, 8.0, 7.953703703703703)","(41.0, 55.0, 51.23076923076923)","(41.0, 60.0, 58.08510638297872)","(101.0, 190.0, 178.75)","(2.9, 3.3, 3.280445544554455)","(3.8, 4.3, 4.2457142857142856)","(26.0, 46.0, 44.388888888888886)","(13.0, 17.0, 16.575)","(6.0, 6.8, 6.741860465116279)","(101.0, 140.0, 131.6)"
10-01-2023 13:30:14.339354,"(101.0, 190.0, 174.44444444444446)","(17.0, 21.0, 20.62962962962963)","(7.0, 8.0, 7.948214285714286)","(41.0, 55.0, 51.23076923076923)","(41.0, 60.0, 58.08510638297872)","(101.0, 190.0, 188.33333333333334)","(2.9, 3.3, 3.280256723716381)","(3.8, 4.3, 4.252353780313837)","(26.0, 46.0, 44.51282051282051)","(13.0, 17.0, 16.330188679245282)","(6.0, 6.8, 6.754491017964072)","(101.0, 140.0, 131.6)"
10-01-2023 13:30:15.779199,"(101.0, 190.0, 174.44444444444446)","(17.0, 21.0, 20.646017699115045)","(7.0, 8.0, 7.980808080808081)","(41.0, 55.0, 50.57142857142857)","(41.0, 60.0, 56.89655172413793)","(101.0, 190.0, 177.3684210526316)","(2.9, 3.3, 3.2825086306098963)","(3.8, 4.3, 4.253035143769968)","(26.0, 46.0, 44.53781512605042)","(13.0, 16.5, 16.316326530612244)","(6.0, 6.8, 6.7552941176470584)","(101.0, 140.0, 126.33333333333333)"
10-01-2023 13:30:17.184338,"(101.0, 190.0, 176.0)","(17.0, 21.0, 20.677419354838708)","(7.0, 8.0, 7.88622754491018)","(41.0, 55.0, 50.57142857142857)","(41.0, 60.0, 57.325581395348834)","(101.0, 190.0, 177.3684210526316)","(2.9, 3.3, 3.2853835978835977)","(3.8, 4.3, 4.25144596651446)","(26.0, 46.0, 42.30769230769231)","(13.0, 16.5, 16.24418604651163)","(6.0, 6.8, 6.746478873239436)","(101.0, 130.0, 126.33333333333333)"
10-01-2023 13:30:18.513473,"(101.0, 180.0, 176.0)","(17.0, 21.0, 20.611650485436893)","(7.0, 8.0, 7.88622754491018)","(41.0, 55.0, 50.55555555555556)","(41.0, 60.0, 57.325581395348834)","(101.0, 190.0, 183.57142857142856)","(2.9, 3.3, 3.278900523560209)","(3.8, 4.3, 4.2495253164556965)","(26.0, 44.0, 42.32)","(13.0, 16.5, 16.24418604651163)","(6.0, 6.8, 6.763106796116505)","(101.0, 130.0, 128.0)"
10-01-2023 13:30:19.945755,"(101.0, 180.0, 176.0)","(17.0, 21.0, 21.415730337078653)","(7.0, 8.0, 7.885196374622357)","(41.0, 55.0, 51.0)","(41.0, 60.0, 57.325581395348834)","(101.0, 190.0, 167.3469387755102)","(2.9, 3.3, 3.2788702928870292)","(3.8, 4.3, 4.258355091383812)","(26.0, 44.0, 42.375)","(13.0, 16.5, 16.24418604651163)","(6.0, 6.8, 6.763106796116505)","(101.0, 130.0, 128.0)"
10-01-2023 13:30:21.386037,"(101.0, 180.0, 177.0)","(17.0, 22.0, 21.5)","(7.0, 8.0, 7.909395973154362)","(41.0, 55.0, 51.36363636363637)","(41.0, 60.0, 57.5)","(101.0, 190.0, 167.8)","(2.9, 3.3, 3.28085308056872)","(3.8, 4.3, 4.26725)","(26.0, 44.0, 42.64935064935065)","(13.0, 16.5, 16.25)","(6.0, 6.8, 6.770305676855895)","(101.0, 130.0, 124.19354838709677)"
10-01-2023 13:30:22.799017,"(101.0, 180.0, 172.5)","(17.0, 22.0, 21.611940298507463)","(7.0, 8.0, 7.91743119266055)","(41.0, 55.0, 51.666666666666664)","(41.0, 60.0, 57.450980392156865)","(101.0, 190.0, 168.23529411764707)","(2.9, 3.3, 3.313235294117647)","(3.8, 4.3, 4.269392523364486)","(31.0, 44.0, 43.30434782608695)","(13.0, 16.5, 15.479591836734693)","(6.0, 6.8, 6.783529411764706)","(101.0, 130.0, 124.54545454545455)"
10-01-2023 13:30:24.166725,"(101.0, 180.0, 172.5)","(17.0, 22.0, 21.611940298507463)","(7.0, 8.0, 7.91717791411043)","(41.0, 55.0, 51.666666666666664)","(41.0, 60.0, 57.71739130434783)","(101.0, 190.0, 167.8)","(2.9, 3.35, 3.313505747126437)","(3.8, 4.3, 4.270273348519362)","(31.0, 44.0, 43.30434782608695)","(13.0, 15.5, 15.436440677966102)","(6.0, 6.8, 6.76)","(101.0, 130.0, 124.54545454545455)"
10-01-2023 13:30:25.535843,"(101.0, 180.0, 172.5)","(17.0, 22.0, 21.611940298507463)","(7.0, 8.0, 7.91717791411043)","(41.0, 55.0, 51.666666666666664)","(41.0, 60.0, 57.71739130434783)","(101.0, 190.0, 167.8)","(2.9, 3.35, 3.313505747126437)","(3.8, 4.3, 4.270273348519362)","(31.0, 44.0, 43.30434782608695)","(13.0, 15.5, 15.357758620689655)","(6.0, 6.8, 6.76)","(101.0, 130.0, 124.54545454545455)"
10-01-2023 13:30:27.012457,"(101.0, 170.0, 165.86206896551724)","(17.0, 22.0, 21.577464788732396)","(7.0, 8.0, 7.9169230769230765)","(41.0, 55.0, 51.38297872340426)","(41.0, 60.0, 57.71739130434783)","(101.0, 190.0, 169.79591836734693)","(2.9, 3.4, 3.3817736670293796)","(3.8, 4.3, 4.256865671641791)","(31.0, 44.0, 43.30434782608695)","(13.0, 15.5, 15.047445255474452)","(6.0, 6.8, 6.763822525597269)","(101.0, 130.0, 124.54545454545455)"
10-01-2023 13:30:28.453607,"(101.0, 170.0, 165.86206896551724)","(17.0, 22.0, 21.577464788732396)","(7.0, 8.0, 7.911854103343465)","(41.0, 55.0, 51.13636363636363)","(41.0, 60.0, 57.765957446808514)","(101.0, 190.0, 169.6)","(2.9, 3.4, 3.4684100418410044)","(3.8, 4.3, 4.259295774647887)","(31.0, 44.0, 43.333333333333336)","(13.0, 15.5, 14.630434782608695)","(6.0, 6.8, 6.5123505976095615)","(101.0, 130.0, 124.70588235294117)"
10-01-2023 13:30:29.852958,"(101.0, 170.0, 166.66666666666666)","(17.0, 22.0, 21.536585365853657)","(7.0, 8.0, 7.912121212121212)","(41.0, 55.0, 51.13636363636363)","(41.0, 60.0, 57.4390243902439)","(101.0, 190.0, 169.6)","(2.9, 3.5, 3.5114427860696518)","(3.8, 4.3, 4.189063794531897)","(31.0, 44.0, 43.333333333333336)","(13.0, 15.0, 14.588235294117647)","(6.0, 6.6, 6.497580645161291)","(101.0, 130.0, 124.70588235294117)"
10-01-2023 13:30:31.236848,"(101.0, 170.0, 166.66666666666666)","(17.0, 22.0, 21.536585365853657)","(7.0, 8.0, 7.953909465020576)","(41.0, 55.0, 51.22222222222222)","(41.0, 60.0, 57.5)","(101.0, 190.0, 170.0)","(2.9, 3.55, 3.5)","(3.8, 4.2, 4.188215767634855)","(31.0, 44.0, 43.3469387755102)","(13.0, 15.0, 14.60377358490566)","(6.0, 6.6, 6.497991967871486)","(101.0, 130.0, 124.70588235294117)"
10-01-2023 13:30:32.631533,"(101.0, 170.0, 163.0)","(17.0, 22.0, 21.567901234567902)","(7.0, 8.0, 7.9395522388059705)","(41.0, 55.0, 51.59090909090909)","(41.0, 60.0, 57.5)","(101.0, 190.0, 170.0)","(2.9, 3.55, 3.4838345864661653)","(3.8, 4.2, 4.18614262560778)","(31.0, 44.0, 43.57142857142857)","(13.0, 15.0, 14.580882352941176)","(6.0, 6.6, 6.512714776632302)","(101.0, 130.0, 124.70588235294117)"
10-01-2023 13:30:34.003392,"(101.0, 170.0, 163.0)","(17.0, 22.0, 21.567901234567902)","(7.0, 8.0, 7.928947368421053)","(41.0, 55.0, 51.666666666666664)","(41.0, 60.0, 57.5)","(101.0, 190.0, 172.24489795918367)","(2.9, 3.5, 3.484883720930233)","(3.8, 4.2, 4.1982836495031615)","(31.0, 44.0, 43.57142857142857)","(13.0, 15.0, 14.54296875)","(6.0, 6.6, 6.519272727272727)","(101.0, 130.0, 124.70588235294117)"
10-01-2023 13:30:35.439797,"(101.0, 170.0, 163.0)","(17.0, 22.0, 21.567901234567902)","(7.0, 8.0, 7.925619834710743)","(41.0, 55.0, 51.74418604651163)","(41.0, 60.0, 57.55813953488372)","(101.0, 190.0, 173.04347826086956)","(2.9, 3.5, 3.4855555555555555)","(3.8, 4.2, 4.256521739130434)","(31.0, 44.0, 43.53846153846154)","(13.0, 15.0, 14.55511811023622)","(6.0, 6.6, 6.5147651006711405)","(101.0, 130.0, 124.70588235294117)"
10-01-2023 13:30:36.913259,"(101.0, 170.0, 158.08510638297872)","(17.0, 22.0, 21.57831325301205)","(7.0, 8.0, 7.925619834710743)","(41.0, 55.0, 51.74418604651163)","(41.0, 60.0, 57.61363636363637)","(101.0, 190.0, 179.04761904761904)","(2.9, 3.5, 3.4855855855855857)","(3.8, 4.3, 4.2074404761904765)","(31.0, 44.0, 43.395348837209305)","(13.0, 15.0, 14.337662337662337)","(6.0, 6.6, 6.513898305084746)","(101.0, 130.0, 125.66666666666667)"
10-01-2023 13:30:38.245743,"(101.0, 160.0, 158.08510638297872)","(17.0, 22.0, 21.57831325301205)","(7.0, 8.0, 7.925619834710743)","(41.0, 55.0, 51.74418604651163)","(41.0, 60.0, 57.61363636363637)","(101.0, 180.0, 179.04761904761904)","(3.0, 3.5, 3.4855855855855857)","(3.8, 4.3, 4.2087976539589445)","(31.0, 44.0, 43.395348837209305)","(13.0, 15.0, 14.35031847133758)","(6.0, 6.6, 6.51360544217687)","(101.0, 130.0, 125.66666666666667)"
10-01-2023 13:30:39.620839,"(101.0, 160.0, 158.08510638297872)","(17.0, 22.0, 21.571428571428573)","(7.0, 8.0, 7.925619834710743)","(41.0, 55.0, 51.74418604651163)","(41.0, 60.0, 57.94871794871795)","(101.0, 180.0, 179.04761904761904)","(3.0, 3.5, 3.484466019417476)","(3.8, 4.3, 4.2087976539589445)","(31.0, 44.0, 42.98360655737705)","(13.0, 15.0, 14.551470588235293)","(6.0, 6.6, 6.51360544217687)","(101.0, 130.0, 125.80645161290323)"
10-01-2023 13:30:41.024317,"(101.0, 160.0, 158.08510638297872)","(17.0, 22.0, 21.571428571428573)","(7.0, 8.0, 7.927710843373494)","(41.0, 55.0, 51.81818181818182)","(41.0, 60.0, 58.63636363636364)","(101.0, 180.0, 179.0909090909091)","(3.0, 3.5, 3.4172727272727275)","(3.8, 4.3, 4.23716814159292)","(31.0, 46.0, 44.21568627450981)","(13.0, 15.0, 14.637931034482758)","(6.0, 6.6, 6.5131578947368425)","(101.0, 130.0, 125.80645161290323)"
10-01-2023 13:30:42.491278,"(101.0, 160.0, 158.125)","(17.0, 22.0, 21.559139784946236)","(7.0, 8.0, 7.926229508196721)","(41.0, 55.0, 51.888888888888886)","(41.0, 60.0, 58.6764705882353)","(101.0, 180.0, 179.0909090909091)","(3.0, 3.45, 3.419491525423729)","(3.8, 4.3, 4.238528138528139)","(31.0, 46.0, 44.23300970873787)","(13.0, 15.0, 14.588785046728972)","(6.0, 6.6, 6.513291139240506)","(101.0, 130.0, 125.9375)"
10-01-2023 13:30:43.875603,"(101.0, 160.0, 158.125)","(17.0, 22.0, 21.638297872340427)","(7.0, 8.0, 7.860082304526749)","(41.0, 55.0, 52.142857142857146)","(41.0, 60.0, 58.81578947368421)","(101.0, 180.0, 179.1304347826087)","(2.9, 3.45, 3.4259197324414714)","(3.8, 4.3, 4.24378585086042)","(31.0, 46.0, 44.142857142857146)","(13.0, 15.0, 14.639344262295081)","(6.0, 6.6, 6.535640138408304)","(101.0, 130.0, 126.06060606060606)"
10-01-2023 13:30:45.258122,"(101.0, 160.0, 159.21052631578948)","(17.0, 22.0, 21.638297872340427)","(7.0, 8.0, 7.861960784313726)","(41.0, 55.0, 52.30769230769231)","(41.0, 60.0, 58.875)","(101.0, 180.0, 179.16666666666666)","(2.9, 3.45, 3.423247232472325)","(3.8, 4.3, 4.248161764705882)","(31.0, 46.0, 44.198019801980195)","(13.0, 15.0, 14.666666666666666)","(6.0, 6.6, 6.5476190476190474)","(101.0, 130.0, 126.28571428571429)"
10-01-2023 13:30:46.650308,"(101.0, 160.0, 159.11764705882354)","(17.0, 22.0, 21.642105263157895)","(7.0, 8.0, 7.745381526104417)","(41.0, 55.0, 52.30769230769231)","(41.0, 60.0, 58.875)","(101.0, 180.0, 179.16666666666666)","(2.9, 3.45, 3.4189969604863224)","(3.8, 4.3, 4.2487272727272725)","(31.0, 46.0, 44.198019801980195)","(13.0, 15.0, 15.551724137931034)","(6.0, 6.6, 6.5377777777777775)","(101.0, 130.0, 126.28571428571429)"
10-01-2023 13:30:48.027610,"(101.0, 160.0, 159.11764705882354)","(17.0, 22.0, 21.642105263157895)","(7.0, 7.8, 7.745381526104417)","(41.0, 55.0, 52.30769230769231)","(41.0, 60.0, 58.875)","(101.0, 180.0, 179.16666666666666)","(2.9, 3.45, 3.4189969604863224)","(3.8, 4.3, 4.251493848857645)","(31.0, 46.0, 44.198019801980195)","(13.0, 16.0, 15.5625)","(6.0, 6.6, 6.5377777777777775)","(101.0, 130.0, 126.28571428571429)"
10-01-2023 13:30:49.427228,"(101.0, 160.0, 159.11764705882354)","(17.0, 22.0, 21.642105263157895)","(7.0, 7.8, 7.7435684647302905)","(41.0, 55.0, 52.2093023255814)","(41.0, 60.0, 58.875)","(101.0, 180.0, 179.16666666666666)","(2.9, 3.45, 3.4080246913580248)","(3.8, 4.3, 4.251493848857645)","(31.0, 46.0, 44.198019801980195)","(13.0, 16.0, 15.78)","(6.0, 6.6, 6.5377777777777775)","(101.0, 130.0, 126.28571428571429)"
10-01-2023 13:30:50.825633,"(101.0, 160.0, 158.23529411764707)","(17.0, 22.0, 21.656565656565657)","(7.0, 7.8, 7.733004926108374)","(41.0, 55.0, 52.2093023255814)","(41.0, 60.0, 58.875)","(101.0, 180.0, 179.2)","(2.9, 3.45, 3.3951420029895365)","(3.8, 4.3, 4.255334538878842)","(31.0, 46.0, 44.21568627450981)","(13.0, 16.0, 15.791139240506329)","(6.0, 6.6, 6.5462295081967214)","(101.0, 130.0, 126.28571428571429)"
10-01-2023 13:30:52.235163,"(101.0, 160.0, 158.23529411764707)","(17.0, 22.0, 21.68807339449541)","(7.0, 7.8, 7.738383838383838)","(41.0, 55.0, 52.27272727272727)","(41.0, 60.0, 59.21052631578947)","(101.0, 180.0, 177.27272727272728)","(2.9, 3.4, 3.423479318734793)","(3.8, 4.3, 4.256666666666667)","(31.0, 46.0, 44.21568627450981)","(13.0, 16.0, 15.478260869565217)","(6.0, 6.6, 6.545874587458746)","(101.0, 130.0, 126.28571428571429)"
10-01-2023 13:30:53.582787,"(101.0, 160.0, 158.23529411764707)","(17.0, 22.0, 21.68807339449541)","(7.0, 7.8, 7.738383838383838)","(41.0, 55.0, 52.27272727272727)","(41.0, 60.0, 59.21052631578947)","(101.0, 180.0, 178.57142857142858)","(2.9, 3.45, 3.400900900900901)","(3.8, 4.3, 4.25125)","(31.0, 46.0, 44.21568627450981)","(13.0, 16.0, 15.648936170212766)","(6.0, 6.6, 6.545333333333333)","(101.0, 130.0, 126.28571428571429)"
