,Dr Zeppelin,Old Stables,Vitality Blast,Dr Valor,Ozzies Risk,Sapphire Speed,Akina Lad,Mileena
11-01-2023 18:04:38.524519,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.47, 1.4616666666666667)","(5.5, 9.0, 8.885714285714286)","(20.0, 32.0, 28.0)","(10.0, 42.0, 39.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.333333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:04:39.756426,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.47, 1.4616666666666667)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 27.46153846153846)","(10.0, 42.0, 39.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 15.181818181818182)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:04:40.977549,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.47, 1.4616666666666667)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.181818181818182)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:04:42.166073,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4575)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 40.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.181818181818182)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:04:43.379128,"(18.0, 44.0, 30.285714285714285)","(1.3, 1.48, 1.4649999999999999)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.181818181818182)","(71.0, 520.0, 370.0)"
11-01-2023 18:04:44.623389,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4649999999999999)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.454545454545455)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:45.998325,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4649999999999999)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.142857142857142)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:47.318315,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.44625)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 15.25)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:48.556579,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.49, 1.4375)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 15.25)","(71.0, 480.0, 315.0)"
11-01-2023 18:04:49.709926,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.49, 1.4375)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 15.25)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:50.699486,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4472727272727273)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.153846153846153)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:51.842799,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 14.833333333333334)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:53.125563,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 15.214285714285714)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:54.445391,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 15.5, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:55.701766,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:56.980143,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:58.199099,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:04:59.425027,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 396.66666666666663)"
11-01-2023 18:05:00.665459,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:01.866614,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:03.049161,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:04.187786,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 39.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 335.0)"
11-01-2023 18:05:05.282199,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:06.438428,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:07.685453,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.885714285714286)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 340.0)"
11-01-2023 18:05:08.918504,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.456)","(5.5, 9.0, 8.454545454545455)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 530.0, 370.0)"
11-01-2023 18:05:10.165738,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.45)","(5.5, 9.0, 8.275862068965518)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 39.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:11.395942,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.45)","(5.5, 9.0, 8.275862068965518)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:12.875160,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.45)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:14.312496,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.45)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:15.569575,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.46125)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:16.853786,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.46125)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:18.311550,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4585714285714286)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 39.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:20.916063,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4585714285714286)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:22.413279,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.469090909090909)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:23.978843,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.431875)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 39.0)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:25.306573,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.431875)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:26.645954,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4573529411764705)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:28.057984,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.476804979253112)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:29.455319,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4779324894514767)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:30.908854,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4779324894514767)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:32.387680,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4788034188034187)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.66666666666667)","(9.0, 16.0, 14.75)","(71.0, 520.0, 340.0)"
11-01-2023 18:05:33.800965,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4649999999999999)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 42.44444444444444)","(9.0, 16.0, 14.75)","(71.0, 530.0, 370.0)"
11-01-2023 18:05:35.092835,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4649999999999999)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.6)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:36.434088,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4514285714285713)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 39.6)","(31.0, 44.0, 42.0)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:37.736829,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4514285714285713)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 42.0)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:39.149478,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4675)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.5)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:40.620791,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4675)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.5)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:41.974760,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4675)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:43.286948,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4675)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:44.833116,"(18.0, 44.0, 30.909090909090907)","(1.3, 1.48, 1.4796969696969697)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:46.332642,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.48, 1.4796932515337424)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.75)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:47.857078,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.48, 1.4796932515337424)","(5.5, 8.8, 8.173913043478262)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 370.0)"
11-01-2023 18:05:49.281616,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.48, 1.4796932515337424)","(5.5, 8.8, 8.428571428571429)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.4375)","(71.0, 480.0, 396.66666666666663)"
11-01-2023 18:05:50.735202,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.49, 1.5104651162790699)","(5.5, 8.6, 8.314285714285713)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.4375)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:52.158809,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5104651162790699)","(5.5, 8.6, 8.17142857142857)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 16.0, 14.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:53.810708,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.4883333333333333)","(5.5, 8.4, 7.933333333333334)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 14.3)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:55.343668,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 8.1)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 14.3)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:56.730660,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 8.1)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.766666666666667)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:58.144732,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 8.1)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.766666666666667)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:05:59.552166,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 8.1)","(20.0, 30.0, 25.935483870967744)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:00.870145,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 8.1)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:02.209177,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 8.1)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:03.554151,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 7.933333333333334)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:04.791667,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 7.933333333333334)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:06.056332,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 7.933333333333334)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:07.220898,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 7.766666666666667)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:08.425040,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 7.781818181818181)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:09.704973,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.4, 7.933333333333333)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:10.957092,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.2, 7.776470588235294)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:12.238143,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5255665024630543)","(5.5, 8.2, 7.885714285714285)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:13.512553,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.52625)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:14.756942,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.52625)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.142857142857142)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:16.015277,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5126923076923078)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:17.241091,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5126923076923078)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:18.467803,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.5126923076923078)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:19.677879,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.4925)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 41.77777777777778)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:20.880595,"(18.0, 40.0, 28.695652173913043)","(1.3, 1.53, 1.4925)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 40.0)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:22.092658,"(18.0, 40.0, 26.0)","(1.3, 1.53, 1.4925)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 40.0)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 396.66666666666663)"
11-01-2023 18:06:23.313641,"(18.0, 40.0, 26.0)","(1.3, 1.53, 1.4925)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 40.0)","(9.0, 15.5, 13.833333333333334)","(71.0, 520.0, 315.0)"
11-01-2023 18:06:24.483518,"(18.0, 36.0, 33.2)","(1.3, 1.53, 1.4925)","(5.5, 8.0, 7.885714285714285)","(20.0, 30.0, 26.4)","(10.0, 42.0, 38.666666666666664)","(31.0, 44.0, 40.0)","(9.0, 15.5, 13.833333333333334)","(71.0, 480.0, 370.0)"
