,Dr Zeppelin,Old Stables,Vitality Blast,Dr Valor,Ozzies Risk,Sapphire Speed,Akina Lad,Mileena
11-01-2023 17:55:11.032885,"(17.0, 50.0, 36.6)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 100.0, 60.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:12.547907,"(17.0, 50.0, 36.6)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:13.964082,"(17.0, 50.0, 36.6)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.0, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 40.800000000000004)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:15.315264,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 40.800000000000004)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:16.699679,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 40.800000000000004)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:18.115836,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 40.800000000000004)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:19.489062,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 40.800000000000004)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:20.811189,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:22.072815,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:23.790494,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:25.306032,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:26.660966,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5304761904761905)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:28.152475,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:29.585747,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:31.049290,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:32.376930,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.4, 7.933333333333334)","(20.0, 55.0, 40.4)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:33.792557,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.4827027027027029)","(5.0, 9.4, 5.988235294117647)","(20.0, 55.0, 29.45)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:35.195579,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.4827027027027029)","(5.0, 9.2, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:36.626842,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:38.158000,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:39.661439,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:41.180764,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 66.0)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:42.674746,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.85714285714286)","(26.0, 90.0, 68.18181818181819)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:44.513431,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 44.977777777777774)","(26.0, 110.0, 68.18181818181819)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:46.441973,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.6828571428571428)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 110.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:48.026451,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.7042276422764226)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:49.444184,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:50.904088,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:52.314242,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:53.608602,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:54.927343,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:56.336349,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:57.770690,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:55:59.277507,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:00.742139,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:02.246466,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:03.584684,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:05.061786,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.5706204379562043)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 38.68)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:06.440926,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.800000000000004)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:07.878137,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 7.666666666666666)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 40.800000000000004)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:09.302696,"(17.0, 55.0, 30.9375)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.0, 8.200000000000001)","(20.0, 55.0, 35.9375)","(10.0, 46.0, 40.800000000000004)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:10.695085,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:12.242758,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:13.542696,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:14.722160,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 95.0, 69.33333333333333)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:16.005568,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 95.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:17.319782,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.714156626506024)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:18.625282,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:19.969868,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:21.358036,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:22.651240,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 8.200000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:23.983274,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 7.92)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.8)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:25.188794,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 7.92)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.8)","(26.0, 90.0, 57.27272727272727)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:26.441959,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 7.840000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 90.0, 54.54545454545455)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:27.760183,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 7.92)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.9)","(26.0, 85.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:29.190724,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 7.92)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.9)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:30.615633,"(17.0, 60.0, 42.599999999999994)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 7.840000000000001)","(20.0, 65.0, 35.9375)","(10.0, 46.0, 38.760000000000005)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:32.280648,"(17.0, 60.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.8, 6.141176470588235)","(20.0, 65.0, 32.1875)","(10.0, 46.0, 37.25)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:33.845576,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 42.111111111111114)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:35.518085,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 42.111111111111114)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:36.878769,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 42.111111111111114)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:38.277092,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 42.111111111111114)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:39.696093,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 32.1875)","(10.0, 46.0, 36.77777777777778)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:41.195356,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 32.1875)","(10.0, 40.0, 36.77777777777778)","(26.0, 80.0, 64.5)","(9.0, 19.5, 13.666666666666668)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:42.659825,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 32.875)","(26.0, 80.0, 43.75)","(9.0, 19.5, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:43.972681,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 32.875)","(26.0, 80.0, 43.75)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:45.453357,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 80.0, 43.75)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:47.016263,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 80.0, 46.85714285714286)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:48.352717,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 80.0, 51.25)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:49.698335,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 100.0, 51.25)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:51.113995,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 100.0, 49.375)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:52.458675,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 95.0, 44.666666666666664)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
11-01-2023 17:56:53.772413,"(17.0, 50.0, 29.0625)","(1.3, 1.74, 1.6733333333333333)","(5.0, 9.2, 6.141176470588235)","(20.0, 55.0, 28.454545454545453)","(10.0, 40.0, 33.0)","(26.0, 90.0, 44.666666666666664)","(9.0, 19.0, 13.444444444444445)","(71.0, 580.0, 317.5)"
