,Hes A Battler,Papa Surf,Walkinthepark,The Witch,Explosive Lass,Pegau,Zivjeli,Rushann,Boasting,Lucikhan,Keve
12-01-2023 11:37:17.502299,"(11.0, 16.5, 16.0625)","(5.0, 7.2, 7.149295774647888)","(4.8, 5.9, 5.881132075471698)","(5.5, 7.2, 6.866666666666666)","(7.5, 10.5, 10.529411764705882)","(8.0, 8.8, 8.61086956521739)","(31.0, 85.0, 82.22222222222223)","(19.0, 29.0, 28.692307692307693)","(5.5, 6.2, 5.965217391304348)","(21.0, 38.0, 32.93333333333333)","(41.0, 150.0, 103.33333333333333)"
12-01-2023 11:37:18.923814,"(11.0, 16.5, 16.227272727272727)","(5.0, 7.2, 7.149295774647888)","(4.8, 5.9, 5.871830985915493)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.75)","(8.0, 8.8, 8.61875)","(31.0, 85.0, 82.22222222222223)","(19.0, 29.0, 28.692307692307693)","(5.5, 6.2, 5.974074074074074)","(21.0, 38.0, 32.93333333333333)","(41.0, 150.0, 108.0)"
12-01-2023 11:37:20.251669,"(11.0, 16.5, 16.227272727272727)","(5.0, 7.2, 7.149295774647888)","(4.8, 5.9, 5.871830985915493)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.75)","(8.0, 8.8, 8.61875)","(31.0, 85.0, 82.5)","(19.0, 29.0, 28.692307692307693)","(5.5, 6.0, 5.974074074074074)","(21.0, 38.0, 32.93333333333333)","(41.0, 150.0, 108.0)"
12-01-2023 11:37:21.589885,"(11.0, 16.5, 16.227272727272727)","(5.0, 7.2, 7.090909090909091)","(4.8, 5.9, 5.950684931506849)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.75)","(8.0, 8.8, 8.61086956521739)","(31.0, 85.0, 82.5)","(19.0, 29.0, 28.272727272727273)","(5.5, 6.0, 5.965853658536585)","(21.0, 38.0, 32.93333333333333)","(41.0, 150.0, 108.0)"
12-01-2023 11:37:22.924545,"(11.0, 17.5, 17.195652173913043)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.0, 5.950684931506849)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.825)","(8.0, 8.8, 8.61086956521739)","(31.0, 85.0, 82.5)","(19.0, 29.0, 27.333333333333332)","(5.5, 6.0, 5.951724137931034)","(21.0, 38.0, 35.07692307692308)","(41.0, 150.0, 108.0)"
12-01-2023 11:37:24.239454,"(11.0, 17.5, 16.45)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.0, 5.950684931506849)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.825)","(8.0, 8.8, 8.61086956521739)","(31.0, 85.0, 82.5)","(19.0, 28.0, 27.333333333333332)","(5.5, 6.0, 5.91578947368421)","(21.0, 36.0, 34.90909090909091)","(41.0, 150.0, 108.0)"
12-01-2023 11:37:25.532531,"(11.0, 17.5, 17.451219512195124)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.0, 5.950684931506849)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 11.0)","(8.0, 8.8, 8.61086956521739)","(31.0, 85.0, 82.5)","(19.0, 28.0, 27.333333333333332)","(5.5, 6.0, 5.91578947368421)","(21.0, 36.0, 34.90909090909091)","(41.0, 150.0, 110.0)"
12-01-2023 11:37:26.854930,"(11.0, 17.5, 17.453488372093023)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.0, 5.950684931506849)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 11.0)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 82.5)","(19.0, 28.0, 27.333333333333332)","(5.5, 6.0, 5.9314285714285715)","(21.0, 36.0, 34.8)","(41.0, 140.0, 110.0)"
12-01-2023 11:37:28.205012,"(11.0, 17.5, 17.453488372093023)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.092045454545454)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 11.0)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 82.5)","(19.0, 28.0, 27.333333333333332)","(5.5, 6.0, 5.9314285714285715)","(21.0, 36.0, 34.8)","(41.0, 140.0, 110.0)"
12-01-2023 11:37:29.574888,"(11.0, 17.5, 17.453488372093023)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.092045454545454)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.931034482758621)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 84.54545454545455)","(19.0, 28.0, 27.058823529411764)","(5.5, 6.0, 5.915294117647059)","(21.0, 36.0, 32.206896551724135)","(41.0, 140.0, 110.0)"
12-01-2023 11:37:30.939057,"(11.0, 17.5, 17.453488372093023)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.153947368421052)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.88888888888889)","(8.0, 8.8, 8.666666666666666)","(31.0, 90.0, 82.5)","(19.0, 30.0, 27.058823529411764)","(5.5, 6.0, 5.85)","(21.0, 38.0, 32.206896551724135)","(41.0, 140.0, 110.0)"
12-01-2023 11:37:32.276321,"(11.0, 17.5, 17.453488372093023)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.16)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.88888888888889)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 82.5)","(19.0, 30.0, 27.058823529411764)","(5.5, 6.0, 5.84)","(21.0, 38.0, 32.206896551724135)","(41.0, 140.0, 125.55555555555556)"
12-01-2023 11:37:33.615644,"(11.0, 17.5, 17.453488372093023)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.16)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.88888888888889)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 82.5)","(19.0, 30.0, 27.8)","(5.5, 6.0, 5.771428571428571)","(21.0, 38.0, 32.206896551724135)","(41.0, 140.0, 125.55555555555556)"
12-01-2023 11:37:35.000968,"(11.0, 19.0, 17.4375)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.16)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.88888888888889)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 82.5)","(19.0, 29.0, 27.8)","(5.5, 6.0, 5.722033898305084)","(21.0, 38.0, 32.206896551724135)","(41.0, 140.0, 125.55555555555556)"
12-01-2023 11:37:36.378062,"(11.0, 19.0, 19.61111111111111)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.16)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 10.984375)","(8.0, 8.8, 8.666666666666666)","(31.0, 85.0, 82.5)","(19.0, 29.0, 27.8)","(5.5, 6.0, 5.7042553191489365)","(21.0, 38.0, 35.07692307692308)","(41.0, 140.0, 100.0)"
12-01-2023 11:37:37.801672,"(11.0, 20.0, 19.73076923076923)","(5.0, 7.2, 7.090909090909091)","(4.8, 6.2, 6.105882352941177)","(5.5, 7.2, 6.866666666666666)","(7.5, 11.5, 11.125)","(8.0, 8.8, 8.638461538461538)","(31.0, 85.0, 75.0)","(19.0, 29.0, 26.75)","(5.5, 5.8, 5.760526315789473)","(21.0, 36.0, 35.07692307692308)","(41.0, 140.0, 100.0)"
12-01-2023 11:37:39.159249,"(12.0, 21.0, 18.5)","(5.5, 7.2, 6.988235294117647)","(4.8, 6.2, 5.957575757575758)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.125)","(7.5, 8.8, 8.647619047619047)","(31.0, 85.0, 88.75)","(19.0, 29.0, 26.75)","(5.5, 5.8, 5.760526315789473)","(21.0, 36.0, 34.90909090909091)","(51.0, 140.0, 100.0)"
12-01-2023 11:37:40.595652,"(12.0, 20.0, 19.125)","(5.5, 7.2, 6.988235294117647)","(4.8, 6.2, 5.957575757575758)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.125)","(7.5, 8.8, 8.647619047619047)","(31.0, 100.0, 77.5)","(19.0, 29.0, 26.75)","(5.5, 5.8, 5.760526315789473)","(21.0, 36.0, 34.90909090909091)","(51.0, 140.0, 110.0)"
12-01-2023 11:37:41.971575,"(12.0, 20.0, 19.125)","(5.5, 7.2, 6.988235294117647)","(4.8, 6.2, 6.069565217391305)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.676923076923076)","(31.0, 100.0, 75.0)","(19.0, 29.0, 26.444444444444443)","(5.5, 5.8, 5.716666666666667)","(21.0, 36.0, 38.18181818181818)","(51.0, 140.0, 110.0)"
12-01-2023 11:37:43.294353,"(12.0, 20.0, 19.333333333333332)","(5.5, 7.2, 7.02)","(4.8, 6.2, 6.092857142857143)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.676923076923076)","(31.0, 95.0, 78.33333333333333)","(19.0, 30.0, 26.444444444444443)","(5.5, 5.8, 5.711111111111111)","(21.0, 40.0, 41.45454545454545)","(51.0, 140.0, 110.0)"
12-01-2023 11:37:44.625947,"(12.0, 20.0, 19.333333333333332)","(5.5, 7.2, 7.02)","(4.8, 6.2, 6.050000000000001)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.676923076923076)","(31.0, 90.0, 78.33333333333333)","(19.0, 30.0, 26.444444444444443)","(5.5, 5.8, 5.711111111111111)","(21.0, 44.0, 40.285714285714285)","(51.0, 140.0, 110.0)"
12-01-2023 11:37:45.960659,"(12.0, 20.0, 19.333333333333332)","(5.5, 7.2, 6.992307692307692)","(4.8, 6.2, 6.050000000000001)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.696774193548388)","(31.0, 90.0, 78.33333333333333)","(19.0, 30.0, 26.444444444444443)","(5.5, 5.8, 5.711111111111111)","(21.0, 42.0, 40.285714285714285)","(51.0, 140.0, 110.0)"
12-01-2023 11:37:47.408107,"(12.0, 20.0, 19.333333333333332)","(5.5, 7.2, 6.992307692307692)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.696774193548388)","(31.0, 90.0, 78.33333333333333)","(19.0, 30.0, 26.363636363636363)","(5.5, 5.8, 5.768831168831169)","(21.0, 42.0, 38.57142857142857)","(51.0, 140.0, 118.57142857142857)"
12-01-2023 11:37:48.928242,"(12.0, 20.0, 19.333333333333332)","(5.5, 7.0, 6.957142857142857)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.660869565217391)","(31.0, 90.0, 78.33333333333333)","(19.0, 30.0, 26.363636363636363)","(5.5, 5.8, 5.768831168831169)","(21.0, 40.0, 38.57142857142857)","(51.0, 140.0, 118.57142857142857)"
12-01-2023 11:37:50.370410,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.963636363636364)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.8, 8.57948717948718)","(31.0, 90.0, 78.33333333333333)","(19.0, 30.0, 27.4)","(5.5, 5.8, 5.768831168831169)","(21.0, 40.0, 38.57142857142857)","(51.0, 140.0, 118.57142857142857)"
12-01-2023 11:37:51.820775,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.76)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.57948717948718)","(31.0, 90.0, 78.33333333333333)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.746666666666667)","(21.0, 40.0, 38.18181818181818)","(51.0, 140.0, 135.83333333333331)"
12-01-2023 11:37:53.233246,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.76)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 6.699999999999999)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.57948717948718)","(31.0, 90.0, 78.33333333333333)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 40.0, 38.18181818181818)","(51.0, 150.0, 135.83333333333331)"
12-01-2023 11:37:54.614991,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.777777777777778)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 7.0)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.575)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 40.0, 40.8)","(51.0, 150.0, 135.83333333333331)"
12-01-2023 11:37:56.044497,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.777777777777778)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 7.0)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.575)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 42.0, 40.90909090909091)","(51.0, 150.0, 135.83333333333331)"
12-01-2023 11:37:57.441571,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.777777777777778)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 7.0)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.575)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 42.0, 40.666666666666664)","(51.0, 150.0, 135.83333333333331)"
12-01-2023 11:37:58.894070,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.745454545454545)","(4.8, 6.2, 6.121739130434783)","(5.5, 7.2, 7.0)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.51578947368421)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 42.0, 40.666666666666664)","(51.0, 150.0, 135.83333333333331)"
12-01-2023 11:38:00.392442,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.745454545454545)","(4.8, 6.2, 6.050000000000001)","(5.5, 7.2, 7.0)","(8.0, 11.5, 10.967741935483872)","(7.5, 8.6, 8.36)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 42.0, 38.0)","(51.0, 150.0, 135.83333333333331)"
12-01-2023 11:38:02.058051,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.745454545454545)","(4.8, 6.2, 6.133333333333334)","(5.5, 7.2, 7.0)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.436363636363636)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.74)","(21.0, 40.0, 38.18181818181818)","(51.0, 140.0, 118.57142857142857)"
12-01-2023 11:38:03.586004,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.733333333333333)","(4.8, 6.2, 6.161904761904762)","(5.5, 7.2, 7.0)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.413333333333334)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.75625)","(21.0, 40.0, 38.46153846153846)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:05.088736,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.733333333333333)","(4.8, 6.4, 6.161904761904762)","(5.5, 7.2, 6.914285714285715)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.39)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.8, 5.865079365079366)","(21.0, 40.0, 38.46153846153846)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:06.688511,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.733333333333333)","(4.8, 6.4, 6.2956521739130435)","(5.5, 7.2, 6.914285714285715)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.487499999999999)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.9, 5.750909090909091)","(21.0, 40.0, 39.0)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:08.313751,"(12.0, 19.5, 18.61764705882353)","(5.5, 7.0, 6.733333333333333)","(4.8, 6.4, 6.2956521739130435)","(5.5, 7.2, 6.914285714285715)","(8.0, 11.5, 11.11111111111111)","(7.5, 8.6, 8.487499999999999)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.9, 5.750909090909091)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:09.968780,"(12.0, 19.5, 17.714285714285715)","(5.5, 7.0, 6.733333333333333)","(4.8, 6.4, 6.3578947368421055)","(5.5, 7.2, 6.914285714285715)","(8.0, 11.5, 10.5)","(7.5, 8.6, 8.487499999999999)","(31.0, 90.0, 76.66666666666667)","(19.0, 29.0, 27.4)","(5.5, 5.9, 5.831250000000001)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:11.425827,"(12.0, 19.5, 17.714285714285715)","(5.5, 7.0, 6.705263157894737)","(4.8, 6.4, 6.3578947368421055)","(5.5, 7.2, 7.121052631578948)","(8.0, 11.0, 10.434782608695652)","(7.5, 8.6, 8.487499999999999)","(31.0, 90.0, 83.33333333333334)","(19.0, 29.0, 26.2)","(5.5, 5.9, 5.831250000000001)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:12.892635,"(12.0, 19.5, 17.714285714285715)","(5.5, 7.0, 6.817391304347826)","(4.8, 6.4, 6.32)","(5.5, 7.2, 7.04)","(8.0, 11.0, 10.566666666666666)","(7.5, 8.6, 8.487499999999999)","(31.0, 90.0, 83.33333333333334)","(19.0, 29.0, 26.2)","(5.5, 5.9, 5.831250000000001)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:14.495072,"(12.0, 19.5, 18.710526315789473)","(5.5, 7.0, 6.791836734693877)","(4.8, 6.4, 6.32)","(5.5, 7.2, 7.0285714285714285)","(8.0, 11.0, 10.527272727272727)","(7.5, 8.6, 8.333333333333332)","(31.0, 90.0, 83.33333333333334)","(19.0, 29.0, 25.923076923076923)","(5.5, 5.9, 5.831250000000001)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:16.091112,"(12.0, 19.5, 18.428571428571427)","(5.5, 7.0, 6.8145454545454545)","(4.8, 6.4, 6.328)","(5.5, 7.2, 6.985714285714286)","(8.0, 11.0, 10.942857142857143)","(7.5, 8.6, 8.466666666666667)","(31.0, 90.0, 83.33333333333334)","(19.0, 29.0, 25.923076923076923)","(5.5, 5.9, 5.831250000000001)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 110.0)"
12-01-2023 11:38:17.739350,"(12.0, 19.5, 18.428571428571427)","(5.5, 7.0, 6.445454545454545)","(4.8, 6.4, 6.365217391304348)","(5.5, 7.2, 6.9904761904761905)","(8.0, 11.0, 10.942857142857143)","(7.5, 8.6, 8.466666666666667)","(31.0, 90.0, 83.33333333333334)","(19.0, 29.0, 26.8)","(5.5, 5.9, 5.818518518518519)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:19.322423,"(12.0, 19.5, 18.428571428571427)","(5.5, 6.8, 6.102857142857143)","(4.8, 6.4, 6.36923076923077)","(5.5, 7.2, 7.068965517241379)","(8.0, 11.0, 10.952380952380953)","(7.5, 8.6, 8.379310344827585)","(31.0, 90.0, 80.0)","(19.0, 28.0, 26.8)","(5.5, 5.9, 5.777777777777778)","(21.0, 40.0, 39.1578947368421)","(51.0, 140.0, 93.33333333333333)"
12-01-2023 11:38:20.881735,"(12.0, 19.5, 18.428571428571427)","(5.5, 6.4, 6.288)","(5.0, 6.4, 6.36923076923077)","(5.5, 7.4, 7.068965517241379)","(8.0, 11.0, 10.952380952380953)","(7.5, 8.6, 8.37142857142857)","(31.0, 95.0, 75.0)","(21.0, 28.0, 27.11111111111111)","(5.5, 5.9, 5.827586206896552)","(21.0, 40.0, 39.1578947368421)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:22.406551,"(12.0, 19.5, 18.136363636363637)","(5.5, 6.0, 5.91764705882353)","(5.0, 6.4, 6.36923076923077)","(5.5, 7.4, 7.236363636363636)","(8.0, 11.0, 10.952380952380953)","(7.5, 8.6, 8.37142857142857)","(31.0, 95.0, 75.0)","(21.0, 28.0, 26.0)","(5.5, 6.0, 5.907407407407407)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:23.845633,"(12.0, 19.5, 18.136363636363637)","(5.5, 6.0, 5.985714285714286)","(5.0, 6.4, 6.36923076923077)","(5.5, 7.4, 7.271428571428571)","(8.0, 11.0, 10.952380952380953)","(7.5, 8.6, 8.37142857142857)","(31.0, 95.0, 85.0)","(21.0, 28.0, 25.307692307692307)","(5.5, 6.0, 5.952112676056338)","(21.0, 40.0, 41.375)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:25.353261,"(12.0, 19.5, 18.136363636363637)","(5.5, 6.6, 6.333333333333334)","(5.0, 6.4, 6.36923076923077)","(5.5, 7.4, 7.271428571428571)","(8.0, 11.0, 10.952380952380953)","(7.5, 8.6, 8.28)","(31.0, 100.0, 75.0)","(21.0, 29.0, 26.8125)","(5.5, 6.0, 5.952112676056338)","(21.0, 42.0, 39.05882352941177)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:26.985602,"(12.0, 19.5, 18.136363636363637)","(5.5, 6.4, 6.050000000000001)","(5.0, 6.4, 6.1866666666666665)","(5.5, 7.4, 7.402857142857143)","(8.0, 11.0, 10.958333333333334)","(7.5, 8.6, 8.37142857142857)","(31.0, 95.0, 85.625)","(21.0, 29.0, 26.0)","(5.5, 6.0, 5.713888888888889)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:28.616258,"(12.0, 20.0, 18.071428571428573)","(5.5, 6.4, 6.050000000000001)","(5.0, 6.4, 6.1866666666666665)","(5.5, 7.6, 7.402857142857143)","(8.0, 11.0, 10.958333333333334)","(7.5, 8.6, 8.37142857142857)","(31.0, 90.0, 87.0)","(20.0, 28.0, 26.0)","(5.5, 5.8, 5.559259259259259)","(21.0, 40.0, 39.05882352941177)","(51.0, 140.0, 115.0)"
12-01-2023 11:38:30.065695,"(12.0, 20.0, 19.724489795918366)","(5.5, 6.4, 6.167901234567902)","(5.0, 6.4, 6.368316831683169)","(5.5, 7.6, 7.224390243902439)","(8.0, 11.0, 10.418181818181818)","(7.5, 8.6, 7.89375)","(31.0, 95.0, 91.66666666666667)","(20.0, 28.0, 26.0)","(5.5, 5.7, 5.42991452991453)","(21.0, 40.0, 34.1764705882353)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:31.488314,"(12.0, 20.0, 19.8953488372093)","(5.5, 6.2, 6.147368421052632)","(5.0, 6.4, 6.525925925925926)","(5.5, 7.6, 7.3677419354838705)","(8.0, 10.5, 11.125)","(7.5, 8.2, 7.923943661971831)","(31.0, 95.0, 91.66666666666667)","(20.0, 27.0, 26.2)","(5.0, 5.5, 5.4070967741935485)","(21.0, 36.0, 32.97560975609756)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:32.846947,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.147368421052632)","(5.0, 6.6, 6.525925925925926)","(5.5, 7.6, 7.385714285714285)","(8.0, 11.5, 11.125)","(7.5, 8.2, 7.923943661971831)","(31.0, 95.0, 91.66666666666667)","(20.0, 27.0, 26.2)","(5.0, 5.5, 5.285)","(21.0, 36.0, 32.97560975609756)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:34.205345,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.147368421052632)","(5.0, 6.6, 6.525925925925926)","(5.5, 7.6, 7.385714285714285)","(8.0, 11.5, 11.125)","(7.5, 8.2, 7.895522388059701)","(31.0, 95.0, 91.66666666666667)","(20.0, 27.0, 26.2)","(5.0, 5.4, 5.268000000000001)","(21.0, 36.0, 32.97560975609756)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:35.743406,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.155555555555556)","(5.0, 6.6, 6.512820512820513)","(5.5, 7.6, 7.406451612903226)","(8.0, 11.5, 11.125)","(7.5, 8.2, 7.895522388059701)","(31.0, 95.0, 91.66666666666667)","(20.0, 27.0, 25.81818181818182)","(5.0, 5.4, 5.246666666666667)","(21.0, 36.0, 32.97560975609756)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:37.533953,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.155555555555556)","(5.0, 6.6, 6.557142857142857)","(5.5, 7.6, 7.406451612903226)","(8.0, 11.5, 11.125)","(7.5, 8.2, 7.722950819672131)","(31.0, 95.0, 91.66666666666667)","(20.0, 28.0, 26.58823529411765)","(5.0, 5.4, 5.389156626506024)","(21.0, 36.0, 32.97560975609756)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:39.052143,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.155555555555556)","(5.0, 6.6, 6.557142857142857)","(5.5, 7.6, 7.406451612903226)","(8.0, 11.5, 11.125)","(7.5, 8.2, 7.716129032258064)","(41.0, 95.0, 91.66666666666667)","(20.0, 28.0, 26.58823529411765)","(5.0, 5.9, 5.658333333333333)","(21.0, 36.0, 32.97560975609756)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:40.572692,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.155555555555556)","(5.0, 6.6, 6.557142857142857)","(5.5, 7.6, 7.5777777777777775)","(8.0, 11.5, 11.125)","(7.5, 8.0, 7.716129032258064)","(41.0, 95.0, 91.66666666666667)","(20.0, 28.0, 26.58823529411765)","(5.0, 5.7, 5.664285714285715)","(21.0, 36.0, 33.6)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:42.147461,"(12.0, 20.0, 19.9)","(5.5, 6.2, 6.152941176470589)","(5.0, 6.6, 6.557142857142857)","(5.5, 7.6, 7.5777777777777775)","(8.0, 11.5, 11.125)","(7.5, 8.0, 7.716129032258064)","(41.0, 110.0, 96.875)","(20.0, 28.0, 26.0)","(5.0, 5.7, 5.661538461538462)","(21.0, 34.0, 33.0)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:43.706069,"(12.0, 20.0, 19.25)","(5.5, 6.2, 6.152941176470589)","(5.0, 6.6, 6.553846153846154)","(5.5, 7.6, 7.5777777777777775)","(8.0, 11.5, 11.227272727272727)","(7.5, 8.0, 7.779999999999999)","(41.0, 110.0, 96.875)","(20.0, 28.0, 26.0)","(4.8, 5.7, 5.666666666666667)","(21.0, 36.0, 33.0)","(51.0, 140.0, 128.88888888888889)"
12-01-2023 11:38:45.319579,"(12.0, 20.0, 19.25)","(5.5, 6.2, 6.152941176470589)","(5.0, 6.6, 6.553846153846154)","(5.5, 7.6, 7.5777777777777775)","(8.0, 11.5, 11.227272727272727)","(7.5, 7.8, 7.779999999999999)","(41.0, 110.0, 96.875)","(20.0, 28.0, 26.0)","(4.8, 5.7, 5.395348837209302)","(21.0, 36.0, 33.0)","(51.0, 140.0, 128.88888888888889)"
