,Ozarch,Sequoia Chieftain,Think Im Ready,Tiger For Life,Baguio,Bantamweight,Baby Run,Princess Pollyanna,Calathiel,Carlie Eksplodes,Reg N Kath,Social Dame
12-01-2023 13:14:51.319913,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.648148148148149)","(3.1, 3.9, 3.8307692307692305)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.583333333333332)","(5.5, 6.6, 6.566666666666666)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.88888888888889)","(14.0, 22.0, 20.46153846153846)","(41.0, 85.0, 81.25)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:14:52.829183,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.648148148148149)","(3.1, 3.9, 3.8307692307692305)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.583333333333332)","(5.5, 6.6, 6.566666666666666)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.88888888888889)","(14.0, 22.0, 20.46153846153846)","(41.0, 85.0, 81.25)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:14:54.287451,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.648148148148149)","(3.1, 3.9, 3.8307692307692305)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.583333333333332)","(5.5, 6.6, 6.566666666666666)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 20.46153846153846)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:14:55.827287,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.648148148148149)","(3.1, 3.9, 3.8307692307692305)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.583333333333332)","(5.5, 6.6, 6.566666666666666)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 20.46153846153846)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:14:57.348508,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.633333333333333)","(3.1, 3.9, 3.8307692307692305)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.642857142857142)","(5.5, 6.6, 6.569999999999999)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 20.46153846153846)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:14:58.842040,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.633333333333333)","(3.1, 3.9, 3.8307692307692305)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.583333333333332)","(5.5, 6.6, 6.735483870967742)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:00.346038,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.757142857142856)","(3.1, 3.9, 3.816)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.583333333333332)","(5.5, 6.8, 6.735483870967742)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:01.829311,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.757142857142856)","(3.1, 3.9, 3.816)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.735483870967742)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:03.385611,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.757142857142856)","(3.1, 3.9, 3.816)","(8.5, 13.0, 12.090909090909092)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.747368421052632)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:04.929392,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.090909090909092)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.747368421052632)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:06.438955,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:07.908252,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.708333333333332)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:09.304699,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:10.689853,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.61904761904762)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:12.144404,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.61904761904762)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:13.575443,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.61904761904762)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:15.089107,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:16.633247,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:18.100581,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.5)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:19.536687,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.65909090909091)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:21.199060,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.71153846153846)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:22.629259,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 19.71153846153846)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:24.013080,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 20.0, 20.375)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:25.510630,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 21.0, 20.375)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:26.998586,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 21.0, 20.375)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:28.497415,"(7.0, 8.2, 7.85)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.833333333333333)","(8.5, 13.0, 12.11111111111111)","(11.0, 21.0, 20.375)","(5.5, 6.8, 6.777142857142857)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 19.65625)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 125.71428571428571)"
12-01-2023 13:15:29.995728,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.857142857142857)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 20.375)","(5.5, 6.8, 6.706382978723404)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 18.76923076923077)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 151.42857142857142)"
12-01-2023 13:15:31.424431,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.857142857142857)","(8.5, 13.0, 12.11111111111111)","(11.0, 21.0, 20.375)","(5.5, 6.8, 6.742857142857143)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 22.0, 18.347826086956523)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 160.0)"
12-01-2023 13:15:32.819971,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8991847826086956)","(8.5, 13.0, 12.11111111111111)","(11.0, 21.0, 20.375)","(5.5, 6.8, 6.754166666666666)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 22.0, 18.347826086956523)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 160.0)"
12-01-2023 13:15:34.351784,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8992021276595743)","(8.5, 13.0, 12.11111111111111)","(11.0, 21.0, 20.044117647058822)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 22.0, 18.347826086956523)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 160.0)"
12-01-2023 13:15:36.034712,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8992021276595743)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 22.0, 18.347826086956523)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 160.0)"
12-01-2023 13:15:37.897484,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8992021276595743)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 22.0, 17.96153846153846)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 160.0)"
12-01-2023 13:15:39.560297,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8992021276595743)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 17.96153846153846)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 160.0)"
12-01-2023 13:15:41.168427,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8992021276595743)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 16.97826086956522)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 193.33333333333334)"
12-01-2023 13:15:42.629769,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.8992021276595743)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 22.0, 18.857142857142858)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 193.33333333333334)"
12-01-2023 13:15:44.105984,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 21.0, 19.23913043478261)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 193.33333333333334)"
12-01-2023 13:15:45.606488,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 21.0, 18.923076923076923)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 193.33333333333334)"
12-01-2023 13:15:47.112407,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 80.71428571428571)","(91.0, 220.0, 193.33333333333334)"
12-01-2023 13:15:48.813265,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:50.308587,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.951612903225808)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:51.867797,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.879310344827587)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.266666666666666)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:53.249713,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.75)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:54.582102,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.75)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:55.915134,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.75)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:57.388195,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.75)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:15:59.041787,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899264705882353)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.879310344827587)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:16:00.661827,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899222797927461)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.879310344827587)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:16:02.257126,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.300000000000001)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899222797927461)","(8.5, 13.0, 12.090909090909092)","(11.0, 21.0, 19.75)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 18.652173913043477)","(41.0, 85.0, 81.25)","(91.0, 220.0, 185.0)"
12-01-2023 13:16:03.824265,"(7.0, 8.2, 8.112499999999999)","(6.0, 7.4, 7.2631578947368425)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899222797927461)","(8.5, 13.0, 11.81578947368421)","(11.0, 21.0, 20.1875)","(5.5, 6.8, 6.756)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 21.0, 19.46153846153846)","(41.0, 85.0, 83.33333333333333)","(91.0, 230.0, 176.66666666666666)"
12-01-2023 13:16:05.262889,"(7.0, 8.2, 8.025)","(6.0, 7.4, 7.2631578947368425)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899222797927461)","(8.5, 13.0, 12.066666666666666)","(11.0, 21.0, 20.1875)","(5.5, 6.8, 6.7749999999999995)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.2)","(14.0, 20.0, 18.764705882352942)","(41.0, 85.0, 81.81818181818181)","(91.0, 230.0, 220.0)"
12-01-2023 13:16:06.836434,"(7.0, 8.2, 7.84)","(6.0, 7.4, 7.2631578947368425)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.899222797927461)","(8.5, 13.0, 11.833333333333334)","(11.0, 21.0, 20.1875)","(5.5, 6.8, 6.774712643678161)","(81.0, 130.0, 120.0)","(21.0, 34.0, 30.307692307692307)","(14.0, 20.0, 18.764705882352942)","(41.0, 90.0, 81.81818181818181)","(91.0, 230.0, 220.0)"
12-01-2023 13:16:08.245047,"(7.0, 8.2, 7.84)","(6.0, 7.4, 7.2631578947368425)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.898972602739726)","(8.5, 13.0, 11.833333333333334)","(11.0, 21.0, 20.1875)","(5.5, 6.8, 6.774712643678161)","(81.0, 130.0, 120.0)","(21.0, 34.0, 31.333333333333332)","(14.0, 20.0, 18.764705882352942)","(41.0, 90.0, 81.81818181818181)","(91.0, 230.0, 223.33333333333334)"
12-01-2023 13:16:09.776547,"(7.0, 8.2, 7.84)","(6.0, 7.4, 7.2631578947368425)","(9.0, 12.5, 11.60344827586207)","(3.1, 3.9, 3.898972602739726)","(8.5, 13.0, 11.961538461538462)","(11.0, 21.0, 20.1875)","(5.5, 6.8, 6.774712643678161)","(81.0, 130.0, 120.0)","(21.0, 34.0, 31.81818181818182)","(14.0, 20.0, 18.764705882352942)","(41.0, 90.0, 81.81818181818181)","(91.0, 230.0, 223.33333333333334)"
12-01-2023 13:16:11.471019,"(7.0, 8.2, 7.84)","(6.0, 7.4, 7.2631578947368425)","(10.0, 12.5, 11.60344827586207)","(3.2, 3.9, 3.898972602739726)","(9.0, 13.0, 11.961538461538462)","(12.0, 21.0, 20.1875)","(5.5, 6.8, 6.774712643678161)","(81.0, 130.0, 120.0)","(26.0, 34.0, 32.35294117647059)","(14.0, 20.0, 18.764705882352942)","(41.0, 90.0, 81.81818181818181)","(101.0, 230.0, 223.33333333333334)"
12-01-2023 13:16:12.856863,"(7.0, 8.2, 7.84)","(6.0, 7.4, 7.2631578947368425)","(10.0, 12.5, 11.60344827586207)","(3.2, 3.9, 3.898972602739726)","(9.0, 13.0, 11.961538461538462)","(12.0, 21.0, 20.1875)","(5.5, 6.8, 6.774712643678161)","(81.0, 130.0, 120.0)","(26.0, 34.0, 32.35294117647059)","(14.0, 20.0, 18.764705882352942)","(41.0, 90.0, 81.81818181818181)","(101.0, 230.0, 223.33333333333334)"
12-01-2023 13:16:14.296365,"(7.0, 8.2, 7.84)","(6.0, 7.4, 7.2631578947368425)","(10.0, 12.5, 11.60344827586207)","(3.2, 3.9, 3.9459064327485383)","(9.0, 13.0, 11.785714285714286)","(12.0, 21.0, 20.1875)","(5.5, 6.8, 6.774712643678161)","(81.0, 130.0, 120.0)","(26.0, 34.0, 32.35294117647059)","(14.0, 20.0, 18.764705882352942)","(41.0, 90.0, 81.81818181818181)","(101.0, 230.0, 223.33333333333334)"
