,Get Carter,Divas Boy,Deemed A Liar,Shanti,Top Shelf Toby,Side Tracked
10-01-2023 16:38:49.510191,"(4.4, 6.2, 5.757894736842105)","(21.0, 65.0, 59.44444444444444)","(1.45, 1.59, 1.5771428571428572)","(3.9, 6.2, 5.933333333333334)","(41.0, 75.0, 70.0)","(91.0, 99998, 860.0)"
10-01-2023 16:38:50.529841,"(4.4, 6.2, 5.779999999999999)","(21.0, 65.0, 57.857142857142854)","(1.45, 1.59, 1.584)","(3.9, 6.2, 6.0)","(41.0, 75.0, 70.0)","(91.0, 1000.0, 860.0)"
10-01-2023 16:38:51.561544,"(4.4, 6.2, 5.779999999999999)","(21.0, 65.0, 59.44444444444444)","(1.45, 1.59, 1.584)","(3.9, 6.2, 6.0)","(41.0, 75.0, 70.0)","(91.0, 1000.0, 860.0)"
10-01-2023 16:38:52.607064,"(4.4, 6.2, 5.771428571428571)","(21.0, 65.0, 57.857142857142854)","(1.45, 1.59, 1.5864)","(3.9, 6.2, 5.95)","(41.0, 75.0, 72.0)","(91.0, 1000.0, 646.6666666666666)"
10-01-2023 16:38:53.740582,"(4.4, 6.2, 5.72)","(21.0, 65.0, 51.36363636363637)","(1.45, 1.59, 1.5877358490566038)","(3.9, 6.2, 5.828571428571428)","(41.0, 75.0, 67.5)","(91.0, 750.0, 672.5)"
10-01-2023 16:38:54.976981,"(4.4, 6.2, 5.808695652173913)","(21.0, 65.0, 51.36363636363637)","(1.45, 1.59, 1.5857142857142859)","(3.9, 6.2, 5.828571428571428)","(41.0, 75.0, 69.64285714285714)","(91.0, 750.0, 672.5)"
10-01-2023 16:38:56.031564,"(4.4, 6.2, 5.822222222222222)","(21.0, 65.0, 51.36363636363637)","(1.45, 1.59, 1.5857142857142859)","(3.9, 6.2, 5.828571428571428)","(41.0, 75.0, 55.55555555555556)","(91.0, 750.0, 672.5)"
10-01-2023 16:38:56.918572,"(4.4, 6.2, 5.904347826086957)","(21.0, 65.0, 57.857142857142854)","(1.45, 1.57, 1.565263157894737)","(3.9, 6.2, 6.075)","(41.0, 75.0, 63.333333333333336)","(91.0, 750.0, 672.5)"
10-01-2023 16:38:57.917207,"(4.4, 6.2, 5.876190476190476)","(21.0, 65.0, 59.44444444444444)","(1.45, 1.57, 1.5682456140350878)","(3.9, 6.2, 6.300000000000001)","(41.0, 75.0, 70.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:38:59.033883,"(4.4, 6.2, 5.822222222222222)","(21.0, 65.0, 57.857142857142854)","(1.45, 1.57, 1.5675806451612904)","(3.9, 6.4, 6.300000000000001)","(41.0, 75.0, 70.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:00.078819,"(4.4, 6.2, 5.822222222222222)","(21.0, 65.0, 59.44444444444444)","(1.45, 1.57, 1.56)","(3.9, 6.4, 6.3130434782608695)","(41.0, 75.0, 70.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:01.310066,"(4.4, 6.2, 5.838095238095238)","(21.0, 65.0, 57.857142857142854)","(1.45, 1.56, 1.5545454545454547)","(3.9, 6.4, 6.258823529411765)","(41.0, 75.0, 64.5)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:02.333364,"(4.4, 6.4, 5.9192307692307695)","(21.0, 65.0, 51.36363636363637)","(1.45, 1.56, 1.5596600566572238)","(3.9, 6.4, 6.258823529411765)","(41.0, 75.0, 63.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:03.282722,"(4.4, 6.4, 5.872727272727273)","(21.0, 65.0, 52.5)","(1.45, 1.56, 1.558867924528302)","(3.9, 6.4, 6.258823529411765)","(41.0, 75.0, 63.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:04.362606,"(4.4, 6.4, 5.873469387755102)","(21.0, 65.0, 51.36363636363637)","(1.45, 1.58, 1.5591525423728814)","(3.9, 6.4, 6.285714285714286)","(41.0, 75.0, 67.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:05.383698,"(4.4, 6.4, 5.871186440677966)","(21.0, 65.0, 59.44444444444444)","(1.45, 1.56, 1.5761290322580646)","(3.9, 6.4, 6.285714285714286)","(41.0, 75.0, 67.0)","(91.0, 750.0, 672.5)"
10-01-2023 16:39:06.486116,"(4.4, 6.2, 6.08)","(26.0, 65.0, 57.857142857142854)","(1.45, 1.58, 1.57)","(3.9, 6.4, 6.285714285714286)","(41.0, 75.0, 65.76923076923077)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:07.502194,"(4.4, 6.2, 6.0)","(26.0, 65.0, 59.44444444444444)","(1.45, 1.57, 1.5695508982035928)","(3.9, 6.4, 6.285714285714286)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:08.522637,"(4.4, 6.2, 6.066666666666666)","(26.0, 65.0, 59.44444444444444)","(1.45, 1.57, 1.5695575221238938)","(3.9, 6.4, 6.24)","(41.0, 75.0, 61.666666666666664)","(101.0, 750.0, 605.0)"
10-01-2023 16:39:09.593420,"(4.4, 6.2, 6.0)","(26.0, 65.0, 59.44444444444444)","(1.45, 1.57, 1.5623076923076924)","(3.9, 6.4, 6.24)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:10.628148,"(4.4, 6.2, 5.933333333333334)","(26.0, 65.0, 52.5)","(1.45, 1.57, 1.5656521739130436)","(3.9, 6.4, 6.24)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:11.577612,"(4.4, 6.2, 5.914285714285715)","(26.0, 65.0, 51.36363636363637)","(1.45, 1.57, 1.5656521739130436)","(3.9, 6.4, 6.24)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:12.518638,"(4.6, 6.2, 5.914285714285715)","(26.0, 65.0, 52.5)","(1.35, 1.57, 1.5656521739130436)","(4.2, 6.4, 6.24)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:13.422559,"(4.6, 6.2, 5.869565217391305)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.56, 1.5578260869565217)","(4.2, 6.4, 6.211764705882353)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:14.339398,"(4.6, 6.2, 5.861538461538461)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.58, 1.5727272727272728)","(4.2, 6.4, 6.211764705882353)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:15.430434,"(4.6, 6.2, 5.861538461538461)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.58, 1.5761538461538462)","(4.2, 6.4, 6.211764705882353)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:16.508231,"(4.6, 6.2, 5.861538461538461)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.58, 1.5758333333333334)","(4.2, 6.4, 6.211764705882353)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:17.548689,"(4.6, 6.2, 5.861538461538461)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.58, 1.5758333333333334)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 60.88235294117647)","(101.0, 990.0, 672.5)"
10-01-2023 16:39:18.477871,"(4.6, 6.2, 5.861538461538461)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.58, 1.5767741935483872)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 60.88235294117647)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:19.521052,"(4.6, 6.2, 5.861538461538461)","(26.0, 65.0, 58.75)","(1.35, 1.59, 1.5806250000000002)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 57.857142857142854)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:20.524198,"(4.6, 6.2, 5.8533333333333335)","(26.0, 65.0, 56.17647058823529)","(1.35, 1.59, 1.578)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:21.518061,"(4.6, 6.2, 5.8533333333333335)","(26.0, 65.0, 58.75)","(1.35, 1.59, 1.578)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:22.451348,"(4.6, 6.0, 5.861538461538461)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.59, 1.58)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:23.397776,"(4.6, 6.0, 5.847058823529411)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.59, 1.5781578947368422)","(4.2, 6.4, 6.227027027027027)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:24.417416,"(4.6, 6.0, 5.847058823529411)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.59, 1.5781578947368422)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:25.395386,"(4.6, 5.9, 5.814285714285715)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.59, 1.5781578947368422)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:26.352075,"(4.6, 5.9, 5.814285714285715)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.58, 1.5715000000000001)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:27.276895,"(4.6, 5.9, 5.788888888888889)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.58, 1.5715000000000001)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:28.167197,"(4.6, 5.9, 5.814285714285715)","(26.0, 65.0, 57.85714285714286)","(1.35, 1.59, 1.5827272727272728)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:29.166491,"(4.6, 5.9, 5.788888888888889)","(26.0, 65.0, 58.75)","(1.35, 1.59, 1.5864)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:30.133441,"(4.6, 5.9, 5.814285714285715)","(26.0, 65.0, 56.17647058823529)","(1.35, 1.59, 1.5855555555555556)","(4.2, 6.4, 6.222222222222222)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:31.081315,"(4.6, 5.9, 5.814285714285715)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.59, 1.58)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:32.086251,"(4.6, 5.9, 5.788888888888889)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.59, 1.579375)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:33.027261,"(4.6, 6.0, 5.79)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.58, 1.5711627906976744)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 750.0, 672.5)"
10-01-2023 16:39:33.920567,"(4.6, 6.0, 5.79)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.58, 1.5721428571428573)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:34.827375,"(4.6, 6.0, 5.79)","(26.0, 65.0, 57.857142857142854)","(1.35, 1.58, 1.5721428571428573)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:35.791084,"(4.6, 6.0, 5.79)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.58, 1.5744537815126052)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 990.0, 605.0)"
10-01-2023 16:39:36.750899,"(4.6, 6.0, 5.79)","(26.0, 65.0, 52.5)","(1.35, 1.58, 1.5744537815126052)","(4.2, 6.4, 6.179310344827586)","(41.0, 75.0, 62.368421052631575)","(101.0, 990.0, 623.3333333333334)"
10-01-2023 16:39:37.693428,"(4.6, 6.0, 5.91875)","(26.0, 65.0, 54.285714285714285)","(1.35, 1.55, 1.5497014925373134)","(4.2, 6.4, 6.233333333333333)","(41.0, 75.0, 70.71428571428572)","(101.0, 990.0, 623.3333333333334)"
10-01-2023 16:39:38.601331,"(4.6, 6.0, 5.805)","(26.0, 65.0, 54.285714285714285)","(1.35, 1.57, 1.5644444444444445)","(4.2, 6.4, 6.233333333333333)","(41.0, 75.0, 70.71428571428572)","(101.0, 990.0, 852.5)"
10-01-2023 16:39:39.499640,"(4.6, 6.0, 5.82)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.57, 1.5642857142857143)","(4.2, 6.4, 6.266666666666667)","(41.0, 75.0, 70.71428571428572)","(101.0, 990.0, 852.5)"
10-01-2023 16:39:40.490404,"(4.6, 6.0, 5.82)","(26.0, 65.0, 59.44444444444444)","(1.35, 1.57, 1.5651515151515152)","(4.2, 6.4, 6.266666666666667)","(41.0, 75.0, 70.71428571428572)","(101.0, 990.0, 852.5)"
10-01-2023 16:39:41.586566,"(4.6, 5.9, 5.816666666666667)","(26.0, 65.0, 63.57142857142857)","(1.35, 1.58, 1.5725)","(4.2, 6.4, 6.24)","(41.0, 75.0, 66.57894736842105)","(101.0, 990.0, 770.0)"
10-01-2023 16:39:42.712980,"(4.6, 5.9, 5.807692307692308)","(26.0, 65.0, 62.5)","(1.35, 1.58, 1.5695833333333333)","(4.2, 6.4, 6.266666666666667)","(41.0, 75.0, 66.57894736842105)","(101.0, 990.0, 770.0)"
10-01-2023 16:39:43.794732,"(4.6, 5.9, 5.792)","(26.0, 65.0, 62.5)","(1.35, 1.57, 1.565925925925926)","(4.2, 6.4, 6.254545454545455)","(41.0, 75.0, 66.57894736842105)","(101.0, 990.0, 597.5)"
10-01-2023 16:39:44.699564,"(4.6, 5.9, 5.825)","(26.0, 65.0, 60.0)","(1.35, 1.57, 1.565925925925926)","(4.2, 6.4, 6.254545454545455)","(41.0, 75.0, 66.57894736842105)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:45.677435,"(4.6, 5.9, 5.825)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.57, 1.565925925925926)","(4.2, 6.4, 6.254545454545455)","(41.0, 75.0, 66.57894736842105)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:46.711645,"(4.6, 5.9, 5.825)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.59, 1.5766666666666667)","(4.2, 6.4, 6.254545454545455)","(41.0, 75.0, 62.69230769230769)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:47.642273,"(4.6, 5.9, 5.825)","(26.0, 65.0, 62.5)","(1.35, 1.58, 1.5773684210526318)","(4.2, 6.4, 6.260869565217392)","(41.0, 75.0, 70.9090909090909)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:48.567102,"(4.6, 5.8, 5.766666666666667)","(26.0, 65.0, 60.0)","(1.35, 1.58, 1.5788095238095239)","(4.2, 6.4, 6.24)","(41.0, 75.0, 67.5)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:49.530130,"(4.6, 5.8, 5.733333333333333)","(26.0, 65.0, 60.0)","(1.35, 1.58, 1.5788095238095239)","(4.2, 6.4, 6.272)","(41.0, 75.0, 67.5)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:50.466800,"(4.6, 5.8, 5.785714285714286)","(26.0, 65.0, 62.5)","(1.35, 1.58, 1.5788095238095239)","(4.2, 6.4, 6.272)","(41.0, 75.0, 72.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:51.438390,"(4.6, 5.8, 5.785714285714286)","(26.0, 65.0, 62.5)","(1.35, 1.58, 1.5788095238095239)","(4.2, 6.4, 6.272)","(41.0, 75.0, 68.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:52.349126,"(4.6, 5.8, 5.785714285714286)","(26.0, 65.0, 62.5)","(1.35, 1.58, 1.5788095238095239)","(4.2, 6.4, 6.272)","(41.0, 75.0, 72.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:53.277179,"(4.6, 5.9, 5.771428571428571)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.57, 1.565357142857143)","(4.2, 6.4, 6.28421052631579)","(41.0, 75.0, 72.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:54.213532,"(4.6, 5.8, 5.699999999999999)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.58, 1.5743529411764707)","(4.2, 6.4, 6.269565217391305)","(41.0, 75.0, 68.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:55.156581,"(4.6, 5.8, 5.699999999999999)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.58, 1.5743529411764707)","(4.2, 6.4, 6.263636363636364)","(41.0, 75.0, 68.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:56.077231,"(4.6, 5.8, 5.779999999999999)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.57, 1.569777777777778)","(4.2, 6.4, 6.275)","(41.0, 75.0, 72.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:57.036482,"(4.6, 5.8, 5.779999999999999)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.57, 1.569777777777778)","(4.2, 6.4, 6.275)","(41.0, 75.0, 68.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:58.053042,"(4.6, 5.8, 5.779999999999999)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.57, 1.569777777777778)","(4.2, 6.4, 6.29)","(41.0, 75.0, 72.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:59.027267,"(4.6, 5.8, 5.675)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.58, 1.5691729323308272)","(4.2, 6.4, 6.29)","(41.0, 75.0, 68.0)","(101.0, 650.0, 597.5)"
10-01-2023 16:39:59.900829,"(4.6, 5.7, 5.633333333333334)","(26.0, 65.0, 62.85714285714286)","(1.35, 1.6, 1.598)","(4.2, 6.4, 6.29)","(41.0, 75.0, 68.0)","(101.0, 650.0, 657.5)"
10-01-2023 16:40:00.859818,"(4.6, 5.7, 5.685714285714286)","(26.0, 65.0, 58.75)","(1.35, 1.6, 1.5904166666666668)","(4.2, 6.4, 6.247619047619048)","(41.0, 75.0, 66.75)","(101.0, 730.0, 657.5)"
10-01-2023 16:40:01.860285,"(4.6, 5.7, 5.6866666666666665)","(26.0, 65.0, 51.666666666666664)","(1.35, 1.6, 1.5936000000000001)","(4.2, 6.4, 6.204878048780488)","(41.0, 75.0, 66.75)","(101.0, 730.0, 657.5)"
10-01-2023 16:40:02.875864,"(4.6, 5.7, 5.6647058823529415)","(26.0, 65.0, 55.714285714285715)","(1.35, 1.6, 1.5963636363636364)","(4.2, 6.4, 6.094444444444444)","(41.0, 75.0, 66.75)","(101.0, 730.0, 657.5)"
10-01-2023 16:40:03.781623,"(4.6, 5.6, 5.580952380952381)","(26.0, 65.0, 54.166666666666664)","(1.35, 1.61, 1.6070212765957448)","(4.2, 6.2, 6.094444444444444)","(41.0, 75.0, 66.75)","(101.0, 730.0, 657.5)"
10-01-2023 16:40:04.672363,"(4.6, 5.7, 5.590909090909091)","(26.0, 65.0, 54.166666666666664)","(1.35, 1.6, 1.599777777777778)","(4.2, 6.2, 6.084444444444444)","(41.0, 75.0, 66.75)","(101.0, 730.0, 657.5)"
10-01-2023 16:40:05.609863,"(4.6, 5.6, 5.573333333333333)","(26.0, 65.0, 52.0)","(1.35, 1.62, 1.6113953488372095)","(4.2, 6.2, 6.084444444444444)","(41.0, 75.0, 66.75)","(101.0, 730.0, 587.2727272727273)"
10-01-2023 16:40:06.595449,"(4.6, 5.6, 5.574999999999999)","(26.0, 65.0, 52.0)","(1.35, 1.62, 1.6113953488372095)","(4.2, 6.2, 6.080851063829788)","(41.0, 75.0, 66.75)","(101.0, 980.0, 597.5)"
10-01-2023 16:40:07.559625,"(4.6, 5.6, 5.574999999999999)","(26.0, 65.0, 51.07142857142857)","(1.35, 1.62, 1.6128260869565219)","(4.2, 6.2, 6.080851063829788)","(41.0, 75.0, 66.75)","(101.0, 650.0, 597.5)"
10-01-2023 16:40:08.562351,"(4.6, 5.6, 5.45)","(26.0, 65.0, 51.07142857142857)","(1.35, 1.62, 1.614)","(4.2, 6.2, 6.018421052631579)","(41.0, 75.0, 66.75)","(101.0, 650.0, 597.5)"
10-01-2023 16:40:09.416239,"(4.6, 5.6, 5.557142857142857)","(26.0, 65.0, 51.07142857142857)","(1.35, 1.62, 1.6161016949152542)","(4.2, 6.2, 6.018421052631579)","(41.0, 75.0, 66.75)","(101.0, 650.0, 597.5)"
10-01-2023 16:40:10.371133,"(4.4, 5.6, 5.564)","(31.0, 65.0, 51.07142857142857)","(1.35, 1.63, 1.6256)","(4.2, 5.9, 5.78)","(51.0, 75.0, 66.75)","(101.0, 650.0, 597.5)"
10-01-2023 16:40:11.347668,"(4.4, 5.6, 5.533333333333333)","(31.0, 65.0, 51.07142857142857)","(1.35, 1.64, 1.6277272727272727)","(4.2, 5.8, 5.783333333333333)","(51.0, 75.0, 69.0)","(101.0, 650.0, 672.5)"
10-01-2023 16:40:12.307977,"(4.4, 5.7, 5.5680000000000005)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.62, 1.615294117647059)","(4.2, 6.0, 5.918181818181819)","(51.0, 75.0, 73.5)","(101.0, 750.0, 672.5)"
10-01-2023 16:40:13.312824,"(4.4, 5.7, 5.5680000000000005)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.64, 1.628796992481203)","(4.2, 6.0, 5.7384615384615385)","(51.0, 75.0, 73.5)","(101.0, 750.0, 672.5)"
10-01-2023 16:40:14.249394,"(4.4, 5.6, 5.45)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.63, 1.628796992481203)","(4.2, 5.9, 5.758823529411765)","(51.0, 75.0, 65.625)","(101.0, 750.0, 672.5)"
10-01-2023 16:40:15.173685,"(4.4, 5.6, 5.45)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.64, 1.631875)","(4.2, 5.8, 5.685714285714285)","(51.0, 75.0, 65.625)","(101.0, 750.0, 672.5)"
10-01-2023 16:40:16.097607,"(4.4, 5.6, 5.59047619047619)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.64, 1.6330357142857141)","(4.2, 5.8, 5.6499999999999995)","(51.0, 75.0, 65.625)","(101.0, 750.0, 672.5)"
10-01-2023 16:40:17.040418,"(4.4, 5.6, 5.595348837209302)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.64, 1.63390625)","(4.2, 5.7, 5.5588235294117645)","(51.0, 75.0, 66.17647058823529)","(101.0, 750.0, 587.2727272727273)"
10-01-2023 16:40:18.104491,"(4.4, 5.6, 5.58)","(31.0, 65.0, 54.411764705882355)","(1.35, 1.65, 1.643181818181818)","(4.2, 5.6, 5.53)","(51.0, 75.0, 66.17647058823529)","(101.0, 980.0, 830.0)"
10-01-2023 16:40:19.099531,"(4.4, 5.6, 5.53)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.645)","(4.2, 5.6, 5.53)","(51.0, 75.0, 68.75)","(101.0, 960.0, 752.0)"
10-01-2023 16:40:19.985781,"(4.4, 5.6, 5.541666666666666)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.648)","(4.2, 5.6, 5.522222222222222)","(51.0, 75.0, 68.75)","(101.0, 960.0, 752.0)"
10-01-2023 16:40:20.881670,"(4.4, 5.6, 5.53)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.6538461538461537)","(4.2, 5.6, 5.483333333333333)","(51.0, 75.0, 66.17647058823529)","(101.0, 960.0, 700.0)"
10-01-2023 16:40:21.849611,"(4.4, 5.6, 5.51304347826087)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.6532203389830507)","(4.2, 5.5, 5.515151515151515)","(51.0, 75.0, 65.625)","(101.0, 960.0, 700.0)"
10-01-2023 16:40:22.786646,"(4.4, 5.5, 5.475)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.6541176470588235)","(4.2, 5.6, 5.515151515151515)","(51.0, 75.0, 65.625)","(101.0, 960.0, 700.0)"
10-01-2023 16:40:23.701536,"(4.4, 5.6, 5.476923076923077)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.6553846153846152)","(4.2, 5.5, 5.46)","(51.0, 75.0, 65.625)","(101.0, 960.0, 836.0)"
10-01-2023 16:40:24.611695,"(4.4, 5.6, 5.476923076923077)","(31.0, 65.0, 55.76923076923077)","(1.35, 1.66, 1.6482758620689655)","(4.2, 5.5, 5.394736842105263)","(51.0, 75.0, 67.10526315789474)","(101.0, 960.0, 882.2222222222222)"
10-01-2023 16:40:25.537922,"(4.4, 5.4, 5.379166666666667)","(31.0, 65.0, 57.94117647058823)","(1.35, 1.67, 1.6627586206896552)","(4.2, 5.5, 5.394736842105263)","(51.0, 75.0, 67.10526315789474)","(101.0, 950.0, 882.2222222222222)"
10-01-2023 16:40:26.478295,"(4.6, 5.5, 5.422580645161291)","(31.0, 65.0, 57.94117647058823)","(1.4, 1.67, 1.6638297872340424)","(4.2, 5.5, 5.428571428571429)","(51.0, 75.0, 67.10526315789474)","(101.0, 950.0, 882.2222222222222)"
10-01-2023 16:40:27.451223,"(4.6, 5.4, 5.404)","(31.0, 65.0, 57.94117647058823)","(1.4, 1.66, 1.6576271186440676)","(4.2, 5.7, 5.625)","(51.0, 75.0, 65.35714285714286)","(101.0, 960.0, 836.0)"
10-01-2023 16:40:28.341975,"(4.6, 5.5, 5.38)","(31.0, 65.0, 57.94117647058823)","(1.4, 1.66, 1.6550724637681158)","(4.2, 5.8, 5.647619047619047)","(51.0, 75.0, 65.35714285714286)","(101.0, 960.0, 782.8571428571429)"
10-01-2023 16:40:29.291343,"(4.6, 5.4, 5.357575757575757)","(31.0, 65.0, 55.76923076923077)","(1.4, 1.66, 1.6550724637681158)","(4.2, 5.8, 5.730434782608695)","(51.0, 75.0, 62.64705882352941)","(101.0, 960.0, 782.8571428571429)"
10-01-2023 16:40:30.251888,"(4.6, 5.4, 5.339130434782609)","(31.0, 65.0, 55.76923076923077)","(1.4, 1.66, 1.648235294117647)","(4.2, 5.9, 5.7153846153846155)","(51.0, 60.0, 59.285714285714285)","(101.0, 960.0, 782.8571428571429)"
10-01-2023 16:40:31.192336,"(4.6, 5.4, 5.339130434782609)","(31.0, 65.0, 57.5)","(1.4, 1.66, 1.6539393939393938)","(4.2, 5.9, 5.757142857142857)","(51.0, 60.0, 59.285714285714285)","(101.0, 960.0, 782.8571428571429)"
10-01-2023 16:40:32.144344,"(4.6, 5.4, 5.339130434782609)","(31.0, 65.0, 56.111111111111114)","(1.4, 1.66, 1.654642857142857)","(4.2, 5.9, 5.754545454545455)","(51.0, 60.0, 57.72727272727273)","(101.0, 960.0, 805.0)"
10-01-2023 16:40:33.124087,"(4.6, 5.4, 5.339130434782609)","(31.0, 65.0, 57.5)","(1.4, 1.66, 1.6533333333333333)","(4.2, 5.9, 5.80344827586207)","(51.0, 60.0, 57.22222222222222)","(101.0, 960.0, 805.0)"
