,Berdibek,Bonny Ezra,Aleas,Chalk Stream,First In Line,Shes The Gift,Military Mission,Criminal Code,Global Ausbred,Mission Phoenix,Lady Redwood
07-01-2023 14:49:56.086672,"(12.0, 19.0, 18.772727272727273)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.932876712328768)","(10.0, 13.5, 13.282608695652174)","(61.0, 95.0, 93.27586206896552)","(7.5, 10.0, 9.555555555555555)","(6.5, 7.6, 7.501907356948228)","(26.0, 40.0, 38.94736842105263)","(5.5, 6.6, 6.568333333333333)","(6.5, 7.4, 6.720930232558139)","(81.0, 220.0, 210.47619047619048)"
07-01-2023 14:49:57.350877,"(12.0, 19.0, 18.772727272727273)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.903422053231939)","(10.0, 13.5, 13.282608695652174)","(61.0, 95.0, 93.27586206896552)","(7.5, 10.0, 9.555555555555555)","(6.5, 7.6, 7.501907356948228)","(26.0, 40.0, 38.94736842105263)","(5.5, 6.6, 6.568333333333333)","(6.5, 7.4, 6.720930232558139)","(81.0, 220.0, 210.47619047619048)"
07-01-2023 14:49:58.630100,"(12.0, 19.0, 18.772727272727273)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.903422053231939)","(10.0, 13.5, 13.282608695652174)","(61.0, 95.0, 93.27586206896552)","(7.5, 10.0, 9.555555555555555)","(6.5, 7.6, 7.492537313432836)","(26.0, 40.0, 38.94736842105263)","(5.5, 6.6, 6.568333333333333)","(6.5, 7.4, 6.704761904761905)","(81.0, 220.0, 210.47619047619048)"
07-01-2023 14:49:59.817937,"(12.0, 19.0, 18.772727272727273)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.903422053231939)","(10.0, 13.5, 13.282608695652174)","(61.0, 95.0, 93.27586206896552)","(7.5, 10.0, 9.555555555555555)","(6.5, 7.6, 7.465671641791045)","(26.0, 40.0, 38.94736842105263)","(5.5, 6.6, 6.568333333333333)","(6.5, 7.4, 6.736363636363636)","(81.0, 220.0, 210.47619047619048)"
07-01-2023 14:50:01.050700,"(12.0, 19.0, 18.960106382978722)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(10.0, 13.5, 13.46)","(61.0, 95.0, 93.4375)","(7.5, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(26.0, 40.0, 38.95652173913044)","(5.5, 6.6, 6.549640287769784)","(6.5, 7.4, 6.7081081081081075)","(81.0, 220.0, 175.0)"
07-01-2023 14:50:02.244940,"(12.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(10.0, 13.5, 13.464285714285714)","(61.0, 95.0, 93.4375)","(7.5, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(26.0, 40.0, 38.95652173913044)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.4, 6.764885496183206)","(81.0, 220.0, 175.0)"
07-01-2023 14:50:03.543560,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.464285714285714)","(61.0, 95.0, 93.4375)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 38.95652173913044)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.4, 6.746938775510204)","(91.0, 220.0, 175.0)"
07-01-2023 14:50:04.861156,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.447368421052632)","(61.0, 95.0, 93.4375)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 38.95652173913044)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.4, 6.746938775510204)","(91.0, 220.0, 175.0)"
07-01-2023 14:50:06.138677,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.456521739130435)","(61.0, 95.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 38.95652173913044)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.4, 7.05)","(91.0, 220.0, 170.0)"
07-01-2023 14:50:07.422155,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 38.95652173913044)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.2, 7.017857142857143)","(91.0, 210.0, 170.0)"
07-01-2023 14:50:08.728080,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.2, 6.925)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:10.056091,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.2, 6.925)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:11.310728,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.4916201117318435)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.545736434108527)","(6.5, 7.2, 6.8925)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:12.588707,"(13.0, 19.0, 18.938953488372093)","(7.5, 9.4, 9.266666666666666)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.558333333333334)","(6.5, 7.2, 6.818181818181818)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:13.834742,"(13.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.357894736842105)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.444444444444445)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.5738562091503265)","(6.5, 7.0, 6.751351351351351)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:15.063997,"(13.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.361904761904762)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.444444444444445)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.5738562091503265)","(6.5, 7.0, 6.724444444444444)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:16.394873,"(13.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.361904761904762)","(4.8, 6.2, 5.909608540925267)","(11.0, 13.5, 13.45)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.5738562091503265)","(6.5, 7.0, 6.70566037735849)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:17.676291,"(13.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.316666666666666)","(4.8, 6.2, 5.907692307692308)","(11.0, 13.5, 13.45)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.5738562091503265)","(6.5, 7.0, 6.691803278688524)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:18.956897,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.2, 9.158333333333333)","(4.8, 6.2, 5.907692307692308)","(11.0, 13.5, 13.45)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.5738562091503265)","(6.5, 7.0, 6.607142857142857)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:20.200684,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.021367521367521)","(11.0, 13.5, 13.45)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.5738562091503265)","(6.5, 7.0, 6.607142857142857)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:21.457336,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.021367521367521)","(11.0, 13.5, 13.45)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.770833333333333)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:22.736851,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.021367521367521)","(11.0, 13.5, 13.447368421052632)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.7924528301886795)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:23.966590,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.021367521367521)","(11.0, 13.5, 13.447368421052632)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.685714285714285)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:25.172883,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.021367521367521)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.768421052631579)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:26.434459,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.02092050209205)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.768421052631579)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:27.957782,"(14.0, 18.0, 17.972375690607734)","(7.5, 9.4, 9.333333333333334)","(4.8, 6.2, 6.02092050209205)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.758241758241758)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:29.253494,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 6.02092050209205)","(11.0, 13.5, 13.456521739130435)","(61.0, 90.0, 89.5)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.09090909090909)","(5.5, 6.6, 6.587323943661971)","(6.5, 7.0, 6.840579710144928)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:30.526905,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 6.04089219330855)","(11.0, 13.5, 13.7)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.23076923076923)","(5.5, 6.6, 6.594520547945205)","(6.5, 7.0, 6.840579710144928)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:31.799165,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.961338289962826)","(11.0, 14.0, 13.227272727272727)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.23076923076923)","(5.5, 6.6, 6.594520547945205)","(6.5, 7.0, 6.854304635761589)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:33.054681,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.961338289962826)","(11.0, 13.5, 13.227272727272727)","(61.0, 90.0, 89.50819672131148)","(8.0, 10.0, 9.545945945945945)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 39.23076923076923)","(5.5, 6.6, 6.594520547945205)","(6.5, 7.0, 6.801324503311258)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:34.369075,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.961338289962826)","(11.0, 13.5, 13.342105263157894)","(61.0, 90.0, 83.80597014925374)","(8.0, 10.0, 9.388235294117646)","(6.5, 7.6, 7.494565217391304)","(31.0, 40.0, 37.2)","(5.5, 6.6, 6.594520547945205)","(6.5, 7.0, 6.802631578947368)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:35.694527,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.961338289962826)","(11.0, 13.5, 13.342105263157894)","(61.0, 85.0, 83.80597014925374)","(8.0, 9.6, 9.368421052631579)","(6.5, 7.6, 7.494565217391304)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.802631578947368)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:36.999206,"(14.0, 18.0, 17.972375690607734)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.919344262295082)","(11.0, 13.5, 13.455357142857142)","(61.0, 85.0, 83.80597014925374)","(8.0, 9.6, 9.368421052631579)","(6.5, 7.6, 7.494565217391304)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.842931937172775)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:38.272421,"(14.0, 18.0, 17.880090497737555)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.902777777777779)","(11.0, 13.5, 13.455357142857142)","(61.0, 85.0, 83.80597014925374)","(8.0, 9.6, 9.368421052631579)","(6.5, 7.6, 7.493698630136986)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.842931937172775)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:39.532003,"(14.0, 18.0, 17.880090497737555)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.94921875)","(11.0, 13.5, 13.455357142857142)","(61.0, 85.0, 83.80597014925374)","(8.0, 9.6, 9.368421052631579)","(6.5, 7.6, 7.493698630136986)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.842931937172775)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:40.832906,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.94921875)","(11.0, 13.5, 13.455357142857142)","(61.0, 85.0, 83.80597014925374)","(8.0, 9.6, 9.368421052631579)","(6.5, 7.6, 7.493698630136986)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.842931937172775)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:42.000388,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.455357142857142)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.907692307692308)","(6.5, 7.6, 7.493698630136986)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.842931937172775)","(91.0, 210.0, 178.0)"
07-01-2023 14:50:43.226299,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.455357142857142)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.593893129770992)","(6.5, 7.0, 6.842931937172775)","(91.0, 210.0, 172.85714285714286)"
07-01-2023 14:50:44.445171,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.445652173913043)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.847715736040609)","(91.0, 230.0, 172.85714285714286)"
07-01-2023 14:50:45.660594,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.445652173913043)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.847715736040609)","(91.0, 230.0, 172.85714285714286)"
07-01-2023 14:50:46.956201,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.333333333333334)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.445652173913043)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.847715736040609)","(91.0, 230.0, 211.66666666666666)"
07-01-2023 14:50:48.232571,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.445652173913043)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.847715736040609)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:49.465855,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.80597014925374)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.847715736040609)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:50.711718,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.87323943661971)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.5631067961165055)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:51.975070,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.526315789473684)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:53.248592,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.536082474226804)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:54.610845,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.536082474226804)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:55.950615,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.536082474226804)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:57.294285,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.39179104477612)","(31.0, 38.0, 37.23529411764706)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.889162561576355)","(91.0, 230.0, 155.0)"
07-01-2023 14:50:58.682057,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.311607142857143)","(31.0, 38.0, 36.81818181818182)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.889162561576355)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:00.087622,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.284883720930233)","(31.0, 38.0, 36.81818181818182)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.88997555012225)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:01.431879,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 83.78787878787878)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.284883720930233)","(31.0, 38.0, 37.03703703703704)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.576719576719577)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:02.719436,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 85.0, 89.7457627118644)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.304639175257733)","(31.0, 38.0, 39.04761904761905)","(5.5, 6.6, 6.5854014598540145)","(6.5, 6.6, 6.569543147208122)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:03.992436,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.439024390243903)","(61.0, 90.0, 89.7457627118644)","(8.0, 10.0, 9.94)","(6.5, 7.4, 7.270629370629371)","(31.0, 40.0, 39.04761904761905)","(5.5, 6.6, 6.5854014598540145)","(6.5, 6.6, 6.81025641025641)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:05.320710,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.44186046511628)","(61.0, 90.0, 89.7457627118644)","(8.0, 10.0, 9.467500000000001)","(6.5, 7.4, 7.451908396946565)","(31.0, 40.0, 39.04761904761905)","(5.5, 6.6, 6.5854014598540145)","(6.5, 7.0, 6.81025641025641)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:06.710706,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.44186046511628)","(61.0, 90.0, 89.7457627118644)","(8.0, 10.0, 9.414432989690722)","(6.5, 7.6, 7.451908396946565)","(31.0, 40.0, 39.04761904761905)","(5.5, 6.6, 6.584)","(6.5, 7.0, 7.1)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:08.049077,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.946875)","(11.0, 13.5, 13.43421052631579)","(61.0, 90.0, 89.7457627118644)","(8.0, 10.0, 9.777777777777779)","(6.5, 7.6, 7.450950570342205)","(31.0, 40.0, 39.04761904761905)","(5.5, 6.6, 6.584)","(6.5, 7.2, 7.15)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:09.410042,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.946875)","(11.0, 13.5, 13.43421052631579)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.8, 9.770000000000001)","(6.5, 7.6, 7.450950570342205)","(31.0, 40.0, 39.04761904761905)","(5.5, 6.6, 6.584)","(6.5, 7.2, 7.15)","(91.0, 230.0, 155.0)"
07-01-2023 14:51:10.832086,"(14.0, 18.0, 17.91176470588235)","(8.0, 9.4, 9.266666666666666)","(4.8, 6.2, 5.947244094488189)","(11.0, 13.5, 13.43421052631579)","(61.0, 90.0, 89.7457627118644)","(8.0, 9.8, 9.770000000000001)","(6.5, 7.6, 7.450950570342205)","(31.0, 40.0, 39.04761904761905)","(5.5, 6.6, 6.584)","(6.5, 7.2, 7.205917159763314)","(91.0, 230.0, 155.0)"
