,Feel The Reign,Wilshire Boulevard,Overpowering,Cemetery Bay,Thomas Heights,Ultimate Force,Dennis,Sahara Tiger,Van Mara Nz
892,"[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 12, 695272), 4.6, 99999]"
893,"[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 13, 917329), 4.6, 99999]"
894,"[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 15, 142222), 4.6, 99999]"
895,"[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 16, 351783), 4.6, 99999]"
896,"[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 17, 556015), 4.6, 99999]"
897,"[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 18, 775142), 4.6, 99999]"
898,"[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 19, 979564), 4.6, 99999]"
899,"[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 21, 191364), 4.6, 99999]"
900,"[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 22, 404732), 4.6, 99999]"
901,"[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 23, 613905), 4.6, 99999]"
902,"[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 24, 824211), 4.6, 99999]"
903,"[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 26, 26976), 4.6, 99999]"
904,"[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 27, 265288), 4.6, 99999]"
905,"[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 28, 523193), 4.6, 99999]"
906,"[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 29, 776263), 4.6, 99999]"
907,"[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 31, 1285), 4.6, 99999]"
908,"[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 32, 214731), 4.6, 99999]"
909,"[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 33, 433805), 4.6, 99999]"
910,"[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 34, 642578), 4.6, 99999]"
911,"[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 35, 871019), 4.6, 99999]"
912,"[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 37, 106161), 4.6, 99999]"
913,"[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 38, 325393), 4.6, 99999]"
914,"[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 39, 570674), 4.6, 99999]"
915,"[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 40, 788692), 4.6, 99999]"
916,"[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 42, 5270), 4.6, 99999]"
917,"[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 43, 232703), 4.6, 99999]"
918,"[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 44, 452770), 4.6, 99999]"
919,"[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 45, 666246), 4.6, 99999]"
920,"[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 21.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 46, 882862), 4.6, 99999]"
921,"[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 21.0, 28.0]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 48, 97619), 4.6, 99999]"
922,"[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 21.0, 36.0]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 49, 308653), 4.6, 99999]"
923,"[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 50, 519265), 4.6, 99999]"
924,"[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 51, 735088), 4.6, 99999]"
925,"[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 52, 961778), 4.6, 99999]"
926,"[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 54, 203229), 4.6, 99999]"
927,"[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 13.0, 21.0]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 5.5, 8.2]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 21.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 19.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 21.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 1.6, 2.04]","[datetime.datetime(2022, 11, 28, 19, 22, 55, 421370), 4.6, 99999]"
