,Feel The Reign,Wilshire Boulevard,Overpowering,Cemetery Bay,Thomas Heights,Ultimate Force,Dennis,Sahara Tiger,Van Mara Nz
10,"[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 40, 756395), 4.6, 99999]"
11,"[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 42, 55277), 4.6, 99999]"
12,"[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 43, 299780), 4.6, 99999]"
13,"[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 44, 531054), 4.6, 99999]"
14,"[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 45, 782978), 4.6, 99999]"
15,"[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 20.0, 27.0]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 47, 26845), 4.6, 99999]"
16,"[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 20.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 48, 249703), 4.6, 99999]"
17,"[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 20.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 49, 485233), 4.6, 99999]"
18,"[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 50, 711054), 4.6, 99999]"
19,"[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 51, 921018), 4.6, 99999]"
20,"[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 53, 132865), 4.6, 99999]"
21,"[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 54, 345304), 4.6, 99999]"
22,"[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 55, 563902), 4.6, 99999]"
23,"[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 56, 799261), 4.6, 99999]"
24,"[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 58, 39596), 4.6, 99999]"
25,"[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 3, 59, 276885), 4.6, 99999]"
26,"[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 0, 524294), 4.6, 99999]"
27,"[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 1, 735595), 4.6, 99999]"
28,"[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 2, 949702), 4.6, 99999]"
29,"[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 4, 168736), 4.6, 99999]"
30,"[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 5, 385215), 4.6, 99999]"
31,"[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 6, 609521), 4.6, 99999]"
32,"[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 7, 826308), 4.6, 99999]"
33,"[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 9, 46890), 4.6, 99999]"
34,"[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 10, 268477), 4.6, 99999]"
35,"[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 21.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 20.0, 29.0]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 19.0, 30.0]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 21.0, 32.0]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 1.6, 2.18]","[datetime.datetime(2022, 11, 28, 19, 4, 11, 481577), 4.6, 99999]"
