,Masie Jane,Zipping Cutie,Flyaway Becky,Lenny Boy,Chip Rock,Tralee Beth,Jasper Kimetto,Light Duties
05-01-2023 14:13:42.649099,"(2.5, 3.45, 2.957142857142857)","(41.0, 210.0, 128.0)","(10.0, 18.5, 16.5)","(21.0, 50.0, 39.285714285714285)","(6.0, 9.4, 7.945454545454545)","(3.0, 4.9, 4.48)","(5.0, 8.0, 7.1)","(13.0, 24.0, 22.176470588235293)"
05-01-2023 14:13:43.793611,"(2.5, 3.45, 2.957142857142857)","(41.0, 210.0, 128.0)","(10.0, 18.5, 19.22222222222222)","(21.0, 50.0, 37.5)","(6.0, 9.4, 7.945454545454545)","(3.0, 4.9, 4.48)","(5.0, 8.0, 7.1)","(13.0, 23.0, 22.176470588235293)"
05-01-2023 14:13:45.030002,"(2.5, 3.45, 2.957142857142857)","(41.0, 210.0, 128.0)","(10.0, 19.5, 17.204545454545453)","(21.0, 50.0, 37.5)","(6.0, 9.4, 8.075)","(3.0, 4.9, 4.2700000000000005)","(5.0, 8.0, 6.5600000000000005)","(13.0, 23.0, 22.176470588235293)"
05-01-2023 14:13:46.308185,"(2.5, 3.4, 3.0444444444444443)","(41.0, 210.0, 128.0)","(10.0, 18.0, 17.204545454545453)","(21.0, 50.0, 30.263157894736842)","(6.0, 9.2, 7.890909090909091)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 7.1)","(13.0, 23.0, 19.5)"
05-01-2023 14:13:47.479394,"(2.5, 3.4, 2.9428571428571426)","(41.0, 210.0, 128.0)","(10.0, 18.0, 17.204545454545453)","(21.0, 50.0, 30.0)","(6.0, 9.2, 7.890909090909091)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 7.1)","(13.0, 23.0, 19.387096774193548)"
05-01-2023 14:13:48.789193,"(2.5, 3.4, 2.9428571428571426)","(41.0, 210.0, 128.0)","(10.0, 18.0, 17.204545454545453)","(21.0, 50.0, 30.0)","(6.0, 9.2, 7.890909090909091)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 7.1)","(13.0, 23.0, 18.84)"
05-01-2023 14:13:50.067215,"(2.5, 3.4, 2.9428571428571426)","(41.0, 210.0, 128.0)","(10.0, 18.0, 17.204545454545453)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.2, 7.890909090909091)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.949999999999999)","(13.0, 23.0, 18.84)"
05-01-2023 14:13:51.604373,"(2.5, 3.4, 2.9428571428571426)","(41.0, 210.0, 128.0)","(10.0, 18.0, 17.59090909090909)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.2, 7.890909090909091)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.949999999999999)","(13.0, 23.0, 19.53333333333333)"
05-01-2023 14:13:52.918484,"(2.5, 3.4, 2.9428571428571426)","(41.0, 210.0, 128.0)","(10.0, 18.5, 17.59090909090909)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.2, 7.836363636363637)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.949999999999999)","(13.0, 23.0, 19.53333333333333)"
05-01-2023 14:13:54.159868,"(2.5, 3.35, 2.941538461538461)","(41.0, 210.0, 128.0)","(10.0, 18.5, 17.59090909090909)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.0, 7.836363636363637)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.949999999999999)","(13.0, 23.0, 19.53333333333333)"
05-01-2023 14:13:55.540955,"(2.5, 3.35, 2.9285714285714284)","(41.0, 210.0, 169.0)","(10.0, 18.5, 17.59090909090909)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.0, 7.836363636363637)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.949999999999999)","(13.0, 23.0, 19.0)"
05-01-2023 14:13:56.865546,"(2.5, 3.35, 2.9285714285714284)","(41.0, 210.0, 169.0)","(10.0, 18.5, 17.59090909090909)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.0, 7.836363636363637)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.949999999999999)","(13.0, 23.0, 20.142857142857142)"
05-01-2023 14:13:58.143836,"(2.5, 3.35, 2.9285714285714284)","(41.0, 210.0, 169.0)","(10.0, 18.5, 19.42105263157895)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.0, 7.836363636363637)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.933333333333333)","(13.0, 23.0, 20.142857142857142)"
05-01-2023 14:13:59.354227,"(2.5, 3.35, 2.9285714285714284)","(41.0, 210.0, 169.0)","(10.0, 20.0, 17.977272727272727)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.0, 7.781818181818182)","(3.0, 4.9, 4.3545454545454545)","(5.0, 8.0, 6.975)","(13.0, 23.0, 20.142857142857142)"
05-01-2023 14:14:00.496927,"(2.5, 3.3, 2.926153846153846)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.977272727272727)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.8, 7.781818181818182)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.8, 7.054545454545455)","(13.0, 23.0, 20.142857142857142)"
05-01-2023 14:14:01.605413,"(2.5, 3.3, 2.914285714285714)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.676470588235293)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.8, 7.781818181818182)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.054545454545455)","(13.0, 23.0, 19.25)"
05-01-2023 14:14:02.745338,"(2.5, 3.3, 2.914285714285714)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.676470588235293)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.8, 7.781818181818182)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.054545454545455)","(13.0, 23.0, 20.08823529411765)"
05-01-2023 14:14:03.928921,"(2.5, 3.3, 2.914285714285714)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.676470588235293)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.8, 7.781818181818182)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.054545454545455)","(13.0, 23.0, 20.08823529411765)"
05-01-2023 14:14:05.175167,"(2.5, 3.3, 2.914285714285714)","(41.0, 210.0, 169.0)","(10.0, 19.0, 18.029411764705884)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.8, 7.781818181818182)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.054545454545455)","(13.0, 23.0, 20.08823529411765)"
05-01-2023 14:14:06.427139,"(2.5, 3.3, 2.914285714285714)","(41.0, 210.0, 169.0)","(10.0, 19.5, 18.029411764705884)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.8, 7.7272727272727275)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 6.550000000000001)","(13.0, 23.0, 20.08823529411765)"
05-01-2023 14:14:07.712780,"(2.5, 3.25, 2.9107692307692306)","(41.0, 210.0, 169.0)","(10.0, 19.5, 18.029411764705884)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.6, 7.7272727272727275)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 6.550000000000001)","(13.0, 23.0, 20.08823529411765)"
05-01-2023 14:14:09.017549,"(2.5, 3.25, 2.9107692307692306)","(41.0, 210.0, 169.0)","(10.0, 19.5, 18.029411764705884)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.6, 7.7272727272727275)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 6.550000000000001)","(13.0, 23.0, 18.875)"
05-01-2023 14:14:10.305632,"(2.5, 3.25, 2.9107692307692306)","(41.0, 210.0, 169.0)","(10.0, 19.5, 18.029411764705884)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.6, 7.7272727272727275)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 6.550000000000001)","(13.0, 23.0, 20.2)"
05-01-2023 14:14:11.860140,"(2.5, 3.25, 2.9107692307692306)","(41.0, 210.0, 169.0)","(10.0, 19.5, 19.7)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.6, 7.7272727272727275)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 6.550000000000001)","(13.0, 22.0, 20.2)"
05-01-2023 14:14:13.402110,"(2.5, 3.25, 2.9066666666666667)","(41.0, 210.0, 169.0)","(10.0, 21.0, 17.875)","(21.0, 48.0, 33.36363636363636)","(6.0, 8.6, 9.233333333333333)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.016666666666667)","(13.0, 22.0, 18.727272727272727)"
05-01-2023 14:14:14.855729,"(2.5, 3.2, 2.9066666666666667)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.875)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.6, 9.233333333333333)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.016666666666667)","(13.0, 22.0, 18.727272727272727)"
05-01-2023 14:14:16.498081,"(2.5, 3.2, 2.8953846153846152)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.875)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.6, 9.477777777777778)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.016666666666667)","(13.0, 22.0, 18.727272727272727)"
05-01-2023 14:14:17.927463,"(2.5, 3.2, 2.8953846153846152)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.875)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.6, 9.477777777777778)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 22.0, 19.0)"
05-01-2023 14:14:19.342329,"(2.5, 3.2, 2.8953846153846152)","(41.0, 210.0, 169.0)","(10.0, 19.0, 17.76923076923077)","(21.0, 48.0, 33.36363636363636)","(6.0, 9.6, 8.773913043478261)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 22.0, 19.6)"
05-01-2023 14:14:20.774959,"(2.5, 3.2, 3.097837837837838)","(41.0, 210.0, 169.0)","(10.0, 19.5, 17.76923076923077)","(21.0, 48.0, 41.8)","(6.0, 9.4, 8.236363636363636)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 19.6)"
05-01-2023 14:14:22.139795,"(2.5, 3.15, 3.0677777777777777)","(41.0, 210.0, 76.75)","(10.0, 19.5, 18.52173913043478)","(21.0, 46.0, 32.0)","(6.0, 9.4, 8.236363636363636)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 18.666666666666668)"
05-01-2023 14:14:23.581353,"(2.5, 3.15, 3.0227272727272725)","(41.0, 210.0, 76.75)","(10.0, 19.5, 17.5)","(21.0, 46.0, 29.666666666666668)","(6.0, 9.4, 8.236363636363636)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 18.666666666666668)"
05-01-2023 14:14:24.779530,"(2.5, 3.15, 3.0227272727272725)","(41.0, 210.0, 76.75)","(10.0, 19.5, 17.5)","(21.0, 46.0, 29.666666666666668)","(6.0, 9.4, 9.436363636363636)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 18.666666666666668)"
05-01-2023 14:14:26.079588,"(2.5, 3.15, 3.0227272727272725)","(41.0, 210.0, 76.75)","(10.0, 19.5, 18.323529411764707)","(21.0, 46.0, 29.666666666666668)","(6.0, 9.6, 9.436363636363636)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:27.348096,"(2.5, 3.15, 3.0882352941176467)","(41.0, 210.0, 76.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 29.666666666666668)","(6.0, 9.2, 8.577777777777778)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:28.552676,"(2.5, 3.1, 2.9909090909090907)","(41.0, 210.0, 76.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 29.666666666666668)","(6.0, 9.2, 8.799999999999999)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:29.829986,"(2.5, 3.1, 2.9909090909090907)","(41.0, 210.0, 76.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.2, 8.751999999999999)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:31.028250,"(2.5, 3.1, 2.9909090909090907)","(41.0, 210.0, 76.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.2, 8.751999999999999)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 7.225)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:32.184390,"(2.5, 3.1, 2.9909090909090907)","(41.0, 200.0, 178.0)","(10.0, 20.0, 19.9)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.2, 8.618181818181817)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.6, 6.7)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:33.425161,"(2.5, 3.1, 2.9909090909090907)","(41.0, 200.0, 178.0)","(10.0, 21.0, 18.676470588235293)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.0, 8.618181818181817)","(3.0, 4.9, 4.2700000000000005)","(5.0, 7.6, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:34.646100,"(2.5, 3.05, 2.9666666666666663)","(41.0, 100.0, 92.28571428571428)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.0, 8.618181818181817)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:36.126367,"(2.5, 3.05, 2.9666666666666663)","(41.0, 100.0, 70.92307692307693)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.0, 8.618181818181817)","(3.0, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:37.476412,"(2.5, 3.05, 2.9666666666666663)","(41.0, 100.0, 88.0)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 34.15384615384615)","(6.0, 9.0, 8.618181818181817)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:38.748997,"(2.5, 3.05, 2.9666666666666663)","(41.0, 95.0, 88.875)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 33.77777777777778)","(6.0, 9.0, 9.487499999999999)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:40.193925,"(2.5, 3.05, 3.01875)","(41.0, 95.0, 63.81818181818181)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 33.42857142857143)","(6.0, 9.6, 8.843478260869565)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.1)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:41.511272,"(2.5, 3.05, 3.01875)","(41.0, 95.0, 63.81818181818181)","(10.0, 20.0, 18.676470588235293)","(21.0, 46.0, 33.42857142857143)","(6.0, 9.4, 8.843478260869565)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:42.888184,"(2.5, 3.05, 3.01875)","(41.0, 90.0, 77.2)","(10.0, 20.0, 18.676470588235293)","(21.0, 44.0, 40.61538461538461)","(6.0, 9.4, 8.843478260869565)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:44.271191,"(2.5, 3.05, 3.01875)","(41.0, 85.0, 70.81818181818181)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 37.5)","(6.0, 9.4, 8.381818181818183)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:45.560491,"(2.5, 3.05, 3.01875)","(41.0, 85.0, 70.81818181818181)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 37.5)","(6.0, 9.4, 8.381818181818183)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:46.811168,"(2.5, 3.05, 3.01875)","(41.0, 85.0, 68.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 33.0)","(6.0, 9.6, 8.881818181818181)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.08)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:47.933119,"(2.5, 3.05, 3.01875)","(41.0, 85.0, 68.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.0, 9.2, 8.881818181818181)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.066666666666666)","(13.0, 21.0, 19.0)"
05-01-2023 14:14:49.171031,"(2.5, 3.05, 3.01875)","(41.0, 85.0, 68.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.2, 8.881818181818181)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.1000000000000005)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:50.442146,"(2.5, 3.05, 3.01875)","(41.0, 85.0, 75.75)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.2, 8.881818181818181)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.300000000000001)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:51.748418,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 65.83333333333334)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.2, 8.881818181818181)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.088888888888889)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:53.111409,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 61.86666666666667)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.2, 9.036363636363637)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.296296296296297)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:54.348914,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 61.86666666666667)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.4, 9.036363636363637)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.2)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:55.605829,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 61.86666666666667)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.4, 8.777777777777779)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.228571428571429)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:56.780810,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 60.57142857142857)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.0)","(6.5, 9.4, 8.952)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.0)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:58.016491,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 60.57142857142857)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 8.952)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 6.733333333333333)","(14.0, 21.0, 19.0)"
05-01-2023 14:14:59.337670,"(2.5, 3.05, 3.022222222222222)","(41.0, 80.0, 60.57142857142857)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.190000000000001)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 6.733333333333333)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:00.641439,"(2.5, 3.05, 3.022222222222222)","(41.0, 70.0, 66.57142857142857)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 8.914285714285715)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.171428571428572)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:02.164898,"(2.5, 3.05, 3.022222222222222)","(41.0, 70.0, 59.09090909090909)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.2, 8.914285714285715)","(3.1, 4.9, 4.2700000000000005)","(5.0, 7.4, 7.315789473684211)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:03.795466,"(2.5, 3.05, 3.022222222222222)","(41.0, 70.0, 62.0)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.2, 8.914285714285715)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.315789473684211)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:05.087885,"(2.5, 3.05, 3.022222222222222)","(41.0, 70.0, 62.0)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.2, 8.914285714285715)","(3.1, 4.9, 4.3545454545454545)","(5.0, 7.4, 7.315789473684211)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:06.353626,"(2.5, 3.05, 3.0236842105263158)","(41.0, 70.0, 62.0)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.2, 9.505882352941176)","(3.1, 4.9, 4.35)","(5.0, 7.4, 7.315789473684211)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:07.635067,"(2.5, 3.05, 3.0236842105263158)","(41.0, 70.0, 62.0)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.6, 9.066666666666666)","(3.1, 4.8, 4.164705882352941)","(5.0, 7.4, 7.228571428571429)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:08.841021,"(2.5, 3.05, 3.0236842105263158)","(41.0, 70.0, 62.285714285714285)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.8, 3.9918367346938775)","(5.0, 7.4, 7.329411764705883)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:10.183452,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 62.285714285714285)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.8, 3.9918367346938775)","(5.0, 7.4, 7.329411764705883)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:11.446328,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.8, 4.566666666666666)","(5.0, 7.4, 7.329411764705883)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:12.722536,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.7, 4.09047619047619)","(5.0, 7.4, 7.329411764705883)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:13.939252,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 20.576923076923077)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.505882352941176)","(3.1, 4.7, 3.976923076923077)","(5.0, 7.4, 7.300000000000001)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:15.098601,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 21.0, 20.576923076923077)","(21.0, 42.0, 30.3)","(6.5, 9.6, 9.066666666666666)","(3.1, 4.7, 4.483333333333333)","(5.0, 7.4, 7.285714285714286)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:16.324858,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.285714285714286)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:17.628560,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 30.3)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.346666666666667)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:18.962040,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 42.0, 36.25)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.346666666666667)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:20.134676,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 38.0, 36.25)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.346666666666667)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:21.207587,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 38.0, 36.25)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.346666666666667)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:22.381984,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 38.0, 36.25)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.346666666666667)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:23.533265,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 57.4)","(10.0, 20.0, 18.676470588235293)","(21.0, 38.0, 28.454545454545453)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.4, 7.5)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:24.761947,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 54.14285714285714)","(10.0, 20.0, 18.676470588235293)","(21.0, 36.0, 35.14285714285714)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.8, 7.623529411764705)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:25.936314,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 54.14285714285714)","(10.0, 20.0, 18.676470588235293)","(21.0, 36.0, 35.14285714285714)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.8, 7.623529411764705)","(14.0, 21.0, 19.0)"
05-01-2023 14:15:27.082370,"(2.5, 3.05, 3.0236842105263158)","(41.0, 65.0, 54.14285714285714)","(10.0, 20.0, 18.676470588235293)","(21.0, 36.0, 35.14285714285714)","(6.5, 9.4, 9.066666666666666)","(3.1, 4.6, 4.483333333333333)","(5.0, 7.8, 7.623529411764705)","(14.0, 21.0, 19.0)"
