,Kanji Length,Smiling Sapphire,Wild Harmony,Dolly Jay,Twisted Bliss,Senna Forever,Lektra Rodney,Orson Delight
09-01-2023 11:21:59.195458,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:00.179765,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:01.168529,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:02.253854,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:03.327923,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:04.474483,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:05.581843,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:06.695367,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:07.845549,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:08.958505,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:10.128086,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:11.280757,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:12.449131,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:13.595140,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:14.773433,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:15.918982,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:17.098021,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:18.249549,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:19.419193,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:20.551837,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:21.652179,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:22.760179,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:23.772588,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:24.760223,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:25.770311,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:26.824240,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:27.986265,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:29.126606,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:30.256992,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:31.426059,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:32.605089,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:33.728071,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:34.896768,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:36.052297,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:37.160435,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:38.322134,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:39.471617,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:40.601115,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:41.766144,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:42.903714,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:44.050292,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:45.208114,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:46.349719,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:47.506889,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:48.649972,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:49.771406,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:50.892323,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:51.944538,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:52.957231,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:53.957419,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:54.945348,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:56.004441,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:57.123943,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:58.248381,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:22:59.359833,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:00.562822,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:01.703884,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:02.857192,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 6.955555555555556)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:04.012325,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 3.4139534883720932)","(6.5, 13.0, 7.775)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:05.182701,"(3.4, 6.8, 4.947058823529412)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 2.4812499999999997)","(6.5, 12.5, 7.775)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:06.348091,"(3.4, 6.8, 3.531578947368421)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 2.4812499999999997)","(6.5, 12.5, 7.775)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:07.488218,"(3.4, 6.8, 3.531578947368421)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 2.4812499999999997)","(6.5, 12.5, 7.775)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:08.624603,"(3.4, 6.8, 3.531578947368421)","(7.0, 16.0, 7.949999999999999)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 2.4812499999999997)","(6.5, 12.5, 7.775)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:09.801604,"(3.4, 6.8, 3.531578947368421)","(7.0, 16.0, 8.225)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 33.107142857142854)","(2.45, 4.0, 2.4513333333333334)","(6.5, 12.5, 7.775)","(6.5, 12.5, 6.5600000000000005)"
09-01-2023 11:23:10.996610,"(3.4, 5.6, 3.63125)","(7.0, 12.5, 8.225)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.4513333333333334)","(6.5, 12.5, 7.775)","(6.5, 12.5, 8.540000000000001)"
09-01-2023 11:23:12.128984,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.4513333333333334)","(6.5, 12.5, 7.775)","(6.5, 12.5, 8.540000000000001)"
09-01-2023 11:23:13.243642,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.4513333333333334)","(6.5, 12.5, 7.775)","(6.5, 12.5, 8.540000000000001)"
09-01-2023 11:23:14.381245,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.4513333333333334)","(6.5, 12.5, 7.775)","(6.5, 12.5, 8.540000000000001)"
09-01-2023 11:23:15.542768,"(3.4, 5.6, 4.388461538461538)","(7.0, 12.5, 10.3625)","(11.0, 25.0, 19.57142857142857)","(71.0, 580.0, 505.0)","(15.0, 44.0, 25.25)","(2.45, 3.45, 2.4513333333333334)","(6.5, 12.5, 7.775)","(6.5, 12.5, 8.540000000000001)"
