,Kanji Length,Smiling Sapphire,Wild Harmony,Dolly Jay,Twisted Bliss,Senna Forever,Lektra Rodney,Orson Delight
09-01-2023 11:40:35.684258,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 474.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.75, 3.392857142857143)","(6.5, 11.0, 10.3)","(6.5, 11.0, 8.0)"
09-01-2023 11:40:36.829785,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 474.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.75, 3.392857142857143)","(6.5, 11.0, 10.3)","(6.5, 11.0, 7.7)"
09-01-2023 11:40:37.930678,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 474.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.75, 3.392857142857143)","(6.5, 11.0, 10.3)","(6.5, 10.5, 8.5)"
09-01-2023 11:40:39.066331,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 474.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.55, 2.8846153846153846)","(6.5, 11.0, 9.442857142857143)","(6.5, 10.0, 8.5)"
09-01-2023 11:40:40.223686,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 474.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.5, 3.142857142857143)","(6.5, 10.5, 10.3)","(6.5, 10.0, 9.6)"
09-01-2023 11:40:41.394775,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 474.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.4, 3.178571428571429)","(6.5, 11.0, 9.425)","(6.5, 10.0, 9.2)"
09-01-2023 11:40:42.552738,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 520.0, 429.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.45, 3.178571428571429)","(6.5, 11.0, 10.3)","(6.5, 10.0, 9.2)"
09-01-2023 11:40:43.734573,"(3.4, 4.7, 3.53)","(7.0, 11.0, 10.44)","(11.0, 24.0, 16.333333333333332)","(61.0, 470.0, 429.5)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.45, 3.178571428571429)","(6.5, 11.0, 10.3)","(6.5, 10.0, 9.2)"
09-01-2023 11:40:44.952412,"(3.4, 4.7, 3.53)","(7.0, 11.0, 11.133333333333333)","(11.0, 24.0, 20.0)","(61.0, 470.0, 400.83333333333337)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.45, 3.178571428571429)","(6.5, 11.0, 10.3)","(6.5, 10.0, 8.6)"
09-01-2023 11:40:46.149489,"(3.4, 4.7, 3.53)","(7.0, 12.5, 11.1)","(11.0, 24.0, 18.0)","(61.0, 470.0, 400.83333333333337)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.45, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 11.0, 8.6)"
09-01-2023 11:40:47.348082,"(3.4, 4.6, 3.8)","(7.0, 12.0, 10.96)","(11.0, 23.0, 18.0)","(61.0, 470.0, 400.83333333333337)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 11.0, 9.55)"
09-01-2023 11:40:48.545423,"(3.4, 4.8, 3.8666666666666667)","(7.0, 12.0, 10.88888888888889)","(11.0, 23.0, 18.0)","(61.0, 470.0, 400.83333333333337)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:49.723933,"(3.4, 4.8, 3.8666666666666667)","(7.0, 12.0, 10.88888888888889)","(11.0, 23.0, 18.0)","(61.0, 470.0, 400.83333333333337)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:50.899093,"(3.4, 4.8, 3.8666666666666667)","(7.0, 11.5, 8.92)","(11.0, 23.0, 18.0)","(61.0, 470.0, 388.0)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:52.072952,"(3.4, 5.0, 3.933333333333333)","(7.0, 11.5, 9.35)","(11.0, 23.0, 18.0)","(61.0, 470.0, 315.0)","(15.0, 44.0, 23.166666666666668)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:53.230629,"(3.4, 5.0, 3.933333333333333)","(7.0, 11.5, 9.55)","(11.0, 23.0, 18.0)","(61.0, 570.0, 315.0)","(15.0, 44.0, 32.40909090909091)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:54.422359,"(3.4, 5.0, 3.933333333333333)","(7.0, 11.5, 9.55)","(11.0, 23.0, 18.0)","(61.0, 570.0, 388.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:55.555342,"(3.4, 5.0, 3.933333333333333)","(7.0, 11.5, 9.55)","(11.0, 23.0, 18.0)","(61.0, 470.0, 388.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:56.725965,"(3.4, 5.1, 3.9666666666666663)","(7.0, 11.5, 9.75)","(11.0, 23.0, 18.0)","(61.0, 470.0, 388.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:57.902846,"(3.4, 5.1, 3.9666666666666663)","(7.0, 11.5, 9.52)","(11.0, 23.0, 18.0)","(61.0, 470.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:40:59.041441,"(3.4, 5.1, 3.9666666666666663)","(7.0, 11.5, 9.52)","(11.0, 23.0, 18.0)","(61.0, 500.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:00.217501,"(3.4, 5.1, 3.9666666666666663)","(7.0, 11.5, 9.52)","(11.0, 23.0, 18.0)","(61.0, 500.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:01.393836,"(3.4, 5.1, 3.9666666666666663)","(7.0, 11.5, 9.52)","(11.0, 23.0, 18.0)","(61.0, 500.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:02.553535,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.423076923076923)","(11.0, 23.0, 18.0)","(61.0, 500.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8846153846153846)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:03.755547,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.263636363636364)","(11.0, 23.0, 18.0)","(61.0, 500.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.787272727272727)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:04.944827,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.55)","(11.0, 23.0, 18.0)","(61.0, 500.0, 412.0)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.8018181818181818)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:06.110232,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.481818181818182)","(11.0, 23.0, 18.0)","(61.0, 500.0, 450.55555555555554)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.5, 2.6757894736842105)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:07.316976,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 18.0)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.4, 2.70125)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:08.449174,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 18.0)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.4, 2.726923076923077)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:09.634532,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 18.0)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.35, 2.726923076923077)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:10.799066,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.665294117647059)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:11.962395,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.665294117647059)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:13.166949,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.665294117647059)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:14.344117,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.5433333333333334)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:15.502216,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6710526315789473)","(6.5, 11.0, 10.3)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:16.670506,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6710526315789473)","(6.5, 11.0, 9.411111111111111)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:17.858226,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6710526315789473)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:18.991901,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6710526315789473)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:20.165464,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.914285714285715)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6710526315789473)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:21.288807,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.884615384615385)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(15.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6710526315789473)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:22.355410,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.884615384615385)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.15, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:23.381550,"(3.4, 5.2, 4.0)","(7.0, 11.5, 8.8)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:24.372522,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.35)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.2, 2.85)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:25.424300,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 500.0, 455.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.2, 2.85)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:26.476900,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.2, 2.85)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:27.578341,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.2, 2.85)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:28.728260,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.2, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:29.842527,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:31.048657,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:32.239587,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:33.376342,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 500.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:34.544149,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 550.0, 400.9375)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:35.760307,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 670.0, 400.9375)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:36.940652,"(3.4, 5.2, 4.0)","(7.0, 11.5, 9.742857142857144)","(11.0, 23.0, 17.75)","(61.0, 670.0, 307.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:38.183646,"(3.4, 5.2, 4.966666666666667)","(7.0, 11.5, 9.65)","(11.0, 23.0, 17.75)","(61.0, 550.0, 307.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6973684210526314)","(6.5, 11.5, 8.758333333333333)","(6.5, 12.5, 9.55)"
09-01-2023 11:41:39.413126,"(3.4, 5.2, 4.3)","(7.0, 11.5, 9.65)","(11.0, 23.0, 17.75)","(61.0, 550.0, 307.5)","(14.0, 44.0, 23.583333333333332)","(2.5, 3.25, 2.6710526315789473)","(6.5, 11.5, 7.5625)","(6.5, 12.5, 7.75)"
09-01-2023 11:41:40.635845,"(3.4, 5.2, 4.966666666666667)","(7.0, 11.5, 10.194117647058823)","(11.0, 23.0, 17.75)","(61.0, 550.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.15, 2.730769230769231)","(6.5, 11.5, 8.333333333333334)","(6.5, 12.5, 8.533333333333333)"
09-01-2023 11:41:41.867709,"(3.4, 5.2, 4.966666666666667)","(7.0, 11.5, 10.194117647058823)","(11.0, 23.0, 19.5)","(61.0, 550.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.730769230769231)","(6.5, 11.0, 7.666666666666667)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:43.086299,"(3.4, 5.1, 3.808333333333333)","(7.0, 11.5, 10.194117647058823)","(11.0, 23.0, 19.5)","(61.0, 550.0, 186.25)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.730769230769231)","(6.5, 11.0, 7.666666666666667)","(6.5, 12.0, 7.666666666666666)"
09-01-2023 11:41:44.310341,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.4)","(11.0, 23.0, 19.5)","(61.0, 550.0, 134.28571428571428)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.730769230769231)","(6.5, 11.0, 7.666666666666667)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:45.541094,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.4)","(11.0, 23.0, 19.5)","(61.0, 550.0, 134.28571428571428)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.730769230769231)","(6.5, 11.0, 7.666666666666667)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:46.786777,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.59090909090909)","(11.0, 23.0, 19.5)","(61.0, 550.0, 134.28571428571428)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.730769230769231)","(6.5, 11.0, 7.666666666666667)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:48.090783,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.75)","(11.0, 23.0, 19.5)","(61.0, 550.0, 134.28571428571428)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.730769230769231)","(6.5, 11.0, 8.333333333333334)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:49.334106,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.75)","(11.0, 23.0, 19.5)","(61.0, 550.0, 134.28571428571428)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.757142857142857)","(6.5, 11.0, 8.166666666666666)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:50.606339,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.75)","(11.0, 23.0, 19.5)","(61.0, 550.0, 302.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.757142857142857)","(6.5, 10.5, 8.166666666666666)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:51.922919,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.75)","(11.0, 23.0, 19.5)","(61.0, 540.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.757142857142857)","(6.5, 10.5, 8.166666666666666)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:53.174355,"(3.4, 5.2, 3.8249999999999997)","(7.0, 11.5, 9.75)","(11.0, 23.0, 19.5)","(61.0, 550.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 10.5, 8.166666666666666)","(6.5, 12.0, 7.666666666666666)"
09-01-2023 11:41:54.542758,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.976923076923077)","(11.0, 23.0, 19.5)","(61.0, 550.0, 126.875)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 10.5, 8.166666666666666)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:55.739765,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 8.842857142857143)","(11.0, 23.0, 19.5)","(61.0, 560.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 10.5, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:56.963722,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 8.842857142857143)","(11.0, 23.0, 19.5)","(61.0, 550.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:58.225080,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 8.842857142857143)","(11.0, 23.0, 19.5)","(61.0, 550.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:41:59.473791,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 550.0, 307.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:00.738625,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 550.0, 162.0)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:01.946239,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 550.0, 297.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:03.133105,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 530.0, 297.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:04.376193,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 530.0, 297.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:05.573783,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 530.0, 216.66666666666666)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 7.666666666666666)"
09-01-2023 11:42:06.781907,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 520.0, 287.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:08.012606,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 510.0, 287.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.602222222222222)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:09.234316,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.809090909090909)","(11.0, 23.0, 19.5)","(61.0, 510.0, 287.5)","(14.0, 44.0, 24.0)","(2.5, 3.1, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:10.471253,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 10.466666666666667)","(11.0, 23.0, 19.5)","(61.0, 510.0, 287.5)","(14.0, 44.0, 24.0)","(2.5, 3.0, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:11.686590,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.185714285714287)","(11.0, 23.0, 19.5)","(61.0, 510.0, 277.5)","(14.0, 44.0, 24.0)","(2.5, 3.0, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:12.899860,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.185714285714287)","(11.0, 23.0, 19.5)","(61.0, 490.0, 277.5)","(14.0, 44.0, 24.0)","(2.5, 3.0, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:14.166683,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.185714285714287)","(11.0, 23.0, 19.5)","(61.0, 490.0, 277.5)","(14.0, 44.0, 24.0)","(2.5, 3.0, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:15.367400,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.185714285714287)","(11.0, 23.0, 19.5)","(61.0, 490.0, 156.0)","(14.0, 44.0, 24.0)","(2.5, 3.0, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.166666666666668)"
09-01-2023 11:42:16.601725,"(3.4, 5.2, 4.2555555555555555)","(7.0, 11.5, 9.166666666666668)","(11.0, 23.0, 19.5)","(61.0, 520.0, 267.5)","(14.0, 44.0, 24.0)","(2.5, 3.0, 2.56875)","(6.5, 11.0, 7.8)","(6.5, 12.0, 8.428571428571429)"
