,Go Gigi Go,Obsession Agogo,Runnin Riot,Joey Mac,Wild Aces Agogo,Rebel May Road,Worry Less,My Names Nipper
04-01-2023 13:48:59.877396,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 9.925806451612903)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:00.897201,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 9.925806451612903)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:01.911242,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 9.58)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:02.993870,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 9.58)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:04.001801,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 9.58)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:04.993002,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 9.155000000000001)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:06.043464,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 9.8, 9.155000000000001)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.466666666666667)"
04-01-2023 13:49:07.180422,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 27.954545454545453)","(7.5, 15.5, 11.190909090909091)","(7.5, 20.0, 14.916666666666666)","(21.0, 55.0, 34.16666666666667)","(5.5, 9.8, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.155555555555556)"
04-01-2023 13:49:08.350359,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 23.75)","(7.5, 15.5, 10.879999999999999)","(7.5, 20.0, 14.666666666666668)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.155555555555556)"
04-01-2023 13:49:09.474762,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 23.75)","(7.5, 15.5, 10.879999999999999)","(7.5, 20.0, 14.666666666666668)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.155555555555556)"
04-01-2023 13:49:10.610329,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 23.75)","(7.5, 15.5, 10.879999999999999)","(7.5, 20.0, 14.666666666666668)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 5.816666666666666)"
04-01-2023 13:49:11.665367,"(3.2, 4.8, 3.2984375)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:12.804924,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:13.998322,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 9.2)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:15.136538,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.0, 7.566666666666666)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:16.289596,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 7.566666666666666)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:17.390735,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 7.566666666666666)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:18.524655,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 11.5, 8.563157894736843)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:19.592805,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.5, 8.563157894736843)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:20.749759,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.5, 8.563157894736843)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:21.895362,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.5, 8.16470588235294)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:23.124276,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.5, 8.16470588235294)","(4.2, 6.0, 4.535714285714286)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:24.310691,"(3.2, 4.8, 3.314583333333333)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.5, 10.89090909090909)","(4.2, 6.0, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:25.468920,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:26.603413,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:27.711022,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:28.827243,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:29.997215,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:31.159656,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:32.312575,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:33.494938,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:34.691806,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:35.776525,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:36.918125,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:38.034665,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 18.11764705882353)","(21.0, 55.0, 34.16666666666667)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:39.163068,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 23.75)","(7.5, 15.5, 13.3)","(7.5, 20.0, 13.7)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:40.190700,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 13.7)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:41.267837,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 16.294117647058826)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:42.409339,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 16.294117647058826)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:43.548958,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 16.294117647058826)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:44.742910,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 16.294117647058826)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:45.857656,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 16.294117647058826)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:46.963011,"(3.2, 4.7, 3.7333333333333334)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 12.375)","(7.5, 20.0, 16.294117647058826)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.89090909090909)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:48.093837,"(3.2, 4.4, 3.3545454545454545)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.0)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:49.267617,"(3.2, 4.3, 3.6)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.0)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:50.450488,"(3.2, 4.6, 3.385)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.0)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:51.626604,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 11.17142857142857)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:52.769907,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 11.17142857142857)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:54.070909,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 11.17142857142857)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:55.331738,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:56.502326,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:57.744975,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:49:59.016964,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.11111111111111)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:00.212312,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 12.5)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:01.427339,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 14.1)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:02.647164,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 14.1)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:03.864075,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 13.555555555555555)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:05.049930,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:06.068135,"(3.2, 4.5, 3.6666666666666665)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:07.147016,"(3.2, 4.4, 3.3545454545454545)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:08.313763,"(3.2, 4.3, 3.6)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 36.25)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:09.464635,"(3.2, 4.3, 3.6)","(17.0, 40.0, 26.133333333333333)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 33.85714285714286)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:10.692991,"(3.2, 4.3, 3.6)","(17.0, 40.0, 21.81818181818182)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.454545454545453)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:11.902261,"(3.2, 4.3, 3.6)","(17.0, 40.0, 21.81818181818182)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 12.0, 10.133333333333333)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:13.046603,"(3.2, 4.3, 3.6)","(17.0, 40.0, 21.81818181818182)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 12.0, 11.228571428571428)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:14.179165,"(3.2, 4.3, 3.6)","(17.0, 40.0, 21.81818181818182)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 12.0, 10.7)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:15.471911,"(3.2, 4.3, 3.6)","(17.0, 40.0, 22.18181818181818)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 12.0, 10.7)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:16.750226,"(3.2, 4.3, 3.6)","(17.0, 40.0, 22.18181818181818)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 12.0, 9.05)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:17.983391,"(3.2, 4.3, 3.6)","(17.0, 40.0, 22.18181818181818)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 9.8, 8.866666666666667)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:19.154177,"(3.2, 4.3, 3.6)","(17.0, 40.0, 22.18181818181818)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 9.8, 9.666666666666666)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:20.340551,"(3.2, 4.3, 3.6)","(17.0, 40.0, 22.18181818181818)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 11.0, 9.666666666666666)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
04-01-2023 13:50:21.596592,"(3.2, 4.3, 3.6)","(17.0, 40.0, 22.18181818181818)","(7.5, 15.0, 13.145454545454545)","(7.5, 20.0, 15.538461538461538)","(21.0, 55.0, 28.81818181818182)","(5.5, 11.0, 9.666666666666666)","(4.2, 5.9, 5.25)","(4.4, 7.8, 6.579487179487179)"
