,Go Gigi Go,Obsession Agogo,Runnin Riot,Joey Mac,Wild Aces Agogo,Rebel May Road,Worry Less,My Names Nipper
04-01-2023 13:57:02.024839,"(3.2, 3.7, 3.425)","(17.0, 19.5, 17.666666666666668)","(7.5, 11.5, 10.666666666666666)","(7.5, 25.0, 21.823529411764707)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.384615384615385)"
04-01-2023 13:57:03.251164,"(3.2, 3.75, 3.45)","(17.0, 19.5, 17.666666666666668)","(7.5, 11.5, 10.666666666666666)","(7.5, 25.0, 23.421052631578945)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.03076923076923)"
04-01-2023 13:57:04.690459,"(3.2, 3.7, 3.3357142857142854)","(17.0, 19.5, 19.181818181818183)","(7.5, 11.5, 10.666666666666666)","(7.5, 25.0, 23.421052631578945)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.03076923076923)"
04-01-2023 13:57:06.095063,"(3.2, 3.8, 3.3125)","(17.0, 19.5, 17.125)","(7.5, 11.5, 11.105263157894736)","(7.5, 25.0, 22.857142857142858)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.03076923076923)"
04-01-2023 13:57:07.579729,"(3.2, 3.8, 3.45)","(17.0, 19.0, 18.357142857142858)","(7.5, 11.5, 10.523809523809524)","(7.5, 25.0, 22.857142857142858)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.066666666666666)"
04-01-2023 13:57:08.948908,"(3.2, 3.75, 3.45)","(17.0, 19.0, 18.357142857142858)","(7.5, 11.0, 10.523809523809524)","(7.5, 25.0, 22.857142857142858)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.066666666666666)"
04-01-2023 13:57:10.330646,"(3.2, 3.75, 3.45)","(17.0, 19.0, 16.75)","(7.5, 11.0, 10.523809523809524)","(7.5, 25.0, 22.857142857142858)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.573333333333334)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.341176470588236)"
04-01-2023 13:57:11.545114,"(3.2, 3.75, 3.45)","(17.0, 19.0, 17.285714285714285)","(7.5, 11.0, 10.333333333333334)","(7.5, 25.0, 22.857142857142858)","(21.0, 44.0, 26.818181818181817)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.341176470588236)"
04-01-2023 13:57:13.029117,"(3.2, 3.75, 3.45)","(17.0, 19.0, 16.75)","(7.5, 11.0, 10.523809523809524)","(7.5, 25.0, 22.857142857142858)","(21.0, 44.0, 30.666666666666668)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.341176470588236)"
04-01-2023 13:57:14.310611,"(3.2, 3.75, 3.45)","(17.0, 18.5, 16.75)","(7.5, 11.0, 11.666666666666666)","(7.5, 25.0, 22.857142857142858)","(21.0, 40.0, 28.333333333333332)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.183333333333334)"
04-01-2023 13:57:15.816137,"(3.2, 3.75, 3.321428571428571)","(17.0, 18.5, 16.75)","(7.5, 13.0, 11.064516129032258)","(7.5, 25.0, 22.857142857142858)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.3875)"
04-01-2023 13:57:17.117765,"(3.2, 3.75, 3.321428571428571)","(17.0, 18.5, 16.75)","(7.5, 13.0, 11.24)","(7.5, 25.0, 23.235294117647058)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.44)"
04-01-2023 13:57:18.379195,"(3.2, 3.75, 3.321428571428571)","(17.0, 18.5, 16.75)","(7.5, 12.5, 11.24)","(7.5, 25.0, 23.235294117647058)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.44)"
04-01-2023 13:57:19.676393,"(3.2, 3.75, 3.321428571428571)","(17.0, 18.5, 17.363636363636363)","(7.5, 12.5, 10.866666666666667)","(7.5, 25.0, 23.235294117647058)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.377777777777778)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.44)"
04-01-2023 13:57:20.976163,"(3.2, 3.75, 3.321428571428571)","(17.0, 18.0, 16.75)","(7.5, 12.5, 11.0)","(7.5, 25.0, 23.235294117647058)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.5)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.345454545454546)"
04-01-2023 13:57:22.247856,"(3.2, 3.7, 3.307142857142857)","(17.0, 18.0, 16.75)","(7.5, 12.0, 11.0)","(7.5, 25.0, 23.235294117647058)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.5)","(4.2, 4.5, 4.152631578947368)","(4.4, 11.0, 10.345454545454546)"
04-01-2023 13:57:23.450076,"(3.2, 3.8, 3.172033898305085)","(17.0, 18.0, 15.136363636363637)","(7.5, 11.5, 10.818181818181818)","(7.5, 25.0, 23.235294117647058)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.5)","(4.2, 4.5, 4.014705882352941)","(4.4, 11.0, 10.657142857142857)"
04-01-2023 13:57:24.583792,"(3.2, 3.8, 3.174074074074074)","(17.0, 18.0, 15.136363636363637)","(7.5, 11.5, 10.818181818181818)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.0, 9.866666666666667)","(4.2, 4.5, 4.171428571428571)","(4.4, 11.0, 10.657142857142857)"
04-01-2023 13:57:25.666839,"(3.2, 3.75, 3.45)","(17.0, 18.0, 15.136363636363637)","(7.5, 11.5, 10.818181818181818)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.330769230769231)","(4.2, 4.4, 4.168181818181818)","(4.4, 11.0, 10.657142857142857)"
04-01-2023 13:57:26.856168,"(3.2, 3.75, 3.45)","(17.0, 17.5, 15.357142857142858)","(7.5, 11.5, 10.818181818181818)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.55)","(4.2, 4.4, 4.168181818181818)","(4.4, 11.0, 10.657142857142857)"
04-01-2023 13:57:28.074097,"(3.2, 3.75, 3.45)","(17.0, 17.5, 15.1)","(7.5, 11.5, 10.523809523809524)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 10.341666666666667)","(4.2, 4.4, 4.144117647058823)","(4.4, 11.0, 10.076923076923077)"
04-01-2023 13:57:29.358238,"(3.2, 3.8, 3.174074074074074)","(17.0, 17.5, 15.1)","(7.5, 11.0, 10.523809523809524)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 10.341666666666667)","(4.2, 4.4, 4.171428571428571)","(4.4, 11.0, 10.076923076923077)"
04-01-2023 13:57:30.581389,"(3.2, 3.8, 3.174074074074074)","(17.0, 17.5, 15.1)","(7.5, 11.0, 10.523809523809524)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.90625)","(4.2, 4.4, 4.033333333333333)","(4.4, 11.0, 10.428571428571429)"
04-01-2023 13:57:31.930497,"(3.2, 3.8, 3.174074074074074)","(17.0, 17.5, 15.1)","(7.5, 11.0, 10.523809523809524)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.821428571428571)","(4.2, 4.4, 4.19375)","(4.4, 11.0, 10.428571428571429)"
04-01-2023 13:57:33.299758,"(3.2, 3.8, 3.174074074074074)","(17.0, 17.5, 15.0)","(7.5, 11.0, 10.523809523809524)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.821428571428571)","(4.2, 4.4, 4.19375)","(4.4, 11.0, 10.428571428571429)"
04-01-2023 13:57:34.495698,"(3.2, 3.8, 3.174074074074074)","(17.0, 17.0, 15.0)","(7.5, 11.0, 11.285714285714285)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.821428571428571)","(4.2, 4.4, 4.19375)","(4.4, 11.0, 10.25)"
04-01-2023 13:57:35.644929,"(3.2, 3.8, 3.174074074074074)","(17.0, 17.0, 15.214285714285714)","(7.5, 12.0, 11.222222222222221)","(7.5, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(5.5, 10.5, 9.821428571428571)","(4.2, 4.4, 4.178947368421053)","(4.4, 11.0, 10.364705882352942)"
04-01-2023 13:57:36.757040,"(3.2, 3.8, 3.174074074074074)","(16.0, 17.0, 15.214285714285714)","(8.0, 11.5, 11.222222222222221)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.5, 9.821428571428571)","(4.2, 4.4, 4.178947368421053)","(4.6, 11.0, 10.364705882352942)"
04-01-2023 13:57:37.793411,"(3.2, 3.8, 3.174074074074074)","(16.0, 17.0, 15.214285714285714)","(8.0, 11.5, 11.222222222222221)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.5, 9.821428571428571)","(4.2, 4.4, 4.19375)","(4.6, 11.0, 10.723076923076924)"
04-01-2023 13:57:38.866641,"(3.2, 3.8, 3.174074074074074)","(16.0, 17.0, 15.214285714285714)","(8.0, 11.5, 11.105263157894736)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.5, 9.23529411764706)","(4.2, 4.4, 4.19375)","(4.6, 11.0, 10.723076923076924)"
04-01-2023 13:57:39.948919,"(3.2, 3.8, 3.174074074074074)","(16.0, 17.0, 15.0)","(8.0, 11.5, 11.105263157894736)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 9.8, 9.8)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.364705882352942)"
04-01-2023 13:57:41.010783,"(3.2, 3.75, 3.55)","(16.0, 16.5, 15.071428571428571)","(8.0, 11.5, 11.105263157894736)","(8.0, 25.0, 23.5)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.65)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.1)"
04-01-2023 13:57:42.065109,"(3.2, 3.75, 3.55)","(16.0, 16.5, 15.071428571428571)","(8.0, 11.5, 11.105263157894736)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.85)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.542857142857143)"
04-01-2023 13:57:43.090604,"(3.2, 3.75, 3.55)","(15.0, 16.5, 15.071428571428571)","(8.0, 11.0, 10.523809523809524)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.85)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.542857142857143)"
04-01-2023 13:57:44.112891,"(3.2, 3.75, 3.55)","(15.0, 16.5, 15.071428571428571)","(8.0, 11.0, 10.523809523809524)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.88)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:57:45.179508,"(3.2, 3.75, 3.55)","(15.0, 16.5, 15.071428571428571)","(8.0, 11.0, 10.523809523809524)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.88)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:57:46.269032,"(3.2, 3.75, 3.55)","(15.0, 16.5, 15.071428571428571)","(8.0, 11.0, 10.523809523809524)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.88)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:57:47.387192,"(3.2, 3.75, 3.55)","(15.0, 21.0, 16.357142857142858)","(8.0, 11.0, 10.333333333333334)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.88)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:57:48.533867,"(3.2, 3.75, 3.55)","(15.0, 20.0, 14.84375)","(8.0, 11.0, 10.333333333333334)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.88)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.6)"
04-01-2023 13:57:49.642786,"(3.2, 3.75, 3.55)","(15.0, 20.0, 14.814285714285715)","(8.0, 12.0, 11.285714285714285)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.88)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.6)"
04-01-2023 13:57:50.714530,"(3.2, 3.75, 3.55)","(15.0, 20.0, 14.755813953488373)","(8.0, 12.0, 11.0)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.745454545454546)"
04-01-2023 13:57:51.753639,"(3.2, 3.75, 3.55)","(15.0, 20.0, 14.755813953488373)","(8.0, 12.0, 11.0)","(8.0, 25.0, 23.8)","(21.0, 40.0, 26.666666666666668)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.745454545454546)"
04-01-2023 13:57:52.784209,"(3.2, 3.75, 3.55)","(15.0, 20.0, 14.755813953488373)","(8.0, 12.0, 11.0)","(8.0, 25.0, 23.5)","(21.0, 40.0, 28.88888888888889)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.745454545454546)"
04-01-2023 13:57:53.866139,"(3.2, 3.75, 3.55)","(15.0, 20.0, 15.61111111111111)","(8.0, 12.0, 11.0)","(8.0, 25.0, 23.5)","(21.0, 40.0, 28.88888888888889)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.745454545454546)"
04-01-2023 13:57:54.888437,"(3.2, 3.75, 3.55)","(15.0, 19.0, 16.75)","(8.0, 12.0, 11.0)","(8.0, 25.0, 23.5)","(21.0, 40.0, 28.88888888888889)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.745454545454546)"
04-01-2023 13:57:55.989240,"(3.2, 3.75, 3.55)","(15.0, 19.0, 15.0625)","(8.0, 12.0, 10.904761904761905)","(8.0, 25.0, 23.5)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.345454545454546)"
04-01-2023 13:57:57.230501,"(3.2, 3.75, 3.194)","(15.0, 19.0, 15.0625)","(8.0, 11.5, 10.666666666666666)","(8.0, 25.0, 23.5)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:57:58.284729,"(3.2, 3.7, 3.194)","(15.0, 19.0, 15.0625)","(8.0, 11.5, 10.666666666666666)","(8.0, 25.0, 23.5)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:57:59.390449,"(3.2, 3.7, 3.1703703703703705)","(15.0, 19.0, 15.0625)","(8.0, 11.5, 10.666666666666666)","(8.0, 25.0, 23.5)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.0, 9.82857142857143)","(4.2, 4.4, 4.026666666666666)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:58:00.379530,"(3.2, 3.7, 3.1703703703703705)","(15.0, 19.0, 15.0625)","(8.0, 11.5, 10.666666666666666)","(8.0, 25.0, 23.5)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.0, 9.485714285714286)","(4.2, 4.4, 4.023076923076923)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:58:01.448743,"(3.2, 3.65, 3.216666666666667)","(15.0, 18.5, 15.642857142857142)","(8.0, 11.5, 10.666666666666666)","(8.0, 25.0, 25.3)","(21.0, 40.0, 29.565217391304348)","(6.0, 9.6, 9.485714285714286)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:58:02.507774,"(3.2, 3.65, 3.2125)","(15.0, 18.5, 15.3)","(8.0, 11.5, 10.904761904761905)","(8.0, 26.0, 25.545454545454547)","(21.0, 40.0, 29.565217391304348)","(6.0, 9.6, 9.485714285714286)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.542857142857143)"
04-01-2023 13:58:03.579131,"(3.2, 3.65, 3.2125)","(15.0, 18.5, 15.3)","(8.0, 11.0, 10.523809523809524)","(8.0, 27.0, 25.545454545454547)","(21.0, 40.0, 29.565217391304348)","(6.0, 9.6, 9.485714285714286)","(4.2, 4.3, 4.03)","(4.6, 11.0, 10.542857142857143)"
04-01-2023 13:58:04.712546,"(3.2, 3.65, 3.2125)","(15.0, 18.5, 15.3)","(8.0, 11.0, 10.523809523809524)","(8.0, 27.0, 25.545454545454547)","(21.0, 40.0, 29.565217391304348)","(6.0, 9.6, 9.485714285714286)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.542857142857143)"
04-01-2023 13:58:05.786901,"(3.2, 3.65, 3.2125)","(15.0, 18.5, 15.3)","(8.0, 11.0, 10.523809523809524)","(8.0, 27.0, 25.545454545454547)","(21.0, 40.0, 29.565217391304348)","(6.0, 9.6, 9.727272727272728)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.542857142857143)"
04-01-2023 13:58:06.862632,"(3.2, 3.65, 3.2125)","(15.0, 18.5, 15.3)","(8.0, 11.0, 10.523809523809524)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:07.940269,"(3.2, 3.65, 3.2125)","(15.0, 18.5, 15.5)","(8.0, 11.0, 10.523809523809524)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:09.023564,"(3.2, 3.65, 3.2125)","(15.0, 18.0, 15.2)","(8.0, 11.0, 10.523809523809524)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:10.043477,"(3.2, 3.65, 3.2125)","(15.0, 18.0, 15.2)","(8.0, 12.5, 11.947368421052632)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:11.094335,"(3.2, 3.65, 3.2125)","(15.0, 18.0, 15.2)","(8.0, 12.5, 11.947368421052632)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.021428571428571)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:12.126221,"(3.2, 3.65, 3.2125)","(15.0, 18.0, 15.2)","(8.0, 12.5, 11.947368421052632)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.033333333333333)","(4.6, 11.0, 10.236363636363636)"
04-01-2023 13:58:13.168918,"(3.2, 3.6, 3.25)","(15.0, 18.0, 15.136363636363637)","(8.0, 12.0, 11.0)","(8.0, 27.0, 24.142857142857142)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.727272727272728)","(4.2, 4.3, 4.033333333333333)","(4.6, 11.0, 10.6)"
04-01-2023 13:58:14.210508,"(3.2, 3.6, 3.1999999999999997)","(15.0, 18.0, 15.0)","(8.0, 12.0, 10.846153846153847)","(8.0, 17.0, 15.532786885245901)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.06)","(4.6, 11.0, 10.688888888888888)"
04-01-2023 13:58:15.260859,"(3.2, 3.6, 3.1999999999999997)","(15.0, 17.5, 15.357142857142858)","(8.0, 12.0, 10.777777777777779)","(8.0, 17.0, 16.53301886792453)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.115384615384615)","(4.6, 11.0, 10.784615384615385)"
04-01-2023 13:58:16.586060,"(3.2, 3.6, 3.45)","(15.0, 17.5, 15.357142857142858)","(8.0, 12.0, 10.904761904761905)","(8.0, 17.0, 16.53301886792453)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 9.706666666666667)","(4.2, 4.3, 4.115384615384615)","(4.6, 11.0, 10.784615384615385)"
04-01-2023 13:58:17.768521,"(3.2, 3.55, 3.4166666666666665)","(15.0, 17.5, 15.357142857142858)","(8.0, 11.5, 10.904761904761905)","(8.0, 17.0, 16.471698113207548)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 10.036363636363637)","(4.2, 4.3, 4.115384615384615)","(4.6, 11.0, 10.784615384615385)"
04-01-2023 13:58:18.759610,"(3.2, 3.55, 3.4166666666666665)","(15.0, 17.5, 15.357142857142858)","(8.0, 11.5, 10.904761904761905)","(8.0, 15.0, 14.50943396226415)","(21.0, 40.0, 29.565217391304348)","(6.0, 10.5, 10.036363636363637)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:58:19.839811,"(3.2, 3.55, 3.4166666666666665)","(15.0, 17.5, 15.1)","(8.0, 11.5, 10.904761904761905)","(8.0, 15.0, 17.375)","(21.0, 40.0, 28.210526315789473)","(6.0, 10.5, 10.036363636363637)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:20.884137,"(3.2, 3.55, 3.4166666666666665)","(15.0, 17.5, 15.1)","(8.0, 11.5, 10.904761904761905)","(8.0, 18.5, 17.375)","(21.0, 40.0, 28.210526315789473)","(6.0, 10.5, 10.036363636363637)","(4.2, 4.3, 4.2555555555555555)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:22.055493,"(3.2, 3.55, 3.539705882352941)","(15.0, 17.0, 14.9)","(8.0, 11.5, 10.666666666666666)","(8.0, 19.0, 16.142857142857142)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 10.036363636363637)","(4.2, 4.3, 4.2555555555555555)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:23.169822,"(3.2, 3.55, 3.4)","(15.0, 16.5, 14.863636363636363)","(8.0, 11.5, 10.523809523809524)","(8.0, 19.0, 15.25)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.2555555555555555)","(4.6, 11.0, 10.733333333333334)"
04-01-2023 13:58:24.268945,"(3.2, 3.55, 3.4)","(15.0, 16.5, 14.863636363636363)","(8.0, 11.0, 10.523809523809524)","(8.0, 19.0, 15.25)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:58:25.466289,"(3.2, 3.55, 3.273076923076923)","(15.0, 16.5, 14.863636363636363)","(8.0, 11.0, 10.523809523809524)","(8.0, 18.5, 15.09090909090909)","(21.0, 40.0, 33.714285714285715)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.657142857142857)"
04-01-2023 13:58:26.574349,"(3.2, 3.55, 3.273076923076923)","(15.0, 16.5, 14.863636363636363)","(8.0, 11.0, 10.523809523809524)","(8.0, 18.0, 15.09090909090909)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.644444444444444)"
04-01-2023 13:58:27.589676,"(3.2, 3.55, 3.259375)","(15.0, 16.5, 14.863636363636363)","(8.0, 11.0, 10.523809523809524)","(8.0, 18.0, 15.09090909090909)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.644444444444444)"
04-01-2023 13:58:28.634083,"(3.2, 3.55, 3.259375)","(15.0, 16.5, 14.863636363636363)","(8.0, 11.0, 10.523809523809524)","(8.0, 18.0, 14.705882352941176)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.644444444444444)"
04-01-2023 13:58:29.692160,"(3.2, 3.55, 3.259375)","(15.0, 16.0, 14.928571428571429)","(8.0, 11.0, 10.523809523809524)","(8.0, 18.0, 14.705882352941176)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.771428571428572)"
04-01-2023 13:58:30.745934,"(3.2, 3.55, 3.259375)","(15.0, 16.0, 14.8)","(8.0, 12.0, 10.904761904761905)","(8.0, 18.0, 14.705882352941176)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 9.90909090909091)"
04-01-2023 13:58:31.791208,"(3.2, 3.5, 3.2625)","(15.0, 16.0, 14.8)","(8.0, 11.5, 10.904761904761905)","(8.0, 18.0, 14.705882352941176)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.169230769230769)"
04-01-2023 13:58:32.815146,"(3.2, 3.5, 3.2625)","(15.0, 16.0, 14.8)","(8.0, 11.5, 10.904761904761905)","(8.0, 18.0, 14.705882352941176)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.169230769230769)"
04-01-2023 13:58:33.805331,"(3.2, 3.5, 3.257142857142857)","(15.0, 16.0, 14.8)","(8.0, 11.5, 10.904761904761905)","(8.0, 18.0, 14.705882352941176)","(21.0, 40.0, 33.14285714285714)","(6.0, 10.5, 9.846153846153847)","(4.2, 4.3, 4.245454545454545)","(4.6, 11.0, 10.169230769230769)"
