,Nixon Bale,Zhenye Bale,Zipping Pip,Love A Collision,Mt View Bee,Under His Spell,Black Power
12-01-2023 16:03:20.546535,"(4.2, 6.2, 5.941935483870968)","(2.6, 2.6, 2.597777777777778)","(5.5, 7.6, 7.46111111111111)","(21.0, 46.0, 44.8)","(15.0, 27.0, 24.666666666666668)","(7.0, 9.8, 9.575)","(4.6, 7.8, 7.935294117647058)"
12-01-2023 16:03:21.795039,"(4.2, 6.2, 5.941935483870968)","(2.6, 2.6, 2.597777777777778)","(5.5, 7.6, 7.46111111111111)","(21.0, 46.0, 44.8)","(15.0, 27.0, 24.666666666666668)","(7.0, 9.8, 9.575)","(4.6, 8.2, 7.935294117647058)"
12-01-2023 16:03:22.887998,"(4.2, 6.2, 5.994871794871795)","(2.6, 2.6, 2.597777777777778)","(5.5, 7.6, 7.46111111111111)","(21.0, 46.0, 44.8)","(15.0, 27.0, 24.666666666666668)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.038461538461538)"
12-01-2023 16:03:24.098995,"(4.2, 6.2, 5.973809523809524)","(2.6, 2.66, 2.528)","(5.5, 7.6, 7.4148148148148145)","(21.0, 46.0, 44.8)","(15.0, 27.0, 25.37837837837838)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.064516129032258)"
12-01-2023 16:03:25.320692,"(4.2, 6.2, 5.960869565217392)","(2.6, 2.64, 2.5300000000000002)","(5.5, 7.6, 7.427586206896551)","(21.0, 46.0, 44.8)","(15.0, 27.0, 25.37837837837838)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.023529411764706)"
12-01-2023 16:03:26.639867,"(4.2, 6.2, 5.960869565217392)","(2.6, 2.62, 2.513333333333333)","(5.5, 7.6, 7.305882352941176)","(21.0, 46.0, 44.8)","(15.0, 27.0, 27.75)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.064516129032258)"
12-01-2023 16:03:27.892107,"(4.2, 6.0, 5.976923076923077)","(2.6, 2.62, 2.513333333333333)","(5.5, 7.6, 7.305882352941176)","(21.0, 46.0, 44.8)","(15.0, 28.0, 27.57142857142857)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.064516129032258)"
12-01-2023 16:03:29.126927,"(4.2, 6.0, 5.948275862068965)","(2.6, 2.62, 2.513333333333333)","(5.5, 7.6, 7.421428571428571)","(21.0, 46.0, 44.8)","(15.0, 28.0, 27.625)","(7.0, 9.8, 9.472727272727273)","(4.6, 8.2, 8.08)"
12-01-2023 16:03:30.425739,"(4.2, 6.0, 5.948275862068965)","(2.6, 2.62, 2.513333333333333)","(5.5, 7.6, 7.421428571428571)","(21.0, 46.0, 44.8)","(15.0, 28.0, 26.105263157894736)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.083333333333332)"
12-01-2023 16:03:31.684547,"(4.2, 6.0, 5.948275862068965)","(2.6, 2.62, 2.5300000000000002)","(5.5, 7.6, 7.296969696969697)","(21.0, 46.0, 44.8)","(15.0, 28.0, 26.714285714285715)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.11111111111111)"
12-01-2023 16:03:32.975825,"(4.4, 6.0, 5.9)","(2.5, 2.56, 2.5300000000000002)","(5.5, 7.6, 7.296969696969697)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.05263157894737)","(7.0, 9.8, 9.575)","(4.6, 8.2, 8.11111111111111)"
12-01-2023 16:03:34.173364,"(4.4, 6.0, 5.884615384615385)","(2.5, 2.56, 2.5300000000000002)","(5.5, 7.6, 6.9529411764705875)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.0)","(7.0, 9.8, 9.620000000000001)","(4.6, 8.2, 8.157894736842104)"
12-01-2023 16:03:35.310187,"(4.4, 6.0, 5.876086956521739)","(2.5, 2.56, 2.548)","(5.5, 7.6, 7.16)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.375)","(7.0, 9.8, 9.620000000000001)","(4.6, 8.2, 8.157894736842104)"
12-01-2023 16:03:36.568825,"(4.4, 6.0, 5.876086956521739)","(2.5, 2.56, 2.5540000000000003)","(5.5, 7.4, 7.24)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.782608695652172)","(7.0, 9.8, 9.620000000000001)","(4.6, 8.2, 8.142857142857142)"
12-01-2023 16:03:37.821075,"(4.4, 6.2, 6.121875)","(2.5, 2.56, 2.5423529411764707)","(5.5, 7.4, 7.066666666666666)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.782608695652172)","(7.0, 9.8, 9.620000000000001)","(4.6, 8.2, 8.294736842105264)"
12-01-2023 16:03:38.984291,"(4.4, 6.2, 6.085714285714285)","(2.45, 2.58, 2.526666666666667)","(5.5, 7.4, 7.142857142857143)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.782608695652172)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.266666666666667)"
12-01-2023 16:03:40.098532,"(4.4, 6.2, 6.085714285714285)","(2.45, 2.58, 2.5327272727272727)","(5.5, 7.4, 7.142857142857143)","(21.0, 46.0, 44.8)","(16.0, 28.0, 27.782608695652172)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.23529411764706)"
12-01-2023 16:03:41.434174,"(4.4, 6.2, 5.95)","(2.45, 2.54, 2.533333333333333)","(5.5, 7.4, 7.25)","(21.0, 46.0, 44.714285714285715)","(16.0, 28.0, 27.782608695652172)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.23529411764706)"
12-01-2023 16:03:42.535341,"(4.4, 6.0, 5.966666666666667)","(2.45, 2.54, 2.533333333333333)","(5.5, 7.4, 7.25)","(21.0, 46.0, 44.714285714285715)","(16.0, 28.0, 27.848484848484848)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.23529411764706)"
12-01-2023 16:03:43.641392,"(4.4, 6.2, 5.933333333333334)","(2.45, 2.54, 2.5285714285714285)","(5.5, 7.4, 7.25)","(21.0, 46.0, 44.714285714285715)","(16.0, 28.0, 27.2)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.23529411764706)"
12-01-2023 16:03:44.900636,"(4.4, 6.2, 5.933333333333334)","(2.45, 2.54, 2.5290909090909093)","(5.5, 7.4, 7.25)","(21.0, 46.0, 44.714285714285715)","(16.0, 28.0, 27.555555555555557)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.23529411764706)"
12-01-2023 16:03:46.219014,"(4.4, 6.2, 5.933333333333334)","(2.45, 2.54, 2.535555555555556)","(5.5, 7.4, 7.25)","(21.0, 46.0, 40.6)","(16.0, 28.0, 27.789473684210527)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.23529411764706)"
12-01-2023 16:03:47.378561,"(4.4, 6.2, 5.933333333333334)","(2.45, 2.54, 2.535555555555556)","(5.5, 7.4, 7.25)","(21.0, 46.0, 41.411764705882355)","(16.0, 28.0, 27.789473684210527)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.147368421052631)"
12-01-2023 16:03:48.582780,"(4.4, 6.2, 5.933333333333334)","(2.45, 2.54, 2.5300000000000002)","(5.5, 7.4, 7.25)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 27.4)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.147368421052631)"
12-01-2023 16:03:49.748417,"(4.4, 6.2, 5.933333333333334)","(2.45, 2.54, 2.517777777777778)","(5.5, 7.4, 7.25)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 27.625)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.147368421052631)"
12-01-2023 16:03:50.987220,"(4.4, 6.2, 5.954545454545455)","(2.45, 2.52, 2.517777777777778)","(5.5, 7.4, 7.25)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 27.625)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.147368421052631)"
12-01-2023 16:03:52.239588,"(4.4, 6.2, 5.954545454545455)","(2.45, 2.52, 2.515)","(5.5, 7.4, 7.2125)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 27.863636363636363)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.181818181818182)"
12-01-2023 16:03:53.360641,"(4.4, 6.2, 6.05)","(2.45, 2.54, 2.5300000000000002)","(5.5, 7.4, 7.2125)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 27.88888888888889)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.181818181818182)"
12-01-2023 16:03:54.618100,"(4.4, 6.2, 6.054545454545455)","(2.45, 2.54, 2.504)","(5.5, 7.4, 7.2125)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 27.81818181818182)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.181818181818182)"
12-01-2023 16:03:55.847369,"(4.4, 6.2, 6.1)","(2.45, 2.52, 2.525)","(5.5, 7.4, 7.1454545454545455)","(21.0, 46.0, 38.77777777777778)","(16.0, 28.0, 28.428571428571427)","(7.0, 9.8, 9.620000000000001)","(5.0, 8.4, 8.133333333333333)"
12-01-2023 16:03:57.120492,"(4.4, 6.2, 6.1)","(2.45, 2.54, 2.525)","(5.5, 7.4, 7.1066666666666665)","(21.0, 46.0, 38.77777777777778)","(16.0, 32.0, 28.341463414634145)","(7.0, 9.8, 9.928571428571429)","(5.0, 8.4, 8.049999999999999)"
12-01-2023 16:03:58.490091,"(4.4, 6.2, 6.0476190476190474)","(2.45, 2.52, 2.518421052631579)","(5.5, 7.4, 7.266666666666667)","(21.0, 46.0, 38.77777777777778)","(16.0, 32.0, 29.764705882352942)","(7.0, 10.0, 9.916666666666668)","(5.0, 8.2, 8.085714285714285)"
12-01-2023 16:03:59.949304,"(4.4, 6.2, 6.0476190476190474)","(2.45, 2.52, 2.4966666666666666)","(5.5, 7.4, 7.311111111111112)","(21.0, 46.0, 38.77777777777778)","(16.0, 30.0, 28.511627906976745)","(7.0, 10.0, 9.942857142857143)","(5.0, 8.2, 8.085714285714285)"
12-01-2023 16:04:01.566316,"(4.4, 6.2, 5.988888888888889)","(2.45, 2.5, 2.4966666666666666)","(5.5, 7.4, 7.233333333333333)","(21.0, 46.0, 38.63157894736842)","(16.0, 32.0, 28.710526315789473)","(7.0, 10.0, 10.582608695652175)","(5.0, 8.2, 8.072727272727272)"
12-01-2023 16:04:02.967162,"(4.4, 6.2, 5.988888888888889)","(2.45, 2.5, 2.4729411764705884)","(5.5, 7.6, 7.325)","(21.0, 46.0, 38.53333333333333)","(16.0, 32.0, 29.7)","(7.0, 11.0, 10.291666666666666)","(5.0, 8.2, 8.036363636363635)"
12-01-2023 16:04:04.253550,"(4.4, 6.0, 5.936842105263158)","(2.45, 2.48, 2.473939393939394)","(5.5, 7.6, 7.325)","(21.0, 46.0, 38.53333333333333)","(16.0, 30.0, 29.17391304347826)","(7.0, 11.0, 10.205882352941176)","(5.0, 8.2, 8.036363636363635)"
12-01-2023 16:04:05.721077,"(4.4, 6.0, 5.936842105263158)","(2.45, 2.48, 2.47672131147541)","(5.5, 7.6, 7.339130434782609)","(21.0, 46.0, 38.53333333333333)","(16.0, 32.0, 29.17391304347826)","(7.0, 11.0, 10.285714285714286)","(5.0, 8.2, 7.699999999999999)"
12-01-2023 16:04:07.070016,"(4.4, 6.0, 5.936842105263158)","(2.45, 2.48, 2.4729411764705884)","(5.5, 7.6, 7.339130434782609)","(21.0, 46.0, 41.0)","(16.0, 32.0, 29.857142857142858)","(7.0, 11.0, 10.25)","(5.0, 7.8, 7.95)"
12-01-2023 16:04:08.257950,"(4.4, 6.0, 5.936842105263158)","(2.45, 2.48, 2.4755555555555557)","(5.5, 7.6, 7.611764705882353)","(21.0, 44.0, 38.857142857142854)","(16.0, 30.0, 29.863636363636363)","(7.0, 11.0, 10.291666666666666)","(5.0, 8.0, 7.911111111111111)"
12-01-2023 16:04:09.454097,"(4.4, 6.0, 5.936842105263158)","(2.45, 2.46, 2.451304347826087)","(5.5, 7.8, 7.72)","(21.0, 44.0, 40.666666666666664)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.170731707317072)","(5.5, 8.0, 7.911111111111111)"
12-01-2023 16:04:10.693496,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.4516666666666667)","(5.5, 7.8, 7.72)","(21.0, 42.0, 41.2)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.170731707317072)","(5.5, 8.0, 7.911111111111111)"
12-01-2023 16:04:11.883170,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.4516666666666667)","(5.5, 7.8, 7.72)","(21.0, 42.0, 38.09090909090909)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.137254901960784)","(5.5, 8.0, 7.975)"
12-01-2023 16:04:13.181488,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.4516666666666667)","(5.5, 7.8, 7.72)","(21.0, 44.0, 37.06666666666667)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.106382978723405)","(5.5, 8.2, 7.975)"
12-01-2023 16:04:14.451039,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.446206896551724)","(5.5, 7.8, 7.72)","(21.0, 44.0, 36.57142857142857)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.1)","(5.5, 8.2, 7.818181818181818)"
12-01-2023 16:04:15.791875,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.440952380952381)","(5.5, 7.8, 7.72)","(21.0, 44.0, 36.57142857142857)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.1)","(5.5, 8.0, 7.818181818181818)"
12-01-2023 16:04:17.122955,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.440952380952381)","(5.5, 7.8, 7.72)","(21.0, 44.0, 37.06666666666667)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.1)","(5.5, 8.0, 7.8)"
12-01-2023 16:04:18.633353,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.4529411764705884)","(5.5, 7.8, 7.72)","(21.0, 44.0, 40.266666666666666)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.5, 10.1)","(5.5, 8.0, 7.8)"
12-01-2023 16:04:19.963336,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.4529411764705884)","(5.5, 7.8, 7.72)","(21.0, 44.0, 41.333333333333336)","(18.0, 30.0, 28.615384615384617)","(7.5, 10.5, 10.1)","(5.5, 8.0, 7.8)"
12-01-2023 16:04:21.191871,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.48, 2.44)","(5.5, 7.8, 7.72)","(21.0, 42.0, 41.333333333333336)","(18.0, 29.0, 29.863636363636363)","(7.5, 10.5, 9.947368421052632)","(5.5, 8.0, 7.826086956521739)"
12-01-2023 16:04:22.414865,"(4.4, 6.0, 5.936842105263158)","(2.25, 2.46, 2.4453658536585365)","(5.5, 7.8, 7.72)","(21.0, 42.0, 39.69230769230769)","(18.0, 30.0, 29.863636363636363)","(7.5, 10.0, 9.693877551020408)","(5.5, 8.0, 7.826086956521739)"
12-01-2023 16:04:23.628723,"(4.4, 6.0, 5.945454545454545)","(2.25, 2.46, 2.4453658536585365)","(5.5, 7.8, 7.963636363636364)","(21.0, 42.0, 39.69230769230769)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.71372549019608)","(5.5, 8.0, 7.826086956521739)"
12-01-2023 16:04:24.868312,"(4.4, 6.0, 5.945454545454545)","(2.25, 2.46, 2.432093023255814)","(5.5, 8.0, 7.857142857142857)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.708333333333334)","(5.5, 8.0, 7.788235294117647)"
12-01-2023 16:04:26.163204,"(4.4, 6.0, 5.945454545454545)","(2.25, 2.46, 2.432093023255814)","(5.5, 8.2, 7.96774193548387)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.708333333333334)","(5.5, 8.0, 7.871428571428571)"
12-01-2023 16:04:27.365403,"(4.4, 6.0, 5.928)","(2.25, 2.46, 2.437333333333333)","(5.5, 8.2, 7.8)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.846153846153846)"
12-01-2023 16:04:28.624110,"(4.4, 6.2, 6.071428571428571)","(2.25, 2.44, 2.4240625)","(5.5, 8.0, 7.685714285714286)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.857142857142857)"
12-01-2023 16:04:29.932024,"(4.4, 6.2, 6.071428571428571)","(2.25, 2.46, 2.428125)","(5.5, 7.8, 7.733333333333333)","(21.0, 42.0, 38.25)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.857142857142857)"
12-01-2023 16:04:31.234532,"(4.4, 6.2, 6.071428571428571)","(2.25, 2.46, 2.4295522388059703)","(5.5, 7.8, 7.733333333333333)","(21.0, 42.0, 38.0)","(18.0, 30.0, 29.863636363636363)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.888888888888888)"
12-01-2023 16:04:32.470700,"(4.4, 6.2, 6.071428571428571)","(2.25, 2.46, 2.4295522388059703)","(5.5, 7.8, 7.685714285714286)","(21.0, 42.0, 38.0)","(18.0, 30.0, 29.869565217391305)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.836363636363636)"
12-01-2023 16:04:33.843538,"(4.4, 6.2, 6.071428571428571)","(2.25, 2.46, 2.4295522388059703)","(5.5, 7.8, 7.685714285714286)","(21.0, 42.0, 38.0)","(18.0, 30.0, 29.869565217391305)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.699999999999999)"
12-01-2023 16:04:35.164451,"(4.4, 6.2, 6.071428571428571)","(2.25, 2.46, 2.4295522388059703)","(5.5, 7.8, 7.733333333333333)","(21.0, 42.0, 38.25)","(18.0, 30.0, 29.869565217391305)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.699999999999999)"
12-01-2023 16:04:36.497658,"(4.4, 6.2, 5.9750000000000005)","(2.25, 2.46, 2.4295522388059703)","(5.5, 7.8, 7.685714285714286)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.869565217391305)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.699999999999999)"
12-01-2023 16:04:37.868652,"(4.4, 6.2, 5.9750000000000005)","(2.25, 2.46, 2.4295522388059703)","(5.5, 7.8, 7.7)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.666666666666668)","(7.5, 9.8, 9.616666666666667)","(5.5, 8.0, 7.699999999999999)"
12-01-2023 16:04:39.257843,"(4.4, 6.2, 6.04516129032258)","(2.25, 2.46, 2.4423121387283238)","(5.5, 7.8, 7.742857142857143)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 28.916666666666668)","(7.5, 9.8, 10.421052631578947)","(5.5, 8.0, 7.790909090909091)"
12-01-2023 16:04:40.622614,"(4.4, 6.2, 6.04516129032258)","(2.25, 2.46, 2.437272727272727)","(5.5, 7.8, 7.685714285714286)","(21.0, 42.0, 38.25)","(18.0, 29.0, 29.916666666666668)","(7.5, 11.0, 10.11111111111111)","(5.5, 7.8, 7.737254901960784)"
12-01-2023 16:04:41.920665,"(4.4, 6.2, 5.9750000000000005)","(2.25, 2.44, 2.437272727272727)","(5.5, 7.8, 7.7)","(21.0, 42.0, 38.25)","(18.0, 30.0, 29.916666666666668)","(7.5, 10.5, 10.0625)","(5.5, 7.8, 7.711111111111111)"
12-01-2023 16:04:43.140525,"(4.4, 6.2, 5.9750000000000005)","(2.25, 2.44, 2.4317333333333333)","(5.5, 7.8, 7.733333333333333)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.916666666666668)","(7.5, 10.5, 10.058823529411764)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:44.447302,"(4.6, 6.2, 5.992307692307692)","(2.2, 2.46, 2.453846153846154)","(5.5, 7.8, 7.65)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 29.483870967741936)","(7.5, 10.5, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:45.687183,"(4.6, 6.2, 6.04516129032258)","(2.2, 2.48, 2.461621621621622)","(5.5, 7.8, 7.581818181818181)","(21.0, 42.0, 37.714285714285715)","(18.0, 30.0, 28.954545454545453)","(7.5, 10.0, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:46.917608,"(4.6, 6.2, 6.04516129032258)","(2.2, 2.48, 2.461621621621622)","(5.5, 7.6, 7.553846153846154)","(21.0, 42.0, 38.25)","(18.0, 29.0, 28.954545454545453)","(7.5, 10.0, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:48.087053,"(4.6, 6.2, 6.04516129032258)","(2.2, 2.48, 2.4593939393939395)","(5.5, 7.6, 7.685714285714286)","(21.0, 42.0, 37.714285714285715)","(18.0, 29.0, 28.91304347826087)","(7.5, 10.0, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:49.294993,"(4.6, 6.2, 5.98)","(2.2, 2.48, 2.4690909090909092)","(5.5, 7.8, 7.65)","(21.0, 42.0, 38.25)","(18.0, 29.0, 28.75)","(7.5, 10.0, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:50.575259,"(4.6, 6.0, 5.896551724137931)","(2.2, 2.48, 2.4707692307692306)","(5.5, 7.8, 7.733333333333333)","(21.0, 42.0, 38.8)","(18.0, 29.0, 28.7)","(7.5, 10.0, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:51.920263,"(4.6, 6.0, 5.884615384615384)","(2.2, 2.48, 2.4707692307692306)","(5.5, 7.8, 7.685714285714286)","(21.0, 42.0, 38.8)","(18.0, 29.0, 28.84)","(7.5, 10.0, 9.9375)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:53.118628,"(4.6, 6.0, 5.884615384615384)","(2.2, 2.48, 2.4548148148148146)","(5.5, 7.8, 7.705882352941177)","(21.0, 42.0, 40.666666666666664)","(18.0, 29.0, 28.82608695652174)","(7.5, 10.0, 9.952380952380953)","(5.5, 7.8, 7.766666666666667)"
12-01-2023 16:04:54.360854,"(4.6, 6.0, 5.892857142857142)","(2.2, 2.5, 2.4690909090909092)","(5.5, 7.8, 7.66)","(21.0, 42.0, 40.857142857142854)","(18.0, 29.0, 26.666666666666668)","(7.5, 10.0, 10.208333333333334)","(5.5, 7.8, 7.594594594594594)"
12-01-2023 16:04:55.616430,"(4.6, 6.0, 5.90625)","(2.2, 2.48, 2.4695652173913043)","(5.5, 7.8, 7.705882352941177)","(21.0, 42.0, 41.411764705882355)","(18.0, 27.0, 25.4)","(7.5, 10.5, 10.089285714285714)","(5.5, 7.6, 7.594594594594594)"
12-01-2023 16:04:56.873483,"(4.6, 6.0, 5.916666666666667)","(2.2, 2.5, 2.471578947368421)","(5.5, 7.8, 7.636363636363637)","(21.0, 46.0, 42.285714285714285)","(18.0, 27.0, 25.17391304347826)","(7.5, 10.5, 10.129032258064516)","(5.5, 7.6, 7.698039215686275)"
12-01-2023 16:04:58.068156,"(4.6, 6.0, 5.916666666666667)","(2.2, 2.48, 2.471578947368421)","(5.5, 7.8, 7.771428571428571)","(21.0, 46.0, 43.45454545454545)","(18.0, 27.0, 25.17391304347826)","(7.5, 10.5, 10.129032258064516)","(5.5, 7.8, 7.725)"
12-01-2023 16:04:59.273459,"(4.6, 6.0, 5.90625)","(2.2, 2.48, 2.461818181818182)","(5.5, 7.8, 7.771428571428571)","(26.0, 46.0, 42.8)","(18.0, 27.0, 25.17391304347826)","(7.5, 10.5, 10.090243902439024)","(5.5, 7.8, 7.68)"
12-01-2023 16:05:00.563819,"(4.6, 6.0, 5.911764705882353)","(2.2, 2.48, 2.466666666666667)","(5.5, 7.8, 7.771428571428571)","(26.0, 46.0, 44.0)","(18.0, 27.0, 25.17391304347826)","(7.5, 10.5, 10.090243902439024)","(5.5, 7.8, 7.753488372093023)"
12-01-2023 16:05:01.809773,"(4.6, 6.0, 5.911764705882353)","(2.2, 2.48, 2.4646153846153847)","(5.5, 7.8, 7.771428571428571)","(26.0, 46.0, 44.0)","(18.0, 27.0, 24.8)","(7.5, 10.5, 10.090243902439024)","(5.5, 7.8, 7.716666666666667)"
12-01-2023 16:05:03.059154,"(4.6, 6.0, 5.911764705882353)","(2.2, 2.48, 2.4646153846153847)","(5.5, 7.8, 7.771428571428571)","(26.0, 46.0, 44.54545454545455)","(18.0, 26.0, 24.8)","(7.5, 10.5, 10.090243902439024)","(5.5, 7.8, 7.6923076923076925)"
12-01-2023 16:05:04.249756,"(4.6, 6.0, 5.911764705882353)","(2.2, 2.48, 2.4646153846153847)","(5.5, 7.8, 7.771428571428571)","(26.0, 46.0, 44.76923076923077)","(18.0, 26.0, 24.8)","(7.5, 10.5, 10.083333333333334)","(5.5, 7.8, 7.681481481481481)"
12-01-2023 16:05:05.490839,"(4.6, 6.0, 5.918918918918918)","(2.2, 2.48, 2.4675)","(5.5, 7.8, 7.771428571428571)","(26.0, 46.0, 44.76923076923077)","(18.0, 26.0, 24.8)","(7.5, 10.5, 10.083333333333334)","(5.5, 7.8, 7.681481481481481)"
12-01-2023 16:05:06.672923,"(4.6, 6.0, 5.918918918918918)","(2.2, 2.48, 2.4675)","(5.5, 7.8, 7.573333333333333)","(26.0, 46.0, 44.76923076923077)","(18.0, 26.0, 25.0)","(7.5, 10.5, 10.119565217391305)","(5.5, 7.8, 7.681481481481481)"
12-01-2023 16:05:07.904942,"(4.6, 6.0, 5.926829268292683)","(2.2, 2.48, 2.4725925925925925)","(5.5, 7.6, 7.5)","(26.0, 46.0, 44.76923076923077)","(18.0, 26.0, 25.3)","(7.5, 10.5, 10.094000000000001)","(5.5, 7.8, 7.676923076923076)"
12-01-2023 16:05:09.112961,"(4.6, 6.0, 5.926829268292683)","(2.2, 2.48, 2.4752)","(5.5, 7.6, 7.469565217391304)","(26.0, 46.0, 44.76923076923077)","(18.0, 26.0, 25.166666666666668)","(7.5, 10.5, 10.077358490566038)","(5.5, 7.8, 7.733333333333333)"
12-01-2023 16:05:10.350398,"(4.6, 6.0, 5.918918918918918)","(2.2, 2.48, 2.4752)","(5.5, 7.6, 7.461538461538462)","(26.0, 46.0, 44.76923076923077)","(18.0, 27.0, 25.555555555555557)","(7.5, 10.5, 10.077358490566038)","(5.5, 8.0, 7.776)"
12-01-2023 16:05:11.835770,"(4.6, 6.0, 5.918918918918918)","(2.2, 2.48, 2.4689655172413794)","(5.5, 7.6, 7.461538461538462)","(26.0, 46.0, 44.76923076923077)","(18.0, 27.0, 25.63157894736842)","(7.5, 10.5, 10.077358490566038)","(5.5, 8.0, 7.776)"
12-01-2023 16:05:13.065422,"(4.6, 6.0, 5.916666666666667)","(2.2, 2.48, 2.4765217391304346)","(5.5, 7.6, 7.372881355932204)","(26.0, 46.0, 44.76923076923077)","(18.0, 27.0, 25.555555555555557)","(7.5, 10.5, 10.094000000000001)","(5.5, 8.0, 7.844444444444444)"
12-01-2023 16:05:14.242223,"(4.6, 6.0, 5.930232558139535)","(2.2, 2.48, 2.474285714285714)","(5.5, 7.4, 7.372881355932204)","(26.0, 46.0, 44.76923076923077)","(18.0, 27.0, 25.833333333333332)","(7.5, 10.5, 10.094000000000001)","(5.5, 8.0, 7.815384615384615)"
