,Chipping Campden,Darra Linen,Little Ms Dreamer,Queen Of Tayrona,Schiller Effect,Empress Of Sydney,Misty Gold,Savvy Bee,Shikishi,Ask,Epsom Magic
07-01-2023 12:18:16.778344,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7275)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.377777777777776)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:18.298068,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7275)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.377777777777776)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:19.853334,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:21.644921,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 34.0, 30.071428571428573)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:23.434284,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:24.933439,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:26.434518,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.75)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 88.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:27.981511,"(26.0, 60.0, 53.84615384615385)","(19.0, 29.0, 27.53846153846154)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 90.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:29.480421,"(26.0, 60.0, 53.84615384615385)","(19.0, 28.0, 27.53846153846154)","(61.0, 110.0, 107.11538461538461)","(41.0, 130.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:31.058102,"(26.0, 60.0, 53.84615384615385)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:32.506309,"(26.0, 60.0, 53.84615384615385)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:33.964461,"(26.0, 60.0, 53.84615384615385)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:35.422342,"(26.0, 60.0, 53.84615384615385)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:36.954805,"(26.0, 60.0, 50.76923076923077)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 107.11538461538461)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:38.448944,"(26.0, 55.0, 50.76923076923077)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:39.832287,"(26.0, 55.0, 50.76923076923077)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.714285714285715)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.342857142857143)","(26.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:41.209952,"(26.0, 55.0, 50.76923076923077)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 19.0, 17.625)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(31.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:42.639251,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 27.357142857142858)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 92.5)","(2.3, 2.74, 2.7358333333333333)","(13.0, 18.5, 16.205882352941178)","(6.5, 8.6, 8.485714285714286)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(31.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:44.007871,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 27.75)","(61.0, 110.0, 108.95833333333334)","(41.0, 130.0, 96.66666666666667)","(2.3, 2.74, 2.7358333333333333)","(13.0, 18.5, 16.41304347826087)","(6.5, 8.6, 8.595454545454546)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(31.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:45.466219,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 27.75)","(61.0, 110.0, 108.95833333333334)","(41.0, 130.0, 80.0)","(2.3, 2.74, 2.7358333333333333)","(13.0, 18.5, 16.41304347826087)","(6.5, 8.8, 8.580487804878048)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(31.0, 32.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:46.809142,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 27.75)","(61.0, 110.0, 108.95833333333334)","(41.0, 130.0, 107.5)","(2.3, 2.74, 2.6949253731343283)","(13.0, 18.5, 16.27777777777778)","(6.5, 8.8, 8.580487804878048)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(31.0, 32.0, 30.875)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:48.086217,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 27.75)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.8, 2.6768)","(13.0, 18.5, 17.333333333333332)","(6.5, 8.8, 8.580487804878048)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.26842105263158)","(26.0, 34.0, 30.8)","(101.0, 220.0, 214.39999999999998)"
07-01-2023 12:18:49.304521,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 27.75)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.8, 2.7933333333333334)","(13.0, 18.0, 16.666666666666668)","(6.5, 8.8, 8.580487804878048)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.8)","(101.0, 220.0, 207.27272727272725)"
07-01-2023 12:18:50.535240,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 27.25)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.705714285714286)","(13.0, 18.0, 16.363636363636363)","(6.5, 8.8, 8.580487804878048)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 220.0, 199.0909090909091)"
07-01-2023 12:18:51.780418,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 26.125)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.7025)","(13.0, 18.0, 15.923076923076923)","(6.5, 8.8, 8.556756756756757)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:18:53.060075,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 24.875)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.7025)","(13.0, 18.0, 16.57894736842105)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.32)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:18:54.381017,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 26.333333333333332)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.7025)","(13.0, 18.0, 16.57894736842105)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:18:55.659545,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 25.727272727272727)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.7025)","(13.0, 18.0, 16.57894736842105)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:18:56.927573,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 25.727272727272727)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.7025)","(13.0, 18.0, 16.57894736842105)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:18:58.210911,"(31.0, 55.0, 50.76923076923077)","(19.0, 28.0, 25.727272727272727)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.86, 2.75)","(13.0, 18.0, 15.954545454545455)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:18:59.522553,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 25.142857142857142)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 107.5)","(2.3, 2.84, 2.7199999999999998)","(13.0, 18.0, 15.954545454545455)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.285714285714285)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:19:00.838429,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 25.142857142857142)","(61.0, 110.0, 108.95833333333334)","(41.0, 120.0, 81.25)","(2.3, 2.78, 2.7199999999999998)","(13.0, 18.0, 16.363636363636363)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.8)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:19:02.224115,"(31.0, 55.0, 48.57142857142857)","(19.0, 28.0, 25.142857142857142)","(61.0, 110.0, 102.0)","(41.0, 160.0, 93.33333333333333)","(2.3, 2.78, 2.7199999999999998)","(13.0, 18.0, 16.363636363636363)","(6.5, 8.8, 8.569230769230769)","(3.6, 4.5, 4.254545454545455)","(7.5, 9.6, 9.218181818181819)","(26.0, 32.0, 30.8)","(101.0, 210.0, 191.53846153846155)"
07-01-2023 12:19:03.570423,"(31.0, 55.0, 46.72727272727273)","(19.0, 27.0, 24.333333333333332)","(61.0, 110.0, 98.8)","(41.0, 140.0, 126.25)","(2.3, 2.78, 2.6723943661971834)","(13.0, 18.0, 16.363636363636363)","(6.5, 8.8, 8.611764705882354)","(3.6, 4.5, 4.492307692307692)","(7.5, 9.6, 9.428571428571429)","(26.0, 32.0, 31.81818181818182)","(101.0, 210.0, 182.72727272727272)"
07-01-2023 12:19:04.933234,"(31.0, 50.0, 45.84615384615385)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 98.8)","(41.0, 140.0, 126.25)","(2.3, 2.74, 2.732941176470588)","(13.0, 18.0, 16.285714285714285)","(6.5, 8.8, 8.611764705882354)","(3.6, 4.5, 4.480722891566265)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 28.875)","(101.0, 190.0, 174.0)"
07-01-2023 12:19:06.234535,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 98.23529411764706)","(41.0, 140.0, 129.0)","(2.3, 2.78, 2.732941176470588)","(13.0, 18.0, 16.285714285714285)","(6.5, 8.8, 8.76)","(3.6, 4.5, 4.480722891566265)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 28.875)","(101.0, 190.0, 175.71428571428572)"
07-01-2023 12:19:07.583908,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 98.23529411764706)","(41.0, 140.0, 129.0)","(2.3, 2.78, 2.732941176470588)","(13.0, 18.0, 16.42105263157895)","(6.5, 9.0, 8.625)","(3.6, 4.5, 4.480722891566265)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 30.94736842105263)","(101.0, 190.0, 184.28571428571428)"
07-01-2023 12:19:08.984212,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 98.23529411764706)","(41.0, 140.0, 129.0)","(2.3, 2.78, 2.732941176470588)","(13.0, 18.0, 16.42105263157895)","(6.5, 9.0, 8.625)","(3.6, 4.5, 4.480722891566265)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 30.94736842105263)","(101.0, 190.0, 184.28571428571428)"
07-01-2023 12:19:10.401102,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 98.23529411764706)","(41.0, 140.0, 129.0)","(2.3, 2.78, 2.755)","(13.0, 18.0, 16.125)","(6.5, 9.0, 8.571428571428571)","(3.6, 4.5, 4.56)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 30.0)","(101.0, 190.0, 156.66666666666666)"
07-01-2023 12:19:11.756761,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 97.5)","(41.0, 140.0, 129.0)","(2.3, 2.78, 2.785)","(13.0, 18.0, 16.125)","(6.5, 9.0, 8.571428571428571)","(3.6, 4.8, 4.738202247191011)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 30.0)","(101.0, 190.0, 156.66666666666666)"
07-01-2023 12:19:13.139959,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 97.5)","(41.0, 140.0, 129.0)","(2.3, 2.82, 2.7766666666666664)","(12.0, 18.0, 16.125)","(6.5, 9.0, 8.571428571428571)","(3.6, 4.8, 4.748275862068965)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 30.0)","(101.0, 190.0, 156.66666666666666)"
07-01-2023 12:19:14.433672,"(31.0, 48.0, 46.666666666666664)","(19.0, 27.0, 24.333333333333332)","(61.0, 100.0, 97.5)","(41.0, 140.0, 115.0)","(2.3, 2.8, 2.7766666666666664)","(12.0, 18.0, 16.4)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.748275862068965)","(7.5, 9.6, 9.34054054054054)","(26.0, 32.0, 29.428571428571427)","(101.0, 190.0, 170.0)"
07-01-2023 12:19:15.830789,"(31.0, 48.0, 44.0)","(19.0, 27.0, 24.0)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.4)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.761864406779661)","(7.5, 9.6, 9.34054054054054)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:17.130270,"(31.0, 48.0, 46.0)","(19.0, 26.0, 24.75)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 15.95)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.761864406779661)","(7.5, 9.6, 9.34054054054054)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:18.378881,"(31.0, 48.0, 46.0)","(19.0, 26.0, 24.75)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 15.95)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.761864406779661)","(7.5, 9.6, 9.34054054054054)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:19.651743,"(31.0, 48.0, 46.0)","(19.0, 26.0, 23.77777777777778)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 15.95)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.575)","(7.5, 9.6, 9.34054054054054)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:20.939274,"(31.0, 48.0, 46.0)","(19.0, 26.0, 23.77777777777778)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 15.95)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.575)","(7.5, 9.6, 9.40408163265306)","(26.0, 30.0, 30.0)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:22.227272,"(31.0, 48.0, 46.0)","(19.0, 26.0, 23.5)","(61.0, 100.0, 97.5)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.478260869565217)","(3.6, 4.8, 4.62)","(7.5, 9.6, 9.40408163265306)","(26.0, 32.0, 30.0)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:23.537242,"(31.0, 48.0, 46.0)","(19.0, 26.0, 23.5)","(61.0, 100.0, 97.5)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.659574468085106)","(3.6, 4.8, 4.62)","(7.5, 9.6, 9.40408163265306)","(26.0, 32.0, 30.0)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:24.909404,"(31.0, 48.0, 47.728813559322035)","(19.0, 26.0, 23.3)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.714285714285714)","(7.5, 9.6, 9.317647058823528)","(26.0, 32.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:26.195922,"(31.0, 48.0, 46.0)","(19.0, 26.0, 23.3)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:27.512285,"(31.0, 48.0, 46.8)","(19.0, 25.0, 22.75)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:28.822716,"(31.0, 48.0, 46.8)","(19.0, 25.0, 22.75)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:30.098766,"(31.0, 48.0, 46.8)","(18.0, 25.0, 23.11111111111111)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:31.493633,"(31.0, 48.0, 46.8)","(18.0, 24.0, 23.11111111111111)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:32.841650,"(31.0, 48.0, 46.8)","(18.0, 24.0, 23.555555555555557)","(61.0, 100.0, 97.5)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:34.198459,"(31.0, 48.0, 46.8)","(18.0, 24.0, 23.555555555555557)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.640816326530611)","(3.6, 4.8, 4.747826086956522)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 30.857142857142858)","(101.0, 180.0, 162.5)"
07-01-2023 12:19:35.525134,"(31.0, 48.0, 46.8)","(18.0, 24.0, 23.555555555555557)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.7666666666666666)","(12.0, 17.0, 16.0625)","(6.5, 9.0, 8.70625)","(3.6, 4.8, 4.741935483870968)","(7.5, 9.6, 9.317647058823528)","(26.0, 32.0, 30.0)","(101.0, 170.0, 167.27272727272728)"
07-01-2023 12:19:36.824502,"(31.0, 48.0, 47.07692307692308)","(18.0, 24.0, 23.2)","(61.0, 100.0, 98.23529411764706)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.774074074074074)","(12.0, 17.0, 16.0625)","(6.5, 8.8, 8.70625)","(3.6, 4.8, 4.741935483870968)","(7.5, 9.6, 9.317647058823528)","(26.0, 32.0, 30.0)","(101.0, 190.0, 164.0)"
07-01-2023 12:19:38.165124,"(31.0, 48.0, 46.666666666666664)","(18.0, 24.0, 23.2)","(61.0, 100.0, 97.5)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.774074074074074)","(12.0, 17.0, 16.0625)","(6.5, 8.8, 8.70625)","(3.6, 4.8, 4.735714285714286)","(7.5, 9.6, 9.317647058823528)","(26.0, 32.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
07-01-2023 12:19:39.534861,"(31.0, 46.0, 45.38461538461539)","(18.0, 24.0, 23.2)","(61.0, 100.0, 97.5)","(41.0, 130.0, 115.0)","(2.3, 2.8, 2.774074074074074)","(12.0, 17.0, 16.0625)","(6.5, 8.8, 8.70625)","(3.6, 4.8, 4.707142857142857)","(7.5, 9.6, 9.317647058823528)","(26.0, 30.0, 29.428571428571427)","(101.0, 180.0, 160.0)"
