,Betterthankkylie,Flirts Diva,Our Aunty Ash,Rippin Good Feelin,Brie,Gemmas Express,Mac Stubborn,Blissfull Donna,Faiselle
10-01-2023 17:39:03.028450,"(10.0, 18.0, 16.90909090909091)","(19.0, 38.0, 34.92307692307692)","(1.3, 1.52, 1.4831024930747922)","(81.0, 190.0, 173.33333333333331)","(91.0, 230.0, 220.0)","(41.0, 120.0, 111.57894736842105)","(8.0, 10.5, 10.29375)","(5.0, 9.6, 9.533333333333333)","(71.0, 190.0, 169.33333333333331)"
10-01-2023 17:39:04.498201,"(10.0, 18.0, 16.90909090909091)","(19.0, 38.0, 35.77777777777778)","(1.3, 1.52, 1.4826301369863013)","(81.0, 190.0, 173.33333333333331)","(91.0, 230.0, 220.0)","(41.0, 120.0, 111.57894736842105)","(8.0, 10.5, 10.29375)","(5.0, 9.6, 9.533333333333333)","(71.0, 180.0, 163.63636363636363)"
10-01-2023 17:39:06.009065,"(10.0, 18.0, 16.68)","(19.0, 38.0, 35.77777777777778)","(1.3, 1.52, 1.5263861386138613)","(81.0, 190.0, 173.33333333333331)","(91.0, 230.0, 220.0)","(41.0, 120.0, 111.57894736842105)","(8.0, 10.5, 10.05)","(5.0, 9.6, 9.533333333333333)","(71.0, 170.0, 204.0)"
10-01-2023 17:39:07.420283,"(10.0, 18.0, 16.666666666666668)","(19.0, 38.0, 34.92307692307692)","(1.3, 1.53, 1.5263861386138613)","(81.0, 190.0, 173.33333333333331)","(91.0, 230.0, 220.0)","(41.0, 120.0, 111.57894736842105)","(8.0, 10.5, 9.7)","(5.0, 9.6, 9.485714285714286)","(71.0, 220.0, 171.42857142857144)"
10-01-2023 17:39:08.849856,"(10.0, 17.5, 16.458333333333332)","(19.0, 38.0, 34.92307692307692)","(1.3, 1.53, 1.5263861386138613)","(81.0, 190.0, 173.33333333333331)","(91.0, 230.0, 220.0)","(41.0, 120.0, 111.11111111111111)","(8.0, 10.0, 9.7)","(5.0, 9.6, 9.2)","(71.0, 200.0, 175.0)"
10-01-2023 17:39:10.293898,"(10.0, 17.5, 16.458333333333332)","(19.0, 38.0, 34.92307692307692)","(1.3, 1.53, 1.5263861386138613)","(81.0, 190.0, 173.33333333333331)","(91.0, 230.0, 220.0)","(41.0, 120.0, 111.11111111111111)","(8.0, 10.0, 9.7)","(6.0, 9.6, 9.2)","(71.0, 190.0, 166.66666666666669)"
10-01-2023 17:39:11.626591,"(10.0, 17.5, 16.41304347826087)","(20.0, 38.0, 34.25)","(1.28, 1.53, 1.526294416243655)","(91.0, 190.0, 173.33333333333331)","(101.0, 230.0, 220.0)","(41.0, 120.0, 111.11111111111111)","(8.0, 10.0, 9.73939393939394)","(6.0, 9.6, 9.45)","(71.0, 180.0, 183.33333333333334)"
10-01-2023 17:39:13.001594,"(10.0, 17.5, 15.282608695652174)","(20.0, 38.0, 31.333333333333332)","(1.28, 1.53, 1.5674120082815735)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 210.0)","(41.0, 120.0, 84.64285714285714)","(8.0, 11.0, 9.348571428571429)","(6.0, 9.6, 8.72857142857143)","(71.0, 200.0, 145.0)"
10-01-2023 17:39:14.382170,"(10.0, 15.5, 15.166666666666666)","(20.0, 32.0, 31.5)","(1.28, 1.57, 1.5676430205949656)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 215.0)","(41.0, 85.0, 107.6923076923077)","(8.0, 9.4, 9.36923076923077)","(6.0, 8.8, 8.763636363636364)","(71.0, 150.0, 134.28571428571428)"
10-01-2023 17:39:15.778965,"(10.0, 15.5, 16.615384615384617)","(20.0, 32.0, 32.4)","(1.28, 1.57, 1.5553276353276353)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 215.0)","(41.0, 110.0, 110.0)","(8.0, 9.4, 10.344)","(6.0, 8.8, 9.528571428571428)","(71.0, 160.0, 136.9230769230769)"
10-01-2023 17:39:17.089743,"(10.0, 17.0, 16.615384615384617)","(20.0, 38.0, 32.4)","(1.28, 1.57, 1.5596992481203007)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 215.0)","(41.0, 120.0, 110.0)","(8.0, 10.5, 10.344)","(6.0, 9.6, 8.042857142857143)","(71.0, 160.0, 136.9230769230769)"
10-01-2023 17:39:18.375791,"(10.0, 17.0, 16.615384615384617)","(20.0, 38.0, 32.4)","(1.28, 1.56, 1.5597080291970804)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 215.0)","(41.0, 120.0, 110.0)","(8.0, 10.5, 10.344)","(6.0, 8.2, 8.163636363636362)","(71.0, 160.0, 136.9230769230769)"
10-01-2023 17:39:19.759211,"(10.0, 17.0, 15.642857142857142)","(20.0, 38.0, 34.5)","(1.28, 1.56, 1.578857142857143)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 215.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 10.5, 9.68888888888889)","(6.0, 8.2, 8.163636363636362)","(71.0, 160.0, 136.9230769230769)"
10-01-2023 17:39:21.155160,"(10.0, 16.5, 15.545454545454545)","(21.0, 36.0, 32.4)","(1.28, 1.58, 1.5786538461538462)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 205.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 9.8, 10.344)","(6.0, 8.2, 7.927272727272728)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:22.482461,"(10.0, 17.0, 15.545454545454545)","(21.0, 38.0, 32.4)","(1.28, 1.58, 1.5792031872509962)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 205.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 10.5, 10.344)","(6.0, 8.0, 7.927272727272728)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:23.832035,"(10.0, 17.0, 15.545454545454545)","(21.0, 38.0, 32.4)","(1.28, 1.58, 1.5791379310344829)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 205.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 10.5, 10.218918918918918)","(6.0, 8.0, 7.927272727272728)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:25.184765,"(10.0, 17.0, 15.545454545454545)","(21.0, 38.0, 32.4)","(1.28, 1.58, 1.5791379310344829)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 205.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 10.5, 9.700000000000001)","(6.0, 8.0, 7.927272727272728)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:26.449732,"(10.0, 17.0, 15.545454545454545)","(21.0, 38.0, 32.4)","(1.3, 1.58, 1.5775609756097562)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 205.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 10.5, 9.700000000000001)","(5.5, 8.0, 7.958974358974359)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:27.659310,"(10.0, 17.0, 16.6)","(21.0, 38.0, 32.4)","(1.3, 1.58, 1.5603636363636364)","(91.0, 190.0, 172.3529411764706)","(101.0, 230.0, 205.0)","(41.0, 120.0, 109.33333333333333)","(8.0, 10.5, 9.700000000000001)","(5.5, 8.0, 7.961904761904762)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:28.929611,"(10.0, 17.0, 16.428571428571427)","(21.0, 38.0, 30.571428571428573)","(1.3, 1.58, 1.6053674121405752)","(91.0, 190.0, 171.25)","(101.0, 230.0, 215.0)","(41.0, 120.0, 107.27272727272727)","(8.0, 10.5, 9.36923076923077)","(5.5, 8.0, 7.699999999999999)","(71.0, 160.0, 140.0)"
10-01-2023 17:39:30.171371,"(10.0, 15.0, 14.958333333333334)","(21.0, 34.0, 30.571428571428573)","(1.3, 1.61, 1.594)","(91.0, 190.0, 171.25)","(101.0, 230.0, 205.0)","(41.0, 110.0, 110.76923076923077)","(8.0, 9.4, 10.153333333333332)","(5.5, 7.8, 7.952941176470588)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:31.332350,"(10.0, 17.0, 16.25925925925926)","(21.0, 38.0, 31.333333333333332)","(1.3, 1.57, 1.598)","(91.0, 190.0, 171.25)","(101.0, 230.0, 205.0)","(41.0, 120.0, 102.5)","(8.0, 10.5, 9.75)","(5.5, 8.0, 7.952941176470588)","(71.0, 160.0, 143.63636363636363)"
10-01-2023 17:39:32.542655,"(10.0, 17.0, 16.083333333333332)","(21.0, 38.0, 31.333333333333332)","(1.3, 1.61, 1.6115094339622642)","(91.0, 190.0, 170.0)","(101.0, 230.0, 207.27272727272728)","(41.0, 120.0, 93.75)","(8.0, 10.5, 9.333333333333334)","(5.5, 8.0, 7.786666666666666)","(71.0, 160.0, 140.0)"
10-01-2023 17:39:33.744588,"(10.0, 16.5, 15.166666666666666)","(21.0, 38.0, 32.0)","(1.3, 1.63, 1.6115094339622642)","(91.0, 190.0, 170.0)","(101.0, 230.0, 207.27272727272728)","(41.0, 120.0, 92.0)","(8.0, 9.4, 9.285714285714286)","(5.5, 7.8, 7.7625)","(71.0, 160.0, 140.0)"
10-01-2023 17:39:35.015753,"(10.0, 16.0, 15.045454545454545)","(21.0, 38.0, 32.375)","(1.3, 1.63, 1.5898516949152544)","(91.0, 190.0, 170.0)","(101.0, 230.0, 207.27272727272728)","(41.0, 120.0, 92.0)","(8.0, 9.4, 9.294117647058824)","(5.5, 7.8, 7.926315789473684)","(71.0, 160.0, 140.0)"
10-01-2023 17:39:36.220653,"(10.0, 16.0, 15.045454545454545)","(21.0, 38.0, 32.375)","(1.3, 1.61, 1.5924700460829493)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(41.0, 120.0, 92.0)","(8.0, 10.0, 9.294117647058824)","(5.5, 8.0, 7.926315789473684)","(71.0, 160.0, 206.36363636363637)"
10-01-2023 17:39:37.417857,"(10.0, 16.0, 15.045454545454545)","(21.0, 38.0, 32.375)","(1.3, 1.61, 1.5924700460829493)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(41.0, 120.0, 92.0)","(8.0, 10.0, 9.294117647058824)","(5.5, 8.0, 7.926315789473684)","(71.0, 230.0, 198.1818181818182)"
10-01-2023 17:39:38.723095,"(10.0, 16.0, 15.045454545454545)","(20.0, 38.0, 32.375)","(1.3, 1.61, 1.6091594827586209)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.714285714285714)","(5.5, 8.0, 7.883333333333333)","(71.0, 220.0, 198.1818181818182)"
10-01-2023 17:39:39.935969,"(10.0, 16.0, 14.6875)","(20.0, 38.0, 30.5)","(1.3, 1.61, 1.6090993071593533)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.796296296296296)","(5.5, 8.0, 7.676923076923077)","(71.0, 220.0, 202.85714285714286)"
10-01-2023 17:39:41.153111,"(10.0, 16.0, 14.6875)","(20.0, 38.0, 31.75)","(1.3, 1.65, 1.6182561307901908)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.5, 9.866666666666667)","(5.5, 8.0, 7.676923076923077)","(71.0, 220.0, 202.85714285714286)"
10-01-2023 17:39:42.390250,"(10.0, 16.0, 14.6875)","(20.0, 38.0, 30.0)","(1.3, 1.62, 1.6087719298245615)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.676923076923077)","(71.0, 220.0, 194.28571428571428)"
10-01-2023 17:39:43.584106,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 32.31818181818182)","(1.3, 1.62, 1.6087719298245615)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.676923076923077)","(71.0, 210.0, 185.71428571428572)"
10-01-2023 17:39:44.819370,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 32.31818181818182)","(1.3, 1.62, 1.6031578947368421)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.855172413793103)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:46.015311,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 32.31818181818182)","(1.3, 1.62, 1.5994117647058825)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.883333333333333)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:47.293295,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 33.10714285714286)","(1.3, 1.61, 1.5994117647058825)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.883333333333333)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:48.514373,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 33.10714285714286)","(1.3, 1.61, 1.5994117647058825)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.883333333333333)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:49.681598,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 33.10714285714286)","(1.3, 1.61, 1.5973684210526318)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.883333333333333)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:50.837316,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 33.10714285714286)","(1.3, 1.61, 1.5929411764705883)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.883333333333333)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:52.029236,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 31.764705882352942)","(1.3, 1.6, 1.5929411764705883)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 225.0)","(51.0, 120.0, 111.11111111111111)","(7.5, 10.0, 9.866666666666667)","(5.5, 8.0, 7.883333333333333)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:53.228990,"(10.0, 16.0, 14.6875)","(20.0, 36.0, 33.12)","(1.3, 1.6, 1.5929411764705883)","(91.0, 190.0, 182.85714285714286)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.0, 9.8)","(5.5, 8.0, 9.174647887323943)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:54.375607,"(10.0, 14.5, 14.2)","(20.0, 36.0, 33.05263157894737)","(1.3, 1.58, 1.5746666666666667)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.0, 9.8)","(5.5, 9.2, 8.600000000000001)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:55.592073,"(10.0, 16.0, 15.709090909090909)","(20.0, 36.0, 31.692307692307693)","(1.3, 1.58, 1.5779591836734694)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.0, 9.8)","(5.5, 8.8, 8.527272727272727)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:56.778026,"(10.0, 16.0, 15.709090909090909)","(20.0, 36.0, 30.90909090909091)","(1.3, 1.58, 1.57)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.0, 9.8)","(5.5, 8.8, 8.338461538461539)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:58.077544,"(10.0, 16.0, 15.74074074074074)","(20.0, 36.0, 30.90909090909091)","(1.3, 1.6, 1.5962500000000002)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.0, 9.8)","(5.5, 8.8, 8.309090909090909)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:39:59.384185,"(10.0, 15.5, 15.2)","(20.0, 36.0, 30.90909090909091)","(1.3, 1.6, 1.6055000000000001)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.0, 9.9375)","(5.5, 8.6, 8.218181818181819)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:40:00.695379,"(10.0, 13.5, 13.067857142857143)","(20.0, 36.0, 32.5)","(1.3, 1.61, 1.572)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 224.44444444444446)","(51.0, 120.0, 100.0)","(7.5, 10.5, 9.825)","(5.5, 8.6, 9.573684210526315)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:40:01.975024,"(10.0, 14.0, 13.0625)","(20.0, 36.0, 32.5)","(1.3, 1.58, 1.599043062200957)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 100.0)","(7.5, 10.5, 9.845454545454546)","(5.5, 9.6, 8.83076923076923)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:40:03.225206,"(10.0, 14.0, 12.909090909090908)","(20.0, 36.0, 32.5)","(1.3, 1.6, 1.5708695652173914)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(7.5, 10.5, 9.845454545454546)","(5.5, 9.2, 8.910344827586206)","(71.0, 200.0, 185.71428571428572)"
10-01-2023 17:40:04.424073,"(10.0, 14.0, 12.909090909090908)","(20.0, 36.0, 32.0)","(1.3, 1.61, 1.5708695652173914)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(7.5, 10.5, 9.845454545454546)","(5.5, 9.2, 8.872727272727273)","(71.0, 190.0, 177.14285714285714)"
10-01-2023 17:40:05.700454,"(10.0, 14.0, 12.909090909090908)","(20.0, 36.0, 32.0)","(1.3, 1.61, 1.598471615720524)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(8.0, 10.5, 9.845454545454546)","(5.5, 9.2, 9.0125)","(71.0, 190.0, 177.14285714285714)"
10-01-2023 17:40:07.029699,"(10.0, 14.0, 12.909090909090908)","(20.0, 36.0, 32.0)","(1.3, 1.6, 1.5933691756272401)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(8.0, 10.5, 9.845454545454546)","(5.5, 9.2, 8.723076923076922)","(71.0, 190.0, 168.57142857142856)"
10-01-2023 17:40:08.373223,"(10.0, 14.0, 13.696428571428571)","(20.0, 36.0, 32.0)","(1.3, 1.6, 1.5802666666666667)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(8.0, 10.5, 9.845454545454546)","(5.5, 9.0, 8.879999999999999)","(71.0, 180.0, 168.57142857142856)"
10-01-2023 17:40:09.602787,"(10.0, 14.0, 13.764705882352942)","(20.0, 36.0, 32.0)","(1.3, 1.6, 1.5842553191489364)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(8.0, 10.5, 9.845454545454546)","(5.5, 9.0, 8.55)","(71.0, 180.0, 168.57142857142856)"
10-01-2023 17:40:10.749714,"(10.0, 14.0, 13.764705882352942)","(20.0, 36.0, 32.0)","(1.3, 1.59, 1.5842553191489364)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(8.0, 10.5, 9.845454545454546)","(5.5, 9.0, 8.9)","(71.0, 180.0, 168.57142857142856)"
10-01-2023 17:40:11.870299,"(10.0, 14.0, 13.764705882352942)","(20.0, 36.0, 32.0)","(1.3, 1.59, 1.580357142857143)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 100.0)","(8.0, 10.5, 9.777777777777779)","(5.5, 9.0, 8.374193548387096)","(71.0, 180.0, 168.57142857142856)"
10-01-2023 17:40:13.004594,"(10.0, 14.0, 13.755102040816327)","(20.0, 36.0, 31.692307692307693)","(1.3, 1.62, 1.619135802469136)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 100.0)","(8.0, 10.0, 9.411764705882353)","(5.5, 8.6, 8.32)","(71.0, 180.0, 168.57142857142856)"
10-01-2023 17:40:14.165747,"(10.0, 14.0, 13.755102040816327)","(20.0, 36.0, 31.692307692307693)","(1.3, 1.62, 1.6188709677419355)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 221.66666666666669)","(51.0, 120.0, 102.5)","(8.0, 10.0, 9.5)","(5.5, 8.6, 8.529411764705882)","(71.0, 180.0, 168.57142857142856)"
10-01-2023 17:40:15.304427,"(10.0, 14.0, 13.755102040816327)","(20.0, 36.0, 29.7)","(1.3, 1.62, 1.6301587301587301)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 220.0)","(51.0, 120.0, 102.5)","(8.0, 10.0, 9.714285714285715)","(5.5, 8.6, 8.47857142857143)","(71.0, 180.0, 167.69230769230768)"
10-01-2023 17:40:16.440344,"(10.0, 14.0, 13.727272727272727)","(20.0, 36.0, 32.0)","(1.3, 1.65, 1.571434034416826)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 220.0)","(51.0, 120.0, 102.5)","(8.0, 9.8, 9.371428571428572)","(5.5, 8.8, 8.65263157894737)","(71.0, 180.0, 210.0)"
10-01-2023 17:40:17.624165,"(10.0, 14.0, 13.46376811594203)","(20.0, 36.0, 32.0)","(1.3, 1.6, 1.571434034416826)","(91.0, 190.0, 182.30769230769232)","(101.0, 230.0, 220.0)","(51.0, 120.0, 102.5)","(8.0, 9.8, 9.457142857142857)","(5.5, 8.8, 8.379999999999999)","(71.0, 230.0, 201.53846153846155)"
10-01-2023 17:40:18.812467,"(10.0, 14.0, 13.46376811594203)","(20.0, 36.0, 32.0)","(1.3, 1.6, 1.6666528354080221)","(91.0, 190.0, 177.5)","(101.0, 230.0, 205.0)","(51.0, 120.0, 90.0)","(8.0, 9.8, 8.392)","(5.5, 8.8, 8.208)","(71.0, 220.0, 185.71428571428572)"
10-01-2023 17:40:19.946371,"(10.0, 13.0, 12.666666666666666)","(20.0, 32.0, 28.25)","(1.3, 1.68, 1.6792399999999998)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(8.0, 8.6, 8.68)","(5.5, 8.4, 8.6875)","(71.0, 220.0, 185.71428571428572)"
10-01-2023 17:40:21.085025,"(10.0, 13.0, 12.727272727272727)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.67, 1.6236363636363638)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(8.0, 9.0, 8.559999999999999)","(5.5, 8.8, 8.74)","(71.0, 220.0, 185.71428571428572)"
10-01-2023 17:40:22.214116,"(10.0, 13.0, 12.727272727272727)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.67, 1.6236363636363638)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.4, 8.7)","(5.5, 8.8, 9.485714285714286)","(71.0, 220.0, 185.71428571428572)"
10-01-2023 17:40:23.354115,"(10.0, 13.0, 12.727272727272727)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.64, 1.6258333333333332)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.2, 8.8)","(5.5, 9.6, 9.485714285714286)","(71.0, 220.0, 185.71428571428572)"
10-01-2023 17:40:24.496856,"(10.0, 13.0, 12.785714285714286)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.64, 1.6232394366197183)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.4, 8.836363636363636)","(5.5, 9.6, 9.485714285714286)","(71.0, 220.0, 185.71428571428572)"
10-01-2023 17:40:25.614141,"(10.0, 13.0, 12.625)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.64, 1.6157142857142857)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.2, 8.5)","(5.5, 9.6, 9.485714285714286)","(71.0, 220.0, 198.1818181818182)"
10-01-2023 17:40:27.026420,"(10.0, 13.0, 12.625)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.64, 1.6254954954954954)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.2, 9.167123287671233)","(5.5, 9.6, 9.485714285714286)","(71.0, 220.0, 190.0)"
10-01-2023 17:40:28.245646,"(10.0, 13.0, 12.625)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.63, 1.6254954954954954)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.2, 9.170731707317072)","(5.5, 9.6, 9.56)","(71.0, 210.0, 190.0)"
10-01-2023 17:40:29.313370,"(10.0, 13.0, 12.934782608695652)","(20.0, 34.0, 27.77777777777778)","(1.3, 1.63, 1.6086096256684492)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 90.0)","(7.5, 9.2, 8.964285714285714)","(5.5, 9.6, 9.258823529411766)","(71.0, 210.0, 181.8181818181818)"
10-01-2023 17:40:30.408819,"(10.0, 14.0, 13.52112676056338)","(20.0, 34.0, 27.636363636363637)","(1.3, 1.61, 1.6005084745762712)","(91.0, 190.0, 177.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 96.66666666666667)","(7.5, 9.0, 8.776190476190477)","(5.5, 9.4, 9.323809523809524)","(71.0, 200.0, 181.8181818181818)"
10-01-2023 17:40:31.491771,"(10.0, 14.0, 13.791666666666666)","(20.0, 32.0, 29.5)","(1.3, 1.61, 1.5948062015503877)","(91.0, 190.0, 207.5)","(101.0, 230.0, 225.71428571428572)","(51.0, 120.0, 113.63636363636363)","(7.5, 8.8, 8.587951807228915)","(5.5, 9.4, 9.152941176470588)","(71.0, 200.0, 190.0)"
10-01-2023 17:40:32.602744,"(10.0, 14.5, 14.46039603960396)","(20.0, 29.0, 28.0)","(1.3, 1.6, 1.5928431372549021)","(91.0, 230.0, 188.0)","(101.0, 230.0, 210.0)","(51.0, 120.0, 113.63636363636363)","(7.5, 8.6, 8.587951807228915)","(5.5, 9.2, 9.152941176470588)","(71.0, 210.0, 159.23076923076923)"
10-01-2023 17:40:33.729395,"(10.0, 14.5, 14.469696969696969)","(20.0, 29.0, 27.7)","(1.3, 1.6, 1.5876271186440678)","(91.0, 220.0, 176.66666666666666)","(101.0, 230.0, 208.57142857142856)","(51.0, 120.0, 116.11111111111111)","(7.5, 8.6, 9.18)","(5.5, 9.2, 9.044444444444444)","(71.0, 210.0, 166.66666666666669)"
