,Zipping Yvette,Icarus Bale,Jimmy Bale,Jazz Party,Red Fire Bay,My Name,Lightning Rocket,Tenement Hall
10,"[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 22, 911110), 3.1, 4.9]"
11,"[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 86731), 3.1, 4.9]"
12,"[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 247381), 3.1, 4.9]"
13,"[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 374574), 3.1, 4.9]"
14,"[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 27, 507724), 3.1, 4.9]"
15,"[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 642037), 3.1, 4.9]"
16,"[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 798185), 3.1, 4.9]"
17,"[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 955086), 3.1, 4.9]"
18,"[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 32, 136723), 3.1, 4.9]"
19,"[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 374870), 3.1, 4.9]"
20,"[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 530730), 3.1, 4.9]"
21,"[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 663259), 3.1, 4.9]"
22,"[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 808003), 3.1, 4.9]"
23,"[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 966548), 3.1, 4.9]"
24,"[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 154651), 3.1, 4.9]"
25,"[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 314126), 3.1, 4.9]"
26,"[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 449959), 3.1, 4.9]"
27,"[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 603223), 3.1, 4.9]"
28,"[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 765109), 3.1, 4.9]"
29,"[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 913716), 3.1, 4.9]"
30,"[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 46, 50827), 3.1, 4.9]"
31,"[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 228606), 3.1, 4.9]"
32,"[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 434556), 3.1, 4.9]"
33,"[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 613708), 3.1, 4.9]"
34,"[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 778808), 3.1, 4.9]"
35,"[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 990895), 3.1, 4.9]"
36,"[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 152437), 3.1, 4.9]"
37,"[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 332551), 3.1, 4.9]"
38,"[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 533252), 3.1, 4.9]"
39,"[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 5.0, 7.8]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 26.0, 100.0]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 8.0, 14.5]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 708042), 3.1, 4.9]"
