,Precious Boy,Debs Baby,Spot Of Rum,Magnum Key Eye,Mac Fly,Mexican Mavis,Twin Turbo
09-01-2023 18:05:44.803420,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:45.872039,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:46.838008,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:47.837286,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:48.837867,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 166.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:49.866274,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:50.899446,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:51.936509,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:52.982902,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:53.953995,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:54.998454,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:56.037582,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:57.107672,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:58.211016,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:05:59.292926,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:00.354338,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:01.338093,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:02.269342,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:03.437752,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:04.589289,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:05.772184,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:07.109605,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:08.203821,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:09.439769,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:10.510316,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:11.599339,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:12.718553,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:13.720147,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:14.676395,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:15.718742,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:16.810504,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:17.929193,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:19.079995,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:20.243232,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:21.362660,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:22.509156,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:23.596141,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 262.30769230769226)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:24.683093,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 262.30769230769226)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:25.680785,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 262.30769230769226)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:26.621709,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 262.30769230769226)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:27.626215,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 262.30769230769226)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:28.697519,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:29.839636,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:30.933485,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:31.988184,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:33.039286,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:34.144254,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:35.233792,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:36.276188,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:37.241368,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:38.200200,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:39.180894,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:40.192590,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:41.282180,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:42.360140,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:43.388663,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:44.450542,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:45.443203,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:46.403135,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:47.335622,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 85.21428571428571)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:48.338155,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 135.14285714285714)","(61.0, 570.0, 320.0)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:49.376355,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 320.0)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:50.428500,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 320.0)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:51.484506,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 320.0)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:52.497393,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 320.0)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:53.565513,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:54.610025,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:55.681110,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:56.697610,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:57.680024,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:58.571900,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:06:59.582666,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:07:00.631432,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:07:01.716741,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:07:02.814955,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.4552)"
09-01-2023 18:07:03.954064,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 108.5)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:05.035995,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 174.0)","(61.0, 570.0, 149.16666666666669)","(10.0, 24.0, 19.625)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:06.101317,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:07.147091,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:08.117883,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:09.138558,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:10.200047,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:11.297352,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:12.451962,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:13.582399,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:14.712696,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.7070588235294117)"
09-01-2023 18:07:15.840977,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.9334545454545453)"
09-01-2023 18:07:17.163608,"(3.6, 5.5, 3.88125)","(41.0, 310.0, 118.0)","(61.0, 570.0, 121.11111111111111)","(10.0, 24.0, 15.0)","(2.4, 4.0, 2.7225)","(26.0, 190.0, 74.94117647058823)","(2.35, 3.3, 2.5512)"
