,My Best Buddy,No Plans,Alaska Black,Woodside Bella,Banana Girl,Fancy Nancy
04-01-2023 11:25:38.710750,"(1.55, 2.2, 2.115)","(10.0, 21.0, 15.75)","(3.7, 5.1, 4.488888888888889)","(10.0, 21.0, 16.0)","(8.5, 14.5, 9.416666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:39.638971,"(1.55, 2.2, 2.115)","(10.0, 21.0, 15.75)","(3.7, 5.1, 4.488888888888889)","(10.0, 21.0, 16.0)","(8.5, 14.5, 9.416666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:40.515130,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.75)","(3.7, 5.1, 4.488888888888889)","(10.0, 21.0, 16.0)","(8.5, 14.5, 9.416666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:41.430610,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.75)","(3.7, 5.1, 4.488888888888889)","(10.0, 21.0, 16.0)","(8.5, 14.5, 9.416666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:42.406333,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.75)","(3.7, 5.1, 4.488888888888889)","(10.0, 21.0, 16.0)","(8.5, 14.5, 9.333333333333334)","(31.0, 85.0, 40.2)"
04-01-2023 11:25:43.373515,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.75)","(3.7, 5.5, 4.75)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:44.431540,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.75)","(3.7, 5.2, 4.533333333333333)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:45.348913,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.533333333333333)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:46.278406,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.533333333333333)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:47.210248,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.533333333333333)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:48.116448,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.533333333333333)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:49.102221,"(1.55, 2.2, 2.1183333333333336)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.533333333333333)","(10.0, 21.0, 16.0)","(8.5, 14.0, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:49.966463,"(1.55, 2.2, 1.9300000000000002)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.6, 5.066666666666666)","(10.0, 21.0, 16.0)","(8.5, 15.0, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:50.905156,"(1.55, 2.2, 2.0700000000000003)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.3, 4.5777777777777775)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:51.940000,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.3, 4.5777777777777775)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:52.960439,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.3, 4.5777777777777775)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:53.906362,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.3, 4.5777777777777775)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:54.966092,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.3, 4.5777777777777775)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:55.895793,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.3, 4.5777777777777775)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:56.826374,"(1.55, 2.2, 2.075)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.6, 4.96)","(10.0, 21.0, 16.0)","(8.5, 15.0, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:57.688150,"(1.55, 2.2, 2.1233333333333335)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.6, 4.4799999999999995)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:58.645503,"(1.55, 2.2, 2.1233333333333335)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.6, 4.4799999999999995)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:25:59.587711,"(1.55, 2.2, 2.1233333333333335)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.642857142857142)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:00.500926,"(1.55, 2.2, 2.1233333333333335)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.642857142857142)","(10.0, 21.0, 16.0)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:01.469719,"(1.55, 2.2, 1.9490909090909092)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.74)","(10.0, 21.0, 18.857142857142858)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:02.412334,"(1.55, 2.2, 1.9490909090909092)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.575)","(10.0, 21.0, 18.857142857142858)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:03.381965,"(1.55, 2.2, 1.9490909090909092)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.575)","(10.0, 21.0, 18.2)","(8.5, 13.0, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:04.293478,"(1.55, 2.18, 1.7320000000000002)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.575)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:05.170293,"(1.55, 2.18, 1.9100000000000001)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.219230769230769)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:06.084600,"(1.55, 2.18, 1.9100000000000001)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.219230769230769)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:07.063096,"(1.55, 2.18, 1.9100000000000001)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.219230769230769)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:08.115868,"(1.55, 1.87, 1.7057142857142857)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.15)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:09.142681,"(1.55, 1.87, 1.7007692307692308)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.15)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:10.138556,"(1.55, 1.87, 1.7007692307692308)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.4714285714285715)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:11.006232,"(1.55, 1.87, 1.7007692307692308)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.5, 4.4714285714285715)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.72)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:11.863933,"(1.55, 1.87, 1.7366666666666666)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.2625)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:12.931639,"(1.55, 1.87, 1.7366666666666666)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.394444444444445)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:13.948717,"(1.55, 1.87, 1.7366666666666666)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.394444444444445)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:14.910673,"(1.55, 1.87, 1.7238461538461538)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.394444444444445)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:15.797566,"(1.55, 1.87, 1.7238461538461538)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.325)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:16.636576,"(1.55, 1.87, 1.7238461538461538)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.325)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:17.526455,"(1.55, 1.87, 1.7238461538461538)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.2, 4.472727272727273)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.06)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:18.430872,"(1.55, 1.87, 1.7566666666666666)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.6, 4.523076923076923)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:19.395975,"(1.55, 1.87, 1.7566666666666666)","(10.0, 21.0, 15.346153846153847)","(3.7, 5.6, 4.27)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:20.368612,"(1.55, 1.87, 1.7566666666666666)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.6, 4.523076923076923)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:21.370132,"(1.55, 1.87, 1.7566666666666666)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.6, 4.523076923076923)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:22.312475,"(1.55, 1.87, 1.7566666666666666)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.6, 4.359090909090909)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:23.182423,"(1.55, 1.87, 1.7566666666666666)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.6, 4.27)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:24.056499,"(1.55, 1.87, 1.7566666666666666)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.6, 4.27)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.0, 9.166666666666668)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:24.979028,"(1.55, 1.87, 1.6518181818181816)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.6, 4.84)","(10.0, 21.0, 16.666666666666668)","(8.5, 15.0, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:25.963106,"(1.55, 1.87, 1.73)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.4, 4.483333333333333)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:26.967153,"(1.55, 1.91, 1.7253846153846153)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.4, 4.483333333333333)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:27.864035,"(1.55, 1.91, 1.7253846153846153)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.4, 4.483333333333333)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:28.728495,"(1.55, 1.91, 1.7253846153846153)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.4, 4.4)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 44.27272727272727)"
04-01-2023 11:26:29.681577,"(1.55, 1.91, 1.7253846153846153)","(10.0, 20.0, 15.681818181818182)","(3.7, 5.4, 4.4)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:30.704247,"(1.55, 1.91, 1.7253846153846153)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.4, 4.30625)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:31.764129,"(1.55, 1.91, 1.7253846153846153)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.4, 4.234999999999999)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:32.878941,"(1.55, 1.91, 1.7566666666666666)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.305)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:33.970299,"(1.55, 1.91, 1.7407692307692306)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.305)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:34.942473,"(1.55, 1.91, 1.7407692307692306)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.305)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:35.908515,"(1.55, 1.91, 1.7407692307692306)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.305)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:36.789428,"(1.55, 1.91, 1.7407692307692306)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.234999999999999)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:37.725405,"(1.55, 1.91, 1.7407692307692306)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.390909090909091)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.333333333333334)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:38.623714,"(1.55, 1.91, 1.7407692307692306)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.6, 4.390909090909091)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:39.659705,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.366666666666667)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:40.676182,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.366666666666667)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:41.650492,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.366666666666667)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:42.477486,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.366666666666667)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:43.370051,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.29375)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:44.409063,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.29375)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.25)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:45.430104,"(1.55, 1.91, 1.7833333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.2, 4.23125)","(10.0, 21.0, 16.666666666666668)","(8.5, 13.5, 9.416666666666668)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:46.449706,"(1.55, 1.91, 1.7433333333333332)","(10.0, 20.0, 12.083333333333334)","(3.7, 5.4, 4.726923076923077)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.5, 9.8)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:47.393721,"(1.55, 1.91, 1.7433333333333332)","(10.0, 20.0, 14.722222222222221)","(3.7, 5.4, 3.9833333333333334)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.8)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:48.549008,"(1.55, 1.91, 1.7433333333333332)","(10.0, 20.0, 12.083333333333334)","(3.8, 5.4, 3.9833333333333334)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.8)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:49.713980,"(1.55, 1.91, 1.7433333333333332)","(10.0, 20.0, 12.5)","(3.8, 5.4, 3.9833333333333334)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.8)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:50.819900,"(1.55, 1.91, 1.7433333333333332)","(10.0, 20.0, 12.5)","(3.8, 5.4, 3.9833333333333334)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.8)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:51.994130,"(1.55, 1.91, 1.8766666666666667)","(10.0, 20.0, 12.5)","(3.8, 5.4, 4.125)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 9.8)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:53.115209,"(1.55, 1.91, 1.8766666666666667)","(10.0, 20.0, 12.5)","(3.8, 5.7, 4.2)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 11.975)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:54.263276,"(1.55, 1.91, 1.83)","(10.0, 20.0, 12.5)","(3.8, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 11.975)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:55.351756,"(1.55, 1.91, 1.83)","(10.0, 20.0, 12.5)","(3.8, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 11.975)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:56.411615,"(1.55, 1.91, 1.8766666666666667)","(10.0, 20.0, 12.5)","(3.8, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 11.975)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:57.443534,"(1.55, 1.91, 1.8766666666666667)","(10.0, 20.0, 12.5)","(3.9, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 11.975)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:58.388950,"(1.55, 1.91, 1.8766666666666667)","(10.0, 20.0, 12.5)","(3.9, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 11.975)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:26:59.396947,"(1.55, 1.91, 1.8766666666666667)","(10.0, 20.0, 12.5)","(3.9, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 12.2)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:27:00.366232,"(1.55, 1.91, 1.8366666666666667)","(10.0, 20.0, 12.5)","(3.9, 5.5, 4.0)","(10.0, 21.0, 16.666666666666668)","(8.5, 14.0, 12.2)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:27:01.388132,"(1.55, 1.79, 1.6877777777777778)","(10.0, 20.0, 12.5)","(3.9, 5.5, 4.583333333333333)","(10.0, 21.0, 17.0)","(8.5, 14.0, 12.2)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:27:02.440865,"(1.55, 1.79, 1.6749999999999998)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.583333333333333)","(10.0, 22.0, 17.0)","(8.5, 14.0, 12.2)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:27:03.506980,"(1.55, 1.79, 1.6654166666666665)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.5)","(10.0, 22.0, 17.0)","(8.5, 14.0, 12.2)","(31.0, 85.0, 36.111111111111114)"
04-01-2023 11:27:04.438787,"(1.55, 1.8, 1.6658333333333333)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.5)","(10.0, 22.0, 17.0)","(8.5, 14.0, 11.6)","(31.0, 85.0, 46.66666666666667)"
04-01-2023 11:27:05.486710,"(1.55, 1.8, 1.7014285714285713)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.5)","(10.0, 22.0, 17.0)","(8.5, 14.0, 11.6)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:06.500445,"(1.55, 1.81, 1.7883333333333333)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.214285714285714)","(10.0, 22.0, 16.2)","(8.5, 14.0, 11.3)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:07.698318,"(1.55, 1.83, 1.8050000000000002)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 23.0, 16.2)","(8.5, 14.0, 11.3)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:08.916780,"(1.55, 1.83, 1.8050000000000002)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 23.0, 16.2)","(8.5, 14.0, 10.875)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:09.960226,"(1.55, 1.83, 1.8144444444444445)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 23.0, 16.2)","(8.5, 14.0, 10.875)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:10.915064,"(1.55, 1.83, 1.8144444444444445)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 23.0, 16.2)","(8.5, 14.0, 9.666666666666668)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:11.775868,"(1.55, 1.83, 1.8144444444444445)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 22.0, 16.0)","(8.5, 14.0, 9.666666666666668)","(31.0, 80.0, 42.5)"
04-01-2023 11:27:12.757893,"(1.55, 1.83, 1.8116666666666668)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 9.666666666666668)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:13.749471,"(1.55, 1.83, 1.74)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.6, 4.627777777777777)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 9.666666666666668)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:14.741247,"(1.55, 1.83, 1.74)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.583333333333333)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 12.266666666666667)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:15.808791,"(1.55, 1.83, 1.74)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.125)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 12.266666666666667)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:16.861723,"(1.55, 1.69, 1.6509756097560975)","(10.0, 20.0, 16.53846153846154)","(3.9, 5.5, 4.583333333333334)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 12.266666666666667)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:17.893711,"(1.55, 1.69, 1.672222222222222)","(10.0, 21.0, 17.153846153846153)","(3.9, 5.5, 4.583333333333334)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 12.266666666666667)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:18.858767,"(1.55, 1.69, 1.6737037037037037)","(10.0, 21.0, 17.153846153846153)","(3.9, 5.5, 4.583333333333334)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 12.266666666666667)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:19.773742,"(1.55, 1.69, 1.6708695652173913)","(10.0, 21.0, 17.153846153846153)","(3.9, 5.5, 4.583333333333334)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 11.4)","(31.0, 80.0, 46.66666666666667)"
04-01-2023 11:27:20.714189,"(1.55, 1.69, 1.6708695652173913)","(10.0, 21.0, 17.153846153846153)","(3.9, 5.7, 4.833333333333334)","(10.0, 22.0, 15.571428571428571)","(8.5, 14.0, 12.076923076923077)","(31.0, 80.0, 46.66666666666667)"
