,So Noble,Dovis Day,Eye Pee Oh Ready,Peggie Boom,Wicked Chance,Mishani Jewel,Bit Of Fun,Marshy,Mishani Platinum,Torque Is Savvy
06-01-2023 14:06:44.923664,"(4.8, 5.1, 5.085714285714285)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.73, 1.7154545454545453)","(7.5, 11.0, 10.625)","(19.0, 50.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 376.3157894736842)","(31.0, 130.0, 105.0)","(101.0, 360.0, 328.0)"
06-01-2023 14:06:46.499322,"(4.8, 5.2, 5.085714285714285)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.72, 1.710625)","(7.5, 11.0, 10.777777777777779)","(19.0, 50.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 376.3157894736842)","(31.0, 130.0, 105.0)","(101.0, 360.0, 344.0)"
06-01-2023 14:06:48.030310,"(4.8, 5.2, 5.071428571428571)","(20.0, 38.0, 37.04545454545455)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.72, 1.710625)","(7.5, 11.0, 11.147058823529411)","(19.0, 50.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 366.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:49.475520,"(4.8, 5.1, 5.071428571428571)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.72, 1.7057142857142857)","(7.5, 11.5, 11.078947368421053)","(19.0, 50.0, 45.0)","(101.0, 270.0, 234.0)","(101.0, 390.0, 366.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:50.939105,"(4.8, 5.1, 5.071428571428571)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.72, 1.7057142857142857)","(7.5, 11.5, 11.078947368421053)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 366.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:52.636116,"(4.8, 5.1, 5.071428571428571)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.72, 1.6928378378378377)","(7.5, 11.5, 11.0)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 366.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:54.301791,"(4.8, 5.2, 5.158064516129032)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.7, 1.7016666666666667)","(7.5, 11.5, 11.115384615384615)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 366.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:56.055891,"(4.8, 5.2, 5.158064516129032)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.71, 1.6991304347826086)","(7.5, 11.5, 11.115384615384615)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 366.0)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:57.678263,"(4.8, 5.2, 5.145833333333333)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.208333333333332)","(1.55, 1.7, 1.6908823529411765)","(7.5, 11.5, 11.115384615384615)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 368.1818181818182)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:06:59.411539,"(4.8, 5.2, 4.9180451127819556)","(20.0, 38.0, 37.21052631578947)","(10.0, 17.5, 17.21276595744681)","(1.55, 1.7, 1.690396475770925)","(7.5, 11.5, 11.083333333333334)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 368.1818181818182)","(31.0, 130.0, 105.0)","(101.0, 380.0, 344.0)"
06-01-2023 14:07:01.132655,"(4.8, 5.0, 4.917307692307693)","(20.0, 38.0, 37.24324324324324)","(10.0, 17.5, 17.217391304347824)","(1.55, 1.7, 1.6822535211267604)","(7.5, 11.5, 11.470588235294118)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 368.1818181818182)","(31.0, 130.0, 86.66666666666667)","(101.0, 380.0, 363.0)"
06-01-2023 14:07:02.889522,"(4.8, 5.0, 4.913833992094862)","(20.0, 38.0, 37.24324324324324)","(10.0, 17.5, 17.22340425531915)","(1.55, 1.7, 1.6869999999999998)","(7.5, 11.5, 11.4375)","(19.0, 50.0, 45.714285714285715)","(101.0, 270.0, 234.0)","(101.0, 390.0, 368.1818181818182)","(31.0, 140.0, 86.66666666666667)","(101.0, 380.0, 364.54545454545456)"
06-01-2023 14:07:04.867483,"(4.8, 5.0, 4.9232000000000005)","(20.0, 38.0, 37.39393939393939)","(10.0, 17.5, 17.16417910447761)","(1.55, 1.68, 1.6726106870229007)","(7.5, 12.0, 11.85483870967742)","(19.0, 50.0, 46.666666666666664)","(101.0, 270.0, 234.0)","(101.0, 390.0, 378.0)","(31.0, 140.0, 105.0)","(101.0, 400.0, 382.72727272727275)"
06-01-2023 14:07:06.773698,"(4.8, 5.0, 4.920712694877506)","(20.0, 38.0, 36.793103448275865)","(10.0, 17.5, 17.642857142857142)","(1.55, 1.68, 1.673528591352859)","(7.5, 12.0, 11.179611650485437)","(19.0, 50.0, 57.77777777777778)","(101.0, 270.0, 234.0)","(101.0, 390.0, 387.0)","(31.0, 140.0, 127.5)","(101.0, 400.0, 382.72727272727275)"
06-01-2023 14:07:08.323004,"(4.8, 5.0, 4.913350125944585)","(20.0, 38.0, 37.0)","(10.0, 18.0, 18.13888888888889)","(1.55, 1.68, 1.6626415094339622)","(7.5, 11.5, 11.067567567567568)","(19.0, 60.0, 55.88235294117647)","(101.0, 270.0, 234.0)","(101.0, 400.0, 387.0)","(31.0, 140.0, 138.0)","(101.0, 400.0, 382.72727272727275)"
06-01-2023 14:07:09.858340,"(4.8, 5.0, 4.915634218289086)","(20.0, 38.0, 37.04761904761905)","(10.0, 18.5, 18.192307692307693)","(1.55, 1.67, 1.6604347826086956)","(7.5, 11.5, 11.055555555555555)","(19.0, 70.0, 56.0)","(101.0, 270.0, 246.0)","(101.0, 400.0, 340.0)","(31.0, 150.0, 138.0)","(101.0, 400.0, 384.1666666666667)"
06-01-2023 14:07:11.351128,"(4.8, 5.0, 5.029629629629629)","(20.0, 38.0, 37.42857142857143)","(10.0, 18.5, 17.727272727272727)","(1.55, 1.67, 1.6552803738317756)","(7.5, 11.5, 11.047872340425531)","(19.0, 70.0, 57.142857142857146)","(101.0, 270.0, 250.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 141.42857142857144)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:12.855192,"(4.8, 5.1, 5.029629629629629)","(20.0, 38.0, 39.23809523809524)","(10.0, 18.0, 17.416666666666668)","(1.55, 1.67, 1.6484098939929328)","(7.5, 11.5, 11.066326530612244)","(19.0, 70.0, 56.111111111111114)","(101.0, 270.0, 250.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 142.0)","(101.0, 400.0, 357.5)"
06-01-2023 14:07:14.466011,"(4.8, 5.2, 5.242028985507246)","(20.0, 40.0, 41.285714285714285)","(10.0, 17.5, 17.305555555555557)","(1.55, 1.65, 1.6633689839572192)","(7.5, 11.5, 10.666666666666666)","(19.0, 65.0, 53.0)","(101.0, 270.0, 255.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 141.42857142857144)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:15.989959,"(4.8, 5.3, 5.14)","(20.0, 42.0, 41.833333333333336)","(10.0, 17.5, 16.666666666666668)","(1.55, 1.67, 1.6686315789473682)","(7.5, 11.5, 10.720183486238533)","(19.0, 65.0, 53.0)","(101.0, 270.0, 256.6666666666667)","(101.0, 400.0, 360.0)","(31.0, 150.0, 141.42857142857144)","(101.0, 400.0, 378.75)"
06-01-2023 14:07:17.845585,"(4.6, 5.3, 5.118181818181818)","(20.0, 42.0, 41.333333333333336)","(10.0, 17.0, 16.058139534883722)","(1.55, 1.68, 1.6744615384615384)","(7.5, 11.5, 10.75)","(19.0, 65.0, 52.72222222222222)","(101.0, 270.0, 261.42857142857144)","(101.0, 400.0, 360.0)","(31.0, 150.0, 142.0)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:19.414040,"(4.6, 5.3, 5.118181818181818)","(20.0, 42.0, 41.333333333333336)","(10.0, 16.5, 15.709677419354838)","(1.55, 1.68, 1.6830303030303029)","(7.5, 11.0, 10.75)","(19.0, 65.0, 52.72222222222222)","(101.0, 270.0, 258.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 142.0)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:21.178870,"(4.6, 5.2, 5.1410526315789475)","(20.0, 42.0, 41.23076923076923)","(10.0, 16.0, 15.703125)","(1.55, 1.69, 1.694102564102564)","(7.5, 11.0, 10.416666666666666)","(19.0, 65.0, 52.72222222222222)","(101.0, 270.0, 258.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 142.0)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:22.824935,"(4.6, 5.2, 5.1410526315789475)","(20.0, 42.0, 40.30769230769231)","(10.0, 16.0, 15.526315789473685)","(1.55, 1.7, 1.7069999999999999)","(7.5, 10.5, 10.125)","(19.0, 65.0, 50.42857142857143)","(101.0, 270.0, 261.42857142857144)","(101.0, 400.0, 360.0)","(31.0, 150.0, 142.0)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:24.565245,"(4.6, 5.2, 5.135632183908046)","(20.0, 42.0, 40.212765957446805)","(10.0, 16.0, 15.5)","(1.55, 1.71, 1.705)","(7.5, 10.5, 10.04054054054054)","(19.0, 65.0, 50.42857142857143)","(101.0, 270.0, 261.42857142857144)","(101.0, 400.0, 360.0)","(31.0, 150.0, 142.0)","(101.0, 400.0, 343.3333333333333)"
06-01-2023 14:07:26.153038,"(4.6, 5.2, 5.069767441860465)","(20.0, 42.0, 40.5)","(10.0, 16.0, 15.41304347826087)","(1.55, 1.72, 1.6869642857142857)","(7.5, 10.5, 10.561946902654867)","(19.0, 65.0, 52.142857142857146)","(101.0, 270.0, 261.42857142857144)","(101.0, 400.0, 360.0)","(31.0, 150.0, 140.0)","(101.0, 400.0, 320.0)"
06-01-2023 14:07:27.622596,"(4.6, 5.2, 5.069767441860465)","(20.0, 42.0, 40.5)","(10.0, 16.0, 15.470588235294118)","(1.55, 1.7, 1.6901388888888889)","(7.5, 11.5, 10.566037735849056)","(19.0, 65.0, 52.142857142857146)","(101.0, 270.0, 261.42857142857144)","(101.0, 400.0, 360.0)","(31.0, 150.0, 140.0)","(101.0, 400.0, 320.0)"
06-01-2023 14:07:29.208410,"(4.6, 5.2, 5.019354838709678)","(20.0, 42.0, 40.55172413793103)","(10.0, 16.0, 15.372093023255815)","(1.55, 1.7, 1.6901388888888889)","(7.5, 11.5, 10.895348837209303)","(19.0, 65.0, 52.142857142857146)","(101.0, 270.0, 263.3333333333333)","(101.0, 400.0, 360.0)","(31.0, 150.0, 130.0)","(101.0, 400.0, 325.0)"
06-01-2023 14:07:30.744007,"(4.6, 5.2, 5.019354838709678)","(20.0, 42.0, 40.55172413793103)","(10.0, 16.0, 15.607142857142858)","(1.55, 1.7, 1.6841935483870967)","(7.5, 11.5, 10.946808510638299)","(19.0, 65.0, 52.142857142857146)","(101.0, 270.0, 378.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 130.0)","(101.0, 400.0, 325.0)"
06-01-2023 14:07:32.490075,"(4.6, 5.2, 5.0125)","(20.0, 42.0, 41.53846153846154)","(10.0, 16.5, 15.928571428571429)","(1.55, 1.69, 1.6841379310344826)","(7.5, 11.5, 10.85)","(19.0, 65.0, 52.142857142857146)","(101.0, 410.0, 378.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 130.0)","(101.0, 400.0, 325.0)"
06-01-2023 14:07:34.380527,"(4.6, 5.1, 5.048936170212766)","(20.0, 42.0, 41.724137931034484)","(10.0, 16.0, 15.928571428571429)","(1.55, 1.7, 1.6881818181818182)","(7.5, 11.5, 10.841772151898734)","(19.0, 65.0, 52.83783783783784)","(101.0, 410.0, 378.0)","(101.0, 400.0, 360.0)","(31.0, 150.0, 130.0)","(101.0, 400.0, 325.0)"
06-01-2023 14:07:35.907832,"(4.6, 5.1, 5.048936170212766)","(20.0, 42.0, 41.916666666666664)","(10.0, 16.0, 15.658730158730158)","(1.55, 1.7, 1.6890140845070423)","(7.5, 11.5, 11.027272727272727)","(19.0, 65.0, 52.83783783783784)","(101.0, 410.0, 383.33333333333337)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 350.0)"
06-01-2023 14:07:37.458470,"(4.6, 5.1, 5.007142857142857)","(20.0, 42.0, 43.42857142857143)","(10.0, 16.5, 15.753521126760564)","(1.55, 1.7, 1.6838461538461538)","(7.5, 11.5, 11.028846153846153)","(19.0, 65.0, 54.3421052631579)","(101.0, 410.0, 383.33333333333337)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 350.0)"
06-01-2023 14:07:39.004756,"(4.6, 5.1, 5.007142857142857)","(20.0, 44.0, 41.31707317073171)","(10.0, 16.5, 15.696969696969697)","(1.55, 1.69, 1.6829411764705882)","(7.5, 11.5, 11.022388059701493)","(21.0, 65.0, 54.3421052631579)","(101.0, 410.0, 288.0)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 381.25)"
06-01-2023 14:07:40.541125,"(4.6, 5.1, 4.976056338028169)","(20.0, 42.0, 41.31707317073171)","(10.0, 16.5, 15.696969696969697)","(1.55, 1.69, 1.6804)","(7.5, 11.5, 11.022388059701493)","(21.0, 65.0, 54.3421052631579)","(101.0, 400.0, 288.0)","(101.0, 400.0, 386.6666666666667)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:42.054601,"(4.6, 5.1, 4.976056338028169)","(20.0, 42.0, 41.391304347826086)","(10.0, 16.5, 15.556603773584905)","(1.55, 1.69, 1.6804)","(7.5, 11.5, 11.078947368421053)","(21.0, 65.0, 52.34375)","(101.0, 400.0, 288.0)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:43.513606,"(4.6, 5.1, 4.997674418604651)","(20.0, 42.0, 41.391304347826086)","(10.0, 16.5, 15.666666666666666)","(1.55, 1.69, 1.6743589743589742)","(7.5, 11.5, 11.078947368421053)","(21.0, 65.0, 54.054054054054056)","(101.0, 400.0, 288.0)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:45.024706,"(4.6, 5.1, 4.972)","(20.0, 42.0, 41.391304347826086)","(10.0, 16.5, 15.712121212121213)","(1.55, 1.68, 1.6767532467532467)","(7.5, 11.5, 11.078947368421053)","(21.0, 65.0, 54.054054054054056)","(101.0, 400.0, 288.0)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:46.537195,"(4.6, 5.1, 4.972)","(20.0, 42.0, 42.857142857142854)","(10.0, 16.5, 15.712121212121213)","(1.55, 1.68, 1.6731506849315068)","(7.5, 11.5, 11.078947368421053)","(21.0, 65.0, 54.054054054054056)","(101.0, 400.0, 288.0)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:48.037137,"(4.6, 5.1, 5.008571428571429)","(21.0, 44.0, 42.857142857142854)","(10.0, 16.5, 15.77450980392157)","(1.55, 1.68, 1.6730555555555555)","(7.5, 11.5, 10.872549019607844)","(21.0, 65.0, 51.5)","(101.0, 400.0, 288.0)","(101.0, 400.0, 370.0)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:49.617004,"(4.6, 5.1, 5.008571428571429)","(21.0, 44.0, 42.75)","(10.0, 16.5, 15.77450980392157)","(1.55, 1.68, 1.6741176470588235)","(7.5, 11.5, 11.022388059701493)","(21.0, 65.0, 49.7)","(101.0, 400.0, 288.0)","(101.0, 400.0, 386.6666666666667)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:51.214179,"(4.6, 5.1, 5.0168831168831165)","(21.0, 44.0, 42.75)","(10.0, 16.5, 15.63953488372093)","(1.55, 1.68, 1.6741176470588235)","(7.5, 11.5, 11.022388059701493)","(21.0, 65.0, 49.7)","(101.0, 400.0, 330.0)","(101.0, 400.0, 386.6666666666667)","(31.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:52.928884,"(4.6, 5.1, 5.011111111111111)","(21.0, 44.0, 43.23076923076923)","(10.0, 16.5, 15.77450980392157)","(1.55, 1.68, 1.6741176470588235)","(8.0, 11.5, 11.114457831325302)","(21.0, 65.0, 51.5)","(101.0, 400.0, 346.6666666666667)","(101.0, 400.0, 370.0)","(41.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:54.360635,"(4.6, 5.1, 5.009859154929577)","(21.0, 44.0, 41.81818181818182)","(10.0, 16.5, 15.77450980392157)","(1.55, 1.68, 1.674909090909091)","(8.0, 11.5, 11.114457831325302)","(21.0, 65.0, 51.5)","(101.0, 390.0, 346.6666666666667)","(101.0, 400.0, 370.0)","(41.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:55.828857,"(4.6, 5.1, 5.019444444444444)","(21.0, 42.0, 41.81818181818182)","(10.0, 16.5, 15.833333333333334)","(1.55, 1.68, 1.6672357723577236)","(8.0, 11.5, 11.13953488372093)","(21.0, 65.0, 55.357142857142854)","(101.0, 390.0, 333.3333333333333)","(101.0, 400.0, 370.0)","(41.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:57.565708,"(4.6, 5.1, 5.040816326530612)","(21.0, 42.0, 41.81818181818182)","(10.0, 16.5, 15.833333333333334)","(1.55, 1.67, 1.6672357723577236)","(8.0, 11.5, 11.13586956521739)","(21.0, 65.0, 55.357142857142854)","(101.0, 370.0, 310.0)","(101.0, 400.0, 360.0)","(41.0, 150.0, 126.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:07:59.150008,"(4.6, 5.1, 5.028985507246377)","(21.0, 42.0, 41.81818181818182)","(10.0, 16.5, 15.794117647058824)","(1.55, 1.67, 1.6683999999999999)","(8.0, 11.5, 11.127777777777778)","(21.0, 65.0, 53.75)","(101.0, 360.0, 310.0)","(101.0, 400.0, 381.66666666666663)","(41.0, 150.0, 130.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:08:00.788257,"(4.6, 5.1, 4.9911111111111115)","(21.0, 42.0, 41.81818181818182)","(10.0, 16.5, 15.78)","(1.55, 1.67, 1.6746575342465753)","(8.0, 11.5, 11.131868131868131)","(21.0, 65.0, 53.75)","(101.0, 360.0, 310.0)","(101.0, 400.0, 345.0)","(41.0, 150.0, 126.0)","(101.0, 400.0, 355.0)"
06-01-2023 14:08:02.401138,"(4.6, 5.1, 4.94494382022472)","(21.0, 42.0, 41.857142857142854)","(10.0, 16.5, 15.833333333333334)","(1.55, 1.68, 1.6756666666666666)","(8.0, 11.5, 11.11046511627907)","(21.0, 65.0, 55.357142857142854)","(101.0, 360.0, 310.0)","(101.0, 400.0, 345.0)","(41.0, 150.0, 126.0)","(101.0, 450.0, 355.0)"
06-01-2023 14:08:03.859982,"(4.6, 5.0, 4.951960784313726)","(21.0, 42.0, 41.86666666666667)","(10.0, 16.5, 15.879310344827585)","(1.55, 1.68, 1.6783064516129031)","(8.0, 11.5, 11.17156862745098)","(21.0, 65.0, 54.61538461538461)","(101.0, 360.0, 310.0)","(101.0, 400.0, 345.0)","(41.0, 150.0, 130.0)","(101.0, 400.0, 330.0)"
06-01-2023 14:08:05.422652,"(4.6, 5.0, 5.11578947368421)","(21.0, 42.0, 45.333333333333336)","(10.0, 16.5, 16.2)","(1.55, 1.68, 1.64471615720524)","(8.0, 11.5, 11.581818181818182)","(21.0, 65.0, 56.904761904761905)","(101.0, 360.0, 368.33333333333337)","(101.0, 400.0, 360.0)","(41.0, 150.0, 130.0)","(101.0, 400.0, 350.0)"
06-01-2023 14:08:06.865903,"(4.6, 5.2, 5.124324324324324)","(21.0, 46.0, 43.18181818181818)","(10.0, 16.5, 16.558823529411764)","(1.55, 1.65, 1.6579629629629629)","(8.0, 12.0, 11.10344827586207)","(21.0, 65.0, 61.53846153846154)","(101.0, 390.0, 410.0)","(101.0, 430.0, 452.8571428571429)","(41.0, 170.0, 162.5)","(101.0, 440.0, 456.0)"
06-01-2023 14:08:08.393087,"(4.6, 5.1, 5.034883720930233)","(21.0, 44.0, 43.18181818181818)","(10.0, 17.0, 16.558823529411764)","(1.55, 1.67, 1.6585496183206105)","(8.0, 11.5, 11.10344827586207)","(21.0, 65.0, 61.53846153846154)","(101.0, 440.0, 366.6666666666667)","(101.0, 490.0, 426.6666666666667)","(41.0, 170.0, 162.5)","(101.0, 540.0, 456.0)"
06-01-2023 14:08:09.920754,"(4.6, 5.1, 5.03170731707317)","(21.0, 44.0, 43.18181818181818)","(10.0, 17.0, 16.558823529411764)","(1.55, 1.67, 1.6585496183206105)","(8.0, 11.5, 11.10344827586207)","(21.0, 65.0, 62.35294117647059)","(101.0, 440.0, 385.0)","(101.0, 480.0, 438.57142857142856)","(41.0, 170.0, 162.5)","(101.0, 540.0, 450.0)"
06-01-2023 14:08:11.437529,"(4.6, 5.1, 5.0216666666666665)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.6614285714285713)","(8.0, 11.5, 11.080188679245284)","(21.0, 65.0, 62.35294117647059)","(101.0, 440.0, 383.3333333333333)","(101.0, 470.0, 438.57142857142856)","(41.0, 170.0, 161.0)","(101.0, 540.0, 450.0)"
06-01-2023 14:08:13.124936,"(4.6, 5.1, 5.0216666666666665)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.662)","(8.0, 11.5, 11.080188679245284)","(21.0, 65.0, 62.35294117647059)","(101.0, 410.0, 385.0)","(101.0, 470.0, 438.57142857142856)","(41.0, 170.0, 183.33333333333334)","(101.0, 540.0, 450.0)"
06-01-2023 14:08:14.904045,"(4.6, 5.1, 5.018965517241379)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.662676056338028)","(8.0, 11.5, 11.080188679245284)","(21.0, 65.0, 62.35294117647059)","(101.0, 440.0, 385.0)","(101.0, 470.0, 438.57142857142856)","(41.0, 200.0, 165.3846153846154)","(101.0, 530.0, 456.6666666666667)"
06-01-2023 14:08:16.484543,"(4.6, 5.1, 5.018965517241379)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.6610344827586205)","(8.0, 11.5, 11.080188679245284)","(21.0, 65.0, 62.35294117647059)","(101.0, 440.0, 385.0)","(101.0, 470.0, 438.57142857142856)","(41.0, 200.0, 165.3846153846154)","(101.0, 530.0, 456.6666666666667)"
06-01-2023 14:08:18.343884,"(4.6, 5.1, 5.011320754716981)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.6606306306306307)","(8.0, 11.5, 11.036458333333334)","(21.0, 65.0, 62.63157894736842)","(101.0, 440.0, 385.0)","(101.0, 470.0, 451.66666666666663)","(41.0, 200.0, 167.85714285714286)","(101.0, 530.0, 456.6666666666667)"
06-01-2023 14:08:19.836701,"(4.6, 5.1, 5.038157894736842)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.6629411764705881)","(8.0, 11.5, 11.036458333333334)","(21.0, 65.0, 63.26086956521739)","(101.0, 440.0, 385.0)","(101.0, 470.0, 438.57142857142856)","(41.0, 200.0, 173.52941176470588)","(101.0, 520.0, 445.0)"
06-01-2023 14:08:21.543083,"(4.6, 5.1, 5.01551724137931)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.238095238095237)","(1.55, 1.67, 1.6544999999999999)","(8.0, 11.5, 11.036458333333334)","(21.0, 65.0, 63.26086956521739)","(101.0, 440.0, 414.2857142857143)","(101.0, 470.0, 403.3333333333333)","(41.0, 200.0, 173.52941176470588)","(101.0, 520.0, 445.0)"
06-01-2023 14:08:23.086372,"(4.6, 5.1, 5.023684210526316)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.57547169811321)","(1.55, 1.66, 1.6493126385809311)","(8.0, 11.5, 11.036458333333334)","(21.0, 65.0, 60.0)","(101.0, 440.0, 386.6666666666667)","(101.0, 470.0, 423.3333333333333)","(41.0, 200.0, 173.52941176470588)","(101.0, 520.0, 445.0)"
06-01-2023 14:08:24.604837,"(4.6, 5.1, 5.017142857142857)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.612068965517242)","(1.55, 1.66, 1.646595289079229)","(8.0, 11.5, 11.11965811965812)","(21.0, 65.0, 60.0)","(101.0, 440.0, 366.6666666666667)","(101.0, 470.0, 423.3333333333333)","(41.0, 200.0, 173.52941176470588)","(101.0, 520.0, 445.0)"
06-01-2023 14:08:26.386673,"(4.6, 5.2, 5.104109589041095)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.592307692307692)","(1.55, 1.65, 1.6489140271493212)","(8.0, 11.5, 11.076190476190476)","(21.0, 65.0, 60.0)","(101.0, 440.0, 414.2857142857143)","(101.0, 470.0, 403.3333333333333)","(41.0, 200.0, 173.52941176470588)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:27.858235,"(4.6, 5.2, 5.146153846153846)","(21.0, 44.0, 42.1875)","(10.0, 17.0, 16.558333333333334)","(1.55, 1.65, 1.643723404255319)","(8.0, 11.5, 11.02659574468085)","(21.0, 65.0, 60.0)","(101.0, 440.0, 386.6666666666667)","(101.0, 470.0, 423.3333333333333)","(41.0, 200.0, 164.0)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:29.457317,"(4.6, 5.2, 5.092307692307692)","(21.0, 44.0, 42.69565217391305)","(10.0, 17.0, 16.558333333333334)","(1.55, 1.65, 1.6437634408602149)","(8.0, 11.5, 11.040983606557377)","(21.0, 65.0, 57.142857142857146)","(101.0, 440.0, 366.6666666666667)","(101.0, 470.0, 423.3333333333333)","(41.0, 200.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
06-01-2023 14:08:31.030731,"(4.6, 5.2, 5.126315789473685)","(21.0, 44.0, 42.69565217391305)","(10.0, 17.0, 16.558333333333334)","(1.55, 1.65, 1.6465737051792828)","(8.0, 11.5, 11.11111111111111)","(21.0, 65.0, 57.142857142857146)","(101.0, 440.0, 414.2857142857143)","(101.0, 470.0, 423.3333333333333)","(41.0, 190.0, 179.0909090909091)","(101.0, 510.0, 442.5)"
