,Knobiesmagicsonde,Swiss Horizon,Bank Card,Warriorinthehouse,Gattolottasparkle,Little O Little E,Weavinyouinthedust,Lauras Grand,Iminchargenow,Vegas Princess
12-01-2023 13:37:24.832640,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.314285714285715)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.094)"
12-01-2023 13:37:26.577872,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.314285714285715)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.094)"
12-01-2023 13:37:28.299567,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(14.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.094)"
12-01-2023 13:37:29.954586,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.094)"
12-01-2023 13:37:31.482106,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:33.006506,"(8.0, 9.8, 8.555555555555555)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 23.375)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.673584905660377)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:34.637747,"(8.0, 9.8, 9.0)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 22.6)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.2, 5.7)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:36.222557,"(8.0, 9.6, 9.0)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:37.841556,"(8.0, 9.6, 9.0)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:39.374018,"(8.0, 9.6, 9.0)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:40.961928,"(8.0, 9.6, 9.0)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.108)"
12-01-2023 13:37:42.462709,"(8.0, 9.6, 8.64)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:44.029921,"(8.0, 9.6, 8.64)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:45.620416,"(8.0, 9.6, 8.64)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:47.189665,"(8.0, 9.6, 8.64)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:48.919595,"(8.0, 9.6, 8.55)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:50.501321,"(8.0, 9.6, 8.55)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.25)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:52.114391,"(8.0, 9.6, 8.64)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.1373333333333333)"
12-01-2023 13:37:53.733965,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:37:55.540155,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:37:57.085730,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:37:58.560060,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:00.115069,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:01.544616,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:02.971894,"(8.0, 9.6, 8.549999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 15.0)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.357142857142858)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:04.506581,"(8.0, 9.6, 8.799999999999999)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:06.032195,"(8.0, 9.6, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:07.602502,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:09.098295,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:10.534453,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:11.946711,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:13.413348,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:14.870558,"(8.0, 9.4, 8.466666666666667)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:16.342027,"(8.0, 9.4, 8.466666666666667)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:17.753274,"(8.0, 9.4, 8.466666666666667)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:19.145064,"(8.0, 9.4, 8.466666666666667)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:20.594139,"(8.0, 9.4, 8.466666666666667)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:22.093720,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:23.618295,"(8.0, 9.4, 8.486956521739131)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:25.137746,"(8.0, 9.4, 8.495238095238095)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:26.627664,"(8.0, 9.2, 8.476190476190476)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 84.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:28.028746,"(8.0, 9.2, 8.476190476190476)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 84.0)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 132.66666666666669)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:29.426312,"(8.0, 9.2, 8.459259259259259)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 123.19999999999999)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 124.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:30.743200,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 132.66666666666669)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 124.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:32.156938,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 132.66666666666669)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 124.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:33.687611,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.5)","(41.0, 180.0, 132.66666666666669)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 124.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:35.127975,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 124.0)","(4.0, 6.0, 5.87037037037037)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:36.566942,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:38.313040,"(8.0, 9.0, 8.7)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:39.967546,"(8.0, 9.0, 8.7)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:41.547489,"(8.0, 9.0, 8.7)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:43.163602,"(8.0, 9.0, 8.7)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.571428571428572)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:44.732702,"(8.0, 9.0, 8.611764705882353)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.9399999999999995)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:46.307922,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.9399999999999995)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:47.781764,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.75)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.916)","(2.5, 3.15, 3.1341666666666668)"
12-01-2023 13:38:49.193511,"(8.0, 9.2, 8.464705882352941)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 20.666666666666668)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 6.061538461538461)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:50.670310,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 20.666666666666668)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.2, 6.061538461538461)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:52.220721,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 25.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.2, 5.7)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:53.770273,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:55.283060,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:56.785343,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.7)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:58.268712,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.92)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:38:59.711176,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:01.174395,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:02.713031,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.5)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:04.186297,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 146.44444444444446)","(11.0, 15.5, 14.0)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:05.711452,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 136.85714285714286)","(11.0, 15.5, 14.0)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:07.315421,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:08.908333,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
12-01-2023 13:39:10.439021,"(8.0, 9.2, 8.593939393939394)","(5.5, 8.8, 8.363636363636363)","(41.0, 180.0, 80.0)","(11.0, 15.5, 14.0)","(41.0, 180.0, 86.66666666666666)","(13.0, 24.0, 21.25)","(8.5, 9.4, 9.3625)","(41.0, 180.0, 88.0)","(4.0, 6.0, 5.907692307692308)","(2.5, 3.15, 3.099333333333333)"
