,Lavradore Nz,Evas Image,Chicago H Nz,Kell Road Kid,Aldebaran Sundown,Line The Starzzz
11-01-2023 20:48:08.029935,"(10.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(81.0, 480.0, 412.22222222222223)","(10.0, 14.0, 13.0)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:09.134369,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 412.22222222222223)","(10.0, 14.0, 13.0)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:10.107355,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 412.22222222222223)","(10.0, 14.0, 13.0)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:11.169595,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 437.5)","(10.0, 14.0, 13.0)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:12.290208,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 437.5)","(10.0, 14.0, 13.0)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:13.509826,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 437.5)","(10.0, 14.0, 13.0)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:14.659432,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 437.5)","(10.0, 14.0, 13.571428571428571)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:15.772567,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 437.5)","(10.0, 14.0, 13.571428571428571)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:16.918830,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 437.5)","(10.0, 14.0, 13.571428571428571)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:18.000337,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4771098265895954)","(12.0, 99999, 99990)","(101.0, 470.0, 355.8333333333333)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:19.091793,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 460.0, 420.0)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:20.185769,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 450.0, 420.0)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:21.257681,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 450.0, 388.8888888888889)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:22.357586,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 440.0, 388.8888888888889)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:23.452591,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 440.0, 381.1111111111111)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:24.678564,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 430.0, 381.1111111111111)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:25.839508,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 430.0, 373.3333333333333)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:26.997432,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 420.0, 373.3333333333333)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:28.044235,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 420.0, 373.3333333333333)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:29.402116,"(12.0, 99999, 99990)","(1.26, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 420.0, 385.0)","(10.0, 14.0, 13.75)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:30.683266,"(12.0, 99999, 99990)","(1.24, 1.48, 1.4773262032085561)","(12.0, 99999, 99990)","(101.0, 410.0, 385.0)","(10.0, 14.0, 13.823529411764707)","(6.0, 7.8, 7.689655172413793)"
11-01-2023 20:48:32.106247,"(12.0, 99999, 99990)","(1.24, 1.48, 1.4894186046511628)","(12.0, 99999, 99990)","(101.0, 410.0, 340.0)","(10.0, 14.0, 13.333333333333334)","(6.0, 7.8, 7.786666666666666)"
11-01-2023 20:48:33.285850,"(12.0, 99999, 99990)","(1.24, 1.49, 1.4891011235955056)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 13.0)","(6.0, 7.8, 7.742857142857143)"
11-01-2023 20:48:34.526771,"(12.0, 99999, 99990)","(1.24, 1.51, 1.4998148148148147)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 13.0)","(6.0, 7.8, 7.742857142857143)"
11-01-2023 20:48:35.904399,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4992105263157895)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.571428571428571)"
11-01-2023 20:48:37.196281,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4835365853658535)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:38.301277,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4835365853658535)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:39.437135,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4835365853658535)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:40.593857,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4835365853658535)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:41.859274,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4835365853658535)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:43.115452,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4892)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:44.280032,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4892)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:45.383360,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4892)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:46.630966,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4892)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:47.998542,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4857142857142858)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.6)","(6.0, 7.8, 7.712727272727273)"
11-01-2023 20:48:49.335236,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4885593220338984)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.9)","(6.0, 7.8, 7.533333333333333)"
11-01-2023 20:48:50.500000,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.705882352941177)"
11-01-2023 20:48:51.640692,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.705882352941177)"
11-01-2023 20:48:52.756798,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.705882352941177)"
11-01-2023 20:48:53.899234,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.705882352941177)"
11-01-2023 20:48:54.964617,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.705882352941177)"
11-01-2023 20:48:56.010050,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.611764705882353)"
11-01-2023 20:48:57.141266,"(11.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.611764705882353)"
11-01-2023 20:48:58.287471,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.611764705882353)"
11-01-2023 20:48:59.324932,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.611764705882353)"
11-01-2023 20:49:00.301074,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:01.394335,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:02.561131,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:03.736303,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:04.825377,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4847972972972974)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:05.909304,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4847972972972974)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:07.020789,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4847972972972974)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.710526315789474)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:08.096469,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 324.0)","(10.0, 13.5, 12.794117647058824)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:09.098704,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 400.0, 318.0)","(10.0, 13.5, 12.794117647058824)","(6.0, 7.8, 7.699999999999999)"
11-01-2023 20:49:10.090143,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 390.0, 318.0)","(10.0, 13.5, 12.794117647058824)","(6.0, 7.8, 7.611764705882353)"
11-01-2023 20:49:11.035679,"(12.0, 99999, 99990)","(1.24, 1.5, 1.4878048780487805)","(12.0, 99999, 99990)","(101.0, 390.0, 318.0)","(10.0, 13.5, 12.964285714285714)","(6.0, 7.8, 6.805)"
11-01-2023 20:49:12.045743,"(12.0, 99999, 99990)","(1.24, 1.51, 1.508)","(12.0, 99999, 99990)","(101.0, 380.0, 312.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 7.0, 6.805)"
11-01-2023 20:49:13.109831,"(12.0, 99999, 99990)","(1.24, 1.51, 1.508)","(12.0, 99999, 99990)","(101.0, 380.0, 312.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 7.0, 6.574999999999999)"
11-01-2023 20:49:14.106525,"(12.0, 99999, 99990)","(1.24, 1.52, 1.518)","(12.0, 99999, 99990)","(101.0, 380.0, 312.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.5)"
11-01-2023 20:49:15.077834,"(12.0, 99999, 99990)","(1.24, 1.52, 1.518)","(12.0, 99999, 99990)","(101.0, 380.0, 312.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.8, 6.4)"
11-01-2023 20:49:16.070465,"(12.0, 99999, 99990)","(1.24, 1.52, 1.518)","(12.0, 99999, 99990)","(101.0, 380.0, 312.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.8, 6.588235294117647)"
11-01-2023 20:49:16.966512,"(12.0, 99999, 99990)","(1.24, 1.52, 1.518)","(12.0, 99999, 99990)","(101.0, 380.0, 312.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.8, 6.588235294117647)"
11-01-2023 20:49:17.870916,"(12.0, 99999, 99990)","(1.24, 1.52, 1.519718309859155)","(12.0, 99999, 99990)","(101.0, 380.0, 300.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.8, 6.588235294117647)"
11-01-2023 20:49:18.845887,"(12.0, 99999, 99990)","(1.24, 1.52, 1.519718309859155)","(12.0, 99999, 99990)","(101.0, 380.0, 300.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.8, 6.588235294117647)"
11-01-2023 20:49:19.840234,"(12.0, 99999, 99990)","(1.24, 1.52, 1.5197752808988765)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.8, 6.446153846153846)"
11-01-2023 20:49:20.862596,"(12.0, 99999, 99990)","(1.24, 1.52, 1.5195652173913043)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.446153846153846)"
11-01-2023 20:49:21.797156,"(12.0, 99999, 99990)","(1.24, 1.52, 1.5195652173913043)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.9)","(6.0, 6.6, 6.475)"
11-01-2023 20:49:22.712949,"(12.0, 99999, 99990)","(1.24, 1.53, 1.5251000000000001)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.0, 12.9)","(6.0, 6.6, 6.488888888888889)"
11-01-2023 20:49:23.692545,"(12.0, 99999, 99990)","(1.24, 1.53, 1.5230985915492958)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.0, 12.944444444444445)","(6.0, 6.6, 6.446153846153846)"
11-01-2023 20:49:24.654591,"(12.0, 99999, 99990)","(1.24, 1.55, 1.5438461538461539)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.446153846153846)"
11-01-2023 20:49:25.579683,"(12.0, 99999, 99990)","(1.24, 1.56, 1.5427777777777778)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.446153846153846)"
11-01-2023 20:49:26.527175,"(12.0, 99999, 99990)","(1.24, 1.56, 1.5427777777777778)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.393103448275862)"
11-01-2023 20:49:27.460973,"(12.0, 99999, 99990)","(1.24, 1.56, 1.5427777777777778)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.393103448275862)"
11-01-2023 20:49:28.442260,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5670000000000002)","(12.0, 99999, 99990)","(101.0, 380.0, 305.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.393103448275862)"
11-01-2023 20:49:29.505447,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5670000000000002)","(12.0, 99999, 99990)","(101.0, 380.0, 320.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.393103448275862)"
11-01-2023 20:49:30.492189,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5670000000000002)","(12.0, 99999, 99990)","(101.0, 380.0, 320.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.364705882352941)"
11-01-2023 20:49:31.496377,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5670000000000002)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.341935483870968)"
11-01-2023 20:49:32.447209,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5689285714285715)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 12.944444444444445)","(6.0, 6.6, 6.42608695652174)"
11-01-2023 20:49:33.392967,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5691176470588235)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 13.0)","(6.0, 6.6, 6.42608695652174)"
11-01-2023 20:49:34.284947,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5696103896103897)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.0)","(6.0, 6.6, 6.42608695652174)"
11-01-2023 20:49:35.294761,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5696103896103897)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.0)","(6.0, 6.6, 6.42608695652174)"
11-01-2023 20:49:36.283819,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5696103896103897)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.0)","(6.0, 6.6, 6.314285714285714)"
11-01-2023 20:49:37.269543,"(12.0, 99999, 99990)","(1.24, 1.57, 1.5696103896103897)","(12.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.0)","(6.0, 6.6, 6.314285714285714)"
11-01-2023 20:49:38.155844,"(13.0, 99999, 99990)","(1.28, 1.57, 1.5696103896103897)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.0)","(5.5, 6.6, 6.314285714285714)"
11-01-2023 20:49:39.057602,"(13.0, 99999, 99990)","(1.28, 1.58, 1.579935064935065)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 13.071428571428571)","(5.5, 6.6, 6.2875000000000005)"
11-01-2023 20:49:40.019739,"(13.0, 99999, 99990)","(1.28, 1.58, 1.579935064935065)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 13.071428571428571)","(5.5, 6.4, 6.175)"
11-01-2023 20:49:41.043829,"(13.0, 99999, 99990)","(1.28, 1.58, 1.579935064935065)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 12.789473684210526)","(5.5, 6.4, 6.0538461538461545)"
11-01-2023 20:49:42.114867,"(13.0, 99999, 99990)","(1.28, 1.58, 1.579935064935065)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 13.363636363636363)","(5.5, 6.4, 6.00909090909091)"
11-01-2023 20:49:43.133715,"(13.0, 99999, 99990)","(1.28, 1.6, 1.5970731707317074)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 13.0)","(5.5, 6.2, 6.0200000000000005)"
11-01-2023 20:49:44.159713,"(13.0, 99999, 99990)","(1.28, 1.6, 1.5942857142857143)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.875)","(5.5, 6.2, 5.9750000000000005)"
11-01-2023 20:49:45.082731,"(13.0, 99999, 99990)","(1.28, 1.58, 1.576601941747573)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.875)","(5.5, 6.2, 5.9750000000000005)"
11-01-2023 20:49:46.060064,"(13.0, 99999, 99990)","(1.28, 1.59, 1.5861904761904764)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.875)","(5.5, 6.2, 5.9750000000000005)"
11-01-2023 20:49:46.969709,"(13.0, 99999, 99990)","(1.28, 1.59, 1.5861904761904764)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.875)","(5.5, 6.2, 5.9750000000000005)"
11-01-2023 20:49:48.093865,"(13.0, 99999, 99990)","(1.28, 1.59, 1.5861904761904764)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.875)","(5.5, 6.2, 5.957142857142857)"
11-01-2023 20:49:49.259515,"(13.0, 99999, 99990)","(1.28, 1.59, 1.5861904761904764)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.875)","(5.5, 6.0, 5.957142857142857)"
11-01-2023 20:49:50.274757,"(15.0, 99999, 99990)","(1.3, 1.59, 1.5861904761904764)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 12.95)","(5.5, 6.0, 5.957142857142857)"
11-01-2023 20:49:51.354540,"(15.0, 99999, 99990)","(1.3, 1.59, 1.5861904761904764)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.307692307692308)","(5.5, 6.0, 5.325)"
11-01-2023 20:49:52.494594,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5978571428571429)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.307692307692308)","(5.5, 5.4, 5.628571428571428)"
11-01-2023 20:49:53.546195,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5964444444444446)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.307692307692308)","(5.5, 5.8, 5.878571428571429)"
11-01-2023 20:49:54.479690,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5964444444444446)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.307692307692308)","(5.5, 5.9, 5.985185185185185)"
11-01-2023 20:49:55.362688,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5817142857142859)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.307692307692308)","(5.5, 6.0, 6.036363636363636)"
11-01-2023 20:49:56.415969,"(15.0, 99999, 99990)","(1.3, 1.59, 1.5851063829787235)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.325)","(5.5, 6.2, 6.125333333333334)"
11-01-2023 20:49:57.452078,"(15.0, 99999, 99990)","(1.3, 1.59, 1.5851063829787235)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.346153846153847)","(5.5, 6.2, 6.145070422535212)"
11-01-2023 20:49:58.464354,"(15.0, 99999, 99990)","(1.3, 1.59, 1.5858024691358026)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 13.5, 13.346153846153847)","(5.5, 6.2, 5.8)"
11-01-2023 20:49:59.393626,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5966666666666667)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.192307692307692)","(5.5, 6.2, 5.75)"
11-01-2023 20:50:00.270297,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5915730337078653)","(11.0, 99999, 99990)","(101.0, 390.0, 326.0)","(10.0, 14.0, 13.461538461538462)","(5.5, 6.0, 5.696)"
11-01-2023 20:50:01.317195,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5806451612903227)","(11.0, 99999, 99990)","(101.0, 350.0, 320.0)","(10.0, 14.0, 13.5)","(5.5, 6.0, 5.569230769230769)"
11-01-2023 20:50:02.303516,"(15.0, 99999, 99990)","(1.3, 1.6, 1.58046511627907)","(11.0, 99999, 99990)","(101.0, 350.0, 320.0)","(10.0, 14.0, 13.5)","(5.5, 5.6, 5.684615384615385)"
11-01-2023 20:50:03.312603,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5889473684210527)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 14.0, 13.5)","(5.5, 5.8, 5.5807692307692305)"
11-01-2023 20:50:04.336447,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5889473684210527)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 14.0, 13.25)","(5.5, 5.8, 5.658064516129032)"
11-01-2023 20:50:05.328133,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5846341463414635)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 14.0, 12.9375)","(5.5, 6.2, 5.875)"
11-01-2023 20:50:06.405978,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5706976744186048)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 13.0, 12.857142857142858)","(5.5, 6.0, 5.875)"
11-01-2023 20:50:07.471349,"(15.0, 99999, 99990)","(1.3, 1.6, 1.58046511627907)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 13.0, 12.818181818181818)","(5.5, 6.0, 5.909090909090909)"
11-01-2023 20:50:08.540787,"(15.0, 99999, 99990)","(1.3, 1.6, 1.5901176470588236)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 13.5, 12.857142857142858)","(5.5, 6.0, 5.933333333333334)"
11-01-2023 20:50:09.491682,"(15.0, 99999, 99990)","(1.3, 1.6, 1.587049180327869)","(11.0, 99999, 99990)","(101.0, 350.0, 310.0)","(10.0, 13.0, 12.857142857142858)","(5.5, 6.0, 5.933333333333334)"
