,Velocity Lara,Chasing Jason,Sunset Shieva,More Beers,Press Agent,Hurricane Villa,Sunset Bling
11-01-2023 20:58:33.542130,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:34.620979,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:35.696462,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:36.848812,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:37.922842,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:39.042840,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:40.074224,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:41.053483,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:41.988438,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:42.953343,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:43.970751,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:45.029818,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.0199999999999996)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:46.089675,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:47.141127,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:48.165574,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:49.231769,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:50.140360,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 2.8819999999999997)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:51.073647,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.626923076923077)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:52.125606,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.17)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:53.173941,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:54.329964,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:55.613422,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:56.832160,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:58.045924,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:58:59.256641,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:00.373564,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:01.444480,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 11.4)"
11-01-2023 20:59:02.492176,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 11.285714285714285)"
11-01-2023 20:59:03.513736,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 11.285714285714285)"
11-01-2023 20:59:04.525849,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 11.285714285714285)"
11-01-2023 20:59:05.558309,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:06.640476,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:07.693736,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:08.813913,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:09.946863,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:11.055450,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:12.059980,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:13.140372,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:14.149907,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:15.127769,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:16.144674,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.2600000000000002)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:17.168670,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:18.190864,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:19.283584,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:20.441657,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:21.611076,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:22.768665,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:23.912838,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:24.963235,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:25.898796,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:26.908958,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:28.004651,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:29.124320,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:30.265909,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:31.308514,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:32.369055,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:33.340299,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:34.338617,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:35.376265,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:36.531436,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:37.687442,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.309090909090909)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
11-01-2023 20:59:38.831519,"(3.1, 5.1, 3.557142857142857)","(2.25, 3.8, 3.3272727272727276)","(4.8, 8.0, 6.68)","(12.0, 27.0, 20.8)","(16.0, 42.0, 24.5)","(21.0, 75.0, 56.71875)","(7.0, 12.0, 10.896551724137932)"
