,Vodka Martini,Debs Ellie,Elliez Star,Sunset Soiree,Tres Redoute,Alpha Jane,Evanescent,Russian Pins
07-01-2023 15:51:57.183401,"(2.2, 2.46, 2.4345454545454546)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 18.5)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 15.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:51:58.278211,"(2.2, 2.46, 2.4345454545454546)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.785714285714285)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:51:59.392072,"(2.2, 2.46, 2.453271028037383)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.785714285714285)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:00.411706,"(2.2, 2.46, 2.453271028037383)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:01.427671,"(2.2, 2.46, 2.453271028037383)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:02.458321,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:03.538517,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:04.589219,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:05.625577,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:06.717821,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:07.795552,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:08.858807,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:09.885749,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.9)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:10.962615,"(2.2, 2.46, 2.4522222222222223)","(8.0, 11.5, 10.744444444444445)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 15.1)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:11.958224,"(2.2, 2.46, 2.450754716981132)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:13.028583,"(2.2, 2.46, 2.45125)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:14.167840,"(2.2, 2.46, 2.45125)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:15.349885,"(2.2, 2.44, 2.4355963302752293)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:16.490814,"(2.2, 2.44, 2.4114285714285715)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:17.522257,"(2.2, 2.44, 2.4114285714285715)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:18.537443,"(2.2, 2.44, 2.4114285714285715)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:19.693721,"(2.2, 2.44, 2.4114285714285715)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:20.781101,"(2.2, 2.44, 2.4114285714285715)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:21.915683,"(2.2, 2.46, 2.4323076923076923)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 6.3125)","(11.0, 17.5, 14.38888888888889)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:23.081879,"(2.2, 2.46, 2.42)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.423076923076923)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:24.106834,"(2.2, 2.46, 2.42)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 16.423076923076923)","(26.0, 90.0, 65.0)","(101.0, 190.0, 150.0)"
07-01-2023 15:52:25.135654,"(2.2, 2.46, 2.42)","(8.0, 11.5, 11.2875)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.4, 5.875)","(11.0, 17.5, 15.05)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:26.112305,"(2.2, 2.52, 2.350188679245283)","(8.0, 12.5, 11.69)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:27.174655,"(2.2, 2.44, 2.3899999999999997)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:28.245001,"(2.2, 2.44, 2.3899999999999997)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:29.324892,"(2.2, 2.52, 2.359285714285714)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:30.401302,"(2.2, 2.52, 2.359285714285714)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:31.485414,"(2.2, 2.52, 2.359285714285714)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:32.539872,"(2.2, 2.52, 2.350188679245283)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:33.580578,"(2.2, 2.52, 2.349818181818182)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 65.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:34.669267,"(2.2, 2.52, 2.349818181818182)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 19.261904761904763)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.88)","(11.0, 17.5, 16.0)","(26.0, 90.0, 72.66666666666666)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:35.704672,"(2.2, 2.52, 2.349818181818182)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.833333333333333)","(11.0, 17.5, 16.0)","(26.0, 90.0, 72.66666666666666)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:36.705710,"(2.2, 2.52, 2.349818181818182)","(8.0, 12.0, 11.666666666666668)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.833333333333333)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:37.773713,"(2.2, 2.52, 2.349818181818182)","(8.0, 12.0, 10.9)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.833333333333333)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:38.828539,"(2.2, 2.5, 2.41)","(8.0, 12.0, 10.9)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.833333333333333)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:39.902116,"(2.2, 2.5, 2.41)","(8.0, 12.0, 10.9)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.833333333333333)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:40.978135,"(2.2, 2.5, 2.41)","(8.0, 12.0, 10.777777777777779)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.833333333333333)","(11.0, 17.5, 15.75)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:41.966702,"(2.2, 2.5, 2.41)","(8.0, 12.0, 10.777777777777779)","(12.0, 19.5, 18.375)","(3.6, 5.2, 5.096875)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:42.970192,"(2.2, 2.5, 2.42)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.016666666666667)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:44.203401,"(2.2, 2.5, 2.42)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.016666666666667)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:45.413648,"(2.2, 2.5, 2.42)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.016666666666667)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:46.476201,"(2.2, 2.5, 2.42)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.016666666666667)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:47.485028,"(2.2, 2.5, 2.42)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.016666666666667)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:48.508438,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.5875)","(11.0, 17.5, 15.272727272727273)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:49.606888,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 15.272727272727273)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:50.740760,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:51.804629,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:52.882111,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:53.907177,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:55.003493,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:56.091360,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:57.144836,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:58.156388,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:52:59.206905,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:00.321103,"(2.2, 2.5, 2.3628571428571425)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 6.1039215686274515)","(11.0, 17.5, 16.0)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:01.450081,"(2.2, 2.5, 2.356)","(8.0, 12.0, 10.333333333333334)","(12.0, 19.5, 18.6)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.655555555555556)","(11.0, 17.5, 17.125)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:02.608867,"(2.2, 2.5, 2.486666666666667)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 19.275)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.125)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:03.678113,"(2.2, 2.5, 2.4908571428571427)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 19.275)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.125)","(26.0, 90.0, 84.22222222222223)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:04.654196,"(2.2, 2.5, 2.486666666666667)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.125)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:05.778429,"(2.2, 2.5, 2.486666666666667)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.125)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:06.952480,"(2.2, 2.5, 2.486666666666667)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.125)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:08.072729,"(2.2, 2.5, 2.4911926605504586)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.125)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:09.195336,"(2.2, 2.5, 2.4925925925925925)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.043478260869566)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:10.345776,"(2.2, 2.5, 2.4911926605504586)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.043478260869566)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:11.421726,"(2.2, 2.5, 2.4911926605504586)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.043478260869566)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:12.526992,"(2.2, 2.5, 2.4911926605504586)","(8.0, 12.0, 11.655172413793103)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.043478260869566)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:13.600277,"(2.2, 2.5, 2.4911926605504586)","(8.0, 12.0, 11.583333333333334)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 17.043478260869566)","(26.0, 90.0, 73.33333333333334)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:14.671556,"(2.2, 2.5, 2.474285714285714)","(8.0, 12.0, 11.407407407407408)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:15.766852,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:16.862964,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:17.893900,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:18.949176,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:20.012574,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:21.112396,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:22.225168,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:23.353142,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:24.424285,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
07-01-2023 15:53:25.442824,"(2.2, 2.5, 2.464)","(8.0, 12.0, 10.533333333333333)","(12.0, 19.5, 18.166666666666668)","(3.6, 5.2, 5.057142857142857)","(5.0, 6.2, 5.791666666666667)","(11.0, 17.5, 16.0)","(26.0, 90.0, 66.0)","(101.0, 190.0, 163.33333333333334)"
