,Emmeline Vance,Bundy Traveller,Dynamite Hope,Clawfoot,Spring Aster,Sneaky Jim,Tuta Delta,Farmor Truth
09-01-2023 11:48:39.828731,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:41.013197,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:42.199931,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:43.396161,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:44.663520,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:45.952083,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:47.504695,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:48.801508,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:50.218592,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 21.458823529411767)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 19.81818181818182)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:51.486889,"(10.0, 25.0, 16.555555555555557)","(3.1, 5.1, 3.9749999999999996)","(9.0, 24.0, 20.94736842105263)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:52.732645,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 20.94736842105263)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:53.876773,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:55.113981,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:56.275718,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:57.475184,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:58.532914,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:48:59.661439,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:00.646374,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.9749999999999996)","(9.0, 25.0, 21.15)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 28.192307692307693)","(4.8, 7.4, 6.542857142857143)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:01.732885,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.9625)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:02.843524,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.9625)","(4.2, 6.2, 5.0)"
09-01-2023 11:49:03.985957,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.466666666666667)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.9625)","(4.2, 6.2, 5.0)"
09-01-2023 11:49:05.078551,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:06.207093,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.0)"
09-01-2023 11:49:07.665852,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:08.899463,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:10.151218,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 29.071428571428573)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.0)"
09-01-2023 11:49:11.308738,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.466666666666667)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.4875)"
09-01-2023 11:49:12.445110,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:13.658834,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.466666666666667)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:14.920007,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:15.951548,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:17.054264,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:18.129024,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:19.243312,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:20.338087,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:21.391995,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:22.473854,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:23.565358,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:24.730145,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 10.933333333333334)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:25.818119,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:26.926701,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:28.204551,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:29.383056,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:30.524096,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 10.933333333333334)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:31.783016,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:32.996521,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.885714285714286)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:34.096845,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:35.171358,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:36.211772,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:37.167883,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:38.157636,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:39.154150,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.555555555555557)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.942857142857143)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:40.257668,"(10.0, 25.0, 20.72222222222222)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 13.120000000000001)","(14.0, 38.0, 32.58333333333333)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:41.304818,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 38.0, 17.166666666666668)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:42.441881,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 38.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:43.563619,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:44.763756,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:45.889355,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:46.981904,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:48.130126,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:49.254413,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 12.142857142857142)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:50.375365,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.25)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:51.532321,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:52.639779,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:53.766755,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:54.886659,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:56.007314,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:57.115642,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:58.208766,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:49:59.358006,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:00.494525,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:01.619538,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:02.775939,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:03.904123,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:05.042447,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:06.192610,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:07.298881,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:08.436938,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:09.558504,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
