,Emmeline Vance,Bundy Traveller,Dynamite Hope,Clawfoot,Spring Aster,Sneaky Jim,Tuta Delta,Farmor Truth
09-01-2023 11:50:10.635872,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:11.738896,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:12.816012,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:13.840218,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:14.816276,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:15.860179,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:16.872035,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:17.940556,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:19.067674,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:20.194285,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:21.301274,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:22.394453,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:23.501422,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:24.572729,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:25.676006,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:26.779334,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:27.865960,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:28.959950,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:29.992186,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:31.049305,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:32.099847,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:33.073984,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:34.091918,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:35.161368,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:36.231549,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:37.359666,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:38.472450,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:39.532436,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:40.869484,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:41.983147,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:43.083944,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 25.0, 16.818181818181817)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 34.041666666666664)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:44.199641,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 12.8)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:45.446998,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 12.8)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:46.562060,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 12.8)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 24.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:47.692347,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 12.8)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 36.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:48.853525,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 12.8)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:49.980197,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 12.8)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:51.090680,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:52.212621,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:53.389216,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:54.604533,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:55.812638,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:57.087315,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:58.185907,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:50:59.369897,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:00.635737,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:01.843019,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:03.003629,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:04.182761,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:05.267528,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:06.403255,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:07.408532,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:08.422623,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:09.403813,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:10.413466,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 9.094736842105263)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:11.473043,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:12.535020,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:13.621524,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:14.739918,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:15.819608,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:16.922806,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:18.043444,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:19.177293,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:20.335424,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 22.75)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:21.478264,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:22.630995,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:23.773211,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:24.907870,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:26.026364,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:27.134288,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:28.216088,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:29.338519,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:30.399502,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:31.387700,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:32.352658,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:33.393027,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:34.443832,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:35.550608,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:36.647305,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:37.760722,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:38.892021,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 17.77777777777778)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
09-01-2023 11:51:40.073308,"(10.0, 25.0, 12.5)","(3.1, 5.1, 3.3916666666666666)","(9.0, 24.0, 18.75)","(6.0, 10.0, 7.2)","(8.5, 16.0, 11.066666666666666)","(14.0, 32.0, 16.583333333333332)","(4.8, 7.4, 5.8375)","(4.2, 6.2, 5.6000000000000005)"
