,Crowdza Blest,Benky Lily,Locknane Shell,Buckle Up Hazel,Buckle Up Avery,Bonnie Danger,Dewana Be Dean,Sticker Sting
11,"[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 8.0, 17.5]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 17, 887557), 10.0, 26.0]"
12,"[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 8.0, 17.5]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 19, 18713), 10.0, 26.0]"
13,"[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 20, 148506), 10.0, 26.0]"
14,"[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 21, 272669), 10.0, 26.0]"
15,"[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 22, 406082), 10.0, 26.0]"
16,"[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 23, 536594), 10.0, 26.0]"
17,"[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 24, 673251), 10.0, 26.0]"
18,"[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 25, 811602), 10.0, 26.0]"
19,"[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 26, 942437), 10.0, 26.0]"
20,"[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 28, 72188), 10.0, 26.0]"
21,"[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 29, 200155), 10.0, 26.0]"
22,"[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 30, 336054), 10.0, 26.0]"
23,"[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 31, 508541), 10.0, 26.0]"
24,"[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 32, 646102), 10.0, 26.0]"
25,"[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 33, 777818), 10.0, 26.0]"
26,"[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 34, 909342), 10.0, 26.0]"
27,"[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 36, 34288), 10.0, 26.0]"
28,"[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 37, 163512), 10.0, 26.0]"
29,"[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 38, 302295), 10.0, 26.0]"
30,"[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 39, 455307), 10.0, 26.0]"
31,"[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 40, 590679), 10.0, 26.0]"
32,"[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 41, 719657), 10.0, 26.0]"
33,"[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 42, 855948), 10.0, 26.0]"
34,"[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 43, 995151), 10.0, 26.0]"
35,"[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 45, 131698), 10.0, 26.0]"
36,"[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 46, 271532), 10.0, 26.0]"
37,"[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 47, 429521), 10.0, 26.0]"
38,"[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 48, 565254), 10.0, 26.0]"
39,"[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 8.0, 18.5]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 6.5, 12.0]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 21.0, 80.0]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 2.6, 3.85]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 3.0, 4.3]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 8.5, 18.0]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 16.0, 40.0]","[datetime.datetime(2022, 11, 28, 19, 45, 49, 698265), 10.0, 26.0]"
