,Bello Beau,Bokeo,Cornelian Bay,Happy Clan,Sharmas Last,Alvarinho,Cloudy Nights,Flying To Paris,Jaguar Stone,Just A Needs,Piiink Beauty
14-12-2022 19:50:22.999626,"(1.6, 1.88, 1.8659574468085107)","(31.0, 46.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 72.05882352941177)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:24.407703,"(1.6, 1.88, 1.8659574468085107)","(31.0, 46.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 72.05882352941177)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:25.913963,"(1.6, 1.88, 1.8659574468085107)","(31.0, 46.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 72.05882352941177)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:27.456479,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 72.05882352941177)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:28.916178,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 72.05882352941177)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:30.338328,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 68.75)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:31.711297,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 70.0, 68.75)","(9.0, 10.5, 10.366666666666667)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:33.058181,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 70.0, 68.75)","(9.0, 10.5, 10.343478260869565)","(51.0, 180.0, 146.66666666666669)","(51.0, 150.0, 110.0)","(20.0, 28.0, 26.0)","(6.5, 7.4, 7.2)","(19.0, 26.0, 24.22222222222222)","(16.0, 46.0, 33.333333333333336)"
14-12-2022 19:50:34.433674,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 25.833333333333332)","(51.0, 70.0, 65.0)","(9.0, 10.5, 10.595238095238095)","(51.0, 180.0, 125.0)","(51.0, 150.0, 80.0)","(20.0, 28.0, 23.75)","(6.5, 7.4, 7.633333333333333)","(19.0, 26.0, 24.916666666666668)","(16.0, 46.0, 28.571428571428573)"
14-12-2022 19:50:35.851762,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 70.0, 65.0)","(9.0, 11.0, 10.595238095238095)","(51.0, 170.0, 125.0)","(51.0, 110.0, 90.0)","(20.0, 26.0, 23.75)","(6.5, 7.8, 7.633333333333333)","(19.0, 25.0, 24.916666666666668)","(16.0, 38.0, 30.0)"
14-12-2022 19:50:37.340659,"(1.6, 1.88, 1.8659574468085107)","(31.0, 42.0, 38.0)","(14.0, 29.0, 25.833333333333332)","(51.0, 70.0, 65.0)","(9.0, 11.0, 10.595238095238095)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(20.0, 26.0, 23.0)","(6.5, 7.8, 7.633333333333333)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:38.921616,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 70.0, 65.0)","(9.0, 11.0, 11.30188679245283)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(20.0, 26.0, 23.0)","(6.5, 7.8, 7.55)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:40.585898,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 38.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 65.0)","(9.0, 11.5, 11.30188679245283)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(19.0, 26.0, 23.0)","(6.5, 7.6, 7.55)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:42.129266,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 36.666666666666664)","(14.0, 29.0, 24.25)","(51.0, 75.0, 65.0)","(9.0, 11.5, 11.30188679245283)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(19.0, 26.0, 23.0)","(6.5, 7.6, 7.55)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:43.594489,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 35.6)","(14.0, 29.0, 24.25)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.722222222222221)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(19.0, 26.0, 23.0)","(6.5, 7.6, 7.55)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:45.000783,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 35.6)","(14.0, 29.0, 24.25)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.722222222222221)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(19.0, 26.0, 23.0)","(6.5, 7.6, 7.704)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:46.365762,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 36.666666666666664)","(14.0, 29.0, 24.25)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(19.0, 26.0, 23.0)","(6.5, 7.8, 7.704)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 30.0)"
14-12-2022 19:50:47.698461,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 36.666666666666664)","(14.0, 29.0, 23.3)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 93.0)","(19.0, 26.0, 23.272727272727273)","(6.5, 7.8, 7.704)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 29.25)"
14-12-2022 19:50:49.103534,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 35.6)","(14.0, 29.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(19.0, 26.0, 23.272727272727273)","(6.5, 7.8, 7.704)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 29.25)"
14-12-2022 19:50:50.512357,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 38.36363636363636)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(19.0, 26.0, 25.26530612244898)","(6.5, 7.8, 7.55)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 29.25)"
14-12-2022 19:50:52.023150,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 39.77777777777778)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(19.0, 26.0, 24.886363636363637)","(6.5, 7.6, 7.55)","(19.0, 25.0, 24.916666666666668)","(16.0, 36.0, 29.25)"
14-12-2022 19:50:53.511982,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 38.36363636363636)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(19.0, 25.0, 24.72222222222222)","(6.5, 7.6, 7.55)","(19.0, 25.0, 24.90909090909091)","(16.0, 36.0, 29.25)"
14-12-2022 19:50:55.085898,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 39.77777777777778)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(19.0, 25.0, 24.72222222222222)","(6.5, 7.6, 7.55)","(19.0, 25.0, 24.90909090909091)","(16.0, 36.0, 29.25)"
14-12-2022 19:50:56.537902,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 38.36363636363636)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(20.0, 25.0, 24.72222222222222)","(6.5, 7.6, 7.704)","(19.0, 25.0, 24.90909090909091)","(17.0, 36.0, 29.25)"
14-12-2022 19:50:58.006625,"(1.6, 1.88, 1.8740707964601768)","(31.0, 42.0, 38.36363636363636)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.863636363636363)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(20.0, 25.0, 24.444444444444443)","(6.5, 7.8, 7.704)","(19.0, 25.0, 24.90909090909091)","(17.0, 36.0, 29.25)"
14-12-2022 19:50:59.468103,"(1.6, 1.88, 1.871081081081081)","(31.0, 42.0, 39.77777777777778)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.55555555555556)","(9.0, 11.5, 10.722222222222221)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(20.0, 25.0, 24.444444444444443)","(6.5, 7.8, 7.704)","(19.0, 25.0, 24.90909090909091)","(17.0, 36.0, 29.25)"
14-12-2022 19:51:00.878514,"(1.6, 1.88, 1.871081081081081)","(31.0, 42.0, 39.77777777777778)","(14.0, 28.0, 23.75)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 10.722222222222221)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(20.0, 25.0, 24.444444444444443)","(6.5, 7.8, 7.704)","(19.0, 25.0, 24.666666666666668)","(17.0, 36.0, 29.25)"
14-12-2022 19:51:02.256885,"(1.6, 1.88, 1.871081081081081)","(31.0, 42.0, 38.36363636363636)","(14.0, 28.0, 23.75)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 10.722222222222221)","(51.0, 170.0, 125.0)","(51.0, 100.0, 91.25)","(20.0, 25.0, 24.444444444444443)","(6.5, 7.8, 7.704)","(19.0, 25.0, 25.666666666666668)","(17.0, 36.0, 30.0)"
14-12-2022 19:51:03.703685,"(1.6, 1.88, 1.871081081081081)","(31.0, 42.0, 38.36363636363636)","(14.0, 28.0, 23.75)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 100.0, 90.0)","(20.0, 25.0, 24.666666666666668)","(6.5, 7.8, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 36.0, 30.0)"
14-12-2022 19:51:05.114398,"(1.6, 1.88, 1.871081081081081)","(31.0, 42.0, 37.38461538461539)","(14.0, 28.0, 23.75)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 100.0, 110.0)","(20.0, 27.0, 24.363636363636363)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 46.0, 36.5)"
14-12-2022 19:51:06.603681,"(1.6, 1.88, 1.871081081081081)","(31.0, 42.0, 37.09090909090909)","(14.0, 28.0, 23.75)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 130.0, 110.0)","(20.0, 26.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 46.0, 31.75)"
14-12-2022 19:51:08.004710,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 37.09090909090909)","(14.0, 28.0, 23.75)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 130.0, 110.0)","(20.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 46.0, 31.75)"
14-12-2022 19:51:09.378680,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 130.0, 110.0)","(20.0, 25.0, 23.75)","(6.5, 7.6, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 46.0, 31.75)"
14-12-2022 19:51:10.774067,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 130.0, 110.0)","(20.0, 25.0, 23.75)","(6.5, 7.8, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 46.0, 31.75)"
14-12-2022 19:51:12.379323,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 125.0)","(51.0, 120.0, 95.0)","(20.0, 25.0, 23.75)","(6.5, 7.8, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:13.981092,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.137931034482758)","(51.0, 170.0, 124.0)","(51.0, 120.0, 95.0)","(20.0, 25.0, 23.75)","(6.5, 7.8, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:15.551855,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 11.137931034482758)","(51.0, 190.0, 108.57142857142857)","(51.0, 120.0, 95.0)","(20.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:17.061489,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 10.916666666666666)","(51.0, 180.0, 120.0)","(51.0, 120.0, 95.0)","(20.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:18.546742,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 10.916666666666666)","(51.0, 170.0, 133.33333333333334)","(51.0, 120.0, 103.33333333333334)","(19.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:19.958460,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 72.5)","(9.0, 11.5, 10.916666666666666)","(51.0, 160.0, 115.0)","(51.0, 120.0, 103.33333333333334)","(19.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:21.308296,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 120.0, 103.33333333333334)","(19.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:22.677872,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 120.0, 103.33333333333334)","(19.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:23.987266,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 120.0, 96.66666666666667)","(19.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:25.276539,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 38.22222222222222)","(14.0, 28.0, 23.75)","(51.0, 75.0, 71.66666666666667)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 110.0, 96.66666666666667)","(19.0, 25.0, 23.75)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:26.776951,"(1.6, 1.88, 1.871081081081081)","(31.0, 40.0, 37.25)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 110.0, 96.66666666666667)","(19.0, 25.0, 22.4)","(6.5, 7.6, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:28.131218,"(1.6, 1.88, 1.871081081081081)","(31.0, 38.0, 37.25)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 110.0, 96.66666666666667)","(19.0, 24.0, 22.4)","(6.5, 7.8, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:29.449163,"(1.6, 1.88, 1.871081081081081)","(31.0, 38.0, 37.25)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 110.0, 96.66666666666667)","(19.0, 24.0, 22.4)","(6.5, 7.8, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:30.803667,"(1.6, 1.88, 1.8539473684210528)","(31.0, 38.0, 37.25)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 115.0)","(51.0, 110.0, 96.66666666666667)","(19.0, 24.0, 22.4)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:32.138026,"(1.6, 1.88, 1.8539473684210528)","(31.0, 38.0, 37.25)","(14.0, 28.0, 23.75)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 112.5)","(51.0, 110.0, 96.66666666666667)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.6, 7.55)","(19.0, 26.0, 25.333333333333332)","(17.0, 42.0, 32.666666666666664)"
14-12-2022 19:51:33.583869,"(1.6, 1.88, 1.8539473684210528)","(31.0, 38.0, 37.25)","(14.0, 28.0, 23.5)","(51.0, 75.0, 70.0)","(9.0, 11.5, 10.916666666666666)","(51.0, 150.0, 112.5)","(51.0, 110.0, 101.81818181818181)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.6, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:35.035225,"(1.6, 1.88, 1.8539473684210528)","(31.0, 38.0, 37.25)","(14.0, 28.0, 23.5)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 150.0, 112.5)","(51.0, 110.0, 114.5)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:36.454225,"(1.6, 1.88, 1.8539473684210528)","(31.0, 38.0, 37.25)","(14.0, 28.0, 26.714285714285715)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 150.0, 112.5)","(51.0, 120.0, 121.25)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.704)","(19.0, 26.0, 25.333333333333332)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:37.779543,"(1.6, 1.88, 1.8539473684210528)","(31.0, 38.0, 39.0)","(14.0, 28.0, 26.5)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 150.0, 112.5)","(51.0, 140.0, 121.25)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.8, 7.55)","(19.0, 26.0, 25.6875)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:39.039994,"(1.6, 1.88, 1.8539473684210528)","(31.0, 42.0, 39.0)","(14.0, 29.0, 24.25)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 150.0, 105.0)","(51.0, 140.0, 110.0)","(19.0, 24.0, 22.666666666666668)","(6.5, 7.6, 7.58125)","(19.0, 26.0, 24.666666666666668)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:40.371180,"(1.6, 1.88, 1.8539473684210528)","(31.0, 42.0, 39.0)","(14.0, 29.0, 25.166666666666668)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 180.0, 105.71428571428572)","(51.0, 120.0, 110.0)","(19.0, 24.0, 23.5)","(6.5, 7.6, 7.485714285714286)","(19.0, 26.0, 23.5)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:41.656878,"(1.6, 1.88, 1.8539473684210528)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.166666666666668)","(51.0, 75.0, 70.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 125.0)","(51.0, 120.0, 110.0)","(19.0, 26.0, 23.5)","(6.5, 7.6, 7.575)","(19.0, 25.0, 23.5)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:43.030505,"(1.6, 1.87, 1.8605263157894738)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.166666666666668)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 125.0)","(51.0, 120.0, 110.0)","(19.0, 26.0, 23.5)","(6.5, 7.8, 7.575)","(19.0, 25.0, 23.5)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:44.328702,"(1.6, 1.87, 1.8605263157894738)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.166666666666668)","(51.0, 75.0, 69.28571428571429)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 125.0)","(51.0, 120.0, 110.0)","(19.0, 26.0, 23.5)","(6.5, 7.8, 7.575)","(19.0, 25.0, 23.5)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:45.594398,"(1.6, 1.87, 1.8605263157894738)","(31.0, 42.0, 39.0)","(14.0, 28.0, 26.583333333333336)","(51.0, 75.0, 65.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 125.0)","(51.0, 120.0, 110.0)","(19.0, 26.0, 23.5)","(6.5, 7.8, 7.575)","(19.0, 25.0, 24.0)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:46.890585,"(1.6, 1.87, 1.8605263157894738)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.875)","(51.0, 75.0, 65.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 122.5)","(51.0, 120.0, 110.0)","(19.0, 26.0, 23.6)","(6.5, 7.8, 7.575)","(19.0, 25.0, 23.5)","(17.0, 44.0, 32.666666666666664)"
14-12-2022 19:51:48.263228,"(1.6, 1.87, 1.8605263157894738)","(31.0, 42.0, 39.0)","(14.0, 28.0, 25.333333333333332)","(51.0, 75.0, 65.0)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 138.33333333333334)","(51.0, 120.0, 90.0)","(19.0, 25.0, 23.75)","(6.5, 7.8, 7.575)","(19.0, 25.0, 23.5)","(17.0, 44.0, 32.0)"
14-12-2022 19:51:49.728265,"(1.6, 1.87, 1.8605263157894738)","(31.0, 42.0, 39.0)","(14.0, 28.0, 24.666666666666668)","(51.0, 75.0, 68.33333333333333)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 138.33333333333334)","(51.0, 120.0, 90.0)","(19.0, 25.0, 22.4)","(6.5, 7.8, 7.575)","(19.0, 25.0, 23.0)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:51.124228,"(1.6, 1.87, 1.834)","(31.0, 42.0, 39.0)","(14.0, 27.0, 24.666666666666668)","(51.0, 75.0, 68.33333333333333)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 138.33333333333334)","(51.0, 120.0, 90.0)","(19.0, 24.0, 22.4)","(6.5, 7.8, 7.575)","(19.0, 24.0, 23.0)","(17.0, 42.0, 32.0)"
14-12-2022 19:51:52.600715,"(1.6, 1.87, 1.834)","(31.0, 42.0, 39.0)","(14.0, 27.0, 24.666666666666668)","(51.0, 75.0, 68.33333333333333)","(9.0, 11.5, 11.38888888888889)","(51.0, 170.0, 138.33333333333334)","(51.0, 120.0, 90.0)","(19.0, 24.0, 22.4)","(6.5, 7.8, 7.575)","(19.0, 24.0, 23.0)","(17.0, 42.0, 32.0)"
