,Fat Boy Mantra,Hooked On Prissy,Levis Beach,Bow Six,Greek Malt,Monkey Paw,Loves To Talk
12-01-2023 13:55:30.323976,"(7.0, 14.5, 13.763157894736842)","(3.8, 4.9, 4.838461538461539)","(61.0, 230.0, 193.07692307692307)","(21.0, 28.0, 27.333333333333332)","(101.0, 330.0, 306.6666666666667)","(1.4, 1.61, 1.6057142857142859)","(14.0, 20.0, 19.625)"
12-01-2023 13:55:31.418858,"(7.0, 14.5, 14.017241379310345)","(3.8, 4.9, 4.855555555555556)","(61.0, 230.0, 193.07692307692307)","(21.0, 28.0, 26.333333333333332)","(101.0, 330.0, 318.3333333333333)","(1.4, 1.61, 1.6060869565217393)","(14.0, 20.0, 20.166666666666668)"
12-01-2023 13:55:32.426777,"(7.0, 15.0, 14.625)","(3.8, 4.9, 4.886666666666667)","(61.0, 230.0, 193.07692307692307)","(21.0, 27.0, 26.333333333333332)","(101.0, 330.0, 318.3333333333333)","(1.4, 1.61, 1.6025)","(14.0, 21.0, 18.928571428571427)"
12-01-2023 13:55:33.587269,"(7.0, 15.0, 14.6875)","(3.8, 4.9, 4.886666666666667)","(61.0, 230.0, 193.07692307692307)","(21.0, 27.0, 26.333333333333332)","(101.0, 330.0, 318.3333333333333)","(1.4, 1.61, 1.6066666666666667)","(14.0, 20.0, 18.928571428571427)"
12-01-2023 13:55:34.761355,"(7.0, 15.0, 14.916666666666666)","(3.8, 4.9, 4.886666666666667)","(61.0, 230.0, 193.07692307692307)","(21.0, 27.0, 26.333333333333332)","(101.0, 330.0, 340.0)","(1.4, 1.61, 1.6025)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:35.886846,"(7.0, 15.0, 14.916666666666666)","(3.8, 4.9, 4.86)","(61.0, 230.0, 165.3846153846154)","(21.0, 27.0, 26.333333333333332)","(101.0, 480.0, 340.0)","(1.4, 1.61, 1.6025)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:36.969679,"(7.0, 15.0, 14.916666666666666)","(3.8, 4.9, 4.880000000000001)","(61.0, 230.0, 167.0)","(21.0, 27.0, 26.333333333333332)","(101.0, 480.0, 340.0)","(1.4, 1.61, 1.603076923076923)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:38.004285,"(7.0, 15.0, 14.954545454545455)","(3.8, 5.0, 4.7368421052631575)","(61.0, 230.0, 167.0)","(21.0, 27.0, 26.333333333333332)","(101.0, 480.0, 340.0)","(1.4, 1.61, 1.5953846153846154)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:39.124090,"(7.0, 16.5, 15.181818181818182)","(3.8, 5.0, 4.833333333333333)","(61.0, 230.0, 191.11111111111111)","(21.0, 27.0, 26.333333333333332)","(101.0, 480.0, 375.0)","(1.4, 1.6, 1.5953846153846154)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:40.207353,"(7.0, 16.0, 15.833333333333334)","(3.8, 5.0, 4.75)","(61.0, 230.0, 191.11111111111111)","(21.0, 28.0, 25.352941176470587)","(101.0, 480.0, 375.0)","(1.4, 1.6, 1.603076923076923)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:41.338061,"(7.5, 15.5, 14.5)","(3.8, 5.0, 4.785714285714286)","(61.0, 230.0, 191.11111111111111)","(21.0, 28.0, 25.352941176470587)","(101.0, 480.0, 300.0)","(1.4, 1.61, 1.5953846153846154)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:42.435253,"(7.5, 15.0, 14.6)","(3.8, 5.0, 4.79)","(61.0, 230.0, 191.11111111111111)","(21.0, 28.0, 25.352941176470587)","(101.0, 330.0, 300.0)","(1.4, 1.6, 1.5953846153846154)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:43.508909,"(7.5, 14.5, 13.545454545454545)","(3.8, 5.0, 4.79)","(61.0, 230.0, 195.0)","(21.0, 28.0, 25.352941176470587)","(101.0, 330.0, 300.0)","(1.4, 1.6, 1.5911111111111111)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:44.614967,"(7.5, 14.5, 13.428571428571429)","(3.8, 5.0, 4.844444444444444)","(61.0, 240.0, 195.0)","(21.0, 28.0, 25.352941176470587)","(101.0, 490.0, 290.0)","(1.4, 1.6, 1.6060869565217393)","(14.0, 20.0, 18.79032258064516)"
12-01-2023 13:55:45.920676,"(7.5, 14.0, 13.307692307692308)","(3.8, 5.0, 4.79)","(61.0, 230.0, 198.0)","(21.0, 28.0, 25.63157894736842)","(101.0, 490.0, 308.1818181818182)","(1.4, 1.61, 1.5882142857142858)","(14.0, 20.0, 18.828125)"
12-01-2023 13:55:47.191648,"(7.5, 14.0, 13.454545454545455)","(3.8, 5.0, 4.903448275862069)","(61.0, 230.0, 207.14285714285714)","(21.0, 28.0, 26.5)","(101.0, 490.0, 308.1818181818182)","(1.4, 1.59, 1.5985714285714288)","(14.0, 20.0, 18.958333333333332)"
12-01-2023 13:55:48.338971,"(7.5, 14.0, 13.578947368421053)","(3.8, 5.0, 4.903448275862069)","(61.0, 230.0, 207.14285714285714)","(21.0, 28.0, 26.58823529411765)","(101.0, 490.0, 308.1818181818182)","(1.4, 1.61, 1.5875000000000001)","(14.0, 20.0, 18.958333333333332)"
12-01-2023 13:55:49.542507,"(7.5, 14.0, 13.578947368421053)","(3.8, 5.0, 4.903448275862069)","(61.0, 230.0, 195.0)","(21.0, 28.0, 26.043478260869566)","(101.0, 490.0, 308.1818181818182)","(1.4, 1.6, 1.585625)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:50.880127,"(7.5, 14.0, 13.458333333333334)","(3.8, 5.0, 4.903448275862069)","(61.0, 230.0, 195.0)","(21.0, 28.0, 26.043478260869566)","(101.0, 490.0, 308.1818181818182)","(1.4, 1.61, 1.5974193548387097)","(14.0, 20.0, 18.958333333333332)"
12-01-2023 13:55:52.043665,"(7.5, 14.0, 13.578947368421053)","(3.8, 5.0, 4.903448275862069)","(61.0, 230.0, 200.0)","(21.0, 28.0, 25.5)","(101.0, 490.0, 235.45454545454544)","(1.4, 1.61, 1.5997368421052633)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:53.209098,"(7.5, 14.0, 13.368421052631579)","(3.8, 4.9, 4.885714285714286)","(61.0, 220.0, 205.0)","(21.0, 28.0, 25.5)","(101.0, 490.0, 311.42857142857144)","(1.4, 1.61, 1.5997368421052633)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:54.292946,"(7.5, 14.0, 13.454545454545455)","(3.8, 5.0, 4.855172413793103)","(61.0, 220.0, 216.95652173913044)","(21.0, 28.0, 26.043478260869566)","(101.0, 490.0, 340.0)","(1.4, 1.61, 1.598529411764706)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:55.427029,"(7.5, 14.0, 13.428571428571429)","(3.8, 5.0, 4.852631578947368)","(61.0, 220.0, 206.66666666666666)","(21.0, 28.0, 25.5)","(101.0, 490.0, 333.75)","(1.4, 1.61, 1.5880769230769232)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:56.429009,"(8.0, 14.0, 13.61111111111111)","(3.8, 5.0, 4.909677419354838)","(61.0, 220.0, 206.66666666666666)","(20.0, 28.0, 25.5)","(101.0, 490.0, 333.75)","(1.35, 1.59, 1.5880769230769232)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:57.547989,"(8.0, 14.0, 13.61111111111111)","(3.8, 5.0, 4.903448275862069)","(61.0, 220.0, 205.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 480.0, 445.7142857142857)","(1.35, 1.61, 1.5883333333333334)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:58.635546,"(8.0, 14.0, 13.631578947368421)","(3.8, 5.0, 4.903448275862069)","(61.0, 220.0, 205.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 480.0, 445.7142857142857)","(1.35, 1.6, 1.596388888888889)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:55:59.749447,"(8.0, 14.0, 13.631578947368421)","(3.8, 5.0, 4.903448275862069)","(61.0, 220.0, 205.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 480.0, 445.7142857142857)","(1.35, 1.6, 1.596388888888889)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:56:00.800677,"(8.0, 14.0, 13.461538461538462)","(3.8, 5.0, 4.883333333333333)","(61.0, 220.0, 205.0)","(20.0, 28.0, 25.6)","(101.0, 480.0, 445.7142857142857)","(1.35, 1.6, 1.6046575342465754)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:56:01.922837,"(8.0, 13.0, 12.625)","(3.8, 5.0, 4.872727272727273)","(61.0, 220.0, 205.0)","(20.0, 28.0, 25.6)","(101.0, 480.0, 445.7142857142857)","(1.35, 1.61, 1.602909090909091)","(14.0, 20.0, 18.986486486486488)"
12-01-2023 13:56:02.921537,"(8.0, 13.0, 12.285714285714286)","(3.8, 5.0, 4.859999999999999)","(61.0, 220.0, 205.0)","(20.0, 28.0, 25.352941176470587)","(101.0, 480.0, 345.0)","(1.35, 1.61, 1.598421052631579)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:04.078622,"(8.0, 13.0, 12.666666666666666)","(3.8, 5.0, 4.947826086956522)","(61.0, 220.0, 205.0)","(20.0, 28.0, 26.448275862068964)","(101.0, 480.0, 350.0)","(1.35, 1.6, 1.598421052631579)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:05.347395,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.947826086956522)","(61.0, 220.0, 205.0)","(20.0, 28.0, 25.6)","(101.0, 480.0, 345.0)","(1.35, 1.6, 1.5975000000000001)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:06.486359,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.95)","(61.0, 220.0, 205.0)","(20.0, 28.0, 26.2)","(101.0, 480.0, 445.0)","(1.35, 1.6, 1.6012727272727274)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:07.613563,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.9363636363636365)","(61.0, 220.0, 195.55555555555554)","(20.0, 28.0, 26.615384615384617)","(101.0, 480.0, 445.0)","(1.35, 1.61, 1.6012727272727274)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:08.687951,"(8.0, 13.0, 12.642857142857142)","(3.8, 5.0, 4.9363636363636365)","(61.0, 240.0, 195.0)","(20.0, 28.0, 26.56)","(101.0, 480.0, 445.0)","(1.35, 1.61, 1.6017241379310345)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:09.790644,"(8.0, 13.0, 12.642857142857142)","(3.8, 5.0, 4.9192307692307695)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.56)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.61, 1.602258064516129)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:10.812994,"(8.0, 13.0, 12.565217391304348)","(3.8, 5.0, 4.927586206896552)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.56)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.61, 1.6034246575342466)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:11.809097,"(8.0, 13.0, 12.565217391304348)","(3.8, 5.0, 4.909090909090909)","(71.0, 240.0, 214.6875)","(20.0, 28.0, 26.56)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.61, 1.6062500000000002)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:13.219963,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.939130434782609)","(71.0, 240.0, 190.9090909090909)","(20.0, 28.0, 25.6)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.61, 1.6017241379310345)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:14.310112,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.939130434782609)","(71.0, 240.0, 190.9090909090909)","(20.0, 28.0, 25.6)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.61, 1.5950000000000002)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:15.477733,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.95)","(71.0, 240.0, 190.9090909090909)","(20.0, 28.0, 26.2)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.6, 1.5945833333333335)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:16.564512,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.955555555555556)","(71.0, 240.0, 198.46153846153845)","(20.0, 28.0, 25.6)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.6, 1.5945833333333335)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:17.745808,"(8.0, 13.0, 12.75)","(3.8, 5.0, 4.914285714285715)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.2)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.6, 1.5945833333333335)","(14.0, 20.0, 19.0)"
12-01-2023 13:56:18.740875,"(8.0, 13.0, 12.6)","(3.8, 5.0, 4.914285714285715)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.2)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.6, 1.5945833333333335)","(14.0, 20.0, 19.027027027027028)"
12-01-2023 13:56:19.691810,"(8.0, 13.0, 12.6)","(3.8, 5.0, 4.914285714285715)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.6)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.6, 1.5945833333333335)","(14.0, 20.0, 19.027027027027028)"
12-01-2023 13:56:20.903120,"(8.0, 13.0, 12.6)","(3.8, 5.0, 5.013513513513513)","(71.0, 240.0, 194.54545454545453)","(20.0, 28.0, 26.2)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.6, 1.5851612903225807)","(14.0, 20.0, 18.714285714285715)"
12-01-2023 13:56:22.066206,"(8.0, 13.0, 12.75)","(3.8, 5.1, 5.023529411764706)","(71.0, 240.0, 194.54545454545453)","(20.0, 28.0, 25.5)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.59, 1.5851612903225807)","(14.0, 20.0, 19.11111111111111)"
12-01-2023 13:56:23.126783,"(8.0, 13.0, 12.75)","(3.8, 5.1, 5.023529411764706)","(71.0, 240.0, 194.54545454545453)","(20.0, 28.0, 25.333333333333332)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.59, 1.5813636363636365)","(14.0, 20.0, 19.115384615384617)"
12-01-2023 13:56:24.175436,"(8.0, 13.0, 12.75)","(3.8, 5.1, 5.027777777777778)","(71.0, 240.0, 194.54545454545453)","(20.0, 28.0, 26.043478260869566)","(101.0, 480.0, 441.42857142857144)","(1.35, 1.59, 1.5888732394366198)","(14.0, 20.0, 19.28125)"
12-01-2023 13:56:25.268675,"(8.0, 13.0, 12.928571428571429)","(3.8, 5.1, 5.033333333333333)","(71.0, 240.0, 194.54545454545453)","(20.0, 28.0, 25.333333333333332)","(101.0, 480.0, 433.3333333333333)","(1.35, 1.59, 1.5887179487179488)","(14.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:26.353082,"(8.0, 14.0, 13.666666666666666)","(3.8, 5.1, 5.0)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.352941176470587)","(101.0, 480.0, 445.0)","(1.35, 1.59, 1.5987500000000001)","(14.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:27.417349,"(8.0, 14.0, 13.045454545454545)","(3.8, 5.1, 4.98)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 480.0, 445.0)","(1.35, 1.6, 1.5956363636363637)","(14.0, 20.0, 19.28125)"
12-01-2023 13:56:28.464923,"(8.0, 14.0, 13.166666666666666)","(3.8, 5.1, 5.016666666666667)","(71.0, 240.0, 168.0)","(20.0, 28.0, 25.5)","(101.0, 480.0, 445.0)","(1.35, 1.6, 1.5791666666666668)","(14.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:29.585672,"(8.0, 14.0, 13.5)","(3.8, 5.1, 5.033333333333333)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5791666666666668)","(14.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:30.642039,"(8.0, 14.0, 13.923076923076923)","(3.8, 5.1, 5.06)","(71.0, 240.0, 195.0)","(19.0, 28.0, 26.043478260869566)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5784615384615386)","(14.0, 20.0, 19.28125)"
12-01-2023 13:56:31.724107,"(8.0, 14.5, 13.782608695652174)","(3.8, 5.1, 5.06)","(71.0, 240.0, 195.0)","(19.0, 28.0, 25.5)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5788095238095239)","(14.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:32.755269,"(8.0, 14.5, 13.583333333333334)","(3.8, 5.1, 5.062962962962962)","(71.0, 240.0, 195.0)","(19.0, 28.0, 25.5)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5753333333333335)","(14.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:33.866456,"(8.0, 14.5, 13.583333333333334)","(3.8, 5.1, 5.062962962962962)","(71.0, 240.0, 195.0)","(19.0, 28.0, 25.5)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.570967741935484)","(14.0, 20.0, 19.28125)"
12-01-2023 13:56:35.095737,"(8.5, 14.5, 13.583333333333334)","(4.0, 5.1, 5.052380952380952)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.5)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5763636363636364)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:36.061120,"(8.5, 14.5, 13.23076923076923)","(4.0, 5.1, 5.052380952380952)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.5)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.577037037037037)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:37.193720,"(8.5, 14.5, 13.23076923076923)","(4.0, 5.1, 5.052380952380952)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.352941176470587)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5682142857142858)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:38.491474,"(8.5, 14.5, 13.8125)","(4.0, 5.1, 5.062962962962962)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 480.0, 445.0)","(1.35, 1.57, 1.5678260869565217)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:39.779856,"(8.5, 14.5, 14.119047619047619)","(4.0, 5.1, 5.062962962962962)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.954545454545453)","(101.0, 480.0, 445.0)","(1.35, 1.57, 1.5762962962962963)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:40.895222,"(8.5, 14.5, 14.1)","(4.0, 5.1, 5.07391304347826)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 480.0, 445.0)","(1.35, 1.58, 1.5872413793103448)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:42.074809,"(8.5, 12.5, 12.257142857142856)","(4.0, 5.1, 5.076923076923077)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.352941176470587)","(101.0, 480.0, 445.0)","(1.35, 1.59, 1.5853846153846154)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:43.219098,"(8.5, 12.5, 12.326923076923077)","(4.0, 5.3, 5.199999999999999)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.954545454545453)","(101.0, 480.0, 382.8571428571429)","(1.35, 1.59, 1.5840740740740742)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:44.146092,"(8.5, 12.5, 12.326923076923077)","(4.0, 5.2, 5.1875)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.954545454545453)","(101.0, 410.0, 382.8571428571429)","(1.35, 1.59, 1.5872727272727274)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:45.253716,"(8.5, 12.5, 12.326923076923077)","(4.0, 5.2, 5.1875)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.352941176470587)","(101.0, 410.0, 315.0)","(1.35, 1.59, 1.5871428571428572)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:46.376963,"(8.5, 13.5, 13.25)","(4.0, 5.2, 5.185714285714286)","(71.0, 240.0, 168.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 410.0, 320.0)","(1.35, 1.59, 1.5764285714285715)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:47.491335,"(8.5, 13.5, 13.166666666666666)","(4.0, 5.3, 5.0875)","(71.0, 240.0, 195.0)","(20.0, 28.0, 26.043478260869566)","(101.0, 410.0, 320.0)","(1.35, 1.58, 1.5754545454545454)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:48.605367,"(8.5, 14.5, 13.6)","(4.0, 5.3, 5.106451612903226)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 410.0, 320.0)","(1.35, 1.58, 1.573)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:49.843169,"(8.5, 14.5, 13.444444444444445)","(4.0, 5.2, 5.175)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.352941176470587)","(101.0, 410.0, 320.0)","(1.35, 1.58, 1.573)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:50.898950,"(8.5, 14.5, 13.456521739130435)","(4.0, 5.2, 5.175)","(71.0, 240.0, 195.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 410.0, 320.0)","(1.35, 1.58, 1.5833333333333335)","(15.0, 20.0, 19.14814814814815)"
12-01-2023 13:56:51.963662,"(8.5, 14.5, 13.642857142857142)","(4.0, 5.2, 5.175)","(71.0, 240.0, 193.84615384615384)","(20.0, 28.0, 25.91304347826087)","(101.0, 410.0, 320.0)","(1.35, 1.59, 1.5785714285714287)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:53.075405,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.2, 5.175)","(71.0, 240.0, 245.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 410.0, 320.0)","(1.35, 1.59, 1.5833333333333335)","(15.0, 20.0, 19.28125)"
12-01-2023 13:56:54.369542,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.2, 5.0636363636363635)","(71.0, 300.0, 250.0)","(20.0, 28.0, 25.91304347826087)","(101.0, 410.0, 320.0)","(1.35, 1.59, 1.5754545454545454)","(15.0, 20.0, 19.428571428571427)"
12-01-2023 13:56:55.513503,"(8.5, 14.5, 13.558823529411764)","(4.0, 5.2, 5.05)","(81.0, 300.0, 250.0)","(20.0, 28.0, 25.91304347826087)","(101.0, 410.0, 320.0)","(1.35, 1.58, 1.5625)","(15.0, 22.0, 19.46875)"
12-01-2023 13:56:56.503112,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.2, 5.0777777777777775)","(81.0, 300.0, 250.0)","(20.0, 28.0, 25.91304347826087)","(101.0, 410.0, 320.0)","(1.35, 1.57, 1.5618867924528304)","(15.0, 22.0, 19.81081081081081)"
12-01-2023 13:56:57.562059,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.2, 5.12)","(81.0, 300.0, 280.0)","(20.0, 28.0, 25.473684210526315)","(101.0, 400.0, 305.0)","(1.35, 1.57, 1.5630645161290324)","(15.0, 22.0, 19.86842105263158)"
12-01-2023 13:56:58.620480,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.3, 5.225)","(81.0, 300.0, 250.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 400.0, 315.0)","(1.35, 1.57, 1.5630645161290324)","(15.0, 22.0, 19.86842105263158)"
12-01-2023 13:56:59.733413,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.3, 5.165)","(81.0, 300.0, 280.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 400.0, 315.0)","(1.35, 1.57, 1.5645238095238096)","(15.0, 22.0, 20.071428571428573)"
12-01-2023 13:57:00.902042,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.2, 5.107692307692308)","(81.0, 300.0, 245.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 400.0, 315.0)","(1.35, 1.57, 1.5676)","(15.0, 22.0, 20.071428571428573)"
12-01-2023 13:57:02.109901,"(8.5, 14.5, 13.409090909090908)","(4.0, 5.2, 5.155555555555556)","(81.0, 300.0, 245.0)","(20.0, 28.0, 25.333333333333332)","(101.0, 400.0, 315.0)","(1.35, 1.57, 1.5776470588235294)","(15.0, 22.0, 19.589285714285715)"
12-01-2023 13:57:03.348228,"(8.5, 14.5, 13.642857142857142)","(4.0, 5.2, 5.05)","(81.0, 300.0, 250.0)","(20.0, 28.0, 26.285714285714285)","(101.0, 400.0, 315.0)","(1.35, 1.58, 1.5545228215767635)","(15.0, 22.0, 19.589285714285715)"
12-01-2023 13:57:04.452476,"(8.5, 14.5, 13.944444444444445)","(4.0, 5.2, 5.1045454545454545)","(81.0, 300.0, 250.0)","(20.0, 28.0, 26.285714285714285)","(101.0, 400.0, 315.0)","(1.35, 1.56, 1.5525)","(15.0, 22.0, 20.175675675675677)"
12-01-2023 13:57:05.470837,"(8.5, 14.5, 14.214285714285714)","(4.0, 5.3, 5.206666666666666)","(81.0, 300.0, 250.0)","(20.0, 28.0, 26.392857142857142)","(101.0, 400.0, 315.0)","(1.35, 1.56, 1.5525)","(15.0, 22.0, 20.175675675675677)"
12-01-2023 13:57:06.554155,"(8.5, 14.5, 14.214285714285714)","(4.0, 5.3, 5.206666666666666)","(81.0, 320.0, 198.125)","(20.0, 28.0, 26.90909090909091)","(101.0, 400.0, 315.0)","(1.35, 1.56, 1.5515286624203821)","(15.0, 22.0, 20.083333333333332)"
12-01-2023 13:57:07.725306,"(8.5, 14.5, 13.916666666666666)","(4.0, 5.3, 5.239130434782608)","(81.0, 320.0, 198.125)","(20.0, 28.0, 26.58823529411765)","(101.0, 400.0, 315.0)","(1.35, 1.56, 1.5498540145985402)","(15.0, 22.0, 20.083333333333332)"
12-01-2023 13:57:08.896933,"(8.5, 14.5, 13.82258064516129)","(4.0, 5.3, 5.24)","(81.0, 310.0, 245.0)","(20.0, 28.0, 26.952380952380953)","(101.0, 400.0, 315.0)","(1.35, 1.56, 1.5499638989169675)","(15.0, 22.0, 20.071428571428573)"
12-01-2023 13:57:09.922658,"(8.5, 14.5, 13.722222222222221)","(4.0, 5.3, 5.24)","(81.0, 300.0, 245.0)","(20.0, 28.0, 26.952380952380953)","(101.0, 400.0, 320.0)","(1.35, 1.56, 1.5451685393258427)","(15.0, 22.0, 20.083333333333332)"
12-01-2023 13:57:11.003175,"(9.0, 14.5, 13.8)","(4.0, 5.3, 5.245454545454545)","(81.0, 300.0, 245.0)","(20.0, 28.0, 26.263157894736842)","(101.0, 410.0, 325.0)","(1.35, 1.55, 1.5451685393258427)","(15.0, 22.0, 20.083333333333332)"
12-01-2023 13:57:11.991633,"(9.0, 14.5, 13.710526315789474)","(4.0, 5.3, 5.242857142857143)","(81.0, 300.0, 245.0)","(20.0, 28.0, 26.263157894736842)","(101.0, 410.0, 325.0)","(1.35, 1.55, 1.5446640316205533)","(15.0, 22.0, 20.083333333333332)"
12-01-2023 13:57:13.170325,"(9.0, 15.0, 14.4)","(4.0, 5.5, 5.326666666666666)","(81.0, 300.0, 245.0)","(20.0, 28.0, 26.6875)","(101.0, 410.0, 325.0)","(1.35, 1.55, 1.5447876447876447)","(15.0, 22.0, 20.083333333333332)"
