,Zabellsareringing,Poppie Socks,Pride Of Dixie,Sharp Pride,Side Cash,Cellar Champ,Driving Ambition,Emmjay,Les Goh,Iron Ruler,Lonhro Lily,Military Manoeuver,Siasha Jewel,Grosses Plain
05-01-2023 13:27:59.268904,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 171.42857142857144)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 18.5, 16.666666666666668)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.6909090909090905)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.0)","(4.6, 5.6, 5.333333333333333)","(4.6, 5.6, 5.3)","(71.0, 150.0, 140.0)"
05-01-2023 13:28:00.935001,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 171.42857142857144)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 50.333333333333336)","(21.0, 40.0, 36.0)","(12.0, 18.0, 16.666666666666668)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.714285714285714)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.0)","(4.6, 5.7, 5.333333333333333)","(4.6, 5.5, 5.24)","(71.0, 150.0, 140.0)"
05-01-2023 13:28:02.698595,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 171.42857142857144)","(19.0, 27.0, 26.526315789473685)","(31.0, 75.0, 56.5)","(21.0, 40.0, 36.0)","(12.0, 18.0, 16.666666666666668)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.714285714285714)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.0)","(4.6, 5.6, 5.216666666666667)","(4.6, 5.4, 5.24)","(71.0, 150.0, 140.0)"
05-01-2023 13:28:04.289884,"(8.5, 10.0, 9.77142857142857)","(81.0, 200.0, 173.75)","(19.0, 27.0, 26.59090909090909)","(31.0, 75.0, 56.5)","(21.0, 40.0, 36.0)","(12.0, 18.0, 16.5)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.714285714285714)","(11.0, 22.0, 18.785714285714285)","(11.0, 17.0, 16.0)","(4.6, 5.3, 5.274358974358974)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 140.0)"
05-01-2023 13:28:05.971059,"(8.5, 10.0, 9.68)","(81.0, 200.0, 150.0)","(19.0, 27.0, 26.846153846153847)","(31.0, 75.0, 56.5)","(21.0, 40.0, 36.0)","(12.0, 17.5, 16.11111111111111)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.714285714285714)","(11.0, 22.0, 19.833333333333332)","(11.0, 17.0, 16.857142857142858)","(4.6, 5.3, 5.137362637362637)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:07.548768,"(8.5, 10.0, 9.76)","(81.0, 200.0, 173.75)","(19.0, 27.0, 28.4)","(31.0, 75.0, 56.5)","(21.0, 40.0, 36.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 155.0)","(8.5, 11.0, 10.25)","(6.5, 7.8, 7.714285714285714)","(11.0, 21.0, 20.5)","(11.0, 17.0, 16.857142857142858)","(4.6, 5.2, 5.135227272727272)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:09.054573,"(8.5, 10.0, 9.8125)","(81.0, 200.0, 173.75)","(19.0, 29.0, 28.4)","(31.0, 75.0, 56.5)","(21.0, 40.0, 35.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.25)","(6.0, 7.8, 7.714285714285714)","(11.0, 21.0, 20.0)","(11.0, 17.0, 17.0)","(4.6, 5.2, 5.131325301204819)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:10.736829,"(8.5, 10.5, 9.8)","(81.0, 200.0, 173.75)","(19.0, 29.0, 28.4)","(31.0, 75.0, 56.5)","(21.0, 38.0, 34.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.25)","(6.0, 7.8, 7.04)","(11.0, 21.0, 19.333333333333332)","(11.0, 17.5, 17.0)","(4.6, 5.2, 5.131325301204819)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:12.308170,"(8.5, 10.0, 9.8)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.5)","(31.0, 75.0, 68.83333333333334)","(21.0, 38.0, 34.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 20.0, 18.666666666666668)","(11.0, 17.5, 17.0)","(4.6, 5.2, 5.131325301204819)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:13.785711,"(8.5, 10.0, 10.153846153846153)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.5)","(31.0, 75.0, 56.5)","(21.0, 38.0, 36.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 20.0, 17.75)","(11.0, 17.5, 17.0)","(4.6, 5.2, 5.131325301204819)","(4.6, 5.4, 5.181818181818182)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:15.308807,"(8.5, 10.5, 9.714285714285715)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.5)","(31.0, 75.0, 48.666666666666664)","(21.0, 38.0, 36.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 19.5, 18.57142857142857)","(11.0, 17.5, 17.0)","(4.6, 5.2, 5.2368421052631575)","(4.6, 5.4, 5.181818181818182)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:16.849288,"(8.5, 10.5, 9.659574468085106)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.5)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 19.0, 16.833333333333332)","(11.0, 17.5, 17.0)","(4.6, 5.3, 5.2368421052631575)","(4.6, 5.4, 5.181818181818182)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:18.763572,"(8.5, 11.0, 9.657142857142857)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.5)","(31.0, 70.0, 51.5)","(21.0, 38.0, 35.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 18.0, 16.0)","(11.0, 17.5, 17.0)","(4.6, 5.3, 5.2368421052631575)","(4.6, 5.4, 5.181818181818182)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:20.486861,"(8.5, 11.0, 10.3)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.6)","(31.0, 65.0, 60.5)","(21.0, 38.0, 35.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 18.0, 16.666666666666668)","(11.0, 17.5, 17.0)","(4.6, 5.3, 5.2368421052631575)","(4.6, 5.4, 5.181818181818182)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:22.243795,"(8.5, 10.5, 10.342857142857143)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.6)","(31.0, 65.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 17.0, 16.11111111111111)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.625)","(6.0, 7.2, 6.9)","(11.0, 18.0, 16.8)","(11.0, 17.5, 17.0)","(4.6, 5.3, 5.143478260869565)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:24.311675,"(8.5, 10.5, 9.651851851851852)","(81.0, 200.0, 150.0)","(19.0, 29.0, 28.6)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 17.0, 14.736842105263158)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 18.0, 16.75)","(12.0, 17.5, 17.0)","(4.6, 5.3, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:26.027827,"(8.5, 11.0, 9.988888888888889)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 16.0, 14.736842105263158)","(101.0, 200.0, 140.0)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 17.5, 16.9)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:27.827573,"(8.5, 11.0, 9.988888888888889)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 17.5, 21.647058823529413)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:29.670494,"(8.5, 11.0, 9.860000000000001)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 22.0, 20.444444444444443)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:31.306161,"(8.5, 10.5, 10.357142857142858)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 21.0, 20.444444444444443)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:32.985063,"(8.5, 10.5, 10.357142857142858)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 37.333333333333336)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 21.0, 18.2)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:34.582310,"(8.5, 11.0, 10.065217391304348)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 60.857142857142854)","(21.0, 40.0, 37.333333333333336)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 20.0, 18.2)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:36.176740,"(8.5, 11.0, 10.065217391304348)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 40.0, 37.333333333333336)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 20.0, 18.25)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:37.919070,"(8.5, 11.0, 10.073170731707316)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 40.0, 37.333333333333336)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 19.5, 17.833333333333332)","(12.0, 17.5, 17.42)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:39.820603,"(8.5, 11.0, 10.1)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 60.857142857142854)","(21.0, 40.0, 35.0)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 19.5, 17.666666666666668)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.091666666666667)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:41.591231,"(8.5, 11.0, 10.1)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 48.666666666666664)","(21.0, 38.0, 35.0)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.9)","(11.0, 18.0, 17.5)","(12.0, 17.5, 17.0)","(4.6, 5.1, 5.088888888888889)","(4.6, 5.4, 5.2153846153846155)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:43.685253,"(8.5, 11.0, 10.129032258064516)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.77777777777778)","(31.0, 70.0, 56.66666666666667)","(21.0, 38.0, 35.0)","(12.0, 16.0, 14.732758620689655)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.75)","(6.0, 7.2, 6.9)","(11.0, 18.0, 17.5)","(12.0, 17.5, 17.285714285714285)","(4.6, 5.1, 5.088888888888889)","(4.6, 5.4, 5.285714285714286)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:45.607239,"(8.5, 11.0, 10.129032258064516)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.5)","(31.0, 90.0, 67.375)","(21.0, 38.0, 34.0)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.886956521739131)","(11.0, 18.0, 16.5)","(12.0, 17.5, 17.125)","(4.6, 5.1, 5.099166666666666)","(4.6, 5.4, 5.25)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:47.312326,"(8.5, 11.0, 10.068965517241379)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.5)","(31.0, 85.0, 67.375)","(21.0, 36.0, 34.0)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.923076923076923)","(11.0, 17.0, 17.0)","(12.0, 17.5, 17.125)","(4.6, 5.1, 5.099166666666666)","(4.6, 5.4, 5.25)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:49.031452,"(8.5, 11.0, 10.068965517241379)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.5)","(31.0, 85.0, 52.0)","(21.0, 36.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.923076923076923)","(11.0, 17.5, 16.75)","(12.0, 17.5, 17.125)","(4.6, 5.1, 5.099166666666666)","(4.6, 5.4, 5.25)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:50.767533,"(8.5, 11.0, 10.068965517241379)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.5)","(31.0, 80.0, 64.0)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 140.0)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.923076923076923)","(11.0, 17.5, 20.0)","(12.0, 17.5, 17.125)","(4.6, 5.1, 5.247826086956522)","(4.6, 5.4, 5.25)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:52.415418,"(8.5, 11.0, 9.716666666666667)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.5)","(31.0, 90.0, 47.25)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.923076923076923)","(11.0, 24.0, 21.647058823529413)","(12.0, 17.5, 17.125)","(4.6, 5.3, 5.253846153846154)","(4.6, 5.4, 5.25)","(71.0, 150.0, 136.25)"
05-01-2023 13:28:54.128155,"(8.5, 11.0, 9.716666666666667)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.5)","(31.0, 75.0, 47.25)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.2, 6.929411764705883)","(11.0, 22.0, 21.647058823529413)","(12.0, 17.5, 17.3)","(4.6, 5.5, 5.375)","(4.6, 5.4, 5.25)","(71.0, 150.0, 133.75)"
05-01-2023 13:28:55.867904,"(8.5, 11.0, 10.242857142857142)","(81.0, 200.0, 150.0)","(20.0, 29.0, 28.625)","(31.0, 75.0, 47.25)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.0, 6.929411764705883)","(11.0, 22.0, 19.666666666666668)","(12.0, 17.5, 17.333333333333332)","(4.6, 5.5, 5.375)","(4.6, 5.4, 5.199999999999999)","(71.0, 150.0, 133.75)"
05-01-2023 13:28:57.616978,"(8.5, 10.5, 10.3)","(81.0, 200.0, 177.77777777777777)","(20.0, 29.0, 28.625)","(31.0, 75.0, 47.25)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.727272727272727)","(6.0, 7.0, 6.929411764705883)","(11.0, 21.0, 18.75)","(12.0, 17.5, 16.736842105263158)","(4.6, 5.5, 5.375)","(4.6, 5.3, 5.199999999999999)","(71.0, 150.0, 133.75)"
05-01-2023 13:28:59.292329,"(8.5, 10.5, 10.3)","(81.0, 200.0, 171.42857142857144)","(20.0, 29.0, 28.75)","(31.0, 75.0, 47.25)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.823529411764707)","(6.0, 7.0, 6.914285714285715)","(11.0, 20.0, 18.333333333333332)","(12.0, 17.0, 16.444444444444443)","(4.6, 5.5, 5.375)","(4.6, 5.3, 5.199999999999999)","(71.0, 150.0, 133.75)"
05-01-2023 13:29:00.824062,"(8.5, 10.5, 10.3)","(81.0, 200.0, 171.42857142857144)","(20.0, 29.0, 28.75)","(31.0, 75.0, 47.25)","(21.0, 34.0, 32.8)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.823529411764707)","(6.0, 7.0, 6.914285714285715)","(11.0, 20.0, 18.333333333333332)","(12.0, 17.0, 16.444444444444443)","(4.6, 5.5, 5.375)","(4.6, 5.3, 5.199999999999999)","(71.0, 150.0, 133.75)"
05-01-2023 13:29:02.405393,"(8.5, 10.5, 10.3)","(81.0, 200.0, 171.42857142857144)","(20.0, 29.0, 28.75)","(31.0, 75.0, 47.25)","(21.0, 40.0, 39.266666666666666)","(12.0, 16.0, 14.61320754716981)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.823529411764707)","(6.0, 7.0, 6.8)","(11.0, 20.0, 18.5)","(12.0, 17.0, 16.055555555555557)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.3, 5.199999999999999)","(71.0, 150.0, 117.5)"
05-01-2023 13:29:04.030827,"(8.5, 12.5, 10.34)","(81.0, 200.0, 171.42857142857144)","(20.0, 29.0, 28.0)","(31.0, 75.0, 47.25)","(21.0, 38.0, 35.0)","(12.0, 16.0, 15.071428571428571)","(101.0, 200.0, 171.42857142857144)","(8.5, 11.0, 10.785714285714286)","(6.0, 7.0, 6.88)","(11.0, 19.5, 18.166666666666668)","(12.0, 16.5, 16.055555555555557)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.3, 5.199999999999999)","(71.0, 150.0, 138.0)"
05-01-2023 13:29:05.690414,"(8.5, 12.5, 10.526315789473685)","(81.0, 200.0, 184.0)","(20.0, 29.0, 36.608695652173914)","(31.0, 75.0, 71.66666666666667)","(21.0, 38.0, 38.4)","(12.0, 15.5, 15.25)","(101.0, 200.0, 208.33333333333334)","(8.5, 11.0, 10.120689655172415)","(6.0, 7.0, 6.9)","(11.0, 19.5, 18.166666666666668)","(12.0, 16.5, 16.2)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.3, 5.125)","(71.0, 150.0, 145.0)"
05-01-2023 13:29:07.384355,"(8.5, 12.5, 10.735294117647058)","(81.0, 200.0, 190.0)","(20.0, 40.0, 34.0)","(31.0, 75.0, 80.0)","(21.0, 48.0, 40.4)","(12.0, 15.5, 15.0)","(101.0, 230.0, 208.0)","(8.5, 10.5, 10.120689655172415)","(6.0, 7.0, 6.9)","(11.0, 19.5, 18.166666666666668)","(12.0, 16.5, 16.2)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.2, 5.12)","(71.0, 150.0, 145.0)"
05-01-2023 13:29:08.951488,"(8.5, 12.5, 10.735294117647058)","(81.0, 220.0, 190.0)","(20.0, 38.0, 34.0)","(31.0, 90.0, 75.0)","(21.0, 46.0, 40.0)","(12.0, 15.5, 14.266666666666667)","(101.0, 230.0, 216.25)","(8.5, 10.5, 10.120689655172415)","(6.0, 7.0, 6.9)","(11.0, 19.5, 18.0)","(12.0, 16.5, 17.22222222222222)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.2, 5.12)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:10.515373,"(8.5, 12.5, 10.526315789473685)","(81.0, 220.0, 190.0)","(20.0, 38.0, 34.0)","(31.0, 90.0, 75.0)","(21.0, 44.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 230.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.0, 6.9)","(11.0, 19.0, 18.0)","(12.0, 17.5, 17.22222222222222)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.2, 5.128089887640449)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:12.157281,"(8.5, 12.5, 10.869565217391305)","(81.0, 220.0, 190.0)","(20.0, 38.0, 34.0)","(31.0, 90.0, 75.0)","(21.0, 42.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.0, 6.9)","(11.0, 19.0, 18.333333333333332)","(12.0, 17.5, 17.22222222222222)","(4.6, 5.5, 5.4523809523809526)","(4.6, 5.2, 5.128089887640449)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:13.665310,"(8.5, 12.5, 10.869565217391305)","(81.0, 220.0, 190.0)","(20.0, 38.0, 32.666666666666664)","(31.0, 90.0, 75.0)","(21.0, 42.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.0, 6.972093023255814)","(11.0, 19.0, 17.5)","(12.0, 17.5, 17.22222222222222)","(4.6, 5.5, 5.665384615384616)","(4.6, 5.2, 5.128089887640449)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:15.159266,"(8.5, 12.5, 10.869565217391305)","(81.0, 220.0, 190.0)","(20.0, 38.0, 34.54545454545455)","(31.0, 90.0, 75.0)","(21.0, 42.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.0, 6.974468085106383)","(11.0, 19.0, 18.0)","(12.0, 17.5, 16.333333333333332)","(4.6, 5.8, 5.683333333333334)","(4.6, 5.2, 5.263076923076923)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:16.613401,"(8.5, 12.5, 10.869565217391305)","(81.0, 220.0, 190.0)","(20.0, 40.0, 34.54545454545455)","(31.0, 90.0, 75.0)","(21.0, 42.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.041666666666666)","(6.0, 7.0, 7.309433962264151)","(11.0, 19.0, 17.714285714285715)","(12.0, 17.0, 16.166666666666668)","(4.6, 5.8, 5.663636363636363)","(4.6, 5.3, 5.267123287671232)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:18.111121,"(8.5, 12.5, 10.625)","(81.0, 220.0, 190.0)","(20.0, 40.0, 34.54545454545455)","(31.0, 90.0, 73.28571428571428)","(21.0, 42.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.4, 7.712727272727273)","(11.0, 19.0, 17.714285714285715)","(12.0, 17.0, 16.0)","(4.6, 5.8, 5.644827586206897)","(4.6, 5.3, 5.166666666666666)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:19.560176,"(8.5, 12.5, 10.526315789473685)","(81.0, 220.0, 196.0)","(20.0, 40.0, 34.0)","(31.0, 85.0, 64.0)","(21.0, 42.0, 38.666666666666664)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.8, 6.92)","(11.0, 19.0, 17.714285714285715)","(12.0, 17.0, 15.8)","(4.6, 5.8, 5.644827586206897)","(4.6, 5.3, 5.166666666666666)","(71.0, 150.0, 143.33333333333334)"
05-01-2023 13:29:21.003168,"(8.5, 12.5, 10.526315789473685)","(81.0, 220.0, 196.0)","(20.0, 40.0, 35.63636363636364)","(31.0, 80.0, 62.0)","(21.0, 42.0, 35.42857142857143)","(12.0, 14.5, 14.333333333333334)","(101.0, 220.0, 197.77777777777777)","(8.5, 10.5, 10.021739130434783)","(6.0, 7.4, 7.08)","(11.0, 19.0, 18.166666666666668)","(12.0, 16.5, 16.0)","(4.6, 5.8, 5.644827586206897)","(4.6, 5.3, 5.166666666666666)","(71.0, 150.0, 143.33333333333334)"
