,Elite Bullet,Just Ellie,Bob Barker,Mount Gower,Slam The Door,Winlock Benji,Royal Carmilla,More Dollars
11,"[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 24, 309487), 12.0, 24.0]"
12,"[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 25, 460775), 12.0, 24.0]"
13,"[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 26, 607009), 12.0, 24.0]"
14,"[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 27, 763335), 12.0, 24.0]"
15,"[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 28, 903188), 12.0, 24.0]"
16,"[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 30, 54065), 12.0, 24.0]"
17,"[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 31, 196440), 12.0, 24.0]"
18,"[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 32, 326871), 12.0, 24.0]"
19,"[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 33, 454739), 12.0, 24.0]"
20,"[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 34, 592785), 12.0, 24.0]"
21,"[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 35, 720443), 12.0, 24.0]"
22,"[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 36, 866464), 12.0, 24.0]"
23,"[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 38, 12027), 12.0, 24.0]"
24,"[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 39, 143032), 12.0, 24.0]"
25,"[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 40, 276779), 12.0, 24.0]"
26,"[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 41, 409076), 12.0, 24.0]"
27,"[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 42, 540380), 12.0, 24.0]"
28,"[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 43, 675464), 12.0, 24.0]"
29,"[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 44, 824238), 12.0, 24.0]"
30,"[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 45, 973027), 12.0, 24.0]"
31,"[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 47, 103781), 12.0, 24.0]"
32,"[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 48, 241282), 12.0, 24.0]"
33,"[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 49, 372644), 12.0, 24.0]"
34,"[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 50, 513180), 12.0, 24.0]"
35,"[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 51, 652339), 12.0, 24.0]"
36,"[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 52, 785208), 12.0, 24.0]"
37,"[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 53, 924118), 12.0, 24.0]"
38,"[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 55, 69073), 12.0, 24.0]"
39,"[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 4.6, 5.9]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 12.0, 23.0]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 4.4, 6.2]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 3.0, 5.0]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 4.2, 11.0]","[datetime.datetime(2022, 11, 28, 18, 33, 56, 230571), 12.0, 24.0]"
