,Boo Too,Jefferson Security,Sweet T,Allegheny Hero,Jubas Yankee One,Monkey Wrench,Chartered Course
12-01-2023 10:30:33.008614,"(12.0, 23.0, 22.458333333333332)","(1.28, 1.45, 1.447)","(8.5, 8.8, 8.299999999999999)","(17.0, 29.0, 20.0)","(41.0, 65.0, 60.714285714285715)","(13.0, 23.0, 21.5)","(12.0, 38.0, 35.16666666666667)"
12-01-2023 10:30:34.094262,"(12.0, 23.0, 21.5)","(1.28, 1.45, 1.442258064516129)","(8.5, 8.8, 8.299999999999999)","(17.0, 29.0, 20.0)","(41.0, 65.0, 60.714285714285715)","(13.0, 23.0, 21.5)","(12.0, 38.0, 35.16666666666667)"
12-01-2023 10:30:35.185599,"(12.0, 23.0, 21.0)","(1.28, 1.45, 1.442258064516129)","(8.5, 8.8, 8.299999999999999)","(17.0, 29.0, 20.0)","(41.0, 65.0, 60.714285714285715)","(13.0, 23.0, 21.285714285714285)","(12.0, 38.0, 36.3)"
12-01-2023 10:30:36.304877,"(12.0, 23.0, 22.333333333333332)","(1.28, 1.46, 1.4453846153846153)","(8.5, 8.8, 8.5)","(17.0, 29.0, 24.833333333333332)","(41.0, 65.0, 61.66666666666667)","(13.0, 23.0, 20.0)","(12.0, 38.0, 31.0)"
12-01-2023 10:30:37.412307,"(12.0, 23.0, 21.9)","(1.28, 1.48, 1.4798339483394833)","(8.5, 8.8, 8.5)","(17.0, 29.0, 24.833333333333332)","(41.0, 65.0, 61.66666666666667)","(13.0, 23.0, 21.3125)","(12.0, 38.0, 31.0)"
12-01-2023 10:30:38.483475,"(12.0, 23.0, 21.9)","(1.28, 1.48, 1.476)","(8.5, 8.6, 8.28)","(17.0, 29.0, 24.833333333333332)","(41.0, 65.0, 60.0)","(13.0, 23.0, 21.0)","(12.0, 38.0, 31.0)"
12-01-2023 10:30:39.645948,"(12.0, 23.0, 21.9)","(1.28, 1.48, 1.4790625)","(8.5, 8.6, 8.28)","(17.0, 29.0, 24.833333333333332)","(41.0, 65.0, 63.125)","(13.0, 22.0, 21.0)","(12.0, 38.0, 35.4)"
12-01-2023 10:30:40.747781,"(12.0, 23.0, 21.9)","(1.28, 1.48, 1.4790625)","(8.5, 8.6, 8.257142857142858)","(17.0, 29.0, 24.5)","(41.0, 65.0, 63.125)","(13.0, 22.0, 18.666666666666668)","(12.0, 38.0, 36.86666666666667)"
12-01-2023 10:30:41.866436,"(12.0, 23.0, 22.0)","(1.28, 1.48, 1.4666666666666666)","(8.5, 8.4, 8.177777777777777)","(17.0, 29.0, 24.950000000000003)","(41.0, 65.0, 63.92857142857143)","(13.0, 22.0, 18.666666666666668)","(12.0, 38.0, 37.19047619047619)"
12-01-2023 10:30:42.950331,"(12.0, 23.0, 22.0)","(1.28, 1.47, 1.458)","(8.5, 8.4, 8.177777777777777)","(17.0, 29.0, 23.42857142857143)","(41.0, 65.0, 63.92857142857143)","(13.0, 22.0, 18.666666666666668)","(12.0, 38.0, 32.666666666666664)"
12-01-2023 10:30:44.055017,"(12.0, 23.0, 22.333333333333332)","(1.28, 1.47, 1.4606666666666666)","(8.5, 8.4, 8.246153846153847)","(17.0, 29.0, 23.42857142857143)","(41.0, 65.0, 63.92857142857143)","(13.0, 22.0, 20.666666666666668)","(12.0, 38.0, 34.8)"
12-01-2023 10:30:45.210154,"(12.0, 23.0, 22.454545454545453)","(1.28, 1.47, 1.4606666666666666)","(8.5, 8.4, 8.246153846153847)","(17.0, 29.0, 25.75)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 35.09090909090909)"
12-01-2023 10:30:46.261158,"(12.0, 23.0, 21.9)","(1.28, 1.47, 1.4603225806451612)","(8.5, 8.4, 8.246153846153847)","(17.0, 29.0, 25.75)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 36.666666666666664)"
12-01-2023 10:30:47.258190,"(12.0, 23.0, 21.9)","(1.28, 1.47, 1.4603225806451612)","(8.5, 8.4, 8.246153846153847)","(17.0, 29.0, 25.75)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 36.666666666666664)"
12-01-2023 10:30:48.329487,"(12.0, 23.0, 21.9)","(1.28, 1.47, 1.4611764705882353)","(8.5, 8.4, 8.177777777777777)","(17.0, 29.0, 25.7)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 36.666666666666664)"
12-01-2023 10:30:49.447047,"(12.0, 23.0, 22.3125)","(1.28, 1.47, 1.4611764705882353)","(8.5, 8.4, 8.177777777777777)","(17.0, 28.0, 22.5)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 33.0)"
12-01-2023 10:30:50.511618,"(12.0, 23.0, 21.333333333333332)","(1.28, 1.47, 1.4611764705882353)","(8.5, 8.4, 8.177777777777777)","(17.0, 28.0, 22.5)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 33.0)"
12-01-2023 10:30:51.510665,"(12.0, 23.0, 21.333333333333332)","(1.28, 1.47, 1.458)","(8.5, 8.4, 8.25)","(17.0, 28.0, 22.5)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 35.2)"
12-01-2023 10:30:52.583699,"(12.0, 23.0, 21.333333333333332)","(1.28, 1.47, 1.4557142857142857)","(8.5, 8.4, 8.275)","(17.0, 28.0, 22.5)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 19.666666666666668)","(12.0, 38.0, 35.2)"
12-01-2023 10:30:53.752606,"(12.0, 23.0, 21.333333333333332)","(1.28, 1.47, 1.4508333333333332)","(8.5, 8.4, 8.275)","(17.0, 28.0, 22.5)","(41.0, 65.0, 64.42307692307692)","(13.0, 22.0, 21.0)","(12.0, 38.0, 35.2)"
12-01-2023 10:30:54.909485,"(12.0, 23.0, 21.333333333333332)","(1.28, 1.46, 1.4508333333333332)","(8.5, 8.4, 8.275)","(17.0, 28.0, 25.555555555555557)","(41.0, 65.0, 64.16666666666667)","(13.0, 22.0, 21.0)","(12.0, 38.0, 36.6)"
12-01-2023 10:30:56.018301,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.4508333333333332)","(8.5, 8.4, 8.275)","(17.0, 28.0, 25.555555555555557)","(41.0, 65.0, 64.16666666666667)","(13.0, 22.0, 20.0)","(12.0, 38.0, 33.0)"
12-01-2023 10:30:57.079208,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.454468085106383)","(8.5, 8.4, 8.275)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 20.0)","(12.0, 34.0, 33.0)"
12-01-2023 10:30:58.206003,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.454468085106383)","(8.5, 8.4, 8.275)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.0)"
12-01-2023 10:30:59.375366,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.4507936507936507)","(8.5, 8.4, 8.275)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.0)"
12-01-2023 10:31:00.560856,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.4507936507936507)","(8.5, 8.4, 8.275)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.0)"
12-01-2023 10:31:01.613033,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.4507936507936507)","(8.5, 8.4, 8.275)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.09090909090909)"
12-01-2023 10:31:02.719105,"(12.0, 23.0, 22.375)","(1.28, 1.46, 1.4474725274725275)","(8.5, 8.4, 8.275)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 20.0)","(12.0, 34.0, 33.16666666666667)"
12-01-2023 10:31:03.845567,"(12.0, 23.0, 22.615384615384617)","(1.28, 1.46, 1.4494827586206895)","(8.5, 8.4, 8.066666666666666)","(17.0, 28.0, 24.5)","(41.0, 65.0, 64.16666666666667)","(13.0, 21.0, 20.0)","(12.0, 34.0, 33.16666666666667)"
12-01-2023 10:31:04.968439,"(12.0, 23.0, 22.615384615384617)","(1.28, 1.45, 1.4494827586206895)","(8.5, 8.4, 8.454545454545455)","(17.0, 28.0, 26.090909090909093)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 20.0)","(12.0, 34.0, 33.23076923076923)"
12-01-2023 10:31:06.133251,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.45, 1.4494827586206895)","(8.5, 9.0, 8.4)","(17.0, 28.0, 26.384615384615387)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.23076923076923)"
12-01-2023 10:31:07.240868,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.45, 1.4494827586206895)","(8.5, 8.8, 8.4)","(17.0, 28.0, 26.384615384615387)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.375)"
12-01-2023 10:31:08.388085,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.45, 1.4494827586206895)","(8.5, 8.8, 8.4)","(17.0, 28.0, 23.0)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.5)","(12.0, 34.0, 33.375)"
12-01-2023 10:31:09.536228,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.45, 1.449189189189189)","(8.5, 8.8, 8.4)","(17.0, 28.0, 23.0)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.875)","(12.0, 34.0, 33.375)"
12-01-2023 10:31:10.681448,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.45, 1.4484210526315788)","(8.5, 8.8, 8.4)","(17.0, 28.0, 23.0)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.875)","(12.0, 34.0, 32.4)"
12-01-2023 10:31:11.784961,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.45, 1.4484210526315788)","(8.5, 8.8, 7.963636363636364)","(17.0, 28.0, 23.0)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.875)","(12.0, 34.0, 32.4)"
12-01-2023 10:31:13.039811,"(12.0, 22.0, 21.82608695652174)","(1.28, 1.46, 1.4514925373134329)","(8.5, 8.4, 8.057142857142857)","(17.0, 28.0, 23.0)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.875)","(12.0, 34.0, 32.4)"
12-01-2023 10:31:14.209958,"(12.0, 21.0, 20.869565217391305)","(1.28, 1.46, 1.4514925373134329)","(8.5, 8.4, 8.0)","(17.0, 28.0, 23.0)","(41.0, 65.0, 64.21052631578948)","(13.0, 21.0, 19.875)","(12.0, 34.0, 32.4)"
12-01-2023 10:31:15.269132,"(12.0, 21.0, 20.869565217391305)","(1.28, 1.46, 1.4514925373134329)","(8.5, 8.4, 7.527272727272727)","(17.0, 28.0, 23.75)","(41.0, 65.0, 64.28571428571429)","(13.0, 21.0, 19.428571428571427)","(12.0, 34.0, 33.2)"
12-01-2023 10:31:16.503926,"(12.0, 21.0, 20.863636363636363)","(1.28, 1.46, 1.4514925373134329)","(8.5, 8.2, 8.036363636363637)","(17.0, 28.0, 23.25)","(41.0, 65.0, 64.28571428571429)","(13.0, 20.0, 19.428571428571427)","(12.0, 34.0, 33.2)"
12-01-2023 10:31:17.654639,"(12.0, 21.0, 20.863636363636363)","(1.28, 1.46, 1.4514925373134329)","(8.5, 8.4, 8.036363636363637)","(17.0, 28.0, 23.25)","(41.0, 65.0, 64.28571428571429)","(13.0, 20.0, 19.428571428571427)","(12.0, 34.0, 33.2)"
12-01-2023 10:31:18.863905,"(12.0, 21.0, 20.375)","(1.28, 1.46, 1.4518867924528303)","(8.5, 8.4, 8.036363636363637)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 64.28571428571429)","(13.0, 20.0, 19.666666666666668)","(12.0, 34.0, 42.5)"
12-01-2023 10:31:19.927390,"(12.0, 21.0, 20.375)","(1.28, 1.47, 1.4518867924528303)","(8.5, 8.4, 8.036363636363637)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 64.28571428571429)","(13.0, 20.0, 19.071428571428573)","(12.0, 48.0, 42.36363636363636)"
12-01-2023 10:31:21.070101,"(12.0, 19.5, 19.25)","(1.28, 1.47, 1.4545161290322581)","(8.5, 8.4, 7.9)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 63.0)","(13.0, 19.5, 19.071428571428573)","(12.0, 46.0, 42.66666666666667)"
12-01-2023 10:31:22.339610,"(12.0, 19.5, 19.357142857142858)","(1.28, 1.48, 1.4802564102564102)","(8.5, 8.4, 7.866666666666666)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 63.0)","(13.0, 19.5, 19.071428571428573)","(12.0, 46.0, 42.66666666666667)"
12-01-2023 10:31:23.631291,"(12.0, 19.5, 19.357142857142858)","(1.28, 1.49, 1.4725217391304348)","(8.5, 8.2, 8.049999999999999)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 63.0)","(13.0, 19.5, 19.875)","(12.0, 46.0, 42.66666666666667)"
12-01-2023 10:31:24.848976,"(12.0, 19.5, 19.357142857142858)","(1.28, 1.49, 1.478)","(8.5, 8.2, 7.9)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 63.0)","(13.0, 21.0, 19.875)","(12.0, 46.0, 42.0)"
12-01-2023 10:31:26.072006,"(12.0, 19.5, 19.357142857142858)","(1.28, 1.49, 1.4782608695652173)","(8.5, 8.0, 7.9)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 64.0)","(13.0, 21.0, 19.428571428571427)","(12.0, 46.0, 43.77777777777778)"
12-01-2023 10:31:27.268906,"(12.0, 19.5, 19.444444444444443)","(1.28, 1.49, 1.4791351351351352)","(8.5, 8.0, 7.9)","(17.0, 28.0, 22.666666666666668)","(41.0, 65.0, 84.25925925925927)","(13.0, 20.0, 19.666666666666668)","(12.0, 46.0, 43.77777777777778)"
12-01-2023 10:31:28.456811,"(12.0, 19.5, 19.45)","(1.28, 1.49, 1.4791351351351352)","(8.5, 8.0, 7.9)","(17.0, 28.0, 22.666666666666668)","(41.0, 85.0, 84.25925925925927)","(13.0, 20.0, 19.666666666666668)","(12.0, 46.0, 43.77777777777778)"
12-01-2023 10:31:29.691042,"(12.0, 19.5, 19.45)","(1.28, 1.49, 1.4791351351351352)","(8.5, 8.0, 7.9)","(17.0, 28.0, 22.666666666666668)","(41.0, 85.0, 84.25925925925927)","(13.0, 20.0, 19.428571428571427)","(12.0, 46.0, 43.77777777777778)"
12-01-2023 10:31:30.923918,"(12.0, 19.5, 19.45)","(1.28, 1.49, 1.485531914893617)","(8.5, 8.0, 7.822222222222222)","(17.0, 28.0, 22.666666666666668)","(41.0, 85.0, 84.25925925925927)","(13.0, 20.0, 18.9375)","(12.0, 46.0, 43.77777777777778)"
12-01-2023 10:31:32.020987,"(12.0, 19.5, 19.45)","(1.28, 1.49, 1.485531914893617)","(8.5, 8.0, 7.9)","(17.0, 28.0, 25.0)","(41.0, 85.0, 84.16666666666667)","(13.0, 19.5, 17.333333333333332)","(12.0, 46.0, 42.0)"
12-01-2023 10:31:33.273871,"(12.0, 20.0, 19.647058823529413)","(1.28, 1.57, 1.56)","(8.5, 7.8, 7.5)","(17.0, 28.0, 26.11111111111111)","(41.0, 85.0, 84.16666666666667)","(13.0, 19.0, 17.933333333333334)","(12.0, 46.0, 42.0)"
12-01-2023 10:31:34.470018,"(12.0, 19.5, 19.0)","(1.28, 1.57, 1.56)","(8.5, 7.8, 7.5)","(17.0, 27.0, 24.81818181818182)","(41.0, 85.0, 84.16666666666667)","(13.0, 19.0, 17.75)","(12.0, 46.0, 42.0)"
12-01-2023 10:31:35.543518,"(12.0, 19.0, 18.625)","(1.28, 1.57, 1.5467741935483872)","(8.5, 7.8, 7.5)","(17.0, 27.0, 25.5)","(41.0, 85.0, 84.42857142857143)","(13.0, 18.5, 17.214285714285715)","(12.0, 46.0, 42.66666666666667)"
12-01-2023 10:31:36.594237,"(12.0, 19.0, 18.8125)","(1.28, 1.56, 1.5342105263157895)","(8.5, 7.8, 7.6421052631578945)","(17.0, 26.0, 25.5)","(41.0, 85.0, 84.42857142857143)","(13.0, 18.5, 17.428571428571427)","(12.0, 46.0, 39.666666666666664)"
12-01-2023 10:31:37.668757,"(12.0, 19.0, 18.83783783783784)","(1.28, 1.54, 1.51375)","(8.5, 7.8, 7.6421052631578945)","(17.0, 26.0, 31.07142857142857)","(41.0, 85.0, 84.42857142857143)","(13.0, 18.5, 17.84375)","(12.0, 46.0, 39.666666666666664)"
12-01-2023 10:31:38.725665,"(12.0, 19.5, 18.3)","(1.28, 1.52, 1.4834782608695651)","(8.5, 8.0, 7.666666666666667)","(17.0, 32.0, 31.25)","(41.0, 85.0, 84.42857142857143)","(13.0, 18.0, 17.84375)","(12.0, 46.0, 39.666666666666664)"
12-01-2023 10:31:39.771086,"(12.0, 19.5, 19.055555555555557)","(1.28, 1.5, 1.4670588235294117)","(8.5, 8.0, 7.666666666666667)","(17.0, 32.0, 30.0)","(41.0, 85.0, 84.44444444444444)","(13.0, 18.0, 17.84375)","(12.0, 46.0, 39.666666666666664)"
12-01-2023 10:31:40.877430,"(12.0, 19.5, 19.071428571428573)","(1.28, 1.49, 1.4693103448275862)","(8.5, 8.0, 7.666666666666667)","(17.0, 32.0, 28.4)","(41.0, 85.0, 83.46153846153847)","(13.0, 18.0, 17.84375)","(12.0, 46.0, 39.666666666666664)"
12-01-2023 10:31:42.029766,"(12.0, 19.5, 18.625)","(1.28, 1.48, 1.46875)","(8.5, 8.0, 7.542857142857143)","(17.0, 30.0, 28.4)","(41.0, 85.0, 83.46153846153847)","(13.0, 18.0, 17.84375)","(12.0, 46.0, 39.666666666666664)"
12-01-2023 10:31:43.070214,"(12.0, 19.5, 18.625)","(1.28, 1.48, 1.474375)","(8.5, 8.0, 7.542857142857143)","(17.0, 30.0, 28.4)","(41.0, 85.0, 83.46153846153847)","(13.0, 18.0, 17.84375)","(12.0, 46.0, 47.90909090909091)"
12-01-2023 10:31:44.251542,"(12.0, 19.5, 19.071428571428573)","(1.28, 1.49, 1.473611111111111)","(8.5, 7.8, 7.663636363636364)","(17.0, 30.0, 28.4)","(41.0, 85.0, 83.46153846153847)","(13.0, 18.0, 17.7)","(12.0, 50.0, 45.8)"
12-01-2023 10:31:45.394071,"(12.0, 20.0, 19.0)","(1.28, 1.48, 1.4753125)","(8.5, 7.8, 7.663636363636364)","(17.0, 30.0, 28.4)","(41.0, 85.0, 83.82352941176471)","(13.0, 18.0, 17.7)","(12.0, 50.0, 43.85714285714286)"
12-01-2023 10:31:46.394108,"(12.0, 20.0, 19.615384615384617)","(1.28, 1.48, 1.476)","(8.5, 7.8, 7.44)","(17.0, 36.0, 30.4)","(41.0, 85.0, 83.82352941176471)","(13.0, 18.0, 17.7)","(12.0, 55.0, 36.25)"
12-01-2023 10:31:47.397116,"(12.0, 20.0, 19.615384615384617)","(1.28, 1.48, 1.4744099378881987)","(8.5, 7.8, 7.44)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 18.0, 17.125)","(12.0, 55.0, 42.5)"
12-01-2023 10:31:48.454077,"(12.0, 20.0, 18.75)","(1.28, 1.48, 1.474375)","(8.5, 7.8, 7.569230769230769)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.5, 17.09090909090909)","(12.0, 55.0, 42.5)"
12-01-2023 10:31:49.387513,"(12.0, 19.0, 18.142857142857142)","(1.28, 1.48, 1.4731818181818181)","(8.5, 7.8, 7.569230769230769)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.5, 17.09090909090909)","(12.0, 55.0, 42.5)"
12-01-2023 10:31:50.345890,"(12.0, 18.5, 18.291666666666668)","(1.28, 1.48, 1.4731818181818181)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.0, 16.6)","(12.0, 55.0, 42.5)"
12-01-2023 10:31:51.391832,"(12.0, 18.5, 18.291666666666668)","(1.28, 1.48, 1.4731818181818181)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.0, 16.6)","(12.0, 55.0, 46.66666666666667)"
12-01-2023 10:31:52.607939,"(12.0, 18.5, 18.291666666666668)","(1.28, 1.48, 1.4731818181818181)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.0, 16.5)","(12.0, 55.0, 46.66666666666667)"
12-01-2023 10:31:53.720395,"(12.0, 18.0, 17.692307692307693)","(1.28, 1.48, 1.4731818181818181)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 46.66666666666667)"
12-01-2023 10:31:54.621320,"(12.0, 18.0, 17.692307692307693)","(1.28, 1.48, 1.4762616822429906)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 31.058823529411764)","(41.0, 85.0, 82.0)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 46.66666666666667)"
12-01-2023 10:31:55.621648,"(12.0, 18.0, 17.875)","(1.28, 1.49, 1.4788372093023257)","(8.5, 7.8, 7.5)","(17.0, 36.0, 33.29032258064516)","(41.0, 85.0, 83.5)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 50.4)"
12-01-2023 10:31:56.651193,"(12.0, 18.0, 17.875)","(1.28, 1.49, 1.478)","(8.5, 7.8, 7.5)","(17.0, 36.0, 28.8)","(41.0, 85.0, 83.5)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 51.16666666666667)"
12-01-2023 10:31:57.720094,"(12.0, 18.0, 17.875)","(1.28, 1.49, 1.481578947368421)","(8.5, 7.8, 7.5)","(17.0, 36.0, 28.8)","(41.0, 85.0, 83.5)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 51.16666666666667)"
12-01-2023 10:31:58.820877,"(12.0, 17.5, 17.38888888888889)","(1.28, 1.49, 1.4684705882352942)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 28.8)","(41.0, 85.0, 83.5)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 41.0)"
12-01-2023 10:32:00.220420,"(12.0, 17.5, 17.38888888888889)","(1.28, 1.48, 1.4656603773584906)","(8.5, 7.8, 7.5777777777777775)","(17.0, 36.0, 28.8)","(41.0, 85.0, 83.63636363636364)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:01.395637,"(12.0, 17.5, 17.38888888888889)","(1.28, 1.48, 1.475032679738562)","(8.5, 7.8, 7.48)","(17.0, 36.0, 33.14285714285714)","(41.0, 85.0, 83.63636363636364)","(13.0, 17.0, 16.333333333333332)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:02.553396,"(12.0, 18.0, 17.571428571428573)","(1.28, 1.48, 1.4801754385964911)","(8.5, 7.8, 7.433333333333334)","(17.0, 40.0, 35.2)","(41.0, 85.0, 83.63636363636364)","(13.0, 17.0, 16.442857142857143)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:03.617759,"(12.0, 18.0, 17.85185185185185)","(1.28, 1.49, 1.4783333333333333)","(8.5, 7.8, 7.433333333333334)","(17.0, 38.0, 35.2)","(41.0, 85.0, 83.63636363636364)","(13.0, 17.0, 16.452380952380953)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:04.738218,"(12.0, 18.0, 17.85185185185185)","(1.28, 1.49, 1.479)","(8.5, 7.8, 7.433333333333334)","(17.0, 38.0, 35.2)","(41.0, 85.0, 82.5)","(13.0, 16.5, 16.4375)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:05.871462,"(12.0, 18.0, 17.5)","(1.28, 1.49, 1.479)","(8.5, 7.8, 7.433333333333334)","(17.0, 38.0, 36.72727272727273)","(41.0, 85.0, 83.84615384615384)","(13.0, 16.5, 15.73076923076923)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:06.936870,"(12.0, 18.5, 18.0)","(1.28, 1.49, 1.482280701754386)","(8.5, 7.8, 7.433333333333334)","(17.0, 38.0, 36.72727272727273)","(41.0, 85.0, 83.84615384615384)","(13.0, 16.0, 15.73076923076923)","(12.0, 55.0, 38.2)"
12-01-2023 10:32:07.905370,"(12.0, 18.5, 18.0)","(1.28, 1.49, 1.482280701754386)","(8.5, 7.8, 7.433333333333334)","(17.0, 38.0, 36.72727272727273)","(41.0, 85.0, 83.84615384615384)","(13.0, 16.0, 15.695652173913043)","(12.0, 55.0, 37.5)"
12-01-2023 10:32:08.955766,"(12.0, 18.5, 18.0)","(1.28, 1.49, 1.481965811965812)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 36.72727272727273)","(41.0, 85.0, 84.0)","(13.0, 16.0, 15.695652173913043)","(12.0, 55.0, 37.5)"
12-01-2023 10:32:10.040581,"(12.0, 18.5, 18.0)","(1.28, 1.48, 1.4793617021276595)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 36.72727272727273)","(41.0, 160.0, 144.0)","(13.0, 16.0, 15.363636363636363)","(13.0, 55.0, 37.0)"
12-01-2023 10:32:11.100171,"(12.0, 18.5, 18.0)","(1.28, 1.48, 1.4793617021276595)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 36.72727272727273)","(41.0, 160.0, 144.0)","(13.0, 15.5, 15.363636363636363)","(13.0, 55.0, 37.0)"
12-01-2023 10:32:12.091921,"(12.0, 18.5, 18.0)","(1.28, 1.48, 1.4778571428571428)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 36.72727272727273)","(41.0, 160.0, 144.0)","(13.0, 15.5, 15.166666666666666)","(13.0, 55.0, 37.0)"
12-01-2023 10:32:13.043668,"(12.0, 18.5, 17.166666666666668)","(1.28, 1.48, 1.4778571428571428)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 36.72727272727273)","(41.0, 160.0, 144.0)","(13.0, 15.5, 15.166666666666666)","(13.0, 55.0, 37.0)"
12-01-2023 10:32:14.028062,"(12.0, 18.5, 17.166666666666668)","(1.28, 1.48, 1.4778571428571428)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 36.72727272727273)","(41.0, 160.0, 144.0)","(13.0, 15.5, 15.166666666666666)","(13.0, 55.0, 38.2)"
12-01-2023 10:32:15.057459,"(12.0, 18.5, 17.166666666666668)","(1.28, 1.48, 1.4778571428571428)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 37.36363636363636)","(41.0, 160.0, 152.0)","(13.0, 15.5, 15.166666666666666)","(13.0, 55.0, 39.25)"
12-01-2023 10:32:16.101512,"(12.0, 18.5, 17.642857142857142)","(1.28, 1.48, 1.4778571428571428)","(8.5, 7.8, 7.421052631578948)","(17.0, 38.0, 37.36363636363636)","(41.0, 160.0, 152.0)","(13.0, 15.5, 15.166666666666666)","(13.0, 55.0, 39.25)"
