,Solar Toby,Kraken Stan,Crymelon Ivy,Crymelon Neptune,Targan Bale,Sin City Angel
10-01-2023 14:46:13.450196,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:14.428935,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:15.473739,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:16.482119,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:17.427143,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:18.386738,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:19.339575,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:20.350402,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:21.379395,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:22.280768,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:23.230530,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:24.105323,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:25.015751,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:25.986870,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:26.871964,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:27.821456,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:28.783632,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:29.751001,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 101.42857142857143)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:30.738355,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:31.660182,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:32.562713,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:33.514131,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:34.382340,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:35.277629,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:36.234483,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:37.196369,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:38.146805,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:39.116545,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:40.092050,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:41.061509,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 81.5)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:42.025973,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:42.960303,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:43.914464,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:44.818246,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:45.806091,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:46.764994,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:47.645847,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:48.592254,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:49.527817,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:50.417420,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:51.339759,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:52.292114,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:53.211034,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:54.166528,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:55.117703,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:56.085483,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:57.040586,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:57.933013,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 124.11764705882354)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:58.924922,"(8.5, 18.0, 14.32)","(19.0, 60.0, 29.81818181818182)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:46:59.851616,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:00.805428,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:01.695855,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:02.589514,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:03.499179,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:04.415175,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:05.335973,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:06.317124,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:07.246410,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:08.164831,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:09.090670,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:10.028515,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:10.958564,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:11.934709,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:12.833206,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:13.751026,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:14.704570,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:15.796075,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:16.806201,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:17.716643,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:18.614777,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:19.584128,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:20.562792,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:21.507976,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:22.412205,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:23.273535,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:24.229067,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:25.230259,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:26.217086,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:27.144617,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:28.039928,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:29.002693,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:29.998017,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:30.932275,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:31.818274,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:32.744647,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
10-01-2023 14:47:33.649686,"(8.5, 18.0, 14.32)","(19.0, 60.0, 40.90909090909091)","(13.0, 32.0, 30.227272727272727)","(31.0, 230.0, 130.0)","(1.7, 1.76, 1.66625)","(2.45, 3.75, 3.23)"
