,Solar Toby,Kraken Stan,Crymelon Ivy,Crymelon Neptune,Targan Bale,Sin City Angel
10-01-2023 14:55:30.011322,"(8.0, 17.0, 16.0)","(18.0, 50.0, 44.0)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.875)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:31.129872,"(8.0, 17.0, 16.0)","(18.0, 50.0, 45.63636363636363)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.875)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:32.189908,"(8.0, 17.0, 16.0)","(18.0, 50.0, 45.63636363636363)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.95)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:33.201468,"(8.0, 17.0, 15.125)","(18.0, 50.0, 45.63636363636363)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.95)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:34.207137,"(8.0, 17.0, 15.125)","(18.0, 46.0, 44.94736842105263)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.885)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:35.276850,"(8.0, 17.0, 15.125)","(18.0, 46.0, 44.94736842105263)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.885)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:36.238534,"(8.0, 17.0, 15.125)","(18.0, 46.0, 44.94736842105263)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.885)","(2.45, 3.2, 3.1571428571428575)"
10-01-2023 14:55:37.302402,"(8.0, 17.0, 15.125)","(18.0, 46.0, 44.94736842105263)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.9525)","(2.45, 3.2, 3.0695652173913044)"
10-01-2023 14:55:38.405790,"(8.0, 17.0, 15.125)","(18.0, 46.0, 41.25)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.9525)","(2.45, 3.2, 3.006060606060606)"
10-01-2023 14:55:39.467391,"(8.0, 17.0, 15.125)","(18.0, 46.0, 34.0)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 96.0)","(1.7, 1.96, 1.9525)","(2.45, 3.15, 3.0029411764705882)"
10-01-2023 14:55:40.443254,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 27.0, 25.333333333333336)","(31.0, 150.0, 78.94736842105263)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.0556603773584903)"
10-01-2023 14:55:41.459444,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 25.0, 21.615384615384617)","(31.0, 150.0, 78.94736842105263)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.0556603773584903)"
10-01-2023 14:55:42.522748,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 25.0, 21.615384615384617)","(31.0, 150.0, 110.0)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:43.910654,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 31.428571428571427)","(13.0, 25.0, 22.0)","(31.0, 130.0, 91.11111111111111)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:45.606864,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.631578947368425)","(13.0, 25.0, 22.0)","(31.0, 130.0, 81.42857142857143)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:46.732078,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.631578947368425)","(13.0, 25.0, 22.0)","(31.0, 120.0, 95.71428571428572)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:47.783904,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 95.71428571428572)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:48.777108,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 85.0)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:49.777139,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 85.0)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:50.809275,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:51.911188,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:52.989072,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.085064935064935)"
10-01-2023 14:55:54.009990,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.0858974358974356)"
10-01-2023 14:55:55.105062,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 41.14285714285714)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.9577049180327868)","(2.45, 3.15, 3.0858974358974356)"
10-01-2023 14:55:56.161190,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 38.61538461538461)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.9)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:55:57.201372,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 25.0, 22.0)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:55:58.282407,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 24.0, 23.176470588235293)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:55:59.370751,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 24.0, 23.176470588235293)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:00.469168,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 24.0, 23.176470588235293)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:01.625491,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 24.0, 23.176470588235293)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:02.732236,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 24.0, 23.176470588235293)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:03.630558,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 24.0, 23.176470588235293)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:04.743681,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 22.625)","(31.0, 110.0, 72.5)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:05.914544,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 22.625)","(31.0, 110.0, 80.0)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:07.071710,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.333333333333332)","(31.0, 110.0, 73.75)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:08.282635,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.333333333333332)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:09.620764,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.333333333333332)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:10.701753,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.333333333333332)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.957818181818182)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:11.950351,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.333333333333332)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:13.039583,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.333333333333332)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:14.125426,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:15.193461,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:16.300587,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:17.371167,"(8.0, 17.0, 14.272727272727273)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:18.428652,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:19.485602,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:20.555140,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.46153846153846)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:21.725983,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.555555555555557)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:22.844495,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.555555555555557)","(31.0, 100.0, 73.75)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:23.935999,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.555555555555557)","(31.0, 100.0, 72.5)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:25.015903,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.555555555555557)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:26.024359,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.555555555555557)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9578947368421051)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:27.134683,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9557692307692307)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:28.217847,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9557692307692307)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:29.399591,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:30.453351,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:31.497201,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:32.549013,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:33.534693,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:34.543324,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:35.687735,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.692307692307693)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:36.744546,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:38.003780,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:39.254993,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 95.0, 72.5)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:40.288204,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 90.0, 71.25)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:41.225451,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 90.0, 71.25)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:42.190067,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 90.0, 71.25)","(1.7, 1.96, 1.9581481481481482)","(2.45, 3.15, 2.9309523809523808)"
10-01-2023 14:56:43.272444,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 90.0, 71.25)","(1.7, 1.96, 1.9581818181818182)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:44.286458,"(8.0, 17.0, 13.538461538461538)","(18.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(31.0, 90.0, 71.25)","(1.7, 1.96, 1.9581818181818182)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:45.289226,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 20.84)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.915)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:46.331909,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.915)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:47.267788,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.915)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:48.290813,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.915)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:49.329698,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.915)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:50.338304,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.92)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:51.337772,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.9584905660377359)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:52.328603,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:53.316205,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 71.25)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:54.617103,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 21.0)","(41.0, 90.0, 69.0)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:55.780303,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.0)","(13.0, 23.0, 20.428571428571427)","(41.0, 85.0, 75.0)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:56.835089,"(8.5, 17.0, 13.85)","(19.0, 46.0, 41.2)","(13.0, 23.0, 20.677419354838708)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:57.837404,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.677419354838708)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:58.865905,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.677419354838708)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:56:59.834054,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.677419354838708)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:57:01.043789,"(8.5, 17.0, 13.294117647058824)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.677419354838708)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.9249999999999998)","(2.45, 3.15, 2.930454545454545)"
10-01-2023 14:57:02.127588,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.0)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.958157894736842)","(2.45, 3.15, 2.928125)"
10-01-2023 14:57:03.117565,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.25)","(41.0, 85.0, 78.33333333333333)","(1.7, 1.96, 1.958157894736842)","(2.45, 3.05, 3.016417910447761)"
10-01-2023 14:57:04.206379,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.642857142857142)","(41.0, 85.0, 77.72727272727272)","(1.7, 1.96, 1.958157894736842)","(2.45, 3.05, 3.016417910447761)"
10-01-2023 14:57:05.181876,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.642857142857142)","(41.0, 85.0, 77.72727272727272)","(1.7, 1.96, 1.958157894736842)","(2.45, 3.05, 3.016417910447761)"
10-01-2023 14:57:06.093240,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 20.642857142857142)","(41.0, 85.0, 77.72727272727272)","(1.7, 1.96, 1.958157894736842)","(2.45, 3.05, 3.016417910447761)"
10-01-2023 14:57:07.129747,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 77.72727272727272)","(1.7, 1.96, 1.958157894736842)","(2.45, 3.05, 3.0793103448275865)"
10-01-2023 14:57:08.126740,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 77.72727272727272)","(1.7, 1.96, 1.9582051282051283)","(2.45, 3.1, 2.956)"
10-01-2023 14:57:09.128242,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 41.333333333333336)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9582051282051283)","(2.45, 3.1, 2.956)"
10-01-2023 14:57:10.191738,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9582051282051283)","(2.45, 3.1, 2.956)"
10-01-2023 14:57:11.429369,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9582051282051283)","(2.45, 3.1, 2.956)"
10-01-2023 14:57:12.357498,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9582051282051283)","(2.45, 3.1, 2.956)"
10-01-2023 14:57:13.291597,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9579411764705883)","(2.45, 3.1, 2.956)"
10-01-2023 14:57:14.345347,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.1, 3.0695)"
10-01-2023 14:57:15.299341,"(8.5, 17.0, 13.294117647058824)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:16.332914,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:17.360291,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:18.288842,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:19.318819,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:20.247568,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:21.148253,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:22.182327,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
10-01-2023 14:57:23.179831,"(8.5, 17.0, 13.538461538461538)","(19.0, 46.0, 40.4)","(13.0, 23.0, 18.384615384615383)","(41.0, 85.0, 79.0)","(1.7, 1.96, 1.9586666666666666)","(2.45, 3.15, 3.0695)"
