,Cala Jane,Hittheroadjack Nz,Another Statement,Bombadier Jujon,Rock Bottom Nz,Tommy Lincoln Nz,Make Mine Memphis,Deus Ex Nz,Infatuation Nz,Our Major Day,Northview Hustler Nz
07-01-2023 17:17:39.469653,"(26.0, 42.0, 40.5)","(41.0, 99999, 99990)","(20.0, 29.0, 27.58823529411765)","(11.0, 13.0, 12.523809523809524)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.242424242424242)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.72727272727275)","(2.7, 99999, 99990)"
07-01-2023 17:17:41.193377,"(26.0, 42.0, 40.5)","(41.0, 99999, 99990)","(20.0, 29.0, 27.58823529411765)","(11.0, 13.0, 12.523809523809524)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 28.242424242424242)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.72727272727275)","(2.7, 99999, 99990)"
07-01-2023 17:17:42.974768,"(26.0, 44.0, 37.77777777777778)","(41.0, 99999, 99990)","(20.0, 29.0, 27.625)","(11.0, 13.0, 12.526315789473685)","(6.0, 99999, 99990)","(4.2, 99999, 99990)","(21.0, 30.0, 27.428571428571427)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.72727272727275)","(2.7, 99999, 99990)"
07-01-2023 17:17:44.710048,"(26.0, 42.0, 40.0)","(41.0, 99999, 99990)","(21.0, 29.0, 27.9)","(12.0, 13.0, 12.666666666666666)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 26.903225806451612)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.72727272727275)","(2.7, 99999, 99990)"
07-01-2023 17:17:46.566195,"(26.0, 42.0, 41.4)","(41.0, 99999, 99990)","(21.0, 29.0, 28.0)","(12.0, 13.0, 12.689655172413794)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 28.7)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 247.82608695652175)","(2.7, 99999, 99990)"
07-01-2023 17:17:48.230616,"(26.0, 42.0, 40.5)","(41.0, 99999, 99990)","(21.0, 29.0, 28.0)","(12.0, 13.0, 12.823529411764707)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 28.7)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 250.0, 287.1428571428571)","(2.7, 99999, 99990)"
07-01-2023 17:17:49.757688,"(26.0, 42.0, 37.38461538461539)","(41.0, 99999, 99990)","(21.0, 29.0, 27.88)","(12.0, 13.0, 12.823529411764707)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 29.0, 27.176470588235293)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 390.0, 337.5)","(2.7, 99999, 99990)"
07-01-2023 17:17:51.359928,"(26.0, 44.0, 40.5)","(41.0, 99999, 99990)","(21.0, 29.0, 27.869565217391305)","(12.0, 13.0, 12.8)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 27.517241379310345)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 337.5)","(2.7, 99999, 99990)"
07-01-2023 17:17:52.821976,"(26.0, 42.0, 41.57142857142857)","(41.0, 99999, 99990)","(21.0, 29.0, 29.166666666666668)","(12.0, 13.0, 12.7)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 27.75)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 337.5)","(2.7, 99999, 99990)"
07-01-2023 17:17:54.254864,"(26.0, 42.0, 41.57142857142857)","(41.0, 99999, 99990)","(21.0, 30.0, 29.210526315789473)","(12.0, 13.0, 12.7)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 28.0, 27.25)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 337.5)","(2.7, 99999, 99990)"
07-01-2023 17:17:55.658696,"(26.0, 44.0, 39.142857142857146)","(41.0, 99999, 99990)","(21.0, 30.0, 26.980392156862745)","(12.0, 13.0, 12.85)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 27.25)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 337.5)","(2.7, 99999, 99990)"
07-01-2023 17:17:57.059089,"(26.0, 44.0, 38.42857142857143)","(41.0, 99999, 99990)","(21.0, 27.0, 28.9126213592233)","(12.0, 13.0, 13.666666666666666)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 27.25)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 312.0)","(2.7, 99999, 99990)"
07-01-2023 17:17:58.371069,"(26.0, 44.0, 38.8)","(41.0, 99999, 99990)","(21.0, 29.0, 28.0)","(12.0, 14.0, 13.666666666666666)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 27.25)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 337.5)","(2.7, 99999, 99990)"
07-01-2023 17:17:59.675798,"(26.0, 44.0, 38.8)","(41.0, 99999, 99990)","(21.0, 30.0, 14.515151515151516)","(12.0, 14.0, 13.894736842105264)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 30.0, 26.189655172413794)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 312.0)","(2.7, 99999, 99990)"
07-01-2023 17:18:01.030507,"(26.0, 46.0, 42.0)","(41.0, 99999, 99990)","(21.0, 15.5, 14.516949152542374)","(12.0, 15.0, 14.533333333333333)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 27.0, 26.265625)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 380.0, 287.1428571428571)","(2.7, 99999, 99990)"
07-01-2023 17:18:02.409052,"(26.0, 46.0, 44.0)","(41.0, 99999, 99990)","(21.0, 15.5, 13.833333333333334)","(12.0, 15.0, 11.8)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 27.0, 27.333333333333332)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 390.0, 5047.0)","(2.6, 99999, 99990)"
07-01-2023 17:18:03.823223,"(26.0, 46.0, 35.333333333333336)","(41.0, 99999, 99990)","(21.0, 15.5, 5.442857142857143)","(12.0, 19.0, 15.666666666666668)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 40.0, 29.5)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 99999, 152.5)","(2.6, 99999, 99990)"
07-01-2023 17:18:05.254793,"(26.0, 46.0, 36.0)","(41.0, 99999, 99990)","(21.0, 5.6, 6.84)","(12.0, 18.5, 13.166666666666666)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 38.0, 32.333333333333336)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 155.0)","(2.6, 99999, 99990)"
07-01-2023 17:18:06.663218,"(26.0, 42.0, 36.0)","(41.0, 99999, 99990)","(21.0, 7.6, 6.84)","(12.0, 18.5, 13.166666666666666)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 38.0, 32.333333333333336)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 155.0)","(2.6, 99999, 99990)"
07-01-2023 17:18:08.084467,"(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(21.0, 7.6, 6.96)","(12.0, 18.5, 14.25)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 38.0, 29.5)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 187.0)","(2.6, 99999, 99990)"
07-01-2023 17:18:09.481609,"(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(21.0, 7.6, 7.04)","(12.0, 18.5, 14.25)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 38.0, 29.5)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 199.0)","(2.6, 99999, 99990)"
07-01-2023 17:18:10.897588,"(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(21.0, 7.6, 7.04)","(12.0, 18.5, 13.833333333333334)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 38.0, 32.333333333333336)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 199.0)","(2.6, 99999, 99990)"
07-01-2023 17:18:12.306868,"(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(21.0, 7.6, 9.75)","(12.0, 18.5, 14.5)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 38.0, 28.5)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 176.66666666666669)","(2.6, 99999, 99990)"
07-01-2023 17:18:13.673502,"(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(21.0, 14.0, 9.95)","(12.0, 18.5, 12.625)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 36.0, 28.5)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 193.33333333333334)","(2.6, 99999, 99990)"
07-01-2023 17:18:15.154753,"(26.0, 40.0, 35.0)","(41.0, 99999, 99990)","(21.0, 14.0, 9.8)","(12.0, 19.0, 12.625)","(6.0, 99999, 99990)","(4.4, 99999, 99990)","(21.0, 36.0, 28.5)","(7.0, 99999, 99990)","(17.0, 99999, 99990)","(101.0, 210.0, 195.0)","(2.6, 99999, 99990)"
