,Feisty Jane,Charlie Dee,Teddy Sandel,Aces Shadow,Village Lover
21,"[datetime.datetime(2022, 11, 28, 12, 5, 52, 26830), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 26830), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 26830), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 26830), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 52, 26830), 12.0, 16.5]"
22,"[datetime.datetime(2022, 11, 28, 12, 5, 53, 142413), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 142413), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 142413), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 142413), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 53, 142413), 12.0, 16.5]"
23,"[datetime.datetime(2022, 11, 28, 12, 5, 54, 266950), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 54, 266950), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 54, 266950), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 54, 266950), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 54, 266950), 12.0, 16.5]"
24,"[datetime.datetime(2022, 11, 28, 12, 5, 55, 381602), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 55, 381602), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 55, 381602), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 55, 381602), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 55, 381602), 12.0, 16.5]"
25,"[datetime.datetime(2022, 11, 28, 12, 5, 56, 500070), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 56, 500070), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 56, 500070), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 56, 500070), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 56, 500070), 12.0, 16.5]"
26,"[datetime.datetime(2022, 11, 28, 12, 5, 57, 652288), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 57, 652288), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 57, 652288), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 57, 652288), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 57, 652288), 12.0, 16.5]"
27,"[datetime.datetime(2022, 11, 28, 12, 5, 58, 770303), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 58, 770303), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 58, 770303), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 58, 770303), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 58, 770303), 12.0, 16.5]"
28,"[datetime.datetime(2022, 11, 28, 12, 5, 59, 884979), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 5, 59, 884979), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 5, 59, 884979), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 5, 59, 884979), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 5, 59, 884979), 12.0, 16.5]"
29,"[datetime.datetime(2022, 11, 28, 12, 6, 0, 998111), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 0, 998111), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 0, 998111), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 0, 998111), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 0, 998111), 12.0, 16.5]"
30,"[datetime.datetime(2022, 11, 28, 12, 6, 2, 116773), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 2, 116773), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 2, 116773), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 2, 116773), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 2, 116773), 12.0, 16.5]"
31,"[datetime.datetime(2022, 11, 28, 12, 6, 3, 232624), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 3, 232624), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 3, 232624), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 3, 232624), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 3, 232624), 12.0, 16.5]"
32,"[datetime.datetime(2022, 11, 28, 12, 6, 4, 352223), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 4, 352223), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 4, 352223), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 4, 352223), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 4, 352223), 12.0, 16.5]"
33,"[datetime.datetime(2022, 11, 28, 12, 6, 5, 475633), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 5, 475633), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 5, 475633), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 5, 475633), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 5, 475633), 12.0, 16.5]"
34,"[datetime.datetime(2022, 11, 28, 12, 6, 6, 596734), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 6, 596734), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 6, 596734), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 6, 596734), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 6, 596734), 12.0, 16.5]"
35,"[datetime.datetime(2022, 11, 28, 12, 6, 7, 722443), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 7, 722443), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 7, 722443), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 7, 722443), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 7, 722443), 12.0, 16.5]"
36,"[datetime.datetime(2022, 11, 28, 12, 6, 8, 852440), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 8, 852440), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 8, 852440), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 8, 852440), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 8, 852440), 12.0, 16.5]"
37,"[datetime.datetime(2022, 11, 28, 12, 6, 9, 970026), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 9, 970026), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 9, 970026), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 9, 970026), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 9, 970026), 12.0, 16.5]"
38,"[datetime.datetime(2022, 11, 28, 12, 6, 11, 89202), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 11, 89202), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 11, 89202), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 11, 89202), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 11, 89202), 12.0, 16.5]"
39,"[datetime.datetime(2022, 11, 28, 12, 6, 12, 207443), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 12, 207443), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 12, 207443), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 12, 207443), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 12, 207443), 12.0, 16.5]"
40,"[datetime.datetime(2022, 11, 28, 12, 6, 13, 322304), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 13, 322304), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 13, 322304), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 13, 322304), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 13, 322304), 12.0, 16.5]"
41,"[datetime.datetime(2022, 11, 28, 12, 6, 14, 447102), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 14, 447102), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 14, 447102), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 14, 447102), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 14, 447102), 12.0, 16.5]"
42,"[datetime.datetime(2022, 11, 28, 12, 6, 15, 559672), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 15, 559672), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 15, 559672), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 15, 559672), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 15, 559672), 12.0, 16.5]"
43,"[datetime.datetime(2022, 11, 28, 12, 6, 16, 678417), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 16, 678417), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 16, 678417), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 16, 678417), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 16, 678417), 12.0, 16.5]"
44,"[datetime.datetime(2022, 11, 28, 12, 6, 17, 805938), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 17, 805938), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 17, 805938), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 17, 805938), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 17, 805938), 12.0, 16.5]"
45,"[datetime.datetime(2022, 11, 28, 12, 6, 18, 929213), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 18, 929213), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 18, 929213), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 18, 929213), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 18, 929213), 12.0, 16.5]"
46,"[datetime.datetime(2022, 11, 28, 12, 6, 20, 57979), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 20, 57979), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 20, 57979), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 20, 57979), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 20, 57979), 12.0, 16.5]"
47,"[datetime.datetime(2022, 11, 28, 12, 6, 21, 187147), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 21, 187147), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 21, 187147), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 21, 187147), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 21, 187147), 12.0, 16.5]"
48,"[datetime.datetime(2022, 11, 28, 12, 6, 22, 316725), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 22, 316725), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 22, 316725), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 22, 316725), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 22, 316725), 12.0, 16.5]"
49,"[datetime.datetime(2022, 11, 28, 12, 6, 23, 445411), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 23, 445411), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 23, 445411), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 23, 445411), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 23, 445411), 12.0, 16.5]"
50,"[datetime.datetime(2022, 11, 28, 12, 6, 24, 584070), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 24, 584070), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 24, 584070), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 24, 584070), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 24, 584070), 12.0, 16.5]"
51,"[datetime.datetime(2022, 11, 28, 12, 6, 25, 704817), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 25, 704817), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 25, 704817), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 25, 704817), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 25, 704817), 12.0, 16.5]"
52,"[datetime.datetime(2022, 11, 28, 12, 6, 26, 830685), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 26, 830685), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 26, 830685), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 26, 830685), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 26, 830685), 12.0, 16.5]"
53,"[datetime.datetime(2022, 11, 28, 12, 6, 27, 955683), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 27, 955683), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 27, 955683), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 27, 955683), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 27, 955683), 12.0, 16.5]"
54,"[datetime.datetime(2022, 11, 28, 12, 6, 29, 82232), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 29, 82232), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 29, 82232), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 29, 82232), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 29, 82232), 12.0, 16.5]"
55,"[datetime.datetime(2022, 11, 28, 12, 6, 30, 208804), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 30, 208804), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 30, 208804), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 30, 208804), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 30, 208804), 12.0, 16.5]"
56,"[datetime.datetime(2022, 11, 28, 12, 6, 31, 330323), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 31, 330323), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 31, 330323), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 31, 330323), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 31, 330323), 12.0, 16.5]"
57,"[datetime.datetime(2022, 11, 28, 12, 6, 32, 452053), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 32, 452053), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 32, 452053), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 32, 452053), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 32, 452053), 12.0, 16.5]"
58,"[datetime.datetime(2022, 11, 28, 12, 6, 33, 573830), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 33, 573830), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 33, 573830), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 33, 573830), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 33, 573830), 12.0, 16.5]"
59,"[datetime.datetime(2022, 11, 28, 12, 6, 34, 701418), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 34, 701418), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 34, 701418), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 34, 701418), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 34, 701418), 12.0, 16.5]"
60,"[datetime.datetime(2022, 11, 28, 12, 6, 35, 818836), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 35, 818836), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 35, 818836), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 35, 818836), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 35, 818836), 12.0, 16.5]"
61,"[datetime.datetime(2022, 11, 28, 12, 6, 36, 949125), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 36, 949125), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 36, 949125), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 36, 949125), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 36, 949125), 12.0, 16.5]"
62,"[datetime.datetime(2022, 11, 28, 12, 6, 38, 69663), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 38, 69663), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 38, 69663), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 38, 69663), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 38, 69663), 12.0, 16.5]"
63,"[datetime.datetime(2022, 11, 28, 12, 6, 39, 204503), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 39, 204503), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 39, 204503), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 39, 204503), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 39, 204503), 12.0, 16.5]"
64,"[datetime.datetime(2022, 11, 28, 12, 6, 40, 339140), 2.0, 2.78]","[datetime.datetime(2022, 11, 28, 12, 6, 40, 339140), 61.0, 200.0]","[datetime.datetime(2022, 11, 28, 12, 6, 40, 339140), 1.9, 2.62]","[datetime.datetime(2022, 11, 28, 12, 6, 40, 339140), 9.0, 13.0]","[datetime.datetime(2022, 11, 28, 12, 6, 40, 339140), 12.0, 16.5]"
