,Angelique,Bedaub,Excel Dor,Mishani Royale,Miss Joelene,Mixed Spice,Shes A Rogue,Tracys Spirit,Trifling
07-01-2023 13:13:03.974431,"(21.0, 34.0, 33.111111111111114)","(10.0, 12.0, 11.79757785467128)","(2.6, 2.98, 2.961684210526316)","(17.0, 21.0, 20.416666666666668)","(15.0, 18.0, 17.777272727272727)","(101.0, 160.0, 149.28571428571428)","(3.6, 4.1, 4.0726635514018685)","(5.0, 6.4, 6.27089552238806)","(31.0, 38.0, 36.275)"
07-01-2023 13:13:05.263162,"(21.0, 34.0, 32.5531914893617)","(10.0, 12.0, 11.765536723163843)","(2.6, 2.96, 2.930501253132832)","(17.0, 21.0, 20.416666666666668)","(15.0, 18.0, 17.777272727272727)","(101.0, 160.0, 149.28571428571428)","(3.6, 4.1, 4.0726635514018685)","(5.0, 6.4, 6.272131147540984)","(31.0, 38.0, 36.275)"
07-01-2023 13:13:06.492348,"(21.0, 34.0, 32.74074074074074)","(10.0, 12.0, 11.773255813953488)","(2.6, 2.94, 2.932180790960452)","(17.0, 21.0, 20.637860082304528)","(15.0, 18.0, 17.771634615384617)","(101.0, 160.0, 149.4736842105263)","(3.6, 4.1, 4.074900398406374)","(5.0, 6.4, 6.293445378151261)","(31.0, 38.0, 35.296)"
07-01-2023 13:13:07.798471,"(21.0, 34.0, 32.985074626865675)","(10.0, 12.0, 11.78386167146974)","(2.6, 2.94, 2.9341655716162944)","(17.0, 21.0, 20.656779661016948)","(15.0, 18.0, 17.775609756097563)","(101.0, 160.0, 149.4736842105263)","(3.6, 4.1, 4.074698795180723)","(5.0, 6.4, 6.294280762564991)","(31.0, 36.0, 35.21052631578947)"
07-01-2023 13:13:09.058951,"(21.0, 34.0, 32.985074626865675)","(10.0, 12.0, 11.83277027027027)","(2.6, 2.94, 2.9365625)","(17.0, 21.0, 20.706521739130434)","(15.0, 18.0, 17.775609756097563)","(101.0, 160.0, 150.1639344262295)","(3.6, 4.1, 4.075487012987013)","(5.0, 6.4, 6.287661141804788)","(31.0, 36.0, 35.19642857142857)"
07-01-2023 13:13:10.349017,"(21.0, 32.0, 31.15714285714286)","(10.0, 12.0, 11.856104651162791)","(2.6, 2.94, 2.95)","(17.0, 21.0, 20.7)","(15.0, 18.0, 17.784037558685448)","(101.0, 160.0, 150.32258064516128)","(3.6, 4.1, 4.079327317473338)","(5.0, 6.4, 6.290287769784173)","(31.0, 36.0, 35.224137931034484)"
07-01-2023 13:13:11.660101,"(21.0, 32.0, 30.993939393939392)","(10.0, 12.5, 12.048245614035087)","(2.6, 2.96, 2.948)","(17.0, 21.0, 20.567307692307693)","(15.0, 18.0, 17.75)","(101.0, 160.0, 150.32258064516128)","(3.6, 4.1, 4.078387650085763)","(5.0, 6.4, 6.280392156862745)","(31.0, 36.0, 35.109375)"
07-01-2023 13:13:12.913624,"(21.0, 32.0, 31.005988023952096)","(10.0, 12.5, 12.09871794871795)","(2.6, 2.96, 2.948)","(17.0, 21.0, 20.567307692307693)","(15.0, 18.0, 17.554455445544555)","(101.0, 160.0, 150.32258064516128)","(3.6, 4.1, 4.068158090976882)","(5.0, 6.4, 6.280392156862745)","(31.0, 36.0, 35.109375)"
07-01-2023 13:13:14.188450,"(21.0, 32.0, 31.012048192771083)","(10.0, 12.5, 12.1146408839779)","(2.6, 2.96, 2.9444915254237287)","(17.0, 21.0, 20.48148148148148)","(15.0, 18.0, 17.094117647058823)","(101.0, 160.0, 155.35714285714286)","(3.6, 4.1, 4.073356643356643)","(5.0, 6.4, 6.271848739495798)","(31.0, 36.0, 35.109375)"
07-01-2023 13:13:15.479752,"(21.0, 32.0, 30.962025316455698)","(10.0, 12.5, 12.176136363636363)","(2.6, 2.96, 2.952661870503597)","(17.0, 21.0, 20.503597122302157)","(15.0, 17.5, 16.971014492753625)","(101.0, 160.0, 155.35714285714286)","(3.6, 4.1, 4.084206151288445)","(5.0, 6.4, 6.195661929693344)","(31.0, 36.0, 35.109375)"
07-01-2023 13:13:16.848985,"(21.0, 32.0, 31.05263157894737)","(10.0, 12.5, 12.26392572944297)","(2.6, 2.96, 2.9508396946564885)","(17.0, 21.0, 20.309734513274336)","(15.0, 17.5, 16.993333333333332)","(101.0, 160.0, 156.28571428571428)","(3.6, 4.1, 4.081463009143807)","(5.0, 6.2, 6.195901060070671)","(31.0, 36.0, 35.213793103448275)"
07-01-2023 13:13:18.170518,"(21.0, 32.0, 31.121951219512194)","(10.0, 12.5, 12.262032085561497)","(2.6, 2.96, 2.953830845771144)","(17.0, 21.0, 20.21212121212121)","(15.0, 17.5, 16.789256198347108)","(101.0, 160.0, 156.28571428571428)","(3.6, 4.1, 4.097742474916387)","(5.0, 6.2, 6.185316111488783)","(31.0, 36.0, 35.19718309859155)"
07-01-2023 13:13:19.445523,"(21.0, 32.0, 31.121951219512194)","(10.0, 12.5, 12.256164383561643)","(2.6, 2.96, 2.963127090301003)","(17.0, 21.0, 20.21212121212121)","(15.0, 17.0, 16.627906976744185)","(101.0, 160.0, 156.28571428571428)","(3.6, 4.1, 4.097104247104247)","(5.0, 6.2, 6.1850746268656716)","(31.0, 36.0, 35.19718309859155)"
07-01-2023 13:13:20.734919,"(21.0, 32.0, 31.121951219512194)","(10.0, 12.5, 12.256164383561643)","(2.6, 2.98, 2.9511764705882353)","(17.0, 21.0, 20.170212765957448)","(15.0, 17.0, 16.77659574468085)","(101.0, 160.0, 156.28571428571428)","(3.6, 4.1, 4.084811046511628)","(5.0, 6.2, 6.192663476874003)","(31.0, 36.0, 35.19718309859155)"
07-01-2023 13:13:21.977855,"(21.0, 32.0, 31.121951219512194)","(10.0, 12.5, 12.263297872340425)","(2.6, 2.96, 2.962603448275862)","(17.0, 21.0, 20.20408163265306)","(15.0, 17.0, 17.10135135135135)","(101.0, 160.0, 156.33802816901408)","(3.6, 4.1, 4.078350515463917)","(5.0, 6.2, 6.189337641357028)","(31.0, 36.0, 35.21917808219178)"
07-01-2023 13:13:23.221615,"(21.0, 32.0, 31.109826589595375)","(10.0, 12.5, 12.263297872340425)","(2.6, 2.98, 2.9620018885741266)","(17.0, 21.0, 20.27102803738318)","(15.0, 17.5, 17.0)","(101.0, 160.0, 156.38888888888889)","(3.6, 4.1, 4.079367469879518)","(5.0, 6.2, 6.199503722084367)","(31.0, 36.0, 35.24503311258278)"
07-01-2023 13:13:24.448987,"(21.0, 32.0, 31.139664804469273)","(10.0, 12.5, 12.270025839793282)","(2.6, 2.98, 2.964841341795104)","(17.0, 21.0, 20.302083333333332)","(15.0, 17.5, 17.043478260869566)","(101.0, 160.0, 156.57142857142858)","(3.6, 4.1, 4.033839479392625)","(5.0, 6.2, 6.32345013477089)","(31.0, 36.0, 35.18571428571428)"
07-01-2023 13:13:25.645199,"(21.0, 32.0, 31.139664804469273)","(10.0, 12.5, 12.270025839793282)","(2.6, 2.98, 2.9662052117263844)","(17.0, 21.0, 20.35576923076923)","(15.0, 17.5, 16.975)","(101.0, 160.0, 156.61971830985917)","(3.6, 4.1, 4.069550173010381)","(5.0, 6.4, 6.215974440894569)","(31.0, 36.0, 35.12258064516129)"
07-01-2023 13:13:26.936290,"(21.0, 32.0, 31.07883817427386)","(10.0, 12.5, 12.303097345132743)","(2.6, 2.98, 2.9648177777777778)","(17.0, 21.0, 19.884615384615383)","(15.0, 17.0, 17.292763157894736)","(101.0, 160.0, 156.46153846153845)","(3.6, 4.1, 4.063493449781659)","(5.0, 6.4, 6.292110874200427)","(31.0, 36.0, 35.226190476190474)"
07-01-2023 13:13:28.131277,"(21.0, 32.0, 31.07883817427386)","(10.0, 12.5, 12.303097345132743)","(2.6, 2.98, 2.964815864022663)","(17.0, 20.0, 19.962962962962962)","(15.0, 17.5, 17.419354838709676)","(101.0, 160.0, 158.57142857142858)","(3.6, 4.1, 4.064482431149098)","(5.0, 6.4, 6.292239467849225)","(31.0, 36.0, 35.63492063492063)"
07-01-2023 13:13:29.406268,"(21.0, 32.0, 31.059322033898304)","(10.0, 12.5, 12.288546255506608)","(2.6, 2.98, 2.9759471365638768)","(17.0, 20.0, 19.954545454545453)","(15.0, 17.5, 17.43288590604027)","(101.0, 160.0, 158.57142857142858)","(3.6, 4.1, 4.064616840113529)","(5.0, 6.4, 6.291031390134529)","(31.0, 36.0, 35.57251908396947)"
07-01-2023 13:13:30.791338,"(21.0, 32.0, 31.059322033898304)","(10.0, 12.5, 12.288546255506608)","(2.6, 2.98, 2.9767599067599066)","(17.0, 20.0, 19.63095238095238)","(15.0, 17.5, 17.43288590604027)","(101.0, 160.0, 158.4090909090909)","(3.6, 4.1, 4.059851607584501)","(5.0, 6.4, 6.259537572254335)","(31.0, 36.0, 35.57251908396947)"
07-01-2023 13:13:32.081348,"(21.0, 32.0, 31.059322033898304)","(10.0, 12.5, 12.276223776223777)","(2.6, 2.98, 2.9779026217228464)","(17.0, 20.0, 19.63095238095238)","(15.0, 17.5, 17.483739837398375)","(101.0, 160.0, 158.4090909090909)","(3.6, 4.1, 4.052022577610536)","(5.0, 6.4, 6.257058823529412)","(31.0, 36.0, 35.471698113207545)"
07-01-2023 13:13:33.421810,"(21.0, 32.0, 30.582978723404256)","(10.0, 12.5, 12.28099173553719)","(2.6, 2.98, 2.9777669902912622)","(17.0, 20.0, 19.58730158730159)","(15.0, 17.5, 17.65811965811966)","(101.0, 160.0, 158.4090909090909)","(3.6, 4.1, 4.055384615384615)","(5.0, 6.4, 6.243020594965675)","(31.0, 36.0, 35.471698113207545)"
07-01-2023 13:13:34.992805,"(21.0, 32.0, 30.1)","(10.0, 12.5, 12.287142857142857)","(2.6, 2.98, 2.979424460431655)","(17.0, 20.0, 19.58730158730159)","(15.0, 18.0, 17.607843137254903)","(101.0, 160.0, 158.4090909090909)","(3.6, 4.1, 4.057971014492753)","(5.0, 6.4, 6.23186274509804)","(31.0, 36.0, 35.471698113207545)"
07-01-2023 13:13:36.629946,"(21.0, 32.0, 30.1)","(10.0, 12.5, 12.234924623115578)","(2.6, 2.98, 2.979298245614035)","(17.0, 20.0, 19.580645161290324)","(15.0, 18.0, 17.595959595959595)","(101.0, 160.0, 156.31578947368422)","(3.6, 4.1, 4.059259259259259)","(5.0, 6.4, 6.232758620689656)","(31.0, 36.0, 35.471698113207545)"
07-01-2023 13:13:37.889542,"(21.0, 32.0, 30.1)","(10.0, 12.5, 12.195965417867436)","(2.6, 2.98, 2.974666666666667)","(17.0, 20.0, 19.580645161290324)","(15.0, 18.0, 17.595959595959595)","(101.0, 160.0, 156.31578947368422)","(3.6, 4.1, 4.05893536121673)","(5.0, 6.4, 6.230088495575221)","(31.0, 36.0, 35.57446808510638)"
07-01-2023 13:13:39.179795,"(21.0, 32.0, 30.323529411764707)","(10.0, 12.5, 12.220899470899472)","(2.6, 2.98, 2.9520805369127516)","(17.0, 20.0, 19.580645161290324)","(15.0, 18.0, 17.595959595959595)","(101.0, 160.0, 156.31578947368422)","(3.6, 4.1, 4.058857142857143)","(5.0, 6.4, 6.220000000000001)","(31.0, 36.0, 35.483870967741936)"
07-01-2023 13:13:40.454275,"(21.0, 32.0, 30.323529411764707)","(10.0, 12.5, 12.220899470899472)","(2.6, 2.98, 2.9520805369127516)","(17.0, 20.0, 19.456204379562045)","(15.0, 18.0, 17.776041666666668)","(101.0, 160.0, 156.31578947368422)","(3.6, 4.1, 4.084076433121019)","(5.0, 6.4, 6.197746967071057)","(31.0, 36.0, 36.19642857142857)"
07-01-2023 13:13:41.635535,"(21.0, 32.0, 30.405594405594407)","(10.0, 12.5, 12.217171717171718)","(2.6, 2.96, 2.951246376811594)","(17.0, 19.5, 19.459183673469386)","(15.0, 18.0, 17.330578512396695)","(101.0, 160.0, 156.5)","(3.6, 4.1, 4.085242030696576)","(5.0, 6.2, 6.197882736156352)","(31.0, 38.0, 36.377510040160644)"
07-01-2023 13:13:42.816216,"(21.0, 32.0, 30.469798657718123)","(10.0, 12.5, 12.222772277227723)","(2.6, 2.96, 2.943588621444201)","(17.0, 19.5, 19.46470588235294)","(15.0, 17.5, 17.360544217687075)","(101.0, 160.0, 157.41935483870967)","(3.6, 4.1, 4.095012679628064)","(5.0, 6.2, 6.187209302325582)","(31.0, 38.0, 35.61224489795919)"
07-01-2023 13:13:44.049693,"(21.0, 32.0, 30.238095238095237)","(10.0, 12.5, 12.266666666666667)","(2.6, 2.96, 2.950613266583229)","(17.0, 19.5, 19.490683229813666)","(15.0, 17.5, 17.386861313868614)","(101.0, 160.0, 143.67088607594937)","(3.6, 4.1, 4.099014778325123)","(5.0, 6.2, 6.190867579908676)","(31.0, 36.0, 35.69892473118279)"
07-01-2023 13:13:45.240784,"(21.0, 32.0, 30.086206896551722)","(10.0, 12.5, 12.24547803617571)","(2.6, 2.96, 2.955316239316239)","(17.0, 19.5, 19.62121212121212)","(15.0, 17.5, 17.629310344827587)","(101.0, 150.0, 143.5064935064935)","(3.6, 4.1, 4.13055934515689)","(5.0, 6.2, 6.1867636363636365)","(31.0, 36.0, 35.916666666666664)"
07-01-2023 13:13:46.467818,"(21.0, 32.0, 30.285714285714285)","(10.0, 12.5, 12.270547945205479)","(2.6, 2.96, 2.9530041152263373)","(17.0, 20.0, 19.483957219251337)","(15.0, 18.0, 17.568181818181817)","(101.0, 150.0, 143.5064935064935)","(3.6, 4.2, 4.137591240875913)","(5.0, 6.2, 6.1926274509803925)","(31.0, 36.0, 35.660714285714285)"
07-01-2023 13:13:47.790012,"(21.0, 32.0, 30.285714285714285)","(10.0, 12.5, 12.288865546218487)","(2.6, 2.96, 2.949640287769784)","(17.0, 19.5, 19.483957219251337)","(15.0, 18.0, 17.571428571428573)","(101.0, 150.0, 143.5064935064935)","(3.6, 4.2, 4.137591240875913)","(5.0, 6.2, 6.1926274509803925)","(31.0, 36.0, 35.660714285714285)"
07-01-2023 13:13:48.970881,"(21.0, 32.0, 30.285714285714285)","(10.0, 12.5, 12.288865546218487)","(2.6, 2.96, 2.9336054421768707)","(17.0, 19.5, 19.483957219251337)","(15.0, 18.0, 17.705882352941178)","(101.0, 150.0, 143.5064935064935)","(3.6, 4.2, 4.139350649350649)","(5.0, 6.2, 6.199512591389115)","(31.0, 36.0, 35.608247422680414)"
07-01-2023 13:13:50.245025,"(21.0, 32.0, 30.742857142857144)","(10.0, 12.5, 12.291313559322035)","(2.6, 2.94, 2.933846153846154)","(17.0, 19.5, 19.484293193717278)","(15.0, 18.0, 17.699481865284973)","(101.0, 150.0, 143.5897435897436)","(3.6, 4.2, 4.138954248366013)","(5.0, 6.2, 6.199507793273175)","(31.0, 36.0, 35.61616161616162)"
07-01-2023 13:13:52.038127,"(21.0, 32.0, 30.482758620689655)","(10.0, 12.5, 12.29399585921325)","(2.6, 2.94, 2.9330091984231275)","(17.0, 19.5, 19.484293193717278)","(15.0, 18.0, 17.699481865284973)","(101.0, 150.0, 143.5897435897436)","(3.6, 4.2, 4.138954248366013)","(5.0, 6.2, 6.19951690821256)","(31.0, 36.0, 35.608247422680414)"
07-01-2023 13:13:53.530889,"(21.0, 32.0, 30.627906976744185)","(10.0, 12.5, 12.265046296296296)","(2.6, 2.94, 2.932923076923077)","(17.0, 19.5, 19.877551020408163)","(15.0, 18.0, 17.699481865284973)","(101.0, 150.0, 143.15068493150685)","(3.6, 4.2, 4.127800829875518)","(5.0, 6.2, 6.302205419029616)","(31.0, 36.0, 35.608247422680414)"
07-01-2023 13:13:54.913533,"(21.0, 32.0, 30.627906976744185)","(10.0, 12.5, 12.268779342723004)","(2.6, 2.94, 2.939438596491228)","(17.0, 20.0, 19.977777777777778)","(15.0, 18.0, 17.699481865284973)","(101.0, 150.0, 143.15068493150685)","(3.6, 4.2, 4.130089820359281)","(5.0, 6.4, 6.073714285714286)","(31.0, 36.0, 35.608247422680414)"
07-01-2023 13:13:56.235099,"(21.0, 32.0, 31.063492063492063)","(10.0, 12.5, 12.268779342723004)","(2.6, 2.94, 2.939438596491228)","(17.0, 20.0, 19.97530864197531)","(15.0, 18.0, 17.677725118483412)","(101.0, 150.0, 143.24324324324326)","(3.6, 4.2, 4.13299856527977)","(5.0, 6.2, 6.05968253968254)","(31.0, 36.0, 35.603960396039604)"
07-01-2023 13:13:57.540549,"(21.0, 32.0, 31.05185185185185)","(10.0, 12.5, 12.270231213872833)","(2.6, 2.96, 2.9472871736662882)","(17.0, 20.0, 19.863636363636363)","(15.0, 18.0, 17.87)","(101.0, 150.0, 145.45454545454547)","(3.6, 4.2, 4.13299856527977)","(5.0, 6.2, 5.965432098765432)","(31.0, 36.0, 36.04210526315789)"
07-01-2023 13:13:58.799208,"(21.0, 32.0, 31.05185185185185)","(10.0, 12.5, 12.268895348837209)","(2.6, 2.96, 2.9472871736662882)","(17.0, 20.0, 20.276119402985074)","(15.0, 18.0, 18.020408163265305)","(101.0, 150.0, 146.15384615384616)","(3.6, 4.2, 4.153961456102784)","(5.0, 6.0, 5.963157894736843)","(31.0, 38.0, 36.31674208144796)"
07-01-2023 13:14:00.170603,"(21.0, 32.0, 31.260115606936417)","(10.0, 12.5, 12.327354260089686)","(2.6, 2.96, 2.9246296296296297)","(17.0, 21.0, 19.958955223880597)","(15.0, 18.5, 18.01851851851852)","(101.0, 150.0, 146.22641509433961)","(3.6, 4.2, 4.154352441613588)","(5.0, 6.0, 5.960619469026549)","(31.0, 38.0, 36.34101382488479)"
07-01-2023 13:14:01.458045,"(21.0, 32.0, 31.321428571428573)","(10.0, 12.5, 12.327354260089686)","(2.6, 2.94, 2.9744325481798715)","(17.0, 21.0, 19.958955223880597)","(15.0, 18.5, 17.901360544217688)","(101.0, 150.0, 142.85714285714286)","(3.7, 4.2, 4.164371980676329)","(5.0, 6.0, 5.952209944751381)","(31.0, 38.0, 36.40174672489083)"
07-01-2023 13:14:02.780335,"(21.0, 32.0, 31.341040462427745)","(10.0, 12.5, 12.301546391752577)","(2.6, 2.98, 2.975769230769231)","(17.0, 21.0, 20.291208791208792)","(15.0, 18.5, 17.928571428571427)","(101.0, 150.0, 143.75)","(3.7, 4.2, 4.174538258575198)","(5.0, 6.0, 5.756018518518519)","(31.0, 38.0, 36.55776892430279)"
07-01-2023 13:14:04.086956,"(21.0, 32.0, 31.341040462427745)","(10.0, 12.5, 12.318801089918257)","(2.6, 2.98, 2.9777754237288137)","(17.0, 21.0, 20.294117647058822)","(15.0, 18.5, 17.87837837837838)","(101.0, 150.0, 143.8709677419355)","(3.6, 4.2, 4.1736698499317875)","(5.0, 5.8, 5.705555555555556)","(31.0, 38.0, 36.55776892430279)"
07-01-2023 13:14:05.377611,"(21.0, 32.0, 31.341040462427745)","(10.0, 12.5, 12.318801089918257)","(2.6, 2.98, 2.977920489296636)","(17.0, 21.0, 20.285714285714285)","(15.0, 18.5, 18.024475524475523)","(101.0, 150.0, 143.8709677419355)","(3.6, 4.2, 4.132400932400932)","(5.0, 5.8, 5.7504)","(31.0, 38.0, 36.58955223880597)"
07-01-2023 13:14:06.666985,"(21.0, 32.0, 31.21951219512195)","(10.0, 12.5, 12.357758620689655)","(2.6, 2.98, 2.980422450211225)","(17.0, 21.0, 20.340425531914892)","(15.0, 18.5, 18.154761904761905)","(101.0, 150.0, 144.41176470588235)","(3.6, 4.2, 4.121205357142857)","(5.0, 5.8, 5.818617021276596)","(31.0, 38.0, 36.62589928057554)"
07-01-2023 13:14:07.894971,"(21.0, 32.0, 31.163636363636364)","(10.0, 12.5, 12.357758620689655)","(2.6, 3.0, 2.984433781190019)","(17.0, 21.0, 20.340425531914892)","(15.0, 18.5, 18.154761904761905)","(101.0, 150.0, 141.7391304347826)","(3.6, 4.2, 4.118973214285714)","(5.0, 5.9, 5.819473684210527)","(31.0, 38.0, 36.62589928057554)"
07-01-2023 13:14:09.122998,"(21.0, 32.0, 31.158536585365855)","(10.0, 12.5, 12.357758620689655)","(2.6, 3.0, 2.9867059980334316)","(17.0, 21.0, 20.44144144144144)","(15.0, 18.5, 18.21)","(101.0, 150.0, 142.30769230769232)","(3.6, 4.2, 4.132458059810357)","(5.0, 5.9, 5.829816513761468)","(31.0, 38.0, 36.66898954703833)"
07-01-2023 13:14:10.402991,"(21.0, 32.0, 31.21590909090909)","(10.0, 12.5, 12.413636363636364)","(2.6, 3.0, 2.9879859484777516)","(17.0, 21.0, 20.485148514851485)","(15.0, 18.5, 17.96067415730337)","(101.0, 150.0, 142.30769230769232)","(3.6, 4.2, 4.129536208299431)","(5.0, 5.9, 5.829816513761468)","(31.0, 38.0, 36.62093862815885)"
07-01-2023 13:14:11.742949,"(21.0, 32.0, 31.21590909090909)","(10.0, 12.5, 12.427899686520377)","(2.6, 3.0, 3.0287145242070115)","(17.0, 21.0, 20.50515463917526)","(15.0, 18.0, 18.0968992248062)","(101.0, 150.0, 151.11111111111111)","(3.6, 4.2, 4.070490286771507)","(5.0, 5.9, 5.830875576036867)","(31.0, 38.0, 36.62093862815885)"
07-01-2023 13:14:12.966063,"(21.0, 32.0, 31.21590909090909)","(10.0, 12.5, 12.425566343042071)","(2.6, 3.05, 3.0287145242070115)","(17.0, 21.0, 20.50515463917526)","(15.0, 18.5, 18.0968992248062)","(101.0, 160.0, 151.11111111111111)","(3.6, 4.1, 4.070490286771507)","(5.0, 5.9, 5.830875576036867)","(31.0, 38.0, 36.62093862815885)"
07-01-2023 13:14:14.367955,"(21.0, 32.0, 31.23756906077348)","(10.0, 12.5, 12.421768707482993)","(2.6, 3.05, 3.0211409395973154)","(17.0, 21.0, 20.50515463917526)","(15.0, 18.0, 17.84375)","(101.0, 160.0, 151.11111111111111)","(3.6, 4.1, 4.06091492776886)","(5.0, 5.9, 5.836907216494845)","(31.0, 38.0, 36.59722222222222)"
07-01-2023 13:14:15.712651,"(21.0, 32.0, 31.23756906077348)","(10.0, 12.5, 12.399328859060402)","(2.6, 3.05, 3.0248046875)","(17.0, 21.0, 20.448275862068964)","(15.0, 18.0, 17.864406779661017)","(101.0, 160.0, 146.66666666666666)","(3.6, 4.1, 4.061276948590381)","(5.0, 5.9, 5.867191011235955)","(31.0, 38.0, 36.59722222222222)"
07-01-2023 13:14:17.038710,"(21.0, 32.0, 31.16867469879518)","(10.0, 12.5, 12.38758389261745)","(2.6, 3.05, 3.0263888888888886)","(17.0, 21.0, 20.625)","(15.0, 18.0, 17.864406779661017)","(101.0, 160.0, 148.57142857142858)","(3.6, 4.1, 4.053304284676834)","(5.0, 5.9, 5.845531914893617)","(31.0, 38.0, 36.59722222222222)"
07-01-2023 13:14:18.364835,"(21.0, 32.0, 31.142857142857142)","(10.0, 12.5, 12.397993311036789)","(2.6, 3.05, 2.9935135135135136)","(17.0, 21.0, 20.96153846153846)","(15.0, 18.0, 17.99)","(101.0, 160.0, 147.85714285714286)","(3.6, 4.1, 4.0543971631205675)","(5.0, 5.9, 5.860888888888889)","(31.0, 38.0, 36.62456140350877)"
07-01-2023 13:14:19.693097,"(21.0, 32.0, 31.21019108280255)","(10.0, 12.5, 12.39344262295082)","(2.6, 3.0, 2.9931886477462437)","(17.0, 21.0, 20.96153846153846)","(15.0, 18.0, 17.99)","(101.0, 150.0, 147.0)","(3.6, 4.1, 4.057965594614809)","(5.0, 5.9, 5.748648648648649)","(31.0, 38.0, 36.62456140350877)"
07-01-2023 13:14:20.954484,"(21.0, 32.0, 31.184210526315788)","(10.0, 12.5, 12.39344262295082)","(2.6, 3.0, 3.00913593256059)","(17.0, 21.0, 20.982142857142858)","(15.0, 18.0, 18.00467289719626)","(101.0, 150.0, 148.0)","(3.6, 4.1, 4.062330407023144)","(5.0, 5.8, 5.7291925465838505)","(31.0, 38.0, 36.645833333333336)"
07-01-2023 13:14:22.224290,"(21.0, 32.0, 31.202614379084967)","(10.0, 12.5, 12.392491467576791)","(2.6, 3.05, 3.021734693877551)","(17.0, 21.0, 20.986486486486488)","(15.0, 18.5, 18.268817204301076)","(101.0, 150.0, 148.46153846153845)","(3.6, 4.1, 4.065062916358253)","(5.0, 5.8, 5.670445344129555)","(31.0, 38.0, 36.69565217391305)"
07-01-2023 13:14:23.499509,"(21.0, 32.0, 31.265060240963855)","(10.0, 12.5, 12.403076923076924)","(2.6, 3.05, 3.0264377682403434)","(17.0, 21.0, 20.986486486486488)","(15.0, 18.5, 18.268817204301076)","(101.0, 150.0, 148.46153846153845)","(3.6, 4.1, 4.064880952380952)","(5.0, 5.7, 5.665168539325843)","(31.0, 38.0, 36.69565217391305)"
07-01-2023 13:14:24.811042,"(21.0, 32.0, 31.265060240963855)","(10.0, 12.5, 12.403076923076924)","(2.6, 3.05, 3.027219917012448)","(17.0, 21.0, 20.9875)","(15.0, 18.5, 18.258426966292134)","(101.0, 150.0, 148.46153846153845)","(3.6, 4.1, 4.009950248756219)","(5.0, 5.7, 5.7444444444444445)","(31.0, 38.0, 36.697068403908794)"
07-01-2023 13:14:26.224533,"(21.0, 32.0, 31.28235294117647)","(10.0, 12.5, 12.444285714285714)","(2.6, 3.05, 3.0301518438177872)","(17.0, 21.0, 20.995305164319248)","(15.0, 18.5, 18.30275229357798)","(101.0, 150.0, 148.75)","(3.6, 4.1, 4.007879656160458)","(5.0, 5.8, 5.746987951807229)","(31.0, 38.0, 36.75776397515528)"
07-01-2023 13:14:27.657706,"(21.0, 32.0, 31.195979899497488)","(10.0, 12.5, 12.474085365853659)","(2.6, 3.05, 3.0308760683760685)","(17.0, 22.0, 21.093220338983052)","(15.0, 18.5, 18.266304347826086)","(101.0, 150.0, 148.8235294117647)","(3.6, 4.1, 4.005301914580265)","(5.0, 5.8, 5.763179916317991)","(31.0, 38.0, 36.7625)"
07-01-2023 13:14:29.066082,"(21.0, 30.0, 29.676113360323885)","(10.0, 12.5, 12.471476510067115)","(2.6, 3.05, 3.0287827557058327)","(17.0, 22.0, 21.085470085470085)","(15.0, 18.5, 18.266304347826086)","(101.0, 150.0, 149.1304347826087)","(3.6, 4.1, 3.9990689013035383)","(5.0, 5.8, 5.764372469635627)","(31.0, 38.0, 36.74285714285714)"
07-01-2023 13:14:30.560531,"(21.0, 30.0, 29.7683284457478)","(10.0, 12.5, 12.471666666666668)","(2.6, 3.05, 3.0310279667422524)","(17.0, 22.0, 21.139240506329113)","(15.0, 18.5, 18.299065420560748)","(101.0, 150.0, 149.2)","(3.6, 4.0, 3.9960342146189736)","(5.0, 5.8, 5.767741935483871)","(31.0, 38.0, 36.758620689655174)"
07-01-2023 13:14:32.078988,"(21.0, 30.0, 29.7683284457478)","(10.0, 12.5, 12.464527027027026)","(2.6, 3.05, 3.03)","(17.0, 22.0, 21.15)","(15.0, 18.5, 18.299065420560748)","(101.0, 150.0, 149.2)","(3.6, 4.0, 4.002098950524737)","(5.0, 5.8, 5.767741935483871)","(31.0, 38.0, 36.71009771986971)"
07-01-2023 13:14:33.406986,"(21.0, 30.0, 29.7683284457478)","(10.0, 12.5, 12.464527027027026)","(2.6, 3.05, 3.032434640522876)","(17.0, 22.0, 21.15)","(15.0, 18.5, 18.299065420560748)","(101.0, 150.0, 148.84615384615384)","(3.6, 4.1, 3.998245614035088)","(5.0, 5.8, 5.773509933774834)","(31.0, 38.0, 36.71009771986971)"
07-01-2023 13:14:34.718442,"(21.0, 30.0, 29.75541795665635)","(10.0, 12.5, 12.398550724637682)","(2.6, 3.05, 3.0273877551020405)","(17.0, 22.0, 21.15)","(15.0, 18.5, 18.299065420560748)","(101.0, 150.0, 148.84615384615384)","(3.6, 4.0, 4.005368098159509)","(5.0, 5.8, 5.766666666666667)","(31.0, 38.0, 36.95614035087719)"
