,Narito,Aspen Chase,The Great Houdini,Smokeshow,Compassionate,Passeggiata
07-01-2023 12:16:00.243245,"(4.4, 5.4, 5.290909090909091)","(10.0, 14.0, 13.655172413793103)","(4.2, 5.4, 5.3376237623762375)","(10.0, 13.5, 12.893939393939394)","(18.0, 26.0, 24.333333333333332)","(2.1, 2.48, 2.4653877551020407)"
07-01-2023 12:16:01.295185,"(4.4, 5.4, 5.290909090909091)","(10.0, 14.0, 13.655172413793103)","(4.2, 5.4, 5.3376237623762375)","(10.0, 13.5, 12.9375)","(18.0, 26.0, 24.333333333333332)","(2.1, 2.48, 2.4653877551020407)"
07-01-2023 12:16:02.360174,"(4.4, 5.4, 5.282926829268293)","(10.0, 14.0, 13.655172413793103)","(4.2, 5.4, 5.320183486238532)","(10.0, 13.5, 12.578125)","(18.0, 26.0, 25.529411764705884)","(2.1, 2.48, 2.4653877551020407)"
07-01-2023 12:16:03.417507,"(4.4, 5.4, 5.236363636363636)","(10.0, 14.0, 13.655172413793103)","(4.2, 5.4, 5.320183486238532)","(10.0, 13.0, 12.485714285714286)","(18.0, 26.0, 25.57894736842105)","(2.1, 2.48, 2.4653877551020407)"
07-01-2023 12:16:04.404139,"(4.4, 5.4, 5.239726027397261)","(10.0, 14.0, 13.666666666666666)","(4.2, 5.4, 5.316)","(10.0, 13.0, 13.1)","(18.0, 26.0, 23.333333333333332)","(2.1, 2.48, 2.457554858934169)"
07-01-2023 12:16:05.453152,"(4.4, 5.5, 5.25813953488372)","(10.0, 14.0, 13.411764705882353)","(4.2, 5.4, 5.376190476190477)","(10.0, 13.5, 13.233333333333334)","(18.0, 26.0, 23.333333333333332)","(2.1, 2.48, 2.457554858934169)"
07-01-2023 12:16:06.478467,"(4.4, 5.5, 5.25813953488372)","(10.0, 14.0, 13.411764705882353)","(4.2, 5.4, 5.376190476190477)","(10.0, 13.5, 13.289473684210526)","(18.0, 26.0, 22.06896551724138)","(2.1, 2.48, 2.4628571428571426)"
07-01-2023 12:16:07.480367,"(4.4, 5.5, 5.283783783783783)","(10.0, 14.0, 13.411764705882353)","(4.2, 5.3, 5.2546875)","(10.0, 13.5, 13.777777777777779)","(18.0, 24.0, 22.06896551724138)","(2.1, 2.48, 2.4628571428571426)"
07-01-2023 12:16:08.558837,"(4.4, 5.5, 5.283783783783783)","(10.0, 14.0, 13.411764705882353)","(4.2, 5.3, 5.209154929577465)","(10.0, 14.0, 13.777777777777779)","(18.0, 24.0, 22.06896551724138)","(2.1, 2.48, 2.4628571428571426)"
07-01-2023 12:16:09.568239,"(4.4, 5.5, 5.283783783783783)","(10.0, 14.0, 13.411764705882353)","(4.2, 5.3, 5.209154929577465)","(10.0, 14.0, 14.666666666666666)","(18.0, 24.0, 22.06896551724138)","(2.1, 2.48, 2.460449438202247)"
07-01-2023 12:16:10.526954,"(4.4, 5.5, 5.314084507042254)","(10.0, 14.0, 13.411764705882353)","(4.2, 5.0, 4.9535353535353535)","(10.0, 15.0, 14.666666666666666)","(18.0, 24.0, 22.06896551724138)","(2.1, 2.48, 2.4568098159509204)"
07-01-2023 12:16:11.602043,"(4.4, 5.5, 5.493333333333333)","(10.0, 14.0, 13.368421052631579)","(4.2, 5.1, 5.051282051282051)","(10.0, 13.0, 12.88888888888889)","(18.0, 24.0, 22.06896551724138)","(2.1, 2.48, 2.4568098159509204)"
07-01-2023 12:16:12.576698,"(4.4, 5.5, 5.493333333333333)","(10.0, 14.0, 13.368421052631579)","(4.2, 5.1, 5.051282051282051)","(10.0, 13.0, 12.444444444444445)","(18.0, 24.0, 22.2)","(2.1, 2.48, 2.4580263157894735)"
07-01-2023 12:16:13.492074,"(4.4, 5.6, 5.5892857142857135)","(10.0, 13.5, 13.38888888888889)","(4.2, 5.0, 4.974683544303797)","(10.0, 12.5, 12.4)","(18.0, 23.0, 21.454545454545453)","(2.1, 2.46, 2.4446017699115044)"
07-01-2023 12:16:14.556868,"(4.4, 5.7, 5.631868131868132)","(10.0, 14.0, 13.285714285714286)","(4.2, 5.1, 5.050724637681159)","(10.0, 13.5, 13.147058823529411)","(18.0, 24.0, 21.2)","(2.1, 2.48, 2.438294573643411)"
07-01-2023 12:16:15.652599,"(4.4, 5.6, 5.598039215686274)","(10.0, 14.0, 13.55)","(4.2, 5.1, 5.185826771653543)","(10.0, 13.0, 12.8)","(18.0, 24.0, 21.181818181818183)","(2.1, 2.44, 2.4458407079646016)"
07-01-2023 12:16:16.777169,"(4.4, 5.7, 5.671929824561404)","(10.0, 13.0, 12.727272727272727)","(4.2, 5.2, 5.185826771653543)","(10.0, 13.0, 13.411764705882353)","(18.0, 24.0, 21.529411764705884)","(2.1, 2.48, 2.454761904761905)"
07-01-2023 12:16:17.713277,"(4.4, 5.9, 5.816129032258065)","(10.0, 13.0, 12.659090909090908)","(4.2, 5.3, 5.208235294117647)","(10.0, 14.0, 13.411764705882353)","(18.0, 24.0, 21.529411764705884)","(2.1, 2.46, 2.454761904761905)"
07-01-2023 12:16:18.779358,"(4.4, 5.9, 5.816129032258065)","(10.0, 13.0, 12.5)","(4.2, 5.3, 5.210714285714285)","(10.0, 14.0, 13.411764705882353)","(18.0, 24.0, 21.529411764705884)","(2.1, 2.46, 2.454090909090909)"
07-01-2023 12:16:19.886596,"(4.4, 5.9, 5.816129032258065)","(10.0, 13.0, 11.777777777777779)","(4.2, 5.3, 5.094399999999999)","(10.0, 14.0, 13.975)","(18.0, 24.0, 21.857142857142858)","(2.1, 2.46, 2.4469642857142855)"
07-01-2023 12:16:20.966414,"(4.4, 5.6, 5.5874999999999995)","(10.0, 12.0, 11.636363636363637)","(4.2, 5.1, 5.094399999999999)","(10.0, 14.0, 13.975)","(18.0, 22.0, 21.8)","(2.1, 2.46, 2.4469642857142855)"
07-01-2023 12:16:22.007504,"(4.4, 5.6, 5.5874999999999995)","(10.0, 12.0, 11.636363636363637)","(4.2, 5.1, 5.096610169491525)","(10.0, 14.0, 13.986486486486486)","(18.0, 22.0, 21.75)","(2.1, 2.46, 2.446530612244898)"
07-01-2023 12:16:23.074679,"(4.4, 5.6, 5.598297872340425)","(10.0, 12.0, 11.522727272727273)","(4.2, 5.1, 5.096610169491525)","(10.0, 14.0, 13.986486486486486)","(18.0, 22.0, 21.75)","(2.1, 2.46, 2.4517514124293784)"
07-01-2023 12:16:24.223895,"(4.4, 5.6, 5.598297872340425)","(10.0, 12.0, 11.522727272727273)","(4.2, 5.1, 5.144943820224719)","(10.0, 14.0, 13.972222222222221)","(18.0, 22.0, 21.1)","(2.1, 2.46, 2.44752)"
07-01-2023 12:16:25.279396,"(4.4, 5.6, 5.586516853932584)","(10.0, 11.5, 11.467054263565892)","(4.2, 5.2, 5.144943820224719)","(10.0, 14.0, 14.34375)","(18.0, 22.0, 21.96842105263158)","(2.1, 2.46, 2.4446052631578947)"
07-01-2023 12:16:26.224881,"(4.4, 5.6, 5.59390243902439)","(10.0, 11.5, 11.485355648535565)","(4.2, 5.2, 5.15)","(10.0, 14.5, 14.34375)","(18.0, 22.0, 21.96842105263158)","(2.1, 2.46, 2.4442424242424243)"
07-01-2023 12:16:27.178723,"(4.4, 5.6, 5.593421052631578)","(10.0, 11.5, 11.485355648535565)","(4.2, 5.2, 5.15)","(10.0, 14.5, 14.34375)","(18.0, 22.0, 21.96842105263158)","(2.1, 2.46, 2.4441916167664672)"
07-01-2023 12:16:28.197594,"(4.4, 5.6, 5.593421052631578)","(10.0, 11.5, 11.485355648535565)","(4.2, 5.2, 5.15)","(10.0, 14.5, 14.34375)","(18.0, 22.0, 21.96842105263158)","(2.1, 2.46, 2.4441916167664672)"
07-01-2023 12:16:29.263815,"(4.4, 5.6, 5.593421052631578)","(10.0, 11.5, 11.485355648535565)","(4.2, 5.2, 5.13)","(10.0, 14.5, 14.34375)","(18.0, 22.0, 21.96842105263158)","(2.1, 2.46, 2.4441916167664672)"
07-01-2023 12:16:30.384674,"(4.4, 5.6, 5.593421052631578)","(10.0, 11.5, 11.485355648535565)","(4.2, 5.2, 5.13)","(10.0, 14.5, 14.75)","(18.0, 22.0, 22.921465968586386)","(2.1, 2.46, 2.4427758007117437)"
07-01-2023 12:16:31.497260,"(4.4, 5.7, 5.637777777777778)","(10.0, 12.0, 11.975806451612904)","(4.2, 5.2, 5.134883720930232)","(10.0, 15.0, 14.75)","(18.0, 23.0, 22.921465968586386)","(2.1, 2.46, 2.4427758007117437)"
07-01-2023 12:16:32.480882,"(4.4, 5.7, 5.637777777777778)","(10.0, 12.0, 11.975806451612904)","(4.2, 5.2, 5.134883720930232)","(10.0, 15.0, 14.75)","(18.0, 23.0, 20.96842105263158)","(2.1, 2.46, 2.433251533742331)"
07-01-2023 12:16:33.394735,"(4.4, 5.6, 5.548979591836734)","(10.0, 12.0, 11.76086956521739)","(4.2, 5.2, 5.156666666666666)","(10.0, 14.0, 13.958333333333334)","(18.0, 21.0, 22.951871657754012)","(2.1, 2.44, 2.4352727272727273)"
07-01-2023 12:16:34.412494,"(4.4, 5.6, 5.525)","(10.0, 12.5, 11.928571428571429)","(4.2, 5.3, 5.337037037037037)","(10.0, 15.0, 14.90909090909091)","(18.0, 23.0, 22.9672131147541)","(2.1, 2.46, 2.4382608695652173)"
07-01-2023 12:16:35.482381,"(4.4, 5.4, 5.3130434782608695)","(10.0, 11.5, 11.49792531120332)","(4.2, 5.4, 5.3)","(10.0, 15.0, 14.365853658536585)","(18.0, 23.0, 22.983516483516482)","(2.1, 2.44, 2.4386666666666668)"
07-01-2023 12:16:36.538446,"(4.4, 5.5, 5.373684210526315)","(10.0, 12.5, 12.2)","(4.2, 5.3, 5.225)","(10.0, 15.5, 14.291666666666666)","(18.0, 23.0, 23.56650246305419)","(2.1, 2.46, 2.438987341772152)"
07-01-2023 12:16:37.566447,"(4.4, 5.5, 5.473913043478261)","(10.0, 13.0, 12.4)","(4.2, 5.4, 5.225)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 23.562189054726367)","(2.1, 2.44, 2.435064935064935)"
07-01-2023 12:16:38.646432,"(4.4, 5.8, 5.606451612903226)","(10.0, 13.5, 13.479338842975206)","(4.2, 5.5, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:39.551576,"(4.4, 5.6, 5.388235294117647)","(10.0, 13.0, 12.842105263157894)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:40.521337,"(4.4, 5.6, 5.388235294117647)","(10.0, 13.0, 12.842105263157894)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:41.530694,"(4.4, 5.6, 5.42)","(10.0, 13.0, 12.775)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:42.487313,"(4.4, 5.6, 5.42)","(10.0, 13.0, 12.839285714285714)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:43.577140,"(4.4, 5.6, 5.42)","(10.0, 13.0, 12.839285714285714)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:44.647775,"(4.4, 5.6, 5.42)","(10.0, 13.0, 12.839285714285714)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:45.619103,"(4.4, 5.6, 5.42)","(10.0, 13.0, 12.839285714285714)","(4.2, 5.1, 5.0917355371900825)","(10.0, 15.5, 14.181818181818182)","(18.0, 24.0, 21.870967741935484)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:46.540268,"(4.4, 5.5, 5.4)","(10.0, 12.5, 12.456521739130435)","(4.2, 5.3, 5.1499999999999995)","(10.0, 15.0, 14.8)","(18.0, 24.0, 21.555555555555557)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:47.686897,"(4.4, 5.5, 5.4)","(10.0, 12.5, 12.456521739130435)","(4.2, 5.3, 5.214285714285714)","(10.0, 15.0, 14.8)","(18.0, 24.0, 25.285714285714285)","(2.1, 2.44, 2.4322105263157896)"
07-01-2023 12:16:48.791858,"(4.4, 5.5, 5.4)","(10.0, 12.5, 12.456521739130435)","(4.2, 5.3, 5.214285714285714)","(10.0, 15.0, 14.8)","(18.0, 27.0, 25.285714285714285)","(2.1, 2.44, 2.4365714285714284)"
07-01-2023 12:16:49.887848,"(4.4, 5.5, 5.4)","(10.0, 12.5, 12.456521739130435)","(4.2, 5.3, 5.214285714285714)","(10.0, 15.0, 14.8)","(18.0, 27.0, 23.0)","(2.1, 2.44, 2.439833333333333)"
07-01-2023 12:16:50.964565,"(4.4, 5.6, 5.56734693877551)","(10.0, 12.5, 12.166666666666666)","(4.2, 5.2, 5.159537572254336)","(10.0, 15.0, 14.825581395348838)","(18.0, 24.0, 22.5)","(2.1, 2.44, 2.439833333333333)"
07-01-2023 12:16:52.055511,"(4.4, 5.6, 5.512328767123288)","(10.0, 12.0, 11.939024390243903)","(4.2, 5.2, 5.159537572254336)","(10.0, 15.5, 14.825581395348838)","(18.0, 24.0, 22.5)","(2.1, 2.44, 2.439833333333333)"
07-01-2023 12:16:53.129768,"(4.4, 5.6, 5.5)","(10.0, 12.0, 11.939024390243903)","(4.2, 5.2, 5.151648351648352)","(10.0, 15.5, 14.825581395348838)","(18.0, 24.0, 22.5)","(2.1, 2.44, 2.439833333333333)"
07-01-2023 12:16:54.128169,"(4.4, 5.6, 5.5)","(10.0, 12.0, 11.939024390243903)","(4.2, 5.2, 5.151648351648352)","(10.0, 15.5, 14.825581395348838)","(18.0, 24.0, 22.5)","(2.1, 2.44, 2.439833333333333)"
07-01-2023 12:16:55.096152,"(4.4, 5.6, 5.53953488372093)","(10.0, 12.0, 11.991525423728813)","(4.2, 5.2, 5.18)","(10.0, 15.5, 14.954545454545455)","(18.0, 24.0, 21.166666666666668)","(2.1, 2.46, 2.437904761904762)"
07-01-2023 12:16:56.206125,"(4.4, 5.5, 5.485714285714286)","(10.0, 11.5, 11.497872340425532)","(4.2, 5.2, 5.17037037037037)","(10.0, 15.0, 14.95)","(18.0, 22.0, 21.9572192513369)","(2.1, 2.44, 2.4385567010309277)"
07-01-2023 12:16:57.335228,"(4.4, 5.5, 5.490909090909091)","(10.0, 11.5, 11.971311475409836)","(4.2, 5.2, 5.191379310344828)","(10.0, 15.0, 14.62)","(18.0, 22.0, 21.956521739130434)","(2.1, 2.44, 2.432)"
07-01-2023 12:16:58.356455,"(4.4, 5.7, 5.6482758620689655)","(10.0, 12.0, 11.97071129707113)","(4.2, 5.2, 5.191379310344828)","(10.0, 15.5, 14.62)","(18.0, 22.0, 21.956521739130434)","(2.1, 2.44, 2.4335999999999998)"
07-01-2023 12:16:59.399490,"(4.6, 5.7, 5.6482758620689655)","(10.0, 12.0, 11.97071129707113)","(4.4, 5.2, 5.184313725490196)","(10.0, 15.5, 14.61111111111111)","(17.0, 22.0, 21.833333333333332)","(2.1, 2.44, 2.418349514563107)"
07-01-2023 12:17:00.477124,"(4.6, 5.6, 5.583333333333333)","(10.0, 11.5, 11.493478260869566)","(4.4, 5.2, 5.184313725490196)","(10.0, 15.0, 14.61111111111111)","(17.0, 22.0, 21.833333333333332)","(2.1, 2.42, 2.418349514563107)"
07-01-2023 12:17:01.560032,"(4.6, 5.6, 5.583333333333333)","(10.0, 11.5, 11.493478260869566)","(4.4, 5.2, 5.184313725490196)","(10.0, 15.0, 14.61111111111111)","(17.0, 22.0, 21.833333333333332)","(2.1, 2.42, 2.418349514563107)"
07-01-2023 12:17:02.547053,"(4.6, 5.6, 5.583333333333333)","(10.0, 11.5, 11.493478260869566)","(4.4, 5.2, 5.184313725490196)","(10.0, 15.0, 14.61111111111111)","(17.0, 22.0, 21.833333333333332)","(2.1, 2.42, 2.418349514563107)"
07-01-2023 12:17:03.611120,"(4.6, 5.6, 5.583333333333333)","(10.0, 11.5, 11.493333333333334)","(4.4, 5.2, 5.186)","(10.0, 15.0, 14.625)","(17.0, 22.0, 21.8)","(2.1, 2.42, 2.418529411764706)"
07-01-2023 12:17:04.763172,"(4.6, 5.6, 5.585)","(10.0, 11.5, 11.493303571428571)","(4.4, 5.2, 5.186)","(10.0, 15.0, 14.625)","(17.0, 22.0, 21.8)","(2.1, 2.42, 2.418529411764706)"
07-01-2023 12:17:05.884432,"(4.6, 5.6, 5.585)","(10.0, 11.5, 11.493303571428571)","(4.4, 5.2, 5.184444444444445)","(10.0, 15.0, 14.571428571428571)","(17.0, 22.0, 21.9)","(2.1, 2.42, 2.418529411764706)"
07-01-2023 12:17:06.947690,"(4.6, 5.6, 5.585)","(10.0, 11.5, 11.493303571428571)","(4.4, 5.2, 5.228813559322034)","(10.0, 15.0, 14.564516129032258)","(17.0, 22.0, 23.7)","(2.1, 2.42, 2.4370588235294117)"
07-01-2023 12:17:08.013538,"(4.6, 5.6, 5.565714285714286)","(10.0, 12.0, 11.986607142857142)","(4.4, 5.3, 5.228813559322034)","(10.0, 15.5, 14.564516129032258)","(17.0, 24.0, 23.7)","(2.1, 2.44, 2.437570850202429)"
07-01-2023 12:17:09.064518,"(4.6, 5.6, 5.553846153846154)","(10.0, 12.0, 11.986607142857142)","(4.4, 5.3, 5.252)","(10.0, 15.5, 14.61111111111111)","(17.0, 24.0, 21.9)","(2.1, 2.44, 2.4187854251012144)"
07-01-2023 12:17:10.158529,"(4.6, 5.5, 5.474074074074074)","(10.0, 11.5, 11.484649122807017)","(4.4, 5.3, 5.286486486486487)","(10.0, 15.0, 13.60344827586207)","(17.0, 22.0, 24.384615384615387)","(2.1, 2.42, 2.4403108808290157)"
07-01-2023 12:17:11.220197,"(4.6, 5.7, 5.476470588235294)","(10.0, 12.5, 12.453947368421053)","(4.4, 5.3, 5.286486486486487)","(10.0, 14.5, 13.261904761904763)","(17.0, 25.0, 23.357142857142858)","(2.1, 2.46, 2.442292490118577)"
07-01-2023 12:17:12.285824,"(4.6, 5.6, 5.46046511627907)","(10.0, 12.5, 12.291666666666666)","(4.4, 5.3, 5.286486486486487)","(10.0, 13.5, 13.261904761904763)","(17.0, 24.0, 23.18181818181818)","(2.1, 2.46, 2.442292490118577)"
07-01-2023 12:17:13.350980,"(4.6, 5.6, 5.46046511627907)","(10.0, 12.5, 12.291666666666666)","(4.4, 5.3, 5.29375)","(10.0, 13.5, 13.261904761904763)","(17.0, 24.0, 23.18181818181818)","(2.1, 2.46, 2.4520454545454546)"
07-01-2023 12:17:14.359491,"(4.6, 5.6, 5.46046511627907)","(10.0, 12.5, 12.291666666666666)","(4.4, 5.3, 5.29375)","(10.0, 13.5, 13.261904761904763)","(17.0, 24.0, 21.727272727272727)","(2.1, 2.46, 2.448709677419355)"
07-01-2023 12:17:15.443457,"(4.6, 5.5, 5.454166666666667)","(10.0, 12.0, 11.895833333333334)","(4.4, 5.3, 5.281521739130435)","(10.0, 13.0, 12.852941176470589)","(17.0, 22.0, 21.727272727272727)","(2.1, 2.46, 2.448709677419355)"
07-01-2023 12:17:16.707313,"(4.6, 5.5, 5.454166666666667)","(10.0, 12.0, 11.88)","(4.4, 5.3, 5.280645161290322)","(10.0, 13.0, 12.852941176470589)","(17.0, 22.0, 21.727272727272727)","(2.1, 2.46, 2.449855072463768)"
07-01-2023 12:17:17.971718,"(4.6, 5.5, 5.446428571428571)","(10.0, 12.0, 12.64)","(4.4, 5.3, 5.293506493506493)","(10.0, 13.0, 13.8125)","(17.0, 22.0, 24.333333333333332)","(2.1, 2.46, 2.433)"
07-01-2023 12:17:19.058316,"(4.6, 5.7, 5.46)","(10.0, 13.0, 12.76)","(4.4, 5.3, 5.293506493506493)","(10.0, 14.0, 13.8125)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4404524886877828)"
07-01-2023 12:17:20.274952,"(4.6, 5.7, 5.46)","(10.0, 13.0, 12.666666666666666)","(4.4, 5.3, 5.293506493506493)","(10.0, 14.0, 13.620000000000001)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4299999999999997)"
07-01-2023 12:17:21.525543,"(4.6, 5.7, 5.46)","(10.0, 13.0, 12.869565217391305)","(4.4, 5.3, 5.2925373134328355)","(10.0, 14.5, 12.32)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.432391304347826)"
07-01-2023 12:17:22.694068,"(4.6, 5.7, 5.557894736842106)","(10.0, 13.0, 12.869565217391305)","(4.4, 5.3, 5.291935483870968)","(10.0, 12.5, 13.4)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:23.799796,"(4.6, 5.8, 5.5)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.2952830188679245)","(10.0, 14.5, 13.4)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:24.913374,"(4.6, 5.8, 5.48)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.2952830188679245)","(10.0, 14.5, 13.4)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:26.049418,"(4.6, 5.8, 5.48)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.291228070175438)","(10.0, 14.5, 13.296296296296296)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:26.962114,"(4.6, 5.8, 5.49811320754717)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.291228070175438)","(10.0, 14.5, 13.296296296296296)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:28.068733,"(4.6, 5.8, 5.49811320754717)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.258426966292134)","(10.0, 14.5, 13.842105263157894)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:29.224067,"(4.6, 5.8, 5.49811320754717)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.258426966292134)","(10.0, 14.5, 13.272727272727273)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.4436)"
07-01-2023 12:17:30.284139,"(4.6, 5.8, 5.528813559322034)","(10.0, 13.0, 12.921052631578947)","(4.4, 5.3, 5.258426966292134)","(10.0, 14.0, 13.0)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.433333333333333)"
07-01-2023 12:17:31.314325,"(4.6, 5.7, 5.558333333333334)","(10.0, 13.0, 12.7)","(4.4, 5.3, 5.258426966292134)","(10.0, 13.5, 12.91304347826087)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.46, 2.433333333333333)"
07-01-2023 12:17:32.451062,"(4.6, 5.7, 5.558333333333334)","(10.0, 13.0, 12.7)","(4.4, 5.3, 5.258426966292134)","(10.0, 13.5, 12.323529411764707)","(17.0, 25.0, 21.76923076923077)","(2.1, 2.46, 2.4238565022421525)"
07-01-2023 12:17:33.535586,"(4.6, 5.6, 5.5911949685534585)","(10.0, 12.0, 11.972972972972974)","(4.4, 5.4, 5.3)","(10.0, 12.5, 12.076923076923077)","(17.0, 22.0, 23.307692307692307)","(2.1, 2.44, 2.424376590330789)"
07-01-2023 12:17:34.551902,"(4.6, 5.7, 5.675675675675675)","(10.0, 13.0, 12.695652173913043)","(4.4, 5.3, 5.261797752808988)","(10.0, 13.0, 12.076923076923077)","(17.0, 24.0, 23.307692307692307)","(2.1, 2.44, 2.424376590330789)"
07-01-2023 12:17:35.614945,"(4.6, 5.7, 5.675675675675675)","(10.0, 13.0, 12.695652173913043)","(4.4, 5.3, 5.261797752808988)","(10.0, 13.0, 12.076923076923077)","(17.0, 24.0, 23.307692307692307)","(2.1, 2.44, 2.424376590330789)"
07-01-2023 12:17:36.719838,"(4.6, 5.7, 5.675675675675675)","(10.0, 13.0, 12.705882352941176)","(4.4, 5.3, 5.3325000000000005)","(10.0, 13.0, 11.842105263157894)","(17.0, 24.0, 24.333333333333332)","(2.1, 2.44, 2.424376590330789)"
07-01-2023 12:17:37.981730,"(4.6, 5.7, 5.58421052631579)","(10.0, 13.5, 12.705882352941176)","(4.4, 5.4, 5.3325000000000005)","(10.0, 12.0, 11.842105263157894)","(17.0, 25.0, 24.333333333333332)","(2.1, 2.44, 2.424376590330789)"
07-01-2023 12:17:39.341538,"(4.6, 5.7, 5.542105263157895)","(10.0, 13.0, 12.842105263157894)","(4.4, 5.2, 5.1890625)","(10.0, 13.0, 12.10344827586207)","(17.0, 24.0, 23.727272727272727)","(2.1, 2.44, 2.428075117370892)"
07-01-2023 12:17:40.478288,"(4.6, 5.7, 5.542105263157895)","(10.0, 13.0, 12.863636363636363)","(4.4, 5.2, 5.175714285714286)","(10.0, 13.0, 12.10344827586207)","(17.0, 24.0, 23.727272727272727)","(2.1, 2.44, 2.428075117370892)"
07-01-2023 12:17:41.643502,"(4.6, 5.7, 5.535555555555556)","(10.0, 13.5, 12.961538461538462)","(4.4, 5.2, 5.247058823529412)","(10.0, 12.5, 11.815)","(17.0, 24.0, 24.2)","(2.1, 2.44, 2.42680412371134)"
07-01-2023 12:17:42.709308,"(4.6, 5.7, 5.49)","(10.0, 13.5, 13.088235294117647)","(4.4, 5.4, 5.247058823529412)","(10.0, 13.0, 12.115384615384615)","(17.0, 25.0, 23.4)","(2.1, 2.44, 2.426111111111111)"
07-01-2023 12:17:43.727023,"(4.6, 5.6, 5.482758620689655)","(10.0, 13.5, 13.012820512820513)","(4.4, 5.4, 5.298039215686274)","(10.0, 12.5, 12.115384615384615)","(17.0, 24.0, 23.4)","(2.1, 2.44, 2.4255072463768115)"
07-01-2023 12:17:44.859541,"(4.6, 5.6, 5.482758620689655)","(10.0, 13.5, 13.012820512820513)","(4.4, 5.4, 5.298039215686274)","(10.0, 12.5, 12.115384615384615)","(17.0, 24.0, 23.4)","(2.1, 2.44, 2.4247899159663864)"
07-01-2023 12:17:45.962836,"(4.6, 5.6, 5.482758620689655)","(10.0, 13.5, 13.012820512820513)","(4.4, 5.4, 5.342222222222222)","(10.0, 12.5, 11.807692307692308)","(17.0, 24.0, 21.571428571428573)","(2.1, 2.44, 2.4243018867924526)"
07-01-2023 12:17:47.021087,"(4.6, 5.5, 5.441379310344828)","(10.0, 13.0, 12.9)","(4.4, 5.4, 5.363333333333333)","(10.0, 12.0, 11.807692307692308)","(17.0, 22.0, 21.625)","(2.1, 2.44, 2.4243018867924526)"
07-01-2023 12:17:48.146138,"(4.6, 5.5, 5.441379310344828)","(10.0, 13.0, 13.106060606060606)","(4.4, 5.4, 5.362962962962963)","(10.0, 12.0, 11.988188976377952)","(17.0, 22.0, 22.6)","(2.1, 2.44, 2.4229107981220657)"
07-01-2023 12:17:49.269195,"(4.6, 5.5, 5.392307692307692)","(10.0, 13.5, 13.09375)","(4.4, 5.4, 5.362962962962963)","(10.0, 12.0, 11.996078431372549)","(17.0, 25.0, 23.0)","(2.1, 2.44, 2.4227433628318584)"
