,Sirius Bill,Shes Sleek,Galloping Black,Just As Nice,Rubeson,Silver Skylark,Sirius Suzie,Skylark Bully
06-01-2023 13:58:35.563029,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.5, 11.7)","(5.0, 6.6, 6.229411764705882)","(13.0, 22.0, 18.620689655172413)","(2.6, 3.25, 2.9219999999999997)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.36)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:36.751637,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.5, 11.642857142857142)","(5.0, 6.6, 6.229411764705882)","(13.0, 22.0, 18.75)","(2.6, 3.25, 2.948)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:37.904706,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.642857142857142)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.647058823529413)","(2.6, 3.2, 2.948)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:39.029546,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.642857142857142)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 2.948)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:40.210565,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.62)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 2.948)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:41.405004,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.62)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 2.948)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:42.510421,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.62)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 2.948)","(26.0, 42.0, 38.470588235294116)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:43.672459,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.62)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 2.948)","(26.0, 42.0, 37.64705882352941)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:44.852550,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.62)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 2.948)","(26.0, 40.0, 37.64705882352941)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:45.925940,"(4.6, 6.8, 6.5120000000000005)","(9.0, 13.0, 11.62)","(5.0, 6.6, 6.229411764705882)","(13.0, 21.0, 18.59259259259259)","(2.6, 3.2, 3.150344827586207)","(26.0, 40.0, 36.92307692307692)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:47.065548,"(4.6, 6.8, 6.16)","(9.0, 13.0, 12.206896551724139)","(5.0, 6.6, 6.229411764705882)","(13.0, 19.5, 19.0)","(2.6, 3.2, 3.1220833333333333)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 168.1818181818182)"
06-01-2023 13:58:48.241955,"(4.6, 6.8, 6.095652173913043)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.229411764705882)","(13.0, 19.5, 17.928571428571427)","(2.6, 3.2, 3.0149999999999997)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:49.457272,"(4.6, 6.8, 6.095652173913043)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.229411764705882)","(13.0, 19.5, 17.75)","(2.6, 3.15, 3.137142857142857)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:50.692568,"(4.6, 6.8, 6.095652173913043)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.229411764705882)","(13.0, 19.5, 17.75)","(2.6, 3.15, 3.1331249999999997)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:51.893163,"(4.6, 6.8, 6.095652173913043)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.229411764705882)","(13.0, 19.5, 17.76086956521739)","(2.6, 3.15, 3.0951219512195123)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:53.060204,"(4.6, 6.8, 6.095652173913043)","(9.0, 13.0, 11.666666666666666)","(5.0, 6.6, 6.115384615384616)","(13.0, 19.5, 17.846153846153847)","(2.6, 3.15, 3.107407407407407)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:54.265627,"(4.6, 6.8, 6.095652173913043)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.115384615384616)","(13.0, 19.0, 17.8)","(2.6, 3.15, 3.0328125)","(26.0, 40.0, 37.2)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:55.486124,"(4.6, 6.6, 6.317647058823529)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.115384615384616)","(13.0, 18.0, 17.8)","(2.6, 3.05, 3.1248)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.4, 5.377777777777778)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:56.731278,"(4.6, 6.6, 6.381818181818182)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 5.79)","(13.0, 18.0, 17.666666666666668)","(2.6, 3.15, 3.123529411764706)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.4, 5.397368421052632)","(101.0, 170.0, 169.4736842105263)"
06-01-2023 13:58:57.832694,"(4.6, 6.6, 6.45)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 5.79)","(13.0, 19.0, 17.666666666666668)","(2.6, 3.2, 3.123529411764706)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.397368421052632)","(101.0, 170.0, 226.31578947368422)"
06-01-2023 13:58:59.046457,"(4.6, 6.6, 6.45)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.6, 6.15)","(13.0, 18.0, 16.09090909090909)","(2.6, 3.2, 3.111578947368421)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.397368421052632)","(101.0, 230.0, 228.57142857142856)"
06-01-2023 13:59:00.351155,"(4.6, 6.8, 6.3428571428571425)","(9.0, 13.0, 11.666666666666666)","(5.0, 6.6, 6.214285714285714)","(13.0, 18.0, 17.25)","(2.6, 3.2, 3.111578947368421)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.397368421052632)","(101.0, 240.0, 226.31578947368422)"
06-01-2023 13:59:01.666797,"(4.6, 6.8, 6.056521739130435)","(9.0, 13.0, 11.666666666666666)","(5.0, 6.6, 6.214285714285714)","(13.0, 17.5, 17.214285714285715)","(2.6, 3.2, 3.1468965517241383)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.434375)","(101.0, 230.0, 226.8181818181818)"
06-01-2023 13:59:02.911738,"(4.6, 6.8, 6.056521739130435)","(9.0, 13.0, 11.666666666666666)","(5.0, 6.6, 6.085714285714285)","(13.0, 17.5, 16.205882352941178)","(2.6, 3.2, 3.1725000000000003)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.434375)","(101.0, 230.0, 226.8181818181818)"
06-01-2023 13:59:04.149736,"(4.6, 6.8, 6.056521739130435)","(9.0, 13.0, 11.666666666666666)","(5.0, 6.6, 5.989655172413793)","(13.0, 17.5, 16.357142857142858)","(2.6, 3.2, 3.058333333333333)","(26.0, 40.0, 38.15384615384615)","(4.4, 5.5, 5.434375)","(101.0, 230.0, 226.8181818181818)"
06-01-2023 13:59:05.339340,"(4.6, 6.6, 6.454545454545455)","(9.0, 13.0, 12.272727272727273)","(5.0, 6.4, 6.052941176470588)","(13.0, 16.5, 16.357142857142858)","(2.6, 3.1, 3.125)","(26.0, 40.0, 37.6)","(4.4, 5.5, 5.434375)","(101.0, 230.0, 226.8181818181818)"
06-01-2023 13:59:06.563444,"(4.6, 6.6, 6.454545454545455)","(9.0, 13.0, 12.26086956521739)","(5.0, 6.2, 5.9750000000000005)","(13.0, 16.5, 16.375)","(2.6, 3.2, 3.184615384615385)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.35)","(101.0, 230.0, 239.2)"
06-01-2023 13:59:07.791450,"(4.6, 6.6, 6.5)","(9.0, 13.0, 12.26086956521739)","(5.0, 6.2, 5.9750000000000005)","(13.0, 16.5, 15.868421052631579)","(2.6, 3.2, 3.1180555555555554)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.35)","(101.0, 250.0, 240.35714285714286)"
06-01-2023 13:59:09.066119,"(4.6, 6.6, 6.5)","(9.0, 13.0, 11.657894736842104)","(5.0, 6.2, 5.790909090909091)","(13.0, 16.5, 15.547619047619047)","(2.6, 3.25, 3.1420454545454546)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.389473684210526)","(101.0, 250.0, 240.35714285714286)"
06-01-2023 13:59:10.330200,"(4.6, 6.6, 6.3999999999999995)","(9.0, 13.0, 11.657894736842104)","(5.0, 6.2, 5.790909090909091)","(13.0, 16.5, 17.0)","(2.6, 3.25, 3.1904761904761907)","(26.0, 40.0, 37.6)","(4.4, 5.5, 5.457142857142857)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:11.653499,"(4.6, 6.8, 6.311111111111111)","(9.0, 13.0, 11.657894736842104)","(5.0, 6.2, 5.776923076923077)","(13.0, 18.0, 16.4)","(2.6, 3.25, 3.1414285714285715)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.5, 5.52)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:12.829317,"(4.6, 6.8, 6.213333333333333)","(9.0, 13.0, 11.657894736842104)","(5.0, 6.2, 5.758823529411765)","(13.0, 17.0, 18.0)","(2.6, 3.25, 3.2066666666666666)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.6, 5.6000000000000005)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:13.998188,"(4.6, 6.8, 6.474074074074075)","(9.0, 13.0, 12.26086956521739)","(5.0, 6.2, 5.758823529411765)","(13.0, 18.5, 17.333333333333332)","(2.6, 3.25, 3.198)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.621052631578948)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:15.266233,"(4.6, 6.8, 6.066666666666667)","(9.0, 13.0, 12.26086956521739)","(4.8, 6.2, 5.758823529411765)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.25, 3.2108695652173913)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.621052631578948)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:16.524440,"(4.6, 6.6, 6.483333333333333)","(9.0, 13.0, 12.26086956521739)","(4.8, 6.2, 5.758823529411765)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.25, 3.2018518518518517)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.55)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:17.767359,"(4.6, 6.6, 6.483333333333333)","(9.0, 13.0, 12.272727272727273)","(4.8, 6.2, 5.758823529411765)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.25, 3.1416666666666666)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.55)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:18.900497,"(4.6, 6.6, 6.483333333333333)","(9.0, 13.0, 11.666666666666666)","(4.8, 6.2, 5.766666666666667)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.25, 3.1416666666666666)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.592857142857143)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:20.080348,"(4.6, 6.6, 6.483333333333333)","(9.0, 13.0, 11.666666666666666)","(4.8, 6.2, 5.766666666666667)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.25, 3.1416666666666666)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.592857142857143)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:21.166873,"(4.6, 6.6, 6.483333333333333)","(9.0, 13.0, 11.666666666666666)","(4.8, 6.2, 5.766666666666667)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.25, 3.1416666666666666)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.592857142857143)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:22.317933,"(4.6, 6.6, 6.55)","(9.0, 13.0, 12.272727272727273)","(4.8, 6.0, 5.746153846153846)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.11875)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.6)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:23.523744,"(4.6, 6.8, 6.45)","(9.0, 13.0, 12.272727272727273)","(4.8, 6.0, 5.746153846153846)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.127272727272727)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.533333333333333)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:24.582025,"(4.6, 6.8, 6.4387096774193555)","(9.0, 13.0, 12.272727272727273)","(4.8, 6.0, 5.746153846153846)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.127272727272727)","(26.0, 40.0, 37.333333333333336)","(4.4, 5.7, 5.584615384615385)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:25.779676,"(4.6, 6.8, 6.444444444444445)","(9.0, 13.0, 12.25)","(4.8, 6.0, 5.74)","(12.0, 18.0, 17.6)","(2.6, 3.15, 3.11)","(26.0, 40.0, 37.6)","(4.4, 5.7, 5.46)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:27.093135,"(4.6, 6.8, 6.54)","(9.0, 13.0, 11.65)","(4.8, 6.0, 5.74)","(12.0, 18.0, 17.6)","(2.6, 3.15, 3.13)","(26.0, 40.0, 37.6)","(4.4, 5.7, 5.566666666666666)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:28.344548,"(4.6, 6.8, 6.4750000000000005)","(9.0, 13.0, 11.65)","(4.8, 6.0, 5.757142857142857)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.13)","(26.0, 40.0, 37.6)","(4.4, 5.7, 5.566666666666666)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:29.562799,"(4.6, 6.8, 6.533333333333333)","(9.0, 13.0, 11.65)","(4.8, 5.9, 5.757142857142857)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.1386363636363637)","(26.0, 40.0, 37.6)","(4.4, 5.7, 5.566666666666666)","(101.0, 250.0, 237.58620689655174)"
06-01-2023 13:59:30.728859,"(4.8, 6.8, 6.533333333333333)","(10.0, 13.0, 11.666666666666666)","(4.8, 5.9, 5.758333333333333)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.2, 3.13125)","(31.0, 40.0, 37.6)","(4.6, 5.7, 5.566666666666666)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:31.972907,"(4.8, 6.8, 6.711111111111111)","(10.0, 13.0, 12.272727272727273)","(4.8, 5.8, 5.589473684210526)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.142857142857143)","(31.0, 40.0, 37.6)","(4.6, 5.7, 5.566666666666666)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:33.285443,"(4.8, 6.8, 6.711111111111111)","(10.0, 13.0, 12.272727272727273)","(4.8, 5.8, 5.575)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.142857142857143)","(31.0, 40.0, 37.6)","(4.6, 5.7, 5.566666666666666)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:34.582202,"(4.8, 6.8, 6.711111111111111)","(10.0, 13.0, 12.272727272727273)","(4.8, 5.7, 5.575)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.142857142857143)","(31.0, 40.0, 37.6)","(4.6, 5.7, 5.566666666666666)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:35.753823,"(4.8, 6.8, 6.711111111111111)","(10.0, 13.0, 12.272727272727273)","(4.8, 5.7, 5.4375)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.1399999999999997)","(31.0, 40.0, 37.81818181818182)","(4.6, 5.7, 5.566666666666666)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:36.970954,"(4.8, 6.8, 6.6)","(10.0, 13.0, 11.8)","(4.8, 5.7, 5.4375)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.1399999999999997)","(31.0, 40.0, 37.81818181818182)","(4.6, 5.7, 5.46)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:38.313327,"(4.8, 6.8, 6.0777777777777775)","(10.0, 13.0, 11.75)","(4.8, 5.7, 5.4750000000000005)","(12.0, 18.0, 17.333333333333332)","(2.6, 3.15, 3.166666666666667)","(31.0, 40.0, 38.285714285714285)","(4.6, 5.7, 5.633333333333333)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:39.547240,"(4.8, 6.8, 6.05)","(10.0, 13.0, 11.75)","(4.8, 5.7, 5.497674418604651)","(12.0, 18.0, 17.81818181818182)","(2.6, 3.2, 3.1833333333333336)","(31.0, 40.0, 37.81818181818182)","(4.6, 5.8, 5.621428571428571)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:40.748842,"(4.8, 6.8, 6.5)","(10.0, 13.0, 12.285714285714286)","(4.8, 5.5, 5.4818181818181815)","(12.0, 18.0, 17.81818181818182)","(2.6, 3.2, 3.1833333333333336)","(31.0, 40.0, 37.6)","(4.6, 5.8, 5.621428571428571)","(101.0, 250.0, 239.2)"
06-01-2023 13:59:41.939575,"(4.8, 6.8, 6.622222222222223)","(10.0, 13.0, 12.35483870967742)","(4.8, 5.5, 5.36)","(12.0, 18.0, 17.81818181818182)","(2.6, 3.2, 3.1363636363636367)","(31.0, 40.0, 37.6)","(4.6, 5.8, 6.117808219178082)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:43.338430,"(4.8, 6.6, 6.511111111111111)","(10.0, 13.0, 12.342857142857143)","(4.8, 5.4, 5.2846153846153845)","(12.0, 18.0, 17.875)","(2.6, 3.2, 3.1653846153846157)","(31.0, 40.0, 37.6)","(4.6, 6.2, 6.116883116883117)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:44.680321,"(4.8, 6.6, 6.490909090909091)","(10.0, 13.0, 12.258064516129032)","(4.8, 5.3, 5.214285714285714)","(12.0, 18.0, 17.875)","(2.6, 3.2, 3.1950000000000003)","(31.0, 40.0, 37.6)","(4.6, 6.2, 6.344444444444445)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:45.922559,"(4.8, 6.6, 6.359999999999999)","(10.0, 13.0, 12.258064516129032)","(4.8, 5.3, 5.214285714285714)","(12.0, 18.0, 17.846153846153847)","(2.6, 3.2, 3.190909090909091)","(31.0, 40.0, 37.6)","(4.6, 6.4, 6.115384615384616)","(101.0, 250.0, 236.15384615384616)"
06-01-2023 13:59:47.391103,"(4.8, 6.6, 6.3)","(10.0, 13.0, 12.6)","(4.8, 5.3, 5.214285714285714)","(12.0, 18.0, 17.846153846153847)","(2.6, 3.2, 3.190909090909091)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.6, 6.06)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:48.695225,"(4.8, 6.6, 6.36)","(10.0, 13.0, 12.6)","(4.8, 5.3, 5.214285714285714)","(12.0, 18.0, 17.833333333333332)","(2.6, 3.2, 3.192857142857143)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.6, 6.031578947368421)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:49.962821,"(4.8, 6.6, 6.415384615384616)","(10.0, 13.0, 12.636363636363637)","(4.8, 5.3, 5.282089552238806)","(12.0, 18.0, 17.75)","(2.6, 3.2, 3.192857142857143)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.6, 6.031578947368421)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:51.377940,"(4.8, 6.6, 6.415384615384616)","(10.0, 13.0, 12.636363636363637)","(4.8, 5.3, 5.27)","(12.0, 18.0, 17.785714285714285)","(2.6, 3.2, 3.178571428571429)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.6, 6.031578947368421)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:52.731667,"(4.8, 6.6, 6.375)","(10.0, 13.0, 12.529411764705882)","(4.8, 5.3, 5.277272727272727)","(12.0, 18.0, 17.785714285714285)","(2.6, 3.2, 3.1500000000000004)","(31.0, 40.0, 37.6)","(4.6, 6.6, 6.025)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:54.209299,"(4.8, 6.6, 6.216666666666667)","(10.0, 13.0, 12.529411764705882)","(4.8, 5.3, 5.223076923076923)","(12.0, 18.0, 17.785714285714285)","(2.6, 3.2, 3.1500000000000004)","(31.0, 40.0, 37.6)","(4.6, 6.6, 6.3130434782608695)","(101.0, 250.0, 238.0)"
06-01-2023 13:59:55.699370,"(4.8, 6.6, 6.213333333333334)","(10.0, 13.0, 12.192307692307692)","(4.8, 5.3, 5.133333333333334)","(12.0, 18.0, 17.785714285714285)","(2.6, 3.2, 3.175)","(31.0, 40.0, 37.6)","(4.6, 6.4, 6.251851851851852)","(101.0, 250.0, 228.46153846153845)"
06-01-2023 13:59:57.247430,"(4.8, 6.6, 6.213333333333334)","(10.0, 13.0, 12.61111111111111)","(4.8, 5.2, 5.18)","(12.0, 18.0, 17.863636363636363)","(2.6, 3.2, 3.1933333333333334)","(31.0, 40.0, 37.6)","(4.6, 6.4, 6.292307692307692)","(101.0, 250.0, 232.5)"
06-01-2023 13:59:58.616571,"(4.8, 6.6, 6.314285714285714)","(10.0, 13.0, 12.625)","(4.8, 5.2, 5.186206896551724)","(12.0, 18.0, 17.863636363636363)","(2.6, 3.2, 3.1933333333333334)","(31.0, 40.0, 37.6)","(4.6, 6.4, 6.031578947368422)","(101.0, 250.0, 232.5)"
06-01-2023 13:59:59.874384,"(4.8, 6.6, 6.327272727272727)","(10.0, 13.0, 12.625)","(4.8, 5.3, 5.144444444444444)","(12.0, 18.0, 17.85)","(2.6, 3.2, 3.1958333333333333)","(31.0, 40.0, 37.6)","(4.6, 6.4, 5.946153846153846)","(101.0, 250.0, 232.5)"
06-01-2023 14:00:01.247075,"(4.8, 6.6, 6.381818181818182)","(10.0, 15.0, 13.5)","(4.8, 5.3, 5.111111111111112)","(12.0, 18.0, 17.85)","(2.6, 3.2, 3.192857142857143)","(31.0, 40.0, 37.6)","(4.6, 6.2, 5.946153846153846)","(101.0, 250.0, 232.5)"
06-01-2023 14:00:02.638688,"(4.8, 6.6, 6.381818181818182)","(10.0, 15.0, 13.476190476190476)","(4.8, 5.2, 4.981818181818182)","(12.0, 18.0, 17.863636363636363)","(2.6, 3.2, 3.177777777777778)","(31.0, 40.0, 37.6)","(4.6, 6.2, 5.935294117647059)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:03.867647,"(4.8, 6.6, 6.4)","(10.0, 14.5, 13.672413793103448)","(4.8, 5.2, 4.981818181818182)","(12.0, 18.0, 17.863636363636363)","(2.6, 3.2, 3.153125)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.2, 5.931578947368421)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:05.191311,"(4.8, 6.6, 6.363636363636363)","(10.0, 14.5, 13.884615384615385)","(4.8, 5.1, 5.013333333333334)","(12.0, 18.0, 17.863636363636363)","(2.6, 3.2, 3.1484848484848484)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.2, 5.933333333333334)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:06.519814,"(4.8, 6.6, 6.363636363636363)","(10.0, 14.5, 13.976190476190476)","(4.8, 5.1, 5.013333333333334)","(12.0, 18.0, 17.90625)","(2.6, 3.2, 3.1500000000000004)","(31.0, 40.0, 37.6)","(4.6, 6.0, 5.925000000000001)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:07.853243,"(4.8, 6.6, 6.36)","(10.0, 14.5, 13.722222222222221)","(4.8, 5.1, 5.1000000000000005)","(12.0, 18.0, 17.90625)","(2.6, 3.2, 3.128)","(31.0, 40.0, 37.6)","(4.6, 6.0, 5.933333333333334)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:09.167667,"(4.8, 6.6, 6.3297297297297295)","(10.0, 14.5, 13.722222222222221)","(4.8, 5.2, 5.1000000000000005)","(12.0, 18.0, 17.90625)","(2.6, 3.2, 3.1148148148148147)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.0, 5.933333333333334)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:10.380230,"(4.8, 6.6, 6.457142857142857)","(10.0, 14.5, 13.841463414634147)","(4.8, 5.2, 5.117241379310345)","(12.0, 18.0, 17.90625)","(2.6, 3.2, 3.138095238095238)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.0, 5.933333333333334)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:11.647433,"(4.8, 6.6, 6.457142857142857)","(10.0, 14.5, 14.051724137931034)","(4.6, 5.2, 5.117241379310345)","(12.0, 18.0, 17.289473684210527)","(2.6, 3.2, 3.1296296296296298)","(31.0, 40.0, 37.6)","(4.6, 6.0, 5.933333333333334)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:12.953732,"(4.8, 6.6, 6.418181818181818)","(10.0, 14.5, 14.051724137931034)","(4.6, 5.2, 5.117241379310345)","(12.0, 18.0, 17.0)","(2.6, 3.2, 3.1447368421052633)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.0, 5.933333333333334)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:14.255828,"(4.8, 6.6, 6.457142857142857)","(10.0, 14.5, 14.117647058823529)","(4.6, 5.2, 5.117241379310345)","(12.0, 17.5, 16.916666666666668)","(2.6, 3.2, 3.1447368421052633)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.0, 5.942857142857143)","(101.0, 250.0, 202.0)"
06-01-2023 14:00:15.582365,"(4.8, 6.6, 6.457142857142857)","(10.0, 14.5, 14.071428571428571)","(4.6, 5.2, 5.10625)","(12.0, 17.5, 17.055555555555557)","(2.6, 3.2, 3.1447368421052633)","(31.0, 40.0, 37.45454545454545)","(4.6, 6.0, 5.942857142857143)","(101.0, 250.0, 202.0)"
