,Amuri Andy,Know Ratio,Caesar Lies,Made The Cut,Nighthawk Jink,Right On Ramsay,Miss Adobe,Homebush Archie
16-12-2022 11:51:12.143704,"(1.9, 2.04, 2.006060606060606)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.077999999999999)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 223.0)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:13.468472,"(1.9, 2.04, 2.006060606060606)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 3.7199999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 223.0)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:14.751816,"(1.9, 2.04, 2.006060606060606)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.18)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 223.0)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:16.071794,"(1.9, 2.04, 2.006060606060606)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.18)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:17.396798,"(1.9, 2.04, 2.006060606060606)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 5.212)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:18.819593,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 4.140000000000001)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:20.230930,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.8, 4.140000000000001)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:21.644767,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.8, 4.140000000000001)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:23.172489,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.8, 3.8171428571428567)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:24.947433,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 46.5625)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:26.700992,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 100.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:28.199648,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.8171428571428567)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:29.876290,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:31.566799,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:33.003429,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:34.405345,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:35.817944,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:37.215869,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.7279999999999998)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 283.625)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:38.623649,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.692)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:40.039837,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.6, 3.315)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:41.760671,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 4.74)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:43.452007,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 4.74)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:44.943161,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 4.74)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:46.681556,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 4.74)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:48.636679,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 5.03)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 175.0)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:50.080448,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 5.9, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 320.0, 76.66666666666666)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:51.610223,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 35.22222222222222)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:53.118106,"(1.9, 2.04, 1.9952)","(13.0, 42.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:54.563266,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:56.066252,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.3125)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:57.517313,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:51:58.917742,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:00.457892,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 141.875)","(31.0, 310.0, 76.66666666666666)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 129.5)"
16-12-2022 11:52:02.309659,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:03.977663,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:05.514739,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:06.971806,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:08.547022,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 15.7)","(2.4, 6.2, 4.94)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:10.018129,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 22.0, 16.2)","(2.4, 6.2, 5.25)","(21.0, 230.0, 132.3846153846154)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 119.45454545454545)"
16-12-2022 11:52:11.425497,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.2, 5.25)","(21.0, 230.0, 71.375)","(31.0, 310.0, 154.44444444444446)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:52:13.057797,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.2, 4.94)","(21.0, 230.0, 71.375)","(31.0, 310.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:52:14.797742,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.2, 5.105)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:52:17.647511,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.0, 5.105)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:52:19.585245,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.0, 4.04)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 92.33333333333333)"
16-12-2022 11:52:21.307129,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.2, 4.04)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:22.896171,"(1.9, 2.04, 1.9952)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.2, 4.04)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:24.343495,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.2, 4.955)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:25.702817,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.8, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:27.056383,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:28.415809,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:30.291948,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:31.727165,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:33.157821,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:34.533976,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:35.966674,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.9114285714285715)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 81.78571428571428)"
16-12-2022 11:52:37.379490,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 4.125714285714286)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:38.701888,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.4, 3.353913043478261)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 73.875)"
16-12-2022 11:52:40.200024,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 6.0, 5.03)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:41.604965,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 5.03)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:42.944025,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 36.77777777777778)","(10.0, 23.0, 16.2)","(2.45, 5.9, 3.8685714285714283)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:44.357959,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.8, 4.88)","(21.0, 230.0, 71.375)","(31.0, 460.0, 221.11111111111111)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:45.613658,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 3.8685714285714283)","(21.0, 230.0, 103.4)","(31.0, 460.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:46.981764,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.8, 3.8685714285714283)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:48.356131,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.8, 3.8685714285714283)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:49.712446,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.8, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:51.083857,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:52.489910,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:53.767997,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:55.068161,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:56.285873,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:57.507941,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:58.733800,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 4.6066666666666665)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:52:59.925832,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 16.2)","(2.45, 5.7, 3.5070588235294116)","(21.0, 230.0, 103.4)","(31.0, 350.0, 286.0)","(16.0, 110.0, 50.9375)","(21.0, 240.0, 120.0)"
16-12-2022 11:53:01.127003,"(1.9, 2.04, 1.9777777777777779)","(13.0, 44.0, 31.200000000000003)","(10.0, 23.0, 17.17142857142857)","(2.45, 5.5, 3.5070588235294116)","(21.0, 230.0, 158.15384615384616)","(31.0, 350.0, 318.0)","(16.0, 110.0, 56.0)","(21.0, 240.0, 170.0)"
16-12-2022 11:53:02.366271,"(1.9, 2.04, 1.9138461538461538)","(13.0, 44.0, 38.666666666666664)","(10.0, 23.0, 17.17142857142857)","(2.45, 5.5, 3.5070588235294116)","(21.0, 220.0, 105.42857142857143)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:03.575157,"(1.9, 2.04, 1.9138461538461538)","(13.0, 44.0, 36.0)","(10.0, 23.0, 17.17142857142857)","(2.45, 5.5, 3.5070588235294116)","(21.0, 220.0, 130.88888888888889)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:04.751340,"(1.9, 2.04, 1.9138461538461538)","(13.0, 44.0, 36.0)","(10.0, 23.0, 19.48)","(2.45, 5.5, 4.245185185185186)","(21.0, 220.0, 86.33333333333333)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:05.912785,"(1.9, 2.02, 1.9469565217391305)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.5, 4.7941666666666665)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:07.094655,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.5, 5.176500000000001)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:08.508149,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:09.619217,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:10.800754,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:11.973589,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:13.319296,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:14.557984,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
16-12-2022 11:53:15.889142,"(1.9, 2.02, 1.9295081967213115)","(13.0, 44.0, 36.0)","(10.0, 22.0, 16.6)","(2.45, 5.4, 4.984186046511628)","(21.0, 220.0, 119.75)","(31.0, 350.0, 318.0)","(16.0, 110.0, 53.3)","(21.0, 230.0, 170.0)"
