,Fenton,Ovoid,Reckless Intention,Zillions,Cmon Mate,Charlie Foxtrot,Cyclone Rupert,Lims Synergy,Pennypacker,Star Legacy
08-01-2023 14:58:29.756535,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.663636363636363)","(51.0, 120.0, 100.0)","(101.0, 330.0, 277.5)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.318181818181818)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.75, 3.6999999999999997)","(2.25, 2.64, 2.6337007874015748)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:31.063568,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.663636363636363)","(51.0, 120.0, 100.0)","(101.0, 330.0, 277.5)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.318181818181818)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.8, 3.6999999999999997)","(2.25, 2.64, 2.6337007874015748)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:32.448400,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.663636363636363)","(51.0, 120.0, 100.0)","(101.0, 330.0, 277.5)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.318181818181818)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.8, 3.6852941176470586)","(2.25, 2.64, 2.615)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:33.738755,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.663636363636363)","(51.0, 120.0, 100.0)","(101.0, 330.0, 277.5)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.318181818181818)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.8, 3.6852941176470586)","(2.25, 2.64, 2.6337007874015748)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:35.072371,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.663636363636363)","(51.0, 120.0, 100.0)","(101.0, 330.0, 285.0)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.318181818181818)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.8, 3.6852941176470586)","(2.25, 2.64, 2.6337007874015748)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:36.264180,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.663636363636363)","(51.0, 120.0, 105.0)","(101.0, 310.0, 395.0)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.264705882352942)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.8, 3.6470588235294117)","(2.25, 2.64, 2.608421052631579)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:37.548282,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.692857142857142)","(51.0, 120.0, 105.0)","(101.0, 530.0, 312.0)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.264705882352942)","(15.0, 32.0, 30.47761194029851)","(3.4, 3.8, 3.6363636363636362)","(2.25, 2.64, 2.608421052631579)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:38.785819,"(8.0, 11.5, 11.166666666666666)","(5.5, 7.8, 7.692857142857142)","(51.0, 120.0, 105.0)","(101.0, 520.0, 395.0)","(51.0, 150.0, 140.0)","(12.0, 14.5, 14.264705882352942)","(15.0, 32.0, 30.35483870967742)","(3.4, 3.8, 3.6363636363636362)","(2.25, 2.64, 2.608421052631579)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:39.967909,"(8.0, 11.5, 11.069444444444445)","(5.5, 7.8, 7.692857142857142)","(51.0, 120.0, 110.0)","(101.0, 530.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.8, 3.7493749999999997)","(2.25, 2.64, 2.625)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:41.104977,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.8, 7.254545454545455)","(51.0, 120.0, 110.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.8, 3.7696202531645566)","(2.25, 2.68, 2.656842105263158)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:42.299781,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.6, 7.552941176470588)","(51.0, 120.0, 136.25)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.8, 3.7696202531645566)","(2.25, 2.68, 2.656842105263158)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:43.549457,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.6, 7.552941176470588)","(51.0, 150.0, 122.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.8, 3.7696202531645566)","(2.25, 2.68, 2.6771428571428575)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:44.797032,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.6, 7.552941176470588)","(51.0, 140.0, 122.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.8, 3.7696202531645566)","(2.25, 2.68, 2.6771428571428575)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:46.001454,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.6, 7.59)","(51.0, 140.0, 122.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.29090909090909)","(3.4, 3.8, 3.7696202531645566)","(2.25, 2.68, 2.6761904761904765)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:47.174901,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.8, 7.71304347826087)","(51.0, 140.0, 122.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 14.45)","(15.0, 32.0, 30.29090909090909)","(3.4, 3.8, 3.6991803278688526)","(2.25, 2.68, 2.6761904761904765)","(91.0, 170.0, 165.0)"
08-01-2023 14:58:48.305722,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.8, 7.71304347826087)","(51.0, 140.0, 122.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 14.5, 15.205882352941176)","(15.0, 32.0, 30.29090909090909)","(3.4, 3.7, 3.6954545454545458)","(2.25, 2.68, 2.6761904761904765)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:49.428612,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.8, 7.71304347826087)","(51.0, 140.0, 122.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 144.0)","(12.0, 15.5, 14.964285714285714)","(15.0, 32.0, 30.29090909090909)","(3.4, 3.7, 3.6972222222222224)","(2.25, 2.68, 2.623783783783784)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:50.624403,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.8, 7.666666666666667)","(51.0, 140.0, 122.0)","(101.0, 630.0, 343.3333333333333)","(51.0, 150.0, 144.0)","(12.0, 15.5, 14.710526315789474)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.7, 3.629166666666667)","(2.25, 2.64, 2.677714285714286)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:51.756117,"(8.0, 11.5, 11.092592592592593)","(5.5, 7.8, 7.68)","(51.0, 140.0, 122.0)","(101.0, 510.0, 343.3333333333333)","(51.0, 150.0, 144.0)","(12.0, 15.5, 14.5625)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.7, 3.617741935483871)","(2.25, 2.68, 2.678)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:52.853696,"(8.0, 13.5, 11.9)","(5.5, 7.8, 7.5731343283582095)","(51.0, 140.0, 125.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 143.33333333333334)","(12.0, 15.5, 14.5625)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.7, 3.5804347826086955)","(2.25, 2.68, 2.676)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:53.998234,"(8.0, 13.5, 12.323529411764707)","(5.5, 7.8, 7.5731343283582095)","(51.0, 140.0, 125.0)","(101.0, 520.0, 325.0)","(51.0, 150.0, 135.0)","(12.0, 15.5, 14.5625)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.65, 3.5705882352941174)","(2.25, 2.68, 2.678235294117647)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:55.148378,"(8.0, 13.5, 12.166666666666666)","(5.5, 7.8, 7.585915492957747)","(51.0, 140.0, 125.0)","(101.0, 500.0, 445.0)","(51.0, 150.0, 135.0)","(12.0, 15.5, 14.5625)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.65, 3.45109756097561)","(2.25, 2.68, 2.678235294117647)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:56.379393,"(8.0, 13.0, 11.81578947368421)","(5.5, 7.8, 7.6466666666666665)","(51.0, 140.0, 125.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 135.0)","(12.0, 15.5, 14.5625)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.5, 3.4510563380281694)","(2.25, 2.68, 2.6796385542168677)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:57.504877,"(8.0, 13.0, 11.75)","(5.5, 7.8, 7.6466666666666665)","(51.0, 140.0, 125.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 135.0)","(12.0, 15.5, 14.75)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.5, 3.4075388026607536)","(2.25, 2.68, 2.6796385542168677)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:58.624407,"(8.0, 13.0, 12.471830985915492)","(5.5, 7.8, 7.6466666666666665)","(51.0, 140.0, 125.0)","(101.0, 630.0, 445.0)","(51.0, 150.0, 135.0)","(12.0, 15.5, 14.75)","(15.0, 32.0, 30.379310344827587)","(3.4, 3.5, 3.4075388026607536)","(2.25, 2.68, 2.680319715808171)","(91.0, 170.0, 166.0)"
08-01-2023 14:58:59.729259,"(8.0, 11.0, 10.924657534246576)","(5.5, 7.8, 7.777777777777778)","(51.0, 140.0, 131.0)","(101.0, 630.0, 350.0)","(51.0, 170.0, 153.33333333333334)","(12.0, 14.0, 14.521739130434783)","(15.0, 32.0, 30.548387096774192)","(3.4, 3.5, 3.419230769230769)","(2.25, 2.7, 2.638725925925926)","(91.0, 170.0, 167.5)"
08-01-2023 14:59:00.896755,"(8.0, 12.5, 12.0)","(5.5, 8.0, 7.846808510638298)","(51.0, 140.0, 120.0)","(101.0, 620.0, 345.0)","(51.0, 170.0, 145.0)","(12.0, 15.5, 14.521739130434783)","(15.0, 32.0, 30.548387096774192)","(3.4, 3.45, 3.4131313131313132)","(2.25, 2.7, 2.641801125703565)","(91.0, 170.0, 167.5)"
08-01-2023 14:59:02.041512,"(8.0, 12.5, 12.293103448275861)","(5.5, 8.0, 7.712)","(51.0, 140.0, 126.66666666666667)","(101.0, 600.0, 340.0)","(51.0, 170.0, 145.0)","(12.0, 15.5, 14.75)","(15.0, 32.0, 30.59375)","(3.4, 3.45, 3.419834710743802)","(2.25, 2.7, 2.66203007518797)","(91.0, 170.0, 172.0)"
08-01-2023 14:59:03.193167,"(8.0, 12.5, 11.75)","(5.5, 8.0, 7.84)","(51.0, 140.0, 130.0)","(101.0, 580.0, 420.0)","(51.0, 170.0, 145.0)","(12.0, 15.5, 15.0)","(15.0, 32.0, 30.65671641791045)","(3.4, 3.45, 3.4165137614678898)","(2.25, 2.7, 2.6619926199261994)","(91.0, 180.0, 172.0)"
08-01-2023 14:59:04.351041,"(8.0, 12.0, 11.631578947368421)","(5.5, 8.0, 7.84)","(51.0, 140.0, 137.5)","(101.0, 580.0, 420.0)","(51.0, 170.0, 165.71428571428572)","(12.0, 15.5, 14.909090909090908)","(15.0, 32.0, 30.47826086956522)","(3.4, 3.45, 3.4083720930232557)","(2.25, 2.7, 2.678235294117647)","(91.0, 180.0, 178.0)"
08-01-2023 14:59:05.564674,"(8.0, 12.0, 11.24074074074074)","(5.5, 7.8, 7.680291970802919)","(51.0, 140.0, 137.5)","(101.0, 580.0, 420.0)","(51.0, 170.0, 176.0)","(12.0, 15.0, 14.529411764705882)","(15.0, 32.0, 30.556701030927837)","(3.4, 3.45, 3.404568527918782)","(2.25, 2.68, 2.678235294117647)","(91.0, 180.0, 210.0)"
08-01-2023 14:59:06.708960,"(8.0, 12.0, 11.226415094339623)","(5.5, 7.8, 7.678518518518518)","(51.0, 160.0, 140.0)","(101.0, 580.0, 373.3333333333333)","(51.0, 200.0, 177.5)","(12.0, 15.0, 14.418604651162791)","(15.0, 32.0, 30.556701030927837)","(3.4, 3.45, 3.404568527918782)","(2.25, 2.68, 2.6801263157894737)","(91.0, 230.0, 212.85714285714286)"
08-01-2023 14:59:07.839960,"(8.0, 12.0, 11.226415094339623)","(5.5, 7.8, 7.678518518518518)","(51.0, 160.0, 140.0)","(101.0, 580.0, 373.3333333333333)","(51.0, 190.0, 177.5)","(12.0, 15.0, 14.489795918367347)","(15.0, 32.0, 29.640449438202246)","(3.4, 3.45, 3.374)","(2.25, 2.7, 2.6480366972477065)","(91.0, 230.0, 196.66666666666666)"
08-01-2023 14:59:08.963892,"(8.0, 12.0, 11.316666666666666)","(5.5, 7.8, 7.639215686274509)","(51.0, 160.0, 140.0)","(101.0, 580.0, 373.3333333333333)","(51.0, 190.0, 177.5)","(12.0, 15.0, 14.363636363636363)","(15.0, 32.0, 29.728571428571428)","(3.4, 3.4, 3.40475)","(2.25, 2.7, 2.540675105485232)","(91.0, 230.0, 335.0)"
08-01-2023 14:59:10.066803,"(8.0, 12.5, 11.605263157894736)","(5.5, 8.0, 7.866666666666666)","(51.0, 170.0, 141.875)","(101.0, 580.0, 425.0)","(51.0, 230.0, 194.0)","(12.0, 14.5, 14.445945945945946)","(15.0, 32.0, 30.233333333333334)","(3.4, 3.5, 3.411395348837209)","(2.25, 2.7, 2.6484848484848484)","(91.0, 490.0, 335.0)"
08-01-2023 14:59:11.221396,"(8.0, 12.5, 12.090277777777779)","(5.5, 8.2, 7.847058823529411)","(51.0, 170.0, 160.0)","(101.0, 580.0, 480.0)","(51.0, 230.0, 190.0)","(12.0, 15.5, 15.366666666666667)","(15.0, 32.0, 30.233333333333334)","(3.4, 3.5, 3.411395348837209)","(2.25, 2.68, 2.560540540540541)","(91.0, 490.0, 420.0)"
08-01-2023 14:59:12.399105,"(8.0, 12.5, 12.090277777777779)","(5.5, 8.2, 7.848484848484849)","(51.0, 170.0, 160.0)","(101.0, 580.0, 480.0)","(51.0, 220.0, 180.0)","(12.0, 15.5, 15.366666666666667)","(15.0, 32.0, 30.233333333333334)","(3.4, 3.5, 3.453308823529412)","(2.25, 2.64, 2.545161290322581)","(91.0, 470.0, 676.25)"
08-01-2023 14:59:13.530863,"(8.0, 12.5, 12.090277777777779)","(5.5, 8.2, 7.914285714285714)","(51.0, 170.0, 160.0)","(101.0, 580.0, 480.0)","(51.0, 210.0, 166.66666666666666)","(12.0, 15.5, 15.32857142857143)","(15.0, 32.0, 30.233333333333334)","(3.4, 3.5, 3.453308823529412)","(2.25, 2.64, 2.544)","(91.0, 980.0, 415.4545454545455)"
08-01-2023 14:59:14.623491,"(8.0, 12.5, 12.090277777777779)","(5.5, 8.2, 8.018181818181818)","(51.0, 170.0, 160.0)","(101.0, 580.0, 480.0)","(51.0, 200.0, 170.0)","(12.0, 15.5, 15.342105263157894)","(15.0, 32.0, 30.233333333333334)","(3.4, 3.5, 3.411395348837209)","(2.25, 2.64, 2.552112676056338)","(91.0, 470.0, 543.8461538461538)"
08-01-2023 14:59:15.734143,"(8.0, 12.5, 12.090277777777779)","(5.5, 8.2, 8.011111111111111)","(51.0, 170.0, 160.0)","(101.0, 580.0, 480.0)","(51.0, 210.0, 170.0)","(12.0, 15.5, 15.342105263157894)","(15.0, 32.0, 29.728571428571428)","(3.4, 3.5, 3.4128146453089245)","(2.25, 2.64, 2.5516666666666667)","(91.0, 710.0, 603.6363636363636)"
08-01-2023 14:59:16.853683,"(8.0, 12.5, 12.116883116883116)","(5.5, 8.2, 8.011111111111111)","(51.0, 170.0, 163.33333333333334)","(101.0, 580.0, 480.0)","(51.0, 220.0, 173.33333333333334)","(12.0, 15.5, 15.384615384615385)","(15.0, 32.0, 29.728571428571428)","(3.4, 3.5, 3.411188811188811)","(2.25, 2.64, 2.5550537634408603)","(91.0, 700.0, 603.6363636363636)"
08-01-2023 14:59:18.030708,"(8.0, 12.5, 12.116883116883116)","(5.5, 8.2, 8.011111111111111)","(51.0, 170.0, 163.33333333333334)","(101.0, 580.0, 480.0)","(51.0, 220.0, 173.33333333333334)","(12.0, 15.5, 15.384615384615385)","(15.0, 32.0, 29.553846153846155)","(3.4, 3.5, 3.411188811188811)","(2.25, 2.64, 2.5550537634408603)","(91.0, 700.0, 458.0)"
08-01-2023 14:59:19.134234,"(8.0, 12.5, 12.116883116883116)","(5.5, 8.2, 8.011111111111111)","(51.0, 170.0, 160.0)","(101.0, 580.0, 480.0)","(51.0, 220.0, 173.33333333333334)","(12.0, 15.5, 15.384615384615385)","(15.0, 32.0, 29.10909090909091)","(3.4, 3.5, 3.4092857142857143)","(2.25, 2.64, 2.58)","(91.0, 490.0, 458.0)"
08-01-2023 14:59:20.243614,"(8.0, 12.5, 12.116883116883116)","(5.5, 8.2, 7.876190476190476)","(51.0, 170.0, 132.5)","(101.0, 580.0, 480.0)","(51.0, 220.0, 173.33333333333334)","(12.0, 15.5, 15.357142857142858)","(15.0, 32.0, 29.10909090909091)","(3.4, 3.5, 3.4092857142857143)","(2.25, 2.62, 2.58)","(91.0, 490.0, 458.0)"
08-01-2023 14:59:21.472863,"(8.0, 12.5, 12.116883116883116)","(5.5, 8.2, 7.973333333333333)","(51.0, 160.0, 130.0)","(101.0, 580.0, 480.0)","(51.0, 220.0, 173.33333333333334)","(12.0, 15.5, 15.357142857142858)","(15.0, 32.0, 29.35)","(3.4, 3.5, 3.40911214953271)","(2.25, 2.62, 2.588888888888889)","(91.0, 490.0, 340.0)"
08-01-2023 14:59:22.606922,"(8.0, 12.5, 12.116883116883116)","(5.5, 8.2, 8.005714285714285)","(51.0, 170.0, 130.0)","(101.0, 580.0, 480.0)","(51.0, 220.0, 173.33333333333334)","(12.0, 15.5, 15.357142857142858)","(15.0, 32.0, 29.35)","(3.4, 3.5, 3.40911214953271)","(2.25, 2.62, 2.588888888888889)","(91.0, 490.0, 340.0)"
08-01-2023 14:59:23.736107,"(8.0, 12.5, 12.144578313253012)","(5.5, 8.2, 8.108108108108107)","(51.0, 170.0, 153.33333333333334)","(101.0, 580.0, 505.0)","(51.0, 220.0, 167.5)","(12.0, 15.5, 14.785714285714286)","(15.0, 32.0, 29.42)","(3.4, 3.5, 3.454223433242507)","(2.25, 2.62, 2.59)","(91.0, 490.0, 445.0)"
08-01-2023 14:59:24.841250,"(8.0, 12.5, 12.203389830508474)","(6.0, 8.4, 8.090909090909092)","(51.0, 180.0, 150.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 167.5)","(12.0, 16.0, 14.657894736842104)","(15.0, 32.0, 29.42)","(3.4, 3.5, 3.4108753315649865)","(2.25, 2.6, 2.5114285714285716)","(91.0, 700.0, 317.5)"
08-01-2023 14:59:25.934815,"(8.0, 12.5, 12.203389830508474)","(6.0, 8.4, 8.105263157894736)","(51.0, 180.0, 150.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 185.0)","(12.0, 16.0, 14.847457627118644)","(15.0, 32.0, 29.470588235294116)","(3.4, 3.5, 3.408874458874459)","(2.25, 2.6, 2.5352)","(91.0, 700.0, 445.0)"
08-01-2023 14:59:27.083921,"(8.0, 12.5, 12.203389830508474)","(6.0, 8.4, 8.105263157894736)","(51.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 185.0)","(12.0, 16.0, 14.716981132075471)","(15.0, 32.0, 29.923076923076923)","(3.4, 3.5, 3.425531914893617)","(2.25, 2.58, 2.516923076923077)","(91.0, 700.0, 445.0)"
08-01-2023 14:59:28.176421,"(8.0, 12.5, 12.169811320754716)","(6.0, 8.4, 8.105263157894736)","(51.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 14.974358974358974)","(15.0, 32.0, 29.75)","(3.4, 3.45, 3.425531914893617)","(2.25, 2.58, 2.516923076923077)","(91.0, 700.0, 445.0)"
08-01-2023 14:59:29.284758,"(8.0, 12.5, 12.169811320754716)","(6.0, 8.4, 8.105263157894736)","(51.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.441860465116278)","(15.0, 32.0, 30.071428571428573)","(3.4, 3.45, 3.4469465648854962)","(2.25, 2.58, 2.515438596491228)","(91.0, 700.0, 445.0)"
08-01-2023 14:59:30.430577,"(9.0, 12.5, 11.851851851851851)","(6.5, 8.4, 8.094545454545454)","(61.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(61.0, 220.0, 175.0)","(12.0, 16.0, 15.454545454545455)","(16.0, 32.0, 30.071428571428573)","(3.1, 3.45, 3.447058823529412)","(2.3, 2.58, 2.513134328358209)","(101.0, 700.0, 445.0)"
08-01-2023 14:59:31.565626,"(9.0, 12.5, 11.73913043478261)","(6.5, 8.4, 8.094545454545454)","(61.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(61.0, 220.0, 175.0)","(12.0, 16.0, 15.55)","(16.0, 32.0, 30.071428571428573)","(3.1, 3.45, 3.447058823529412)","(2.3, 2.58, 2.513134328358209)","(101.0, 700.0, 445.0)"
08-01-2023 14:59:32.719080,"(8.5, 12.5, 11.73913043478261)","(6.0, 8.4, 8.094545454545454)","(61.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.59090909090909)","(15.0, 32.0, 30.071428571428573)","(3.2, 3.45, 3.456952965235174)","(2.3, 2.58, 2.547142857142857)","(91.0, 700.0, 356.66666666666663)"
08-01-2023 14:59:33.884950,"(8.5, 12.5, 11.73913043478261)","(6.0, 8.4, 8.094545454545454)","(61.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.59090909090909)","(15.0, 32.0, 30.071428571428573)","(3.2, 3.5, 3.4571283095723015)","(2.3, 2.56, 2.5103125)","(91.0, 690.0, 315.0)"
08-01-2023 14:59:34.988709,"(8.5, 12.5, 11.625)","(6.0, 8.4, 8.094545454545454)","(61.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.538461538461538)","(15.0, 32.0, 30.071428571428573)","(3.2, 3.5, 3.4571283095723015)","(2.3, 2.56, 2.5124528301886793)","(91.0, 690.0, 312.5)"
08-01-2023 14:59:36.136958,"(8.5, 12.5, 11.625)","(6.0, 8.4, 8.133333333333333)","(61.0, 180.0, 156.0)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.485714285714286)","(15.0, 32.0, 28.15568862275449)","(3.2, 3.5, 3.4581510934393638)","(2.3, 2.56, 2.515)","(91.0, 680.0, 353.33333333333337)"
08-01-2023 14:59:37.249291,"(8.5, 12.5, 11.625)","(6.0, 8.4, 8.149253731343284)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.485714285714286)","(15.0, 30.0, 28.15568862275449)","(3.2, 3.5, 3.456864754098361)","(2.3, 2.56, 2.5276923076923077)","(91.0, 680.0, 353.33333333333337)"
08-01-2023 14:59:38.363298,"(8.5, 12.5, 11.625)","(6.0, 8.4, 8.22127659574468)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.1)","(15.0, 30.0, 28.08695652173913)","(3.2, 3.5, 3.4563278008298757)","(2.3, 2.54, 2.555555555555556)","(91.0, 680.0, 353.33333333333337)"
08-01-2023 14:59:39.525628,"(8.5, 12.5, 11.625)","(6.0, 8.4, 8.226315789473684)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.441860465116278)","(15.0, 30.0, 28.155555555555555)","(3.2, 3.5, 3.4563278008298757)","(2.3, 2.6, 2.5700000000000003)","(91.0, 680.0, 353.33333333333337)"
08-01-2023 14:59:40.675259,"(8.5, 12.5, 11.625)","(6.0, 8.4, 8.264864864864865)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.225806451612904)","(15.0, 29.0, 28.155555555555555)","(3.2, 3.5, 3.4563278008298757)","(2.3, 2.6, 2.5357894736842104)","(91.0, 680.0, 390.0)"
08-01-2023 14:59:41.754669,"(8.5, 12.5, 11.578947368421053)","(6.0, 8.4, 8.264864864864865)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 14.631578947368421)","(15.0, 29.0, 28.05)","(3.2, 3.5, 3.452483069977427)","(2.3, 2.58, 2.556)","(91.0, 590.0, 262.5)"
08-01-2023 14:59:42.885326,"(8.5, 12.5, 11.578947368421053)","(6.0, 8.4, 8.264864864864865)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.018867924528301)","(15.0, 29.0, 28.05)","(3.2, 3.5, 3.452483069977427)","(2.3, 2.58, 2.5929411764705885)","(91.0, 480.0, 257.5)"
08-01-2023 14:59:43.957711,"(8.5, 12.5, 11.578947368421053)","(6.0, 8.2, 8.060377358490566)","(61.0, 180.0, 158.1818181818182)","(101.0, 580.0, 505.0)","(51.0, 220.0, 175.0)","(12.0, 16.0, 15.191176470588236)","(15.0, 29.0, 28.01530612244898)","(3.2, 3.5, 3.452908277404922)","(2.3, 2.6, 2.5472727272727274)","(91.0, 460.0, 276.6666666666667)"
08-01-2023 14:59:45.086649,"(8.5, 12.5, 11.777777777777779)","(6.0, 8.2, 8.070175438596491)","(61.0, 180.0, 146.25)","(101.0, 580.0, 367.5)","(51.0, 220.0, 174.0)","(12.0, 15.5, 15.277777777777779)","(15.0, 29.0, 28.017241379310345)","(3.2, 3.5, 3.459353741496599)","(2.3, 2.56, 2.5323076923076924)","(91.0, 450.0, 330.0)"
08-01-2023 14:59:46.277656,"(8.5, 14.0, 13.135135135135135)","(6.0, 8.6, 8.346666666666666)","(61.0, 190.0, 142.0)","(101.0, 630.0, 367.5)","(51.0, 230.0, 174.0)","(12.0, 16.5, 14.625)","(15.0, 29.0, 28.017241379310345)","(3.2, 3.5, 3.4585069444444447)","(2.3, 2.56, 2.4604255319148938)","(91.0, 470.0, 330.0)"
08-01-2023 14:59:47.381131,"(8.5, 14.0, 13.069767441860465)","(6.0, 8.6, 8.388888888888888)","(61.0, 190.0, 142.0)","(101.0, 630.0, 362.5)","(51.0, 230.0, 174.0)","(12.0, 16.5, 14.625)","(15.0, 29.0, 28.017241379310345)","(3.2, 3.5, 3.4585069444444447)","(2.3, 2.6, 2.4699999999999998)","(91.0, 470.0, 414.0)"
