,Bear Bonus,Billy Nailer,Shaquille,Authority,Stylish Rico,Alpha Ruler,Hendy,Bert And Kenny
14-12-2022 12:41:25.904299,"(3.5, 4.0, 3.9573529411764707)","(6.0, 9.4, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 11.692307692307693)","(51.0, 340.0, 238.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:27.157390,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.6285714285714286)","(11.0, 25.0, 20.81818181818182)"
14-12-2022 12:41:28.404021,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 25.0, 18.53125)"
14-12-2022 12:41:29.661070,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 7.8999999999999995)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 25.0, 19.555555555555557)"
14-12-2022 12:41:30.822379,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.4, 8.0)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 19.555555555555557)"
14-12-2022 12:41:31.942220,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.4, 8.0)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 19.555555555555557)"
14-12-2022 12:41:33.051990,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 20.545454545454547)"
14-12-2022 12:41:34.158445,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 20.545454545454547)"
14-12-2022 12:41:35.276213,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 376.25)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 20.545454545454547)"
14-12-2022 12:41:36.515600,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.2, 8.622222222222222)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 20.545454545454547)"
14-12-2022 12:41:37.763911,"(3.5, 4.0, 3.9586206896551728)","(6.0, 9.0, 8.466666666666667)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.194444444444445)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 20.545454545454547)"
14-12-2022 12:41:38.995373,"(3.5, 4.0, 3.913793103448276)","(6.0, 9.0, 8.127272727272727)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.873333333333335)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 20.545454545454547)"
14-12-2022 12:41:40.279398,"(3.5, 4.0, 3.913793103448276)","(6.0, 9.0, 7.3999999999999995)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.873333333333335)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:41.542726,"(3.5, 4.0, 3.913793103448276)","(6.0, 9.0, 7.8)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.873333333333335)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:42.857494,"(3.5, 4.0, 3.913793103448276)","(6.0, 9.0, 8.466666666666667)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.873333333333335)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:44.283599,"(3.5, 4.0, 3.913793103448276)","(6.0, 9.0, 8.466666666666667)","(4.2, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 12.873333333333335)","(51.0, 340.0, 289.0)","(3.0, 4.2, 3.45)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:45.575324,"(3.5, 4.0, 3.913793103448276)","(6.0, 9.0, 8.0)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 13.5, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.2, 3.4454545454545453)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:46.873067,"(3.5, 4.0, 3.8249999999999997)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:48.165237,"(3.5, 4.0, 3.8249999999999997)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:49.404374,"(3.5, 4.0, 3.8249999999999997)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:51.096804,"(3.5, 4.0, 3.8249999999999997)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.36875)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:52.461929,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.4842105263157896)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:53.807315,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 13.8375)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:55.197909,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 10.714285714285714)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:56.517055,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 8.116666666666667)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 12.0)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.36875)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:57.932652,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 416.15384615384613)","(7.5, 15.0, 12.0)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:41:59.291565,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 405.45454545454544)","(7.5, 15.0, 12.0)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:42:00.626363,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 15.0, 11.64)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:42:01.982906,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 15.0, 11.766666666666667)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.486111111111111)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:42:03.286205,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 16.5, 11.766666666666667)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.36875)","(11.0, 24.0, 19.92857142857143)"
14-12-2022 12:42:04.564852,"(3.5, 4.0, 3.787878787878788)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 16.5, 10.583333333333334)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.36875)","(11.0, 24.0, 20.875)"
14-12-2022 12:42:05.816461,"(3.5, 4.0, 3.7857142857142856)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 16.5, 12.323529411764707)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.36875)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:07.126680,"(3.5, 4.0, 3.7857142857142856)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 16.5, 12.323529411764707)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.36875)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:08.577312,"(3.5, 4.0, 3.7857142857142856)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 16.5, 12.323529411764707)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.6047619047619044)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:09.911871,"(3.5, 4.0, 3.7857142857142856)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 378.75)","(7.5, 16.5, 12.323529411764707)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.6047619047619044)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:11.197313,"(3.5, 4.0, 3.7857142857142856)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 417.6923076923077)","(7.5, 16.5, 12.323529411764707)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.6047619047619044)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:12.854960,"(3.5, 3.95, 3.8045454545454547)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 353.4375)","(7.5, 16.5, 13.272727272727273)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.4499999999999997)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:14.120700,"(3.5, 3.95, 3.85)","(6.0, 9.2, 7.485714285714286)","(4.4, 6.4, 5.973333333333334)","(61.0, 480.0, 353.4375)","(7.5, 16.5, 13.272727272727273)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.4499999999999997)","(11.0, 23.0, 20.875)"
14-12-2022 12:42:15.510656,"(3.5, 3.95, 3.85)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 16.5, 13.272727272727273)","(61.0, 340.0, 289.0)","(3.0, 4.1, 3.4499999999999997)","(11.0, 22.0, 20.125)"
14-12-2022 12:42:16.773814,"(3.5, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 16.5, 13.87037037037037)","(61.0, 340.0, 215.0)","(3.0, 4.1, 3.4499999999999997)","(11.0, 22.0, 20.125)"
14-12-2022 12:42:18.014747,"(3.5, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 16.5, 13.87037037037037)","(61.0, 340.0, 268.57142857142856)","(3.0, 4.1, 3.414285714285714)","(11.0, 22.0, 20.846153846153847)"
14-12-2022 12:42:19.323806,"(3.5, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 16.5, 13.87037037037037)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 22.0, 20.846153846153847)"
14-12-2022 12:42:20.543367,"(3.5, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 16.5, 13.05)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 22.0, 20.846153846153847)"
14-12-2022 12:42:21.778327,"(3.5, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 16.5, 14.17142857142857)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 22.0, 20.846153846153847)"
14-12-2022 12:42:22.979789,"(3.4, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.08)","(61.0, 480.0, 383.57142857142856)","(7.5, 20.0, 17.736363636363635)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 22.0, 19.175)"
14-12-2022 12:42:24.235902,"(3.4, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.019047619047619)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 17.736363636363635)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 23.0, 19.352941176470587)"
14-12-2022 12:42:25.396273,"(3.4, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.019047619047619)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 18.2875)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 22.0, 18.705882352941174)"
14-12-2022 12:42:26.592273,"(3.4, 3.95, 3.8833333333333333)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.222222222222222)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 16.728571428571428)","(61.0, 340.0, 301.53846153846155)","(3.0, 4.1, 3.414285714285714)","(11.0, 21.0, 18.82142857142857)"
14-12-2022 12:42:27.739234,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.223529411764707)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 16.785714285714285)","(61.0, 340.0, 299.1666666666667)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:28.772190,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.025)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 16.785714285714285)","(61.0, 340.0, 299.1666666666667)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:29.969079,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.223529411764707)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 17.916666666666664)","(61.0, 340.0, 299.1666666666667)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:31.096482,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 6.223529411764707)","(61.0, 470.0, 446.7647058823529)","(7.5, 19.5, 17.142857142857142)","(61.0, 340.0, 299.1666666666667)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:32.277318,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.223529411764707)","(61.0, 470.0, 435.0)","(7.5, 20.0, 15.555555555555555)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:33.511106,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.223529411764707)","(61.0, 480.0, 435.0)","(7.5, 20.0, 15.555555555555555)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:34.693997,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.223529411764707)","(61.0, 480.0, 435.0)","(7.5, 20.0, 15.555555555555555)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:35.888536,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.1000000000000005)","(61.0, 480.0, 435.0)","(7.5, 20.0, 15.555555555555555)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:37.137464,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.233333333333333)","(61.0, 480.0, 435.0)","(7.5, 20.0, 15.555555555555555)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:38.513297,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.233333333333333)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:39.787801,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.233333333333333)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:41.075251,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.233333333333333)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:42.393817,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.233333333333333)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:43.705778,"(3.4, 3.95, 3.826923076923077)","(6.0, 9.2, 7.12)","(4.4, 6.4, 6.233333333333333)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:45.025352,"(3.4, 3.95, 3.84375)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 5.84)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:46.449920,"(3.4, 3.9, 3.84375)","(6.0, 9.2, 7.199999999999999)","(4.4, 6.4, 5.84)","(61.0, 480.0, 435.0)","(7.5, 20.0, 16.52173913043478)","(61.0, 340.0, 311.1764705882353)","(3.0, 4.1, 3.414285714285714)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:47.873437,"(3.4, 3.9, 3.8125)","(6.0, 9.0, 7.093333333333333)","(4.4, 6.4, 6.0285714285714285)","(61.0, 470.0, 290.33333333333337)","(7.5, 20.0, 17.142857142857142)","(61.0, 340.0, 312.77777777777777)","(3.0, 4.1, 3.3923076923076922)","(11.0, 20.0, 17.86111111111111)"
14-12-2022 12:42:49.243113,"(3.4, 3.9, 3.838235294117647)","(6.0, 9.0, 7.02)","(4.4, 6.8, 6.1)","(61.0, 470.0, 290.33333333333337)","(7.5, 20.0, 17.142857142857142)","(61.0, 340.0, 244.0)","(3.0, 4.1, 3.3923076923076922)","(11.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:50.348073,"(3.4, 3.9, 3.796875)","(6.0, 9.0, 7.02)","(4.4, 6.8, 6.05)","(51.0, 470.0, 290.33333333333337)","(7.5, 20.0, 15.777777777777779)","(61.0, 340.0, 264.0)","(3.0, 4.1, 3.691111111111111)","(12.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:51.447108,"(3.4, 3.9, 3.796875)","(6.0, 8.8, 6.718918918918918)","(4.4, 6.8, 6.55)","(51.0, 470.0, 268.0769230769231)","(7.5, 20.0, 15.5)","(61.0, 330.0, 183.33333333333331)","(3.0, 4.1, 3.691111111111111)","(12.0, 20.0, 17.86111111111111)"
14-12-2022 12:42:52.488682,"(3.4, 3.9, 3.821428571428571)","(6.0, 8.8, 6.613636363636364)","(4.4, 6.8, 6.55)","(51.0, 470.0, 282.5)","(7.5, 20.0, 17.0)","(61.0, 330.0, 183.33333333333331)","(3.0, 4.1, 3.691111111111111)","(12.0, 20.0, 18.82142857142857)"
14-12-2022 12:42:53.573978,"(3.4, 3.9, 3.796875)","(6.0, 8.4, 7.226666666666667)","(4.4, 6.8, 6.938461538461539)","(51.0, 470.0, 282.5)","(7.5, 20.0, 15.5)","(61.0, 330.0, 183.33333333333331)","(3.0, 4.1, 3.6259259259259258)","(12.0, 20.0, 17.973684210526315)"
14-12-2022 12:42:54.741636,"(3.4, 3.9, 3.821428571428571)","(6.0, 8.4, 6.970000000000001)","(4.4, 7.2, 7.128571428571429)","(51.0, 470.0, 277.5)","(7.5, 20.0, 17.07142857142857)","(61.0, 330.0, 175.26315789473685)","(3.0, 4.1, 3.8310344827586205)","(12.0, 20.0, 17.973684210526315)"
14-12-2022 12:42:55.851818,"(3.4, 3.9, 3.821428571428571)","(6.0, 8.4, 6.970000000000001)","(4.4, 7.2, 6.7)","(51.0, 460.0, 240.0)","(7.5, 19.5, 17.666666666666664)","(61.0, 330.0, 175.26315789473685)","(3.0, 4.0, 3.82962962962963)","(12.0, 20.0, 18.9)"
14-12-2022 12:42:56.945144,"(3.4, 3.9, 3.796875)","(6.0, 8.2, 6.6117647058823525)","(4.4, 7.2, 6.766666666666667)","(51.0, 460.0, 233.52941176470588)","(7.5, 19.0, 18.272727272727273)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 18.9)"
14-12-2022 12:42:58.080671,"(3.4, 3.9, 3.796875)","(6.0, 8.2, 6.533333333333333)","(4.4, 7.2, 6.8500000000000005)","(51.0, 460.0, 246.1111111111111)","(7.5, 19.0, 18.272727272727273)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.973684210526315)"
14-12-2022 12:42:59.171240,"(3.4, 3.9, 3.821428571428571)","(6.0, 8.2, 6.533333333333333)","(4.4, 7.2, 6.188888888888889)","(51.0, 460.0, 293.0769230769231)","(7.5, 19.0, 16.769230769230766)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 18.125)"
14-12-2022 12:43:00.262818,"(3.4, 3.9, 3.8125)","(6.0, 8.0, 7.107142857142857)","(4.4, 7.2, 6.266666666666667)","(51.0, 450.0, 264.0)","(7.5, 18.5, 16.0)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 18.75)"
14-12-2022 12:43:01.367727,"(3.4, 3.9, 3.8076923076923075)","(6.0, 8.0, 7.107142857142857)","(4.4, 7.2, 6.733333333333333)","(51.0, 440.0, 264.0)","(7.5, 18.5, 16.384615384615383)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.8125)"
14-12-2022 12:43:02.411557,"(3.4, 3.9, 3.8181818181818183)","(6.0, 7.8, 7.133333333333333)","(4.4, 7.2, 6.6)","(51.0, 440.0, 254.73684210526315)","(7.5, 18.0, 16.384615384615383)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.8125)"
14-12-2022 12:43:03.464392,"(3.4, 3.9, 3.7941176470588234)","(6.0, 7.8, 7.16)","(4.4, 7.2, 6.289655172413793)","(51.0, 440.0, 254.73684210526315)","(7.5, 18.0, 16.384615384615383)","(61.0, 330.0, 190.0)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.8125)"
14-12-2022 12:43:04.523645,"(3.4, 3.9, 3.8181818181818183)","(6.0, 7.8, 7.12)","(4.4, 7.2, 6.289655172413793)","(51.0, 440.0, 254.73684210526315)","(7.5, 18.0, 16.384615384615383)","(61.0, 330.0, 214.3478260869565)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.8125)"
14-12-2022 12:43:05.590634,"(3.4, 3.9, 3.8181818181818183)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.2, 6.523076923076923)","(51.0, 420.0, 360.0)","(7.5, 17.0, 16.454545454545453)","(61.0, 330.0, 200.45454545454544)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 18.75)"
14-12-2022 12:43:06.637017,"(3.4, 3.9, 3.7941176470588234)","(6.0, 7.8, 6.937931034482759)","(4.4, 7.2, 6.523076923076923)","(51.0, 420.0, 280.0)","(7.5, 17.0, 15.4)","(61.0, 330.0, 200.45454545454544)","(3.0, 3.95, 3.666666666666667)","(12.0, 20.0, 17.8125)"
