,Rich Link,Hidden Agenda,Shaye,Thatll Do Neo,Blue Hornet,Just Like Mick,Run West,Milligan
12-01-2023 18:42:11.995038,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.5, 4.5)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:13.312359,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.5, 4.5)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:14.643601,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.5, 4.614705882352942)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:16.018456,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 6.2, 4.614705882352942)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:17.353179,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 6.2, 4.614705882352942)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:18.636457,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 6.2, 5.362500000000001)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:19.977150,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.9, 5.362500000000001)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:21.294213,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.9, 4.628571428571428)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:22.608359,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.8, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:23.805083,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:25.114346,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:26.397454,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:27.647905,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:28.859791,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:30.135758,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:31.481720,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:32.737524,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:33.960946,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:35.260850,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:36.576777,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:37.856349,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:39.078148,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:40.445027,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:41.901342,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:43.150089,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 253.71428571428572)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.4375)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:44.417170,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 340.0, 253.71428571428572)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.4375)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:45.805234,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 340.0, 253.71428571428572)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.4375)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:47.074108,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 340.0, 253.71428571428572)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.4375)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:48.269620,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 340.0, 158.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 22.68181818181818)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:49.539731,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 4.628571428571428)","(41.0, 350.0, 158.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 20.88888888888889)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:50.814027,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.8, 4.628571428571428)","(41.0, 350.0, 158.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 22.25)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:52.056182,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.8, 5.5875)","(41.0, 350.0, 158.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 22.25)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:53.377266,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 6.2, 5.362500000000001)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 19.8125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:54.614105,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.9, 5.362500000000001)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 19.8125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:55.891108,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.9, 5.362500000000001)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:57.143742,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:58.351797,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:42:59.645786,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:00.935591,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:02.198921,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:03.415022,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:04.663733,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:05.948190,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:07.174969,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:08.392909,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:09.672232,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:10.898944,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.0)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:12.371774,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.142857142857142)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:13.940435,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.142857142857142)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:15.279594,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.142857142857142)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:16.507200,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.555555555555555)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:17.746119,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.09090909090909)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:19.007521,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.09090909090909)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:20.310572,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.09090909090909)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:21.548733,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.09090909090909)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:22.820817,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 9.09090909090909)","(3.7, 5.7, 5.2125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:24.164264,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.628571428571428)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:25.453163,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.8, 4.628571428571428)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:26.684691,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.8, 4.788461538461538)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:27.997353,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 6.0, 4.788461538461538)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:29.754695,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 6.0, 4.671428571428572)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:31.388093,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.9, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:32.912414,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:34.808810,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:36.359182,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:37.923952,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:39.286649,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:40.782379,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:42.190341,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.48125)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.925)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.6)"
12-01-2023 18:43:43.554365,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.433333333333334)","(41.0, 350.0, 184.8235294117647)","(5.0, 7.6, 6.857142857142857)","(12.0, 32.0, 24.083333333333332)","(101.0, 610.0, 345.0)","(3.2, 5.1, 4.32)"
12-01-2023 18:43:44.908085,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.433333333333334)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.857142857142857)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.542857142857143)"
12-01-2023 18:43:46.163873,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.2)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.857142857142857)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.542857142857143)"
12-01-2023 18:43:47.378087,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.2)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.857142857142857)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.542857142857143)"
12-01-2023 18:43:48.563056,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.2)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.857142857142857)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.542857142857143)"
12-01-2023 18:43:49.737959,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.2)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.857142857142857)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.542857142857143)"
12-01-2023 18:43:51.082994,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.0181818181818185)","(41.0, 350.0, 194.0)","(5.0, 7.6, 6.64)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 4.625)"
12-01-2023 18:43:52.222429,"(3.9, 5.7, 5.116666666666667)","(6.5, 11.0, 8.777777777777779)","(3.7, 5.7, 4.0636363636363635)","(41.0, 350.0, 194.0)","(5.0, 7.6, 7.199999999999999)","(12.0, 32.0, 20.125)","(101.0, 610.0, 521.6666666666666)","(3.2, 5.1, 3.9)"
