,Ravioli,Awesome Fred,Tralee Doll,Bundy Rose,Shimmy Debacle,Little Olivia,Full Of Zip,Hidden Houdini
04-01-2023 11:37:21.609042,"(1.85, 2.82, 2.6399999999999997)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.0181818181818185)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.4, 6.9)"
04-01-2023 11:37:22.643810,"(1.85, 2.82, 2.6399999999999997)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.0181818181818185)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.4, 6.9)"
04-01-2023 11:37:23.693804,"(1.85, 2.82, 2.6399999999999997)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.0181818181818185)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.4, 6.9)"
04-01-2023 11:37:24.723427,"(1.85, 2.82, 2.6399999999999997)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.0181818181818185)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.4, 6.866666666666666)"
04-01-2023 11:37:25.722985,"(1.85, 2.76, 2.596)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.127272727272728)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.2, 6.866666666666666)"
04-01-2023 11:37:26.750278,"(1.85, 2.76, 2.596)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.127272727272728)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.2, 6.866666666666666)"
04-01-2023 11:37:27.705727,"(1.85, 2.76, 2.596)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.127272727272728)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.2, 6.866666666666666)"
04-01-2023 11:37:28.701171,"(1.85, 2.76, 2.596)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.127272727272728)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.2, 6.866666666666666)"
04-01-2023 11:37:29.770667,"(1.85, 2.76, 2.596)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.127272727272728)","(31.0, 90.0, 41.4)","(101.0, 650.0, 380.0)","(4.6, 6.6, 5.1)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.2, 6.866666666666666)"
04-01-2023 11:37:30.794686,"(1.85, 2.76, 2.596)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 6.127272727272728)","(31.0, 90.0, 42.4)","(101.0, 650.0, 128.0)","(4.6, 6.6, 5.0)","(16.0, 55.0, 33.888888888888886)","(6.5, 7.2, 6.95)"
04-01-2023 11:37:31.780804,"(1.85, 2.86, 2.666)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 5.628571428571429)","(31.0, 100.0, 42.4)","(101.0, 130.0, 318.75)","(4.6, 6.8, 5.699999999999999)","(16.0, 55.0, 39.375)","(6.5, 8.0, 6.966666666666667)"
04-01-2023 11:37:32.796700,"(1.85, 2.84, 2.589090909090909)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 5.95)","(31.0, 95.0, 47.8)","(101.0, 650.0, 234.0)","(4.6, 6.6, 5.699999999999999)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.8, 6.871428571428571)"
04-01-2023 11:37:33.872700,"(1.85, 2.82, 2.569090909090909)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 5.95)","(31.0, 95.0, 47.8)","(101.0, 650.0, 234.0)","(4.6, 6.6, 5.5375)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.8, 6.871428571428571)"
04-01-2023 11:37:34.914066,"(1.85, 2.78, 2.407142857142857)","(41.0, 240.0, 85.83333333333333)","(3.7, 6.4, 5.95)","(31.0, 95.0, 47.8)","(101.0, 650.0, 234.0)","(4.6, 6.6, 5.5375)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.8, 6.866666666666666)"
04-01-2023 11:37:35.942575,"(1.85, 2.78, 2.407142857142857)","(41.0, 240.0, 94.16666666666667)","(3.7, 6.4, 5.95)","(31.0, 95.0, 47.8)","(101.0, 650.0, 234.0)","(4.6, 6.6, 5.435294117647059)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.8, 6.866666666666666)"
04-01-2023 11:37:36.944215,"(1.85, 2.12, 1.95)","(41.0, 240.0, 94.16666666666667)","(3.7, 6.4, 5.95)","(31.0, 95.0, 50.75)","(101.0, 650.0, 390.0)","(4.6, 6.6, 6.08)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.8, 6.871428571428571)"
04-01-2023 11:37:38.028456,"(1.85, 2.8, 2.557272727272727)","(41.0, 240.0, 94.16666666666667)","(3.7, 6.4, 5.95)","(31.0, 95.0, 50.75)","(101.0, 650.0, 234.0)","(4.6, 6.4, 6.08)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.8, 6.933333333333334)"
04-01-2023 11:37:39.133015,"(1.85, 2.78, 2.3499999999999996)","(41.0, 250.0, 85.55555555555556)","(3.7, 6.4, 5.933333333333334)","(31.0, 95.0, 50.75)","(101.0, 650.0, 234.0)","(4.6, 6.4, 5.288888888888889)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.6, 6.933333333333334)"
04-01-2023 11:37:40.168691,"(1.85, 2.78, 2.6416666666666666)","(41.0, 250.0, 85.55555555555556)","(3.7, 6.6, 6.016666666666667)","(31.0, 95.0, 50.75)","(101.0, 650.0, 234.0)","(4.6, 5.9, 5.288888888888889)","(16.0, 55.0, 24.166666666666668)","(6.5, 7.6, 6.933333333333334)"
04-01-2023 11:37:41.255055,"(1.85, 2.78, 2.6416666666666666)","(41.0, 250.0, 85.55555555555556)","(3.7, 6.6, 6.016666666666667)","(31.0, 95.0, 50.75)","(101.0, 650.0, 234.0)","(4.6, 5.9, 5.288888888888889)","(16.0, 55.0, 28.5)","(6.5, 7.6, 7.3826086956521735)"
04-01-2023 11:37:42.289987,"(1.85, 2.82, 2.385)","(41.0, 250.0, 88.125)","(3.7, 6.6, 6.016666666666667)","(31.0, 95.0, 50.75)","(101.0, 650.0, 187.77777777777777)","(4.6, 5.9, 5.288888888888889)","(16.0, 60.0, 23.22222222222222)","(6.5, 7.6, 7.3826086956521735)"
04-01-2023 11:37:43.288550,"(1.85, 2.82, 2.2466666666666666)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.016666666666667)","(31.0, 110.0, 50.8)","(101.0, 650.0, 187.77777777777777)","(4.6, 5.9, 5.288888888888889)","(16.0, 65.0, 23.22222222222222)","(6.5, 7.6, 7.3826086956521735)"
04-01-2023 11:37:44.339302,"(1.85, 2.82, 2.2466666666666666)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.016666666666667)","(31.0, 110.0, 50.8)","(101.0, 650.0, 187.77777777777777)","(4.6, 5.9, 5.288888888888889)","(16.0, 65.0, 23.22222222222222)","(6.5, 7.6, 7.3826086956521735)"
04-01-2023 11:37:45.370562,"(1.85, 2.82, 2.2466666666666666)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.016666666666667)","(31.0, 110.0, 50.8)","(101.0, 650.0, 187.77777777777777)","(4.6, 5.9, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 7.6, 7.695652173913043)"
04-01-2023 11:37:46.551761,"(1.85, 2.78, 2.5276923076923072)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.075)","(31.0, 110.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 8.0, 7.695652173913043)"
04-01-2023 11:37:47.723368,"(1.85, 2.76, 2.5138461538461536)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.075)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 8.0, 7.695652173913043)"
04-01-2023 11:37:48.942940,"(1.85, 2.76, 2.5138461538461536)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.075)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 8.0, 7.695652173913043)"
04-01-2023 11:37:49.948346,"(1.85, 2.76, 2.5138461538461536)","(41.0, 260.0, 86.66666666666667)","(3.7, 6.6, 6.075)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 8.0, 7.695652173913043)"
04-01-2023 11:37:50.916465,"(1.85, 2.76, 2.5138461538461536)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.075)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 8.0, 7.695652173913043)"
04-01-2023 11:37:51.913180,"(1.85, 2.76, 2.5138461538461536)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.075)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 6.08)","(16.0, 65.0, 27.4)","(6.5, 8.0, 8.36)"
04-01-2023 11:37:52.967422,"(1.85, 2.76, 2.422222222222222)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.4, 5.4222222222222225)","(16.0, 65.0, 27.4)","(6.5, 8.8, 8.36)"
04-01-2023 11:37:53.986341,"(1.85, 2.76, 2.422222222222222)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 31.181818181818183)","(6.5, 8.8, 8.36)"
04-01-2023 11:37:54.962296,"(1.85, 2.76, 2.422222222222222)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 34.0)","(6.5, 8.8, 8.36)"
04-01-2023 11:37:55.954554,"(1.85, 2.76, 2.422222222222222)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.4222222222222225)","(16.0, 65.0, 34.0)","(6.5, 8.8, 8.36)"
04-01-2023 11:37:56.978074,"(1.85, 2.76, 2.422222222222222)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 6.2, 5.3)","(16.0, 65.0, 34.0)","(6.5, 8.8, 8.36)"
04-01-2023 11:37:57.951715,"(1.85, 2.76, 2.422222222222222)","(41.0, 270.0, 106.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 44.4)","(101.0, 650.0, 187.77777777777777)","(4.6, 5.8, 5.3)","(16.0, 65.0, 27.4)","(6.5, 8.8, 8.36)"
04-01-2023 11:37:59.012193,"(1.85, 2.76, 2.422222222222222)","(41.0, 280.0, 108.0)","(3.7, 6.6, 6.016666666666667)","(31.0, 120.0, 69.6)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.8, 5.111111111111111)","(16.0, 65.0, 27.4)","(6.5, 8.8, 8.04)"
04-01-2023 11:38:00.077137,"(1.85, 2.74, 2.369090909090909)","(41.0, 280.0, 116.0)","(3.7, 5.5, 5.005)","(31.0, 120.0, 69.6)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.111111111111111)","(16.0, 65.0, 27.4)","(6.5, 8.4, 7.066666666666666)"
04-01-2023 11:38:01.071329,"(1.85, 2.72, 2.21)","(41.0, 280.0, 116.0)","(3.7, 5.5, 5.2176470588235295)","(31.0, 120.0, 69.6)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.111111111111111)","(16.0, 65.0, 23.22222222222222)","(6.5, 8.4, 7.066666666666666)"
04-01-2023 11:38:02.086909,"(1.85, 2.7, 2.228421052631579)","(41.0, 280.0, 116.0)","(3.7, 5.5, 4.796)","(31.0, 120.0, 69.6)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.111111111111111)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.4, 7.066666666666666)"
04-01-2023 11:38:03.060133,"(1.85, 2.7, 2.217777777777778)","(41.0, 280.0, 116.0)","(3.7, 5.5, 4.796)","(31.0, 120.0, 66.0)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.111111111111111)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.4, 7.066666666666666)"
04-01-2023 11:38:04.030055,"(1.85, 2.7, 2.217777777777778)","(41.0, 280.0, 116.0)","(3.7, 5.5, 4.796)","(31.0, 120.0, 46.2)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.111111111111111)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.4, 7.066666666666666)"
04-01-2023 11:38:05.031050,"(1.85, 2.7, 2.1750000000000003)","(41.0, 280.0, 116.0)","(3.7, 5.5, 4.66)","(31.0, 120.0, 46.2)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.111111111111111)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.4, 7.066666666666666)"
04-01-2023 11:38:06.056430,"(1.85, 2.7, 2.1750000000000003)","(41.0, 270.0, 96.66666666666667)","(3.7, 5.5, 5.1454545454545455)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.5, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.4, 7.422222222222222)"
04-01-2023 11:38:07.042182,"(1.85, 2.7, 2.2873684210526317)","(41.0, 270.0, 96.66666666666667)","(3.7, 5.5, 5.1454545454545455)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.7, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.2, 7.033333333333333)"
04-01-2023 11:38:08.024738,"(1.85, 2.7, 2.2873684210526317)","(41.0, 270.0, 96.66666666666667)","(3.7, 5.5, 5.1454545454545455)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.7, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.2, 7.033333333333333)"
04-01-2023 11:38:09.062877,"(1.85, 2.74, 2.412727272727273)","(41.0, 270.0, 96.66666666666667)","(3.7, 5.5, 5.1454545454545455)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 205.55555555555554)","(4.6, 5.7, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.2, 7.033333333333333)"
04-01-2023 11:38:10.096762,"(1.85, 2.7, 2.2672727272727276)","(41.0, 270.0, 96.66666666666667)","(3.7, 5.5, 5.1454545454545455)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.7, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.2, 6.771428571428571)"
04-01-2023 11:38:11.129776,"(1.85, 2.7, 2.2672727272727276)","(41.0, 270.0, 96.66666666666667)","(3.7, 5.5, 5.05)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.7, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.2, 7.0)"
04-01-2023 11:38:12.149526,"(1.85, 2.68, 2.282105263157895)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.05)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.7, 5.2)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.0, 7.0)"
04-01-2023 11:38:13.298772,"(1.85, 2.68, 2.3133333333333335)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.2)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.8, 5.155555555555555)","(16.0, 65.0, 36.07692307692308)","(6.5, 8.0, 6.4)"
04-01-2023 11:38:14.453117,"(1.85, 2.66, 2.5342857142857143)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.2)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.6, 5.155555555555555)","(16.0, 65.0, 31.181818181818183)","(6.5, 7.4, 6.4)"
04-01-2023 11:38:15.560445,"(1.85, 2.68, 2.3295238095238098)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.2)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.6, 5.155555555555555)","(16.0, 65.0, 31.181818181818183)","(6.5, 7.4, 6.4)"
04-01-2023 11:38:16.654437,"(1.85, 2.68, 2.3295238095238098)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.2)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.6, 5.155555555555555)","(16.0, 65.0, 31.181818181818183)","(6.5, 7.4, 7.1)"
04-01-2023 11:38:17.757815,"(1.85, 2.64, 2.3154545454545454)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.2)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.6, 5.155555555555555)","(16.0, 65.0, 31.545454545454547)","(6.5, 8.2, 6.890909090909091)"
04-01-2023 11:38:18.839128,"(1.85, 2.62, 2.5533333333333337)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.32)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.6, 4.933333333333334)","(16.0, 65.0, 28.6)","(6.5, 8.2, 6.7)"
04-01-2023 11:38:19.983489,"(1.85, 2.62, 2.3152380952380955)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.366666666666667)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.6, 4.8999999999999995)","(16.0, 65.0, 31.90909090909091)","(6.5, 7.2, 6.7)"
04-01-2023 11:38:21.287054,"(1.85, 2.62, 2.360952380952381)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.366666666666667)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.8, 4.8999999999999995)","(16.0, 65.0, 31.90909090909091)","(6.5, 7.2, 6.7)"
04-01-2023 11:38:22.490962,"(1.85, 2.62, 2.360952380952381)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.121052631578948)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.8, 4.8999999999999995)","(16.0, 65.0, 32.27272727272727)","(6.5, 7.2, 6.7)"
04-01-2023 11:38:23.606624,"(1.85, 2.62, 2.444516129032258)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.121052631578948)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.8, 4.85)","(16.0, 65.0, 41.0)","(6.5, 7.2, 6.7)"
04-01-2023 11:38:24.770387,"(1.85, 2.62, 2.444516129032258)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 4.576923076923077)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.8, 4.8999999999999995)","(16.0, 65.0, 39.85714285714286)","(6.5, 7.2, 7.32)"
04-01-2023 11:38:25.912865,"(1.85, 2.62, 2.444516129032258)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 195.45454545454544)","(4.6, 5.7, 4.89)","(16.0, 65.0, 41.53333333333333)","(6.5, 7.8, 6.955555555555556)"
04-01-2023 11:38:27.018607,"(1.85, 2.62, 2.444516129032258)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.7, 4.916666666666666)","(16.0, 65.0, 33.72727272727273)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:28.070676,"(1.85, 2.62, 2.5733333333333333)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.5, 4.916666666666666)","(16.0, 65.0, 33.72727272727273)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:29.146630,"(1.85, 2.6, 2.408421052631579)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.5, 4.916666666666666)","(16.0, 65.0, 34.45454545454545)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:30.243580,"(1.85, 2.6, 2.408421052631579)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.5, 4.916666666666666)","(16.0, 65.0, 41.0)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:31.388786,"(1.85, 2.6, 2.408421052631579)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.5, 4.916666666666666)","(16.0, 65.0, 35.18181818181818)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:32.470129,"(1.85, 2.6, 2.4744827586206894)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.3)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.5, 4.84375)","(16.0, 65.0, 35.18181818181818)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:33.535556,"(1.85, 2.6, 2.4744827586206894)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 4.8875)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.5, 4.84375)","(16.0, 65.0, 35.18181818181818)","(6.5, 7.4, 6.955555555555556)"
04-01-2023 11:38:34.710491,"(1.85, 2.56, 2.44)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.1, 4.8374999999999995)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.9)","(16.0, 65.0, 35.90909090909091)","(6.5, 7.4, 7.0)"
04-01-2023 11:38:35.753280,"(1.85, 2.54, 2.5275)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.1, 4.7823529411764705)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.9)","(16.0, 65.0, 62.5)","(6.5, 7.4, 7.127272727272727)"
04-01-2023 11:38:36.848519,"(1.85, 2.54, 2.5275)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.1, 4.8428571428571425)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.9)","(16.0, 75.0, 62.5)","(6.5, 7.4, 7.127272727272727)"
04-01-2023 11:38:37.906790,"(1.85, 2.54, 2.5275)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.1, 4.8428571428571425)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.9)","(16.0, 75.0, 62.5)","(6.5, 7.4, 7.066666666666666)"
04-01-2023 11:38:39.015494,"(1.85, 2.54, 2.5275)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.1, 4.976470588235294)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.9)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.4, 7.359999999999999)"
04-01-2023 11:38:40.138888,"(1.85, 2.54, 2.5275)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.1, 4.976470588235294)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.9)","(16.0, 75.0, 55.400000000000006)","(6.5, 8.2, 7.345454545454546)"
04-01-2023 11:38:41.206068,"(1.85, 2.54, 2.5275)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.3, 5.254545454545454)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.4, 4.866666666666666)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.345454545454546)"
04-01-2023 11:38:42.334996,"(1.85, 2.54, 2.4745454545454546)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.264705882352941)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.2, 4.866666666666666)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.572727272727272)"
04-01-2023 11:38:43.412891,"(1.85, 2.54, 2.4745454545454546)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.277777777777778)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.2, 4.783333333333333)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.572727272727272)"
04-01-2023 11:38:44.479044,"(1.85, 2.54, 2.4745454545454546)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.277777777777778)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.2, 4.783333333333333)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.572727272727272)"
04-01-2023 11:38:45.547065,"(1.85, 2.54, 2.4745454545454546)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.326086956521739)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.2, 4.783333333333333)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.572727272727272)"
04-01-2023 11:38:46.605009,"(1.85, 2.54, 2.4745454545454546)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.326086956521739)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 233.33333333333331)","(4.6, 5.2, 4.783333333333333)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.133333333333333)"
04-01-2023 11:38:47.724223,"(1.85, 2.54, 2.52)","(41.0, 270.0, 101.11111111111111)","(3.7, 5.5, 5.318181818181818)","(31.0, 110.0, 44.54545454545455)","(101.0, 650.0, 250.0)","(4.6, 5.2, 4.763636363636364)","(16.0, 75.0, 55.400000000000006)","(6.5, 7.8, 7.133333333333333)"
