,Danish Prince,Tympanist,Green Shadows,Wategos,Wineglass Bay,Semana
07-01-2023 11:50:07.732319,"(7.5, 8.2, 8.19078947368421)","(8.5, 9.4, 9.304761904761905)","(2.9, 3.45, 3.4015652173913042)","(9.0, 11.0, 10.919753086419753)","(6.0, 6.8, 6.751449275362319)","(3.9, 4.5, 4.466831333803811)"
07-01-2023 11:50:08.785772,"(7.5, 8.2, 8.19078947368421)","(8.5, 9.4, 9.304761904761905)","(2.9, 3.45, 3.4015652173913042)","(9.0, 11.0, 10.919753086419753)","(6.0, 6.8, 6.751449275362319)","(3.9, 4.5, 4.466831333803811)"
07-01-2023 11:50:09.964415,"(7.5, 8.2, 8.19078947368421)","(8.5, 9.4, 9.304761904761905)","(2.9, 3.45, 3.4015652173913042)","(9.0, 11.0, 10.919753086419753)","(6.0, 6.8, 6.751449275362319)","(3.9, 4.5, 4.457885304659499)"
07-01-2023 11:50:11.036730,"(7.5, 8.2, 8.192090395480225)","(8.5, 9.4, 9.304761904761905)","(2.9, 3.45, 3.4017578125)","(9.0, 11.0, 10.846153846153847)","(6.0, 6.8, 6.7376)","(3.9, 4.5, 4.453695836873407)"
07-01-2023 11:50:12.046381,"(7.5, 8.2, 8.1906432748538)","(8.5, 9.4, 9.266666666666666)","(2.9, 3.45, 3.40374531835206)","(9.0, 11.0, 10.788461538461538)","(6.0, 6.8, 6.745871559633027)","(3.9, 4.5, 4.451471825063078)"
07-01-2023 11:50:13.034742,"(7.5, 8.2, 8.19)","(8.5, 9.4, 9.238888888888889)","(2.9, 3.45, 3.4090200445434298)","(9.0, 11.0, 10.76086956521739)","(6.0, 6.8, 6.778823529411764)","(3.9, 4.5, 4.457890433360589)"
07-01-2023 11:50:14.034473,"(7.5, 8.6, 8.198190045248868)","(8.5, 9.8, 9.33076923076923)","(2.9, 3.45, 3.407806912991657)","(9.0, 11.0, 10.9)","(6.0, 6.8, 6.778823529411764)","(3.9, 4.5, 4.457890433360589)"
07-01-2023 11:50:15.101597,"(7.5, 8.6, 8.198190045248868)","(8.5, 9.8, 9.28095238095238)","(2.9, 3.45, 3.3932380952380954)","(9.0, 11.0, 10.758064516129032)","(6.0, 6.8, 6.842168674698795)","(3.9, 4.5, 4.455719844357977)"
07-01-2023 11:50:16.292179,"(7.5, 8.2, 8.17142857142857)","(8.5, 9.4, 9.28095238095238)","(2.9, 3.4, 3.393683274021352)","(9.0, 11.0, 10.758064516129032)","(6.0, 7.0, 6.842168674698795)","(3.9, 4.5, 4.456600790513834)"
07-01-2023 11:50:17.450080,"(7.5, 8.2, 8.17142857142857)","(8.5, 9.4, 9.28095238095238)","(2.9, 3.4, 3.3921821305841924)","(9.0, 11.0, 10.758064516129032)","(6.0, 7.0, 6.842168674698795)","(3.9, 4.5, 4.458592471358429)"
07-01-2023 11:50:18.502292,"(7.5, 8.2, 8.17142857142857)","(8.5, 9.4, 9.28095238095238)","(2.9, 3.4, 3.3793660287081337)","(9.0, 11.0, 10.371428571428572)","(6.0, 7.0, 6.8227106227106225)","(3.9, 4.5, 4.527526132404181)"
07-01-2023 11:50:19.715266,"(7.5, 8.6, 8.23076923076923)","(8.5, 9.6, 9.41470588235294)","(2.9, 3.45, 3.4017921146953403)","(9.0, 11.0, 10.634146341463415)","(6.0, 7.0, 6.847619047619047)","(3.9, 4.6, 4.499605781865966)"
07-01-2023 11:50:20.803113,"(7.5, 8.6, 8.234042553191488)","(8.5, 9.6, 9.45483870967742)","(2.9, 3.45, 3.404983388704319)","(9.0, 11.0, 10.553191489361701)","(6.0, 7.0, 6.827509293680297)","(3.9, 4.5, 4.553441295546558)"
07-01-2023 11:50:21.984575,"(7.5, 8.6, 8.234042553191488)","(8.5, 9.6, 9.508333333333333)","(2.9, 3.45, 3.4042134831460675)","(9.0, 11.0, 10.275)","(6.0, 7.0, 6.73953488372093)","(3.9, 4.6, 4.515441176470588)"
07-01-2023 11:50:23.093889,"(7.5, 8.4, 8.37037037037037)","(8.5, 9.2, 9.182089552238805)","(2.9, 3.45, 3.4028268551236747)","(9.0, 10.5, 10.291666666666666)","(6.0, 6.8, 6.728251121076233)","(3.9, 4.6, 4.5123505976095615)"
07-01-2023 11:50:24.224325,"(7.5, 8.4, 8.382857142857143)","(8.5, 9.2, 9.143529411764705)","(2.8, 3.45, 3.4175)","(9.0, 10.5, 10.404761904761905)","(6.0, 6.8, 6.585542168674698)","(3.9, 4.6, 4.511231884057971)"
07-01-2023 11:50:25.349648,"(7.5, 8.6, 8.275739644970413)","(8.5, 9.6, 9.422222222222222)","(2.8, 3.45, 3.4148036253776435)","(9.0, 11.0, 10.207317073170731)","(6.0, 6.6, 6.54)","(3.9, 4.6, 4.516470588235294)"
07-01-2023 11:50:26.394055,"(7.5, 8.6, 8.273988439306358)","(8.5, 9.6, 9.422222222222222)","(2.8, 3.45, 3.4148036253776435)","(9.0, 10.5, 10.207317073170731)","(6.0, 6.6, 6.527272727272727)","(3.9, 4.6, 4.5150943396226415)"
07-01-2023 11:50:27.452042,"(7.5, 8.6, 8.424755700325733)","(8.5, 9.4, 9.373076923076923)","(2.8, 3.45, 3.4158576051779934)","(9.0, 10.5, 10.152173913043478)","(6.0, 6.6, 6.541284403669724)","(3.8, 4.6, 4.511436950146628)"
07-01-2023 11:50:28.365677,"(7.5, 8.6, 8.42923076923077)","(8.5, 9.4, 9.373076923076923)","(2.8, 3.45, 3.418421052631579)","(9.0, 10.5, 10.152173913043478)","(6.0, 6.6, 6.565591397849462)","(3.8, 4.6, 4.514968152866242)"
07-01-2023 11:50:29.473238,"(7.5, 8.6, 8.427131782945736)","(8.5, 9.4, 9.283333333333333)","(2.8, 3.45, 3.425494071146245)","(9.0, 10.5, 10.152173913043478)","(6.0, 6.6, 6.5327586206896555)","(3.8, 4.6, 4.499734395750332)"
07-01-2023 11:50:30.520040,"(7.5, 8.6, 8.428112449799197)","(8.5, 9.6, 9.342857142857142)","(2.8, 3.45, 3.425494071146245)","(9.0, 11.0, 10.152173913043478)","(6.0, 6.6, 6.5327586206896555)","(3.8, 4.5, 4.499734395750332)"
07-01-2023 11:50:31.537236,"(7.5, 8.6, 8.429045643153527)","(8.5, 9.6, 9.342857142857142)","(2.8, 3.45, 3.43623595505618)","(9.0, 11.0, 10.152173913043478)","(6.0, 6.6, 6.5327586206896555)","(3.8, 4.5, 4.553578732106339)"
07-01-2023 11:50:32.615176,"(7.5, 8.6, 8.429045643153527)","(8.5, 9.6, 9.342857142857142)","(2.8, 3.45, 3.427987421383648)","(9.0, 11.0, 10.21875)","(6.0, 6.6, 6.527941176470588)","(3.8, 4.6, 4.508835341365462)"
07-01-2023 11:50:33.669434,"(7.5, 8.6, 8.412280701754387)","(8.5, 9.4, 9.283333333333333)","(2.8, 3.45, 3.432843137254902)","(9.0, 10.5, 10.21875)","(6.0, 6.6, 6.527941176470588)","(3.8, 4.6, 4.508461538461538)"
07-01-2023 11:50:34.772832,"(7.5, 8.6, 8.412280701754387)","(8.5, 9.2, 9.185714285714285)","(2.8, 3.45, 3.43756345177665)","(9.0, 10.5, 10.233333333333333)","(6.0, 6.6, 6.538095238095238)","(3.8, 4.6, 4.498013245033112)"
07-01-2023 11:50:35.811466,"(7.5, 8.6, 8.412727272727272)","(8.5, 9.2, 9.189583333333333)","(2.8, 3.45, 3.43756345177665)","(9.0, 11.0, 10.194444444444445)","(6.0, 6.6, 6.538095238095238)","(3.8, 4.5, 4.497983870967742)"
07-01-2023 11:50:36.764310,"(7.5, 8.6, 8.412727272727272)","(8.5, 9.6, 9.563636363636363)","(2.8, 3.45, 3.435049019607843)","(9.0, 11.0, 10.368421052631579)","(6.0, 6.6, 6.520833333333333)","(3.8, 4.5, 4.5120481927710845)"
07-01-2023 11:50:37.677518,"(7.5, 8.6, 8.412121212121212)","(8.5, 9.4, 9.339130434782609)","(2.8, 3.45, 3.439005235602094)","(9.0, 10.5, 10.18421052631579)","(6.0, 6.6, 6.520833333333333)","(3.8, 4.6, 4.5120481927710845)"
07-01-2023 11:50:38.777611,"(7.5, 8.6, 8.412121212121212)","(8.5, 9.4, 9.339130434782609)","(2.8, 3.45, 3.435858585858586)","(9.0, 10.5, 10.18421052631579)","(6.0, 6.6, 6.545454545454545)","(3.8, 4.6, 4.5120481927710845)"
07-01-2023 11:50:39.902998,"(7.5, 8.6, 8.412121212121212)","(8.5, 9.4, 9.339130434782609)","(2.8, 3.45, 3.4375370919881307)","(9.0, 10.5, 10.18421052631579)","(6.0, 6.6, 6.545454545454545)","(3.8, 4.6, 4.5120481927710845)"
07-01-2023 11:50:40.972393,"(7.5, 8.6, 8.412903225806453)","(8.5, 9.4, 9.339130434782609)","(2.8, 3.45, 3.4375370919881307)","(9.0, 10.5, 10.166666666666666)","(6.0, 6.6, 6.545454545454545)","(3.8, 4.6, 4.524742268041237)"
07-01-2023 11:50:42.042776,"(7.5, 8.6, 8.412903225806453)","(8.5, 9.4, 9.339130434782609)","(2.8, 3.45, 3.4377022653721685)","(9.0, 10.5, 10.14)","(6.0, 6.6, 6.562962962962962)","(3.8, 4.6, 4.526938775510204)"
07-01-2023 11:50:42.934331,"(7.5, 8.6, 8.333762057877813)","(8.5, 9.6, 9.475862068965517)","(2.8, 3.45, 3.4377022653721685)","(9.0, 10.5, 10.14)","(6.0, 6.6, 6.562962962962962)","(3.8, 4.6, 4.5122641509433965)"
07-01-2023 11:50:43.967244,"(7.5, 8.4, 8.377777777777778)","(8.5, 9.6, 9.533333333333333)","(2.8, 3.45, 3.4723287671232876)","(9.0, 10.0, 9.978947368421053)","(6.0, 6.8, 6.597297297297297)","(3.8, 4.6, 4.5011560693641615)"
07-01-2023 11:50:44.875672,"(7.5, 8.6, 8.31899641577061)","(8.5, 9.6, 9.399999999999999)","(2.8, 3.5, 3.4723287671232876)","(9.0, 10.0, 9.978947368421053)","(6.0, 6.6, 6.597297297297297)","(3.8, 4.6, 4.5011560693641615)"
07-01-2023 11:50:45.906502,"(7.5, 8.6, 8.31899641577061)","(8.5, 9.6, 9.399999999999999)","(2.8, 3.5, 3.475566750629723)","(9.0, 10.0, 9.978947368421053)","(6.0, 6.6, 6.597297297297297)","(3.8, 4.6, 4.501550387596899)"
07-01-2023 11:50:46.900822,"(7.5, 8.6, 8.312162162162162)","(8.5, 9.6, 9.239999999999998)","(2.8, 3.5, 3.478511235955056)","(9.0, 10.0, 9.952941176470588)","(6.0, 6.6, 6.593939393939394)","(3.8, 4.6, 4.5266272189349115)"
07-01-2023 11:50:47.923782,"(7.5, 8.4, 8.358)","(8.5, 9.4, 9.365454545454545)","(2.8, 3.5, 3.4783783783783786)","(9.0, 9.6, 9.552)","(6.0, 6.8, 6.663157894736842)","(3.8, 4.6, 4.515354330708662)"
07-01-2023 11:50:49.026888,"(7.5, 8.4, 8.358)","(8.5, 9.4, 9.365454545454545)","(2.8, 3.5, 3.4783783783783786)","(9.0, 9.6, 9.552)","(6.0, 6.8, 6.663157894736842)","(3.8, 4.6, 4.525087108013937)"
07-01-2023 11:50:50.011080,"(7.5, 8.4, 8.335042735042736)","(8.5, 9.4, 9.3456)","(2.8, 3.5, 3.4728494623655917)","(8.5, 9.6, 9.526666666666667)","(6.0, 6.8, 6.657142857142857)","(3.8, 4.6, 4.525087108013937)"
07-01-2023 11:50:50.943240,"(7.5, 8.4, 8.335042735042736)","(8.5, 9.4, 9.3456)","(2.8, 3.5, 3.473462783171521)","(8.5, 9.6, 9.902941176470588)","(6.0, 6.8, 6.623611111111111)","(3.8, 4.6, 4.498313253012048)"
07-01-2023 11:50:51.896053,"(7.5, 8.6, 8.265843621399176)","(8.5, 9.6, 9.562105263157894)","(2.8, 3.5, 3.4680851063829787)","(8.5, 10.0, 9.73170731707317)","(6.0, 6.8, 6.546)","(3.8, 4.5, 4.494226327944573)"
07-01-2023 11:50:52.920552,"(7.5, 8.6, 8.268085106382978)","(8.5, 9.6, 9.59090909090909)","(2.8, 3.5, 3.464619883040936)","(8.5, 10.5, 9.628169014084508)","(6.0, 6.8, 6.6509554140127385)","(3.9, 4.5, 4.498094027954257)"
07-01-2023 11:50:53.902126,"(7.5, 8.6, 8.269264069264068)","(8.5, 9.6, 9.59090909090909)","(2.8, 3.5, 3.464619883040936)","(8.5, 10.0, 9.628169014084508)","(6.0, 6.8, 6.6509554140127385)","(3.9, 4.5, 4.498094027954257)"
07-01-2023 11:50:54.924113,"(7.5, 8.6, 8.269264069264068)","(8.5, 9.6, 9.582222222222223)","(2.8, 3.5, 3.464619883040936)","(8.5, 10.0, 9.801503759398496)","(6.0, 6.8, 6.6509554140127385)","(3.9, 4.5, 4.570796460176991)"
07-01-2023 11:50:55.880448,"(7.5, 8.6, 8.269264069264068)","(8.5, 9.6, 9.582222222222223)","(2.8, 3.5, 3.4665562913907286)","(8.5, 10.0, 9.781428571428572)","(6.0, 6.8, 6.6509554140127385)","(3.8, 4.6, 4.568008705114254)"
07-01-2023 11:50:56.870860,"(7.5, 8.6, 8.268965517241378)","(8.5, 9.6, 9.582222222222223)","(2.8, 3.5, 3.47317880794702)","(8.5, 10.0, 9.781428571428572)","(6.0, 6.8, 6.6509554140127385)","(3.8, 4.6, 4.528104575163399)"
07-01-2023 11:50:57.910389,"(7.5, 8.4, 8.276923076923076)","(8.5, 9.4, 9.391111111111112)","(2.8, 3.5, 3.4807971014492756)","(8.5, 9.6, 10.148148148148149)","(6.0, 6.8, 6.631654676258992)","(3.8, 4.6, 4.4960199004975125)"
07-01-2023 11:50:58.798219,"(7.5, 8.6, 8.242142857142857)","(8.5, 9.6, 9.580246913580247)","(2.8, 3.5, 3.4807971014492756)","(8.5, 10.5, 10.148148148148149)","(6.0, 6.8, 6.631654676258992)","(3.8, 4.5, 4.4960199004975125)"
07-01-2023 11:50:59.768986,"(7.5, 8.6, 8.289108910891088)","(8.5, 9.6, 9.454545454545453)","(2.8, 3.45, 3.4494855967078193)","(8.5, 10.5, 9.863414634146341)","(6.0, 6.8, 6.631654676258992)","(3.8, 4.5, 4.5767741935483865)"
07-01-2023 11:51:00.734766,"(7.5, 8.6, 8.289108910891088)","(8.5, 9.6, 9.454545454545453)","(2.8, 3.5, 3.4807046979865772)","(8.5, 10.5, 9.960655737704919)","(6.0, 6.8, 6.6697435897435895)","(3.8, 4.6, 4.498325358851675)"
07-01-2023 11:51:01.804046,"(7.5, 8.6, 8.286124401913876)","(8.5, 9.6, 9.249122807017542)","(2.8, 3.5, 3.482287822878229)","(8.5, 10.0, 10.008333333333333)","(6.0, 6.8, 6.666285714285714)","(3.8, 4.5, 4.558139534883721)"
07-01-2023 11:51:02.842029,"(7.5, 8.6, 8.276288659793813)","(8.5, 9.2, 9.178205128205128)","(2.8, 3.5, 3.479863481228669)","(8.5, 10.5, 9.977777777777778)","(6.0, 6.8, 6.5738095238095235)","(3.8, 4.6, 4.5093023255813955)"
07-01-2023 11:51:03.809779,"(7.5, 8.4, 8.22031746031746)","(8.5, 9.4, 9.390728476821192)","(2.8, 3.5, 3.460666666666667)","(8.5, 10.0, 9.977777777777778)","(6.0, 6.6, 6.583206106870229)","(3.8, 4.6, 4.5095238095238095)"
07-01-2023 11:51:04.745893,"(7.5, 8.4, 8.22031746031746)","(8.5, 9.4, 9.390728476821192)","(2.8, 3.5, 3.4603846153846156)","(8.5, 10.0, 9.977777777777778)","(6.0, 6.6, 6.555844155844156)","(3.8, 4.6, 4.51740614334471)"
07-01-2023 11:51:05.659249,"(7.5, 8.4, 8.21921921921922)","(8.5, 9.4, 9.371428571428572)","(2.8, 3.5, 3.474914675767918)","(8.5, 10.0, 9.941772151898734)","(6.0, 6.6, 6.530434782608696)","(3.8, 4.6, 4.528923076923077)"
07-01-2023 11:51:06.635592,"(7.5, 8.4, 8.217977528089888)","(8.5, 9.4, 9.367441860465117)","(2.8, 3.5, 3.475984251968504)","(8.5, 10.0, 9.852631578947369)","(6.0, 6.6, 6.721212121212121)","(3.8, 4.6, 4.539017341040462)"
07-01-2023 11:51:07.642760,"(7.5, 8.2, 8.178313253012048)","(8.5, 9.6, 9.515384615384615)","(2.8, 3.45, 3.4400813008130084)","(8.5, 10.0, 9.92)","(6.0, 6.8, 6.727152317880795)","(3.8, 4.6, 4.542971887550201)"
07-01-2023 11:51:08.624776,"(7.5, 8.4, 8.077073170731708)","(8.5, 9.6, 9.546666666666667)","(2.8, 3.45, 3.444313725490196)","(8.5, 10.0, 10.113636363636363)","(6.0, 6.8, 6.721518987341772)","(3.8, 4.6, 4.53962962962963)"
07-01-2023 11:51:09.610968,"(7.5, 8.2, 8.161290322580644)","(8.5, 9.4, 9.356701030927836)","(2.8, 3.45, 3.444669117647059)","(8.5, 10.5, 10.425149700598803)","(6.0, 6.8, 6.734265734265734)","(3.8, 4.6, 4.534972677595628)"
07-01-2023 11:51:10.661220,"(7.5, 8.4, 8.097560975609756)","(8.5, 9.6, 9.380952380952381)","(2.8, 3.45, 3.454449152542373)","(8.5, 10.5, 9.795189003436427)","(6.0, 6.8, 6.69922480620155)","(3.8, 4.6, 4.555909090909091)"
07-01-2023 11:51:11.580274,"(7.5, 8.2, 8.18348623853211)","(8.5, 9.4, 9.380952380952381)","(2.8, 3.5, 3.454449152542373)","(8.5, 9.8, 9.795189003436427)","(6.0, 6.8, 6.683027522935779)","(3.8, 4.6, 4.5328173374613)"
07-01-2023 11:51:12.455653,"(7.5, 8.4, 8.085849056603774)","(8.5, 9.6, 9.409230769230769)","(2.8, 3.45, 3.4389776357827477)","(8.5, 10.5, 10.194871794871796)","(6.0, 6.8, 6.683027522935779)","(3.8, 4.6, 4.538345864661654)"
07-01-2023 11:51:13.444791,"(7.5, 8.2, 8.174509803921568)","(8.5, 9.4, 9.386363636363637)","(2.8, 3.45, 3.4402802101576184)","(8.5, 10.5, 10.02)","(6.0, 6.8, 6.656934306569343)","(3.8, 4.6, 4.548589341692789)"
07-01-2023 11:51:14.404444,"(7.5, 8.2, 8.181944444444444)","(8.5, 9.4, 9.386363636363637)","(2.8, 3.45, 3.4402802101576184)","(8.5, 10.5, 10.221985815602837)","(6.0, 6.8, 6.645814977973568)","(3.8, 4.6, 4.547035573122529)"
07-01-2023 11:51:15.486024,"(7.5, 8.2, 8.16056338028169)","(8.5, 9.6, 9.33)","(2.8, 3.45, 3.4444444444444446)","(8.5, 10.5, 10.07843137254902)","(6.0, 6.8, 6.630917874396135)","(3.8, 4.6, 4.548373983739837)"
07-01-2023 11:51:16.472529,"(7.5, 8.2, 8.141538461538461)","(8.5, 9.4, 9.352941176470589)","(2.8, 3.45, 3.4444444444444446)","(8.5, 10.5, 10.07843137254902)","(6.0, 6.8, 6.632820512820513)","(3.8, 4.6, 4.546829268292683)"
07-01-2023 11:51:17.382825,"(7.5, 8.4, 8.127374301675978)","(8.5, 9.6, 9.341666666666667)","(2.8, 3.45, 3.4459830866807613)","(8.5, 10.5, 10.102030456852793)","(6.0, 6.8, 6.6)","(3.8, 4.6, 4.536021505376344)"
07-01-2023 11:51:18.383150,"(7.5, 8.2, 8.184158415841583)","(8.5, 9.4, 9.253846153846153)","(2.8, 3.5, 3.4693548387096773)","(8.5, 10.5, 10.157894736842104)","(6.0, 6.6, 6.5028985507246375)","(3.8, 4.6, 4.525773195876289)"
07-01-2023 11:51:19.321788,"(7.5, 8.4, 8.230252100840335)","(8.5, 9.2, 9.185333333333332)","(2.8, 3.5, 3.4717479674796747)","(8.5, 10.5, 10.098039215686274)","(6.0, 6.6, 6.4928)","(3.8, 4.6, 4.526881720430107)"
07-01-2023 11:51:20.354033,"(7.5, 8.4, 8.257142857142856)","(8.5, 9.2, 9.186577181208053)","(2.8, 3.5, 3.4699248120300754)","(8.5, 10.5, 10.266666666666667)","(6.0, 6.6, 6.5606060606060606)","(3.8, 4.6, 4.547560975609756)"
07-01-2023 11:51:21.284546,"(7.5, 8.4, 8.229999999999999)","(8.5, 9.2, 9.183739837398374)","(2.8, 3.5, 3.4699248120300754)","(8.5, 10.5, 10.266666666666667)","(6.0, 6.6, 6.587610619469026)","(3.8, 4.6, 4.585869565217391)"
07-01-2023 11:51:22.247135,"(7.5, 8.4, 8.25597014925373)","(8.5, 9.2, 9.1765625)","(2.8, 3.5, 3.45448275862069)","(8.5, 10.5, 10.220588235294118)","(6.0, 6.6, 6.567588932806324)","(3.8, 4.6, 4.596341463414634)"
07-01-2023 11:51:23.251290,"(7.5, 8.4, 8.274074074074074)","(8.5, 9.2, 9.198245614035088)","(2.8, 3.5, 3.4847009735744088)","(8.5, 10.5, 10.047619047619047)","(6.0, 6.8, 6.5808)","(3.8, 4.6, 4.594545454545454)"
07-01-2023 11:51:24.242653,"(7.5, 8.4, 8.241493775933609)","(8.5, 9.2, 9.197999999999999)","(2.8, 3.45, 3.4488853503184713)","(8.5, 10.5, 10.047619047619047)","(6.0, 6.8, 6.547826086956522)","(3.8, 4.6, 4.5588235294117645)"
07-01-2023 11:51:25.205775,"(7.5, 8.4, 8.213658536585365)","(8.5, 9.2, 9.197647058823529)","(2.8, 3.5, 3.496153846153846)","(8.5, 10.5, 10.425757575757576)","(6.0, 6.8, 6.491891891891892)","(3.8, 4.6, 4.514046822742475)"
07-01-2023 11:51:26.071510,"(7.5, 8.2, 8.102857142857143)","(8.5, 9.2, 9.197647058823529)","(2.8, 3.55, 3.5304895104895104)","(8.5, 10.5, 10.365384615384615)","(6.0, 6.6, 6.491891891891892)","(3.8, 4.7, 4.514046822742475)"
07-01-2023 11:51:27.121624,"(7.5, 8.6, 8.166666666666666)","(8.5, 9.2, 9.197647058823529)","(2.8, 3.55, 3.4858490566037736)","(8.5, 10.5, 10.188524590163935)","(6.0, 6.4, 6.324)","(3.8, 4.7, 4.615337423312883)"
07-01-2023 11:51:28.137276,"(7.5, 8.4, 8.272727272727273)","(8.5, 9.2, 9.197647058823529)","(2.8, 3.55, 3.4858490566037736)","(8.5, 10.5, 10.188524590163935)","(6.0, 6.4, 6.324)","(3.8, 4.7, 4.614064697609001)"
07-01-2023 11:51:29.099373,"(7.5, 8.6, 8.424074074074074)","(8.5, 9.2, 9.112280701754386)","(2.8, 3.5, 3.479807692307692)","(8.5, 10.0, 9.962162162162162)","(6.0, 6.4, 6.385234899328859)","(3.8, 4.7, 4.604918032786885)"
07-01-2023 11:51:30.062264,"(7.5, 8.6, 8.408888888888889)","(8.5, 9.2, 9.125)","(2.8, 3.5, 3.483510638297872)","(8.5, 10.0, 9.962162162162162)","(6.0, 6.4, 6.385234899328859)","(3.8, 4.7, 4.615519765739385)"
07-01-2023 11:51:30.991393,"(7.5, 8.6, 8.154666666666667)","(8.5, 9.2, 9.196666666666665)","(2.8, 3.5, 3.484375)","(8.5, 10.5, 10.208333333333334)","(6.0, 6.6, 6.45625)","(3.8, 4.7, 4.561904761904762)"
07-01-2023 11:51:31.967861,"(7.5, 8.6, 8.486468646864687)","(8.5, 9.0, 8.983471074380166)","(2.8, 3.55, 3.5154411764705884)","(8.5, 10.5, 10.195652173913043)","(6.0, 6.4, 6.291954022988506)","(3.8, 4.6, 4.494691943127962)"
07-01-2023 11:51:32.948039,"(7.5, 8.6, 8.482)","(8.5, 9.0, 8.951470588235294)","(2.8, 3.55, 3.5281249999999997)","(8.5, 10.5, 10.21)","(6.0, 6.6, 6.415384615384616)","(3.8, 4.5, 4.575600739371534)"
07-01-2023 11:51:33.946375,"(7.5, 8.6, 8.447236180904524)","(8.5, 9.2, 9.18148148148148)","(2.8, 3.55, 3.496153846153846)","(8.5, 11.0, 10.15)","(6.0, 6.6, 6.381052631578948)","(3.8, 4.6, 4.498637316561845)"
07-01-2023 11:51:34.834324,"(7.5, 8.6, 8.424277456647399)","(8.5, 9.4, 9.307692307692308)","(2.8, 3.6, 3.521359223300971)","(8.5, 10.5, 10.15)","(6.0, 6.4, 6.308860759493671)","(3.8, 4.5, 4.49957356076759)"
07-01-2023 11:51:35.794352,"(7.5, 8.6, 8.283999999999999)","(8.5, 9.2, 9.192727272727272)","(2.8, 3.6, 3.539855072463768)","(8.5, 10.5, 10.11111111111111)","(6.0, 6.6, 6.4157068062827225)","(3.8, 4.5, 4.515753424657534)"
07-01-2023 11:51:36.760792,"(7.5, 8.6, 8.281632653061223)","(8.5, 9.6, 9.177777777777777)","(2.8, 3.55, 3.539855072463768)","(8.5, 10.5, 10.25925925925926)","(6.0, 6.6, 6.538805970149253)","(3.8, 4.6, 4.507784431137725)"
07-01-2023 11:51:37.747410,"(7.5, 8.6, 8.27070707070707)","(8.5, 9.4, 9.34)","(2.8, 3.5, 3.4905555555555554)","(8.5, 10.5, 10.022727272727273)","(6.0, 6.6, 6.648453608247422)","(3.8, 4.6, 4.498411016949152)"
07-01-2023 11:51:38.843956,"(7.5, 8.4, 8.314285714285715)","(8.5, 9.4, 9.35)","(2.8, 3.5, 3.5374999999999996)","(8.5, 10.5, 9.98443579766537)","(6.0, 6.8, 6.57)","(3.8, 4.5, 4.505660377358491)"
07-01-2023 11:51:39.814205,"(7.5, 8.4, 8.27945205479452)","(8.5, 9.4, 9.394495412844037)","(2.8, 3.55, 3.5374999999999996)","(8.5, 10.0, 9.98443579766537)","(6.0, 6.8, 6.647777777777778)","(3.8, 4.6, 4.556427378964941)"
07-01-2023 11:51:40.774174,"(7.5, 8.4, 8.288)","(8.5, 9.6, 9.213793103448277)","(2.8, 3.6, 3.5310606060606062)","(8.5, 10.0, 9.995454545454546)","(6.0, 6.8, 6.646067415730337)","(3.8, 4.6, 4.556820083682008)"
07-01-2023 11:51:41.810003,"(7.5, 8.4, 8.288)","(8.5, 9.6, 9.075675675675676)","(2.8, 3.55, 3.5396755162241886)","(8.5, 10.0, 9.912052117263844)","(6.0, 6.8, 6.63519313304721)","(3.8, 4.6, 4.494202898550725)"
07-01-2023 11:51:42.801960,"(7.5, 8.4, 8.2)","(8.0, 9.6, 9.318840579710145)","(2.8, 3.5, 3.491758241758242)","(8.5, 10.0, 9.91640866873065)","(6.0, 6.8, 6.66328125)","(3.8, 4.5, 4.465512265512266)"
07-01-2023 11:51:43.822801,"(7.5, 8.4, 8.17142857142857)","(8.0, 9.6, 9.315492957746478)","(2.8, 3.5, 3.496913580246914)","(8.5, 10.0, 9.91640866873065)","(6.0, 6.8, 6.6888)","(3.8, 4.5, 4.461030595813205)"
07-01-2023 11:51:44.762527,"(7.5, 8.4, 8.166336633663366)","(8.0, 9.6, 9.324503311258278)","(2.8, 3.5, 3.496913580246914)","(8.5, 10.0, 9.902877697841728)","(6.0, 6.8, 6.666165413533834)","(3.8, 4.5, 4.470344827586207)"
07-01-2023 11:51:45.752092,"(7.5, 8.6, 8.138679245283019)","(8.0, 9.6, 9.096610169491525)","(2.8, 3.55, 3.5239910313901346)","(8.5, 10.0, 9.908771929824562)","(6.0, 6.8, 6.712745098039216)","(3.8, 4.5, 4.470458265139117)"
07-01-2023 11:51:46.827197,"(7.5, 8.6, 8.138248847926267)","(8.0, 9.6, 9.102985074626865)","(2.8, 3.55, 3.532698961937716)","(8.5, 10.0, 9.908771929824562)","(6.0, 6.8, 6.742857142857143)","(3.8, 4.5, 4.470458265139117)"
07-01-2023 11:51:47.886834,"(7.5, 8.6, 8.140845070422536)","(8.0, 9.6, 9.087692307692308)","(2.8, 3.55, 3.532698961937716)","(8.5, 10.0, 9.908771929824562)","(6.0, 6.8, 6.787692307692308)","(3.8, 4.5, 4.470698051948052)"
07-01-2023 11:51:48.875876,"(7.5, 8.4, 8.303030303030303)","(8.0, 9.6, 9.099130434782609)","(2.8, 3.55, 3.5350299401197605)","(8.5, 10.0, 9.908771929824562)","(6.0, 6.8, 6.788365650969529)","(3.8, 4.5, 4.471477960242005)"
