,Bundy Traveller,Stuck In Mud,Miss Maggie May,Abby Road,Zambora Blaster,Pure Devil,Gagan Singlets,Sadie Seahorse
04-01-2023 11:58:35.357829,"(1.95, 2.3, 2.2433333333333336)","(14.0, 30.0, 28.5)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.6, 7.28)","(11.0, 15.5, 13.833333333333334)","(7.0, 10.0, 9.967567567567567)","(5.5, 8.2, 7.859459459459459)"
04-01-2023 11:58:36.638982,"(1.95, 2.3, 2.2433333333333336)","(14.0, 30.0, 29.11111111111111)","(21.0, 38.0, 28.375)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.6, 7.28)","(11.0, 15.5, 13.446428571428571)","(7.0, 10.0, 9.967567567567567)","(5.5, 8.2, 7.904761904761905)"
04-01-2023 11:58:37.819653,"(1.95, 2.32, 2.263157894736842)","(14.0, 30.0, 29.11111111111111)","(21.0, 38.0, 28.375)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.6, 7.28)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.967567567567567)","(5.5, 8.0, 7.904761904761905)"
04-01-2023 11:58:38.928999,"(1.95, 2.32, 2.263157894736842)","(14.0, 30.0, 29.47826086956522)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.6, 7.28)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.967567567567567)","(5.5, 8.0, 7.904761904761905)"
04-01-2023 11:58:40.054093,"(1.95, 2.32, 2.263157894736842)","(14.0, 30.0, 28.962962962962962)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.6, 7.28)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 7.904761904761905)"
04-01-2023 11:58:41.169982,"(1.95, 2.32, 2.263157894736842)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.6, 7.28)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 7.904761904761905)"
04-01-2023 11:58:42.280069,"(1.95, 2.32, 2.2628571428571425)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.6, 7.527272727272727)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 7.806451612903226)"
04-01-2023 11:58:43.406305,"(1.95, 2.32, 2.2628571428571425)","(14.0, 30.0, 29.307692307692307)","(21.0, 38.0, 28.375)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.6, 7.527272727272727)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 7.846153846153846)"
04-01-2023 11:58:44.585606,"(1.95, 2.32, 2.2628571428571425)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.444444444444443)","(6.0, 7.6, 7.527272727272727)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 7.809523809523809)"
04-01-2023 11:58:45.707975,"(1.95, 2.32, 2.2628571428571425)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.6, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 7.315789473684211)"
04-01-2023 11:58:46.820671,"(1.95, 2.32, 2.263157894736842)","(14.0, 30.0, 29.307692307692307)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 8.0, 6.6000000000000005)"
04-01-2023 11:58:47.910664,"(1.95, 2.32, 2.265454545454545)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.121212121212121)"
04-01-2023 11:58:48.960442,"(1.95, 2.36, 2.287272727272727)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.121212121212121)"
04-01-2023 11:58:50.043329,"(1.95, 2.36, 2.285333333333333)","(14.0, 30.0, 29.22222222222222)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 19.121951219512194)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.302222222222222)"
04-01-2023 11:58:51.069730,"(1.95, 2.36, 2.285333333333333)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 28.375)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.302222222222222)"
04-01-2023 11:58:52.193624,"(1.95, 2.36, 2.285333333333333)","(14.0, 30.0, 29.608695652173914)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 19.13157894736842)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.302222222222222)"
04-01-2023 11:58:53.276487,"(1.95, 2.36, 2.285333333333333)","(14.0, 30.0, 29.22222222222222)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.0, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.061538461538461)"
04-01-2023 11:58:54.327500,"(1.95, 2.36, 2.285333333333333)","(15.0, 30.0, 29.5)","(21.0, 38.0, 28.375)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.180645161290323)"
04-01-2023 11:58:55.381231,"(1.95, 2.36, 2.285333333333333)","(15.0, 30.0, 29.22222222222222)","(21.0, 38.0, 28.375)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.8, 7.4148148148148145)"
04-01-2023 11:58:56.436372,"(1.95, 2.36, 2.285333333333333)","(15.0, 30.0, 29.5)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.6, 7.341935483870968)"
04-01-2023 11:58:57.506566,"(1.95, 2.36, 2.293333333333333)","(15.0, 30.0, 29.5)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.6, 7.341935483870968)"
04-01-2023 11:58:58.616901,"(1.95, 2.36, 2.3066666666666666)","(15.0, 30.0, 29.5)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.6, 7.279999999999999)"
04-01-2023 11:58:59.634548,"(1.95, 2.36, 2.293333333333333)","(15.0, 30.0, 29.5)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.6, 7.085714285714285)"
04-01-2023 11:59:00.659867,"(1.95, 2.36, 2.293333333333333)","(15.0, 30.0, 29.22222222222222)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.6, 7.085714285714285)"
04-01-2023 11:59:01.690376,"(1.95, 2.36, 2.333333333333333)","(15.0, 29.0, 28.636363636363637)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 7.8, 7.768421052631579)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.6, 7.315789473684211)"
04-01-2023 11:59:02.685462,"(1.95, 2.36, 2.293333333333333)","(15.0, 29.0, 28.5)","(21.0, 38.0, 29.675675675675677)","(17.0, 24.0, 20.476190476190474)","(6.5, 8.0, 7.6)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.4, 7.315789473684211)"
04-01-2023 11:59:03.709705,"(1.95, 2.36, 2.293333333333333)","(15.0, 29.0, 28.636363636363637)","(21.0, 38.0, 29.483870967741936)","(17.0, 24.0, 20.526315789473685)","(6.5, 8.0, 7.696551724137931)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.4, 7.315789473684211)"
04-01-2023 11:59:04.715466,"(1.95, 2.36, 2.289411764705882)","(15.0, 29.0, 28.894736842105264)","(21.0, 38.0, 30.0)","(17.0, 24.0, 20.526315789473685)","(6.5, 8.0, 7.696551724137931)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.4, 7.315789473684211)"
04-01-2023 11:59:05.951690,"(1.95, 2.34, 2.333333333333333)","(15.0, 30.0, 29.0)","(21.0, 38.0, 34.61538461538461)","(17.0, 24.0, 21.5)","(6.5, 8.0, 7.696551724137931)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.4, 7.068965517241379)"
04-01-2023 11:59:06.956888,"(1.95, 2.34, 2.3363636363636364)","(15.0, 30.0, 28.928571428571427)","(21.0, 36.0, 33.23076923076923)","(17.0, 23.0, 21.5)","(6.5, 8.0, 7.851851851851852)","(11.0, 15.5, 14.642857142857142)","(7.0, 10.0, 9.9625)","(5.5, 7.4, 7.068965517241379)"
04-01-2023 11:59:08.403193,"(1.95, 2.34, 2.3363636363636364)","(15.0, 30.0, 28.862068965517242)","(21.0, 36.0, 30.115384615384617)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.851851851851852)","(11.0, 15.5, 14.5)","(7.0, 10.0, 9.9625)","(5.5, 7.4, 7.068965517241379)"
04-01-2023 11:59:09.457861,"(1.95, 2.34, 2.3363636363636364)","(15.0, 30.0, 28.862068965517242)","(21.0, 36.0, 30.115384615384617)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.851851851851852)","(11.0, 15.5, 14.5)","(7.0, 10.0, 10.117391304347827)","(5.5, 7.4, 7.053333333333334)"
04-01-2023 11:59:10.532940,"(1.95, 2.34, 2.3363636363636364)","(15.0, 30.0, 29.454545454545453)","(21.0, 36.0, 30.115384615384617)","(17.0, 23.0, 19.210526315789473)","(6.5, 8.0, 7.833333333333333)","(11.0, 15.5, 14.5)","(7.0, 10.5, 10.06)","(5.5, 7.4, 7.166666666666667)"
04-01-2023 11:59:11.653035,"(1.95, 2.32, 2.3099999999999996)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.161290322580644)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.851851851851852)","(11.0, 15.5, 14.5)","(7.0, 10.5, 10.06)","(5.5, 7.2, 7.166666666666667)"
04-01-2023 11:59:12.713855,"(1.95, 2.32, 2.287272727272727)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.870967741935484)","(11.0, 15.5, 14.5)","(7.0, 10.5, 10.15)","(5.5, 7.2, 7.166666666666667)"
04-01-2023 11:59:13.777849,"(1.95, 2.32, 2.287272727272727)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.852941176470587)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.870967741935484)","(11.0, 15.5, 14.5)","(7.0, 10.5, 10.256521739130434)","(5.5, 7.2, 6.964285714285714)"
04-01-2023 11:59:14.952913,"(1.95, 2.32, 2.287272727272727)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.851851851851852)","(11.0, 15.5, 14.5)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.2, 6.955555555555556)"
04-01-2023 11:59:16.220714,"(1.95, 2.3, 2.2717647058823527)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.933333333333334)","(11.0, 15.5, 17.341269841269842)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.2, 6.955555555555556)"
04-01-2023 11:59:17.243941,"(1.95, 2.3, 2.2717647058823527)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 20.652173913043477)","(6.5, 8.0, 7.933333333333334)","(11.0, 17.5, 17.370967741935484)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.955555555555556)"
04-01-2023 11:59:18.268626,"(1.95, 2.3, 2.2717647058823527)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.8)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.955555555555556)"
04-01-2023 11:59:19.267710,"(1.95, 2.3, 2.2915294117647056)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.955555555555556)"
04-01-2023 11:59:20.429218,"(1.95, 2.3, 2.2915294117647056)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.161290322580644)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.828571428571428)"
04-01-2023 11:59:21.474589,"(1.95, 2.28, 2.278)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.161290322580644)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.925)"
04-01-2023 11:59:22.474634,"(1.95, 2.28, 2.2704)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.852941176470587)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.925)"
04-01-2023 11:59:23.527014,"(1.95, 2.28, 2.2704)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.852941176470587)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.925)"
04-01-2023 11:59:24.520489,"(1.95, 2.28, 2.2704)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.338461538461539)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:25.524186,"(1.95, 2.28, 2.2704)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.25)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.394736842105264)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:26.457687,"(1.95, 2.28, 2.2704)","(15.0, 30.0, 29.7)","(21.0, 36.0, 28.161290322580644)","(17.0, 23.0, 21.09090909090909)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.394736842105264)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:27.607426,"(1.95, 2.28, 2.272)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.025)","(17.0, 23.0, 20.555555555555557)","(6.5, 8.0, 7.92)","(11.0, 17.5, 17.193430656934307)","(7.0, 10.5, 10.346153846153847)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:28.582911,"(1.95, 2.3, 2.287058823529412)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.025)","(17.0, 23.0, 20.555555555555557)","(6.5, 8.0, 7.4)","(11.0, 17.5, 16.25)","(7.0, 10.5, 10.346153846153847)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:29.576660,"(1.95, 2.3, 2.286530612244898)","(15.0, 30.0, 29.7)","(21.0, 36.0, 29.025)","(17.0, 23.0, 20.625)","(6.5, 7.4, 7.3304347826086955)","(11.0, 17.0, 14.428571428571429)","(7.0, 10.5, 10.30952380952381)","(5.5, 7.0, 6.75)"
04-01-2023 11:59:30.620871,"(1.95, 2.3, 2.275)","(15.0, 30.0, 29.7)","(21.0, 36.0, 31.23076923076923)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.4, 7.3304347826086955)","(11.0, 15.5, 14.4375)","(7.0, 10.5, 10.30952380952381)","(5.5, 6.8, 6.75)"
04-01-2023 11:59:31.665363,"(1.95, 2.3, 2.273333333333333)","(15.0, 30.0, 29.863636363636363)","(21.0, 36.0, 31.62162162162162)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.8, 7.694736842105263)","(11.0, 15.5, 14.326086956521738)","(7.5, 10.5, 10.30952380952381)","(5.5, 6.8, 6.75)"
04-01-2023 11:59:32.727187,"(1.95, 2.3, 2.275)","(15.0, 30.0, 29.73913043478261)","(21.0, 36.0, 31.62162162162162)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.8, 7.694736842105263)","(11.0, 15.5, 14.326086956521738)","(7.5, 10.5, 10.30952380952381)","(5.5, 6.8, 6.75)"
04-01-2023 11:59:33.799814,"(1.95, 2.3, 2.275)","(17.0, 30.0, 29.73913043478261)","(21.0, 36.0, 31.62162162162162)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.8, 7.694736842105263)","(11.0, 15.5, 14.326086956521738)","(7.5, 10.5, 10.30952380952381)","(5.5, 6.8, 6.75)"
04-01-2023 11:59:34.876419,"(1.95, 2.3, 2.275)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 31.62162162162162)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.8, 7.694736842105263)","(11.0, 15.5, 14.3)","(7.5, 10.5, 10.30952380952381)","(5.5, 6.8, 6.933333333333334)"
04-01-2023 11:59:35.857064,"(1.95, 2.3, 2.28125)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 30.214285714285715)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.8, 7.694736842105263)","(11.0, 14.5, 14.222222222222221)","(7.5, 10.5, 10.30952380952381)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:37.037483,"(1.95, 2.3, 2.2636363636363632)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 29.680851063829788)","(17.0, 23.0, 21.044117647058822)","(6.5, 7.8, 7.842105263157895)","(11.0, 14.5, 14.222222222222221)","(7.5, 10.5, 10.30952380952381)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:38.055810,"(1.95, 2.3, 2.2636363636363632)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 29.680851063829788)","(17.0, 23.0, 21.044117647058822)","(6.5, 8.0, 7.842105263157895)","(11.0, 14.5, 14.222222222222221)","(7.5, 10.5, 10.30952380952381)","(5.5, 7.0, 6.933333333333334)"
04-01-2023 11:59:39.093990,"(1.95, 2.3, 2.2636363636363632)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 29.680851063829788)","(17.0, 23.0, 21.044117647058822)","(6.5, 8.0, 7.927272727272727)","(11.0, 14.5, 14.142857142857142)","(7.5, 10.5, 10.289473684210526)","(5.5, 7.0, 6.763636363636364)"
04-01-2023 11:59:40.175997,"(1.95, 2.26, 2.2425806451612904)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 29.8125)","(17.0, 23.0, 21.044117647058822)","(6.5, 8.0, 7.8)","(11.0, 14.5, 14.142857142857142)","(7.5, 10.5, 10.289473684210526)","(5.5, 6.8, 6.763636363636364)"
04-01-2023 11:59:41.409516,"(1.95, 2.26, 2.201071428571429)","(17.0, 29.0, 28.75)","(21.0, 36.0, 29.8125)","(17.0, 23.0, 21.044117647058822)","(6.5, 8.6, 8.009090909090908)","(11.0, 14.5, 14.205882352941176)","(7.5, 10.5, 10.289473684210526)","(5.5, 6.8, 6.779999999999999)"
04-01-2023 11:59:42.702393,"(1.95, 2.26, 2.201607142857143)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 30.28846153846154)","(17.0, 23.0, 21.044117647058822)","(6.5, 8.6, 7.7142857142857135)","(11.0, 14.5, 14.196969696969697)","(7.5, 10.5, 10.289473684210526)","(5.5, 6.8, 6.9)"
04-01-2023 11:59:43.778777,"(1.95, 2.26, 2.201607142857143)","(17.0, 30.0, 29.863636363636363)","(21.0, 36.0, 25.862068965517242)","(17.0, 23.0, 21.310344827586206)","(6.0, 8.6, 7.825)","(11.0, 14.5, 14.196969696969697)","(7.5, 10.5, 10.289473684210526)","(5.5, 7.0, 6.82)"
04-01-2023 11:59:44.941229,"(1.95, 2.22, 2.200892857142857)","(17.0, 30.0, 29.863636363636363)","(21.0, 27.0, 26.027027027027028)","(17.0, 23.0, 20.2)","(6.0, 8.6, 7.635294117647059)","(11.0, 14.5, 14.06)","(7.5, 10.5, 10.289473684210526)","(5.5, 7.0, 6.666666666666667)"
04-01-2023 11:59:46.010044,"(1.95, 2.22, 2.2012280701754388)","(17.0, 30.0, 29.869565217391305)","(21.0, 27.0, 26.027027027027028)","(17.0, 23.0, 20.2)","(6.0, 8.6, 7.9714285714285715)","(11.0, 15.5, 14.181818181818182)","(7.5, 10.5, 10.289473684210526)","(5.5, 7.0, 6.657142857142857)"
04-01-2023 11:59:47.003621,"(1.95, 2.22, 2.20141592920354)","(17.0, 30.0, 29.869565217391305)","(21.0, 27.0, 25.75862068965517)","(17.0, 23.0, 20.2)","(6.0, 8.4, 7.811764705882354)","(11.0, 15.5, 14.107142857142858)","(7.5, 10.5, 10.261904761904763)","(5.5, 7.0, 6.699999999999999)"
04-01-2023 11:59:48.156899,"(1.95, 2.22, 2.201636363636364)","(17.0, 30.0, 29.875)","(21.0, 27.0, 33.46666666666667)","(17.0, 23.0, 20.833333333333332)","(6.0, 8.4, 7.976470588235294)","(11.0, 15.5, 14.214285714285714)","(7.5, 10.5, 10.261904761904763)","(5.5, 7.0, 6.699999999999999)"
04-01-2023 11:59:49.168250,"(1.95, 2.2, 2.173913043478261)","(17.0, 30.0, 29.875)","(21.0, 34.0, 33.46666666666667)","(17.0, 23.0, 20.833333333333332)","(6.0, 8.4, 7.75)","(11.0, 14.5, 14.05)","(7.5, 10.5, 10.261904761904763)","(5.5, 7.0, 6.9)"
04-01-2023 11:59:50.231496,"(1.95, 2.2, 2.1735064935064936)","(17.0, 30.0, 29.875)","(21.0, 32.0, 29.103448275862068)","(17.0, 23.0, 20.833333333333332)","(6.0, 8.2, 7.982857142857143)","(11.0, 14.5, 14.5)","(7.5, 10.5, 10.3125)","(5.5, 7.0, 6.963636363636364)"
04-01-2023 11:59:51.289499,"(1.95, 2.2, 2.1862857142857144)","(17.0, 30.0, 29.875)","(21.0, 32.0, 28.904761904761905)","(17.0, 23.0, 20.833333333333332)","(6.0, 8.0, 7.986363636363636)","(11.0, 15.0, 13.666666666666666)","(7.5, 10.5, 10.3125)","(5.5, 7.0, 6.969230769230769)"
04-01-2023 11:59:52.359598,"(1.95, 2.22, 2.182857142857143)","(17.0, 30.0, 29.875)","(21.0, 32.0, 29.67857142857143)","(17.0, 23.0, 20.833333333333332)","(6.0, 8.0, 7.986363636363636)","(11.0, 14.5, 13.583333333333334)","(7.5, 10.5, 10.3125)","(5.5, 7.0, 6.969230769230769)"
04-01-2023 11:59:53.403121,"(1.95, 2.24, 2.21)","(17.0, 30.0, 29.875)","(21.0, 32.0, 29.758620689655174)","(17.0, 23.0, 21.304347826086957)","(6.0, 8.0, 7.986046511627907)","(11.0, 14.5, 13.583333333333334)","(7.5, 10.5, 10.366666666666667)","(5.5, 7.0, 6.966666666666667)"
04-01-2023 11:59:54.394156,"(1.95, 2.26, 2.212)","(17.0, 30.0, 29.875)","(21.0, 32.0, 26.857142857142858)","(17.0, 23.0, 20.88235294117647)","(6.0, 8.2, 7.999999999999999)","(11.0, 14.5, 13.666666666666666)","(7.5, 10.5, 10.366666666666667)","(5.5, 7.0, 6.966666666666667)"
04-01-2023 11:59:55.420957,"(1.95, 2.24, 2.234)","(17.0, 30.0, 29.875)","(21.0, 32.0, 27.5)","(17.0, 23.0, 21.363636363636363)","(6.0, 8.2, 7.8769230769230765)","(11.0, 14.5, 13.785714285714286)","(7.5, 10.5, 10.394736842105264)","(5.5, 7.0, 6.966666666666667)"
04-01-2023 11:59:56.396750,"(1.95, 2.24, 2.2070000000000003)","(17.0, 30.0, 29.875)","(21.0, 32.0, 27.5)","(17.0, 23.0, 20.176470588235293)","(6.0, 8.2, 7.8)","(11.0, 14.5, 13.923076923076923)","(7.5, 10.5, 10.394736842105264)","(5.5, 7.0, 7.125)"
04-01-2023 11:59:57.464418,"(1.95, 2.24, 2.2141176470588237)","(17.0, 32.0, 28.408450704225352)","(21.0, 32.0, 29.24)","(17.0, 23.0, 20.176470588235293)","(6.0, 8.2, 7.646153846153846)","(11.0, 14.0, 13.923076923076923)","(7.5, 10.5, 10.366666666666667)","(5.5, 7.2, 7.615384615384615)"
04-01-2023 11:59:58.489955,"(1.95, 2.24, 2.2141176470588237)","(17.0, 32.0, 28.486486486486488)","(21.0, 32.0, 29.23076923076923)","(17.0, 23.0, 20.166666666666668)","(6.0, 8.2, 7.776470588235294)","(11.0, 14.0, 13.923076923076923)","(7.5, 10.5, 10.366666666666667)","(5.5, 7.8, 7.705263157894737)"
04-01-2023 11:59:59.513730,"(1.95, 2.24, 2.2141176470588237)","(17.0, 30.0, 29.863636363636363)","(21.0, 32.0, 29.23076923076923)","(17.0, 23.0, 20.166666666666668)","(6.0, 8.2, 7.9818181818181815)","(11.0, 14.0, 13.5625)","(7.5, 10.5, 10.366666666666667)","(5.5, 7.8, 7.705263157894737)"
04-01-2023 12:00:00.609008,"(1.95, 2.24, 2.2141176470588237)","(17.0, 32.0, 28.466666666666665)","(21.0, 32.0, 29.23076923076923)","(17.0, 23.0, 20.166666666666668)","(6.0, 8.2, 7.6000000000000005)","(11.0, 14.0, 13.76923076923077)","(7.5, 10.5, 9.457142857142857)","(5.5, 7.8, 7.633333333333334)"
04-01-2023 12:00:01.645431,"(1.95, 2.26, 2.2341176470588238)","(17.0, 32.0, 28.36986301369863)","(21.0, 32.0, 29.5)","(17.0, 23.0, 20.166666666666668)","(6.0, 8.0, 7.6000000000000005)","(11.0, 14.0, 13.625)","(7.5, 9.8, 9.4)","(5.5, 7.8, 7.514285714285714)"
