,Special Zamba,Bebop Giblet,Aston Senator,Pattern,Rixi Bale,Inga Izzy
10,"[datetime.datetime(2022, 11, 28, 14, 5, 32, 991361), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 991361), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 991361), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 991361), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 991361), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 32, 991361), 5.0, 15.5]"
11,"[datetime.datetime(2022, 11, 28, 14, 5, 34, 90758), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 90758), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 90758), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 90758), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 90758), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 34, 90758), 5.0, 15.5]"
12,"[datetime.datetime(2022, 11, 28, 14, 5, 35, 210510), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 210510), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 210510), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 210510), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 210510), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 35, 210510), 5.0, 15.5]"
13,"[datetime.datetime(2022, 11, 28, 14, 5, 36, 317192), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 36, 317192), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 36, 317192), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 36, 317192), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 36, 317192), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 36, 317192), 5.0, 15.5]"
14,"[datetime.datetime(2022, 11, 28, 14, 5, 37, 425985), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 425985), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 425985), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 425985), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 425985), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 37, 425985), 5.0, 15.5]"
15,"[datetime.datetime(2022, 11, 28, 14, 5, 38, 524013), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 524013), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 524013), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 524013), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 524013), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 38, 524013), 5.0, 15.5]"
16,"[datetime.datetime(2022, 11, 28, 14, 5, 39, 623796), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 623796), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 623796), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 623796), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 623796), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 39, 623796), 5.0, 15.5]"
17,"[datetime.datetime(2022, 11, 28, 14, 5, 40, 723476), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 723476), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 723476), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 723476), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 723476), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 40, 723476), 5.0, 15.5]"
18,"[datetime.datetime(2022, 11, 28, 14, 5, 41, 821170), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 821170), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 821170), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 821170), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 821170), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 41, 821170), 5.0, 15.5]"
19,"[datetime.datetime(2022, 11, 28, 14, 5, 42, 929209), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 929209), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 929209), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 929209), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 929209), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 42, 929209), 5.0, 15.5]"
20,"[datetime.datetime(2022, 11, 28, 14, 5, 44, 27493), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 27493), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 27493), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 27493), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 27493), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 44, 27493), 5.0, 15.5]"
21,"[datetime.datetime(2022, 11, 28, 14, 5, 45, 125313), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 125313), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 125313), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 125313), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 125313), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 45, 125313), 5.0, 15.5]"
22,"[datetime.datetime(2022, 11, 28, 14, 5, 46, 225375), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 225375), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 225375), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 225375), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 225375), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 46, 225375), 5.0, 15.5]"
23,"[datetime.datetime(2022, 11, 28, 14, 5, 47, 323030), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 323030), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 323030), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 323030), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 323030), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 47, 323030), 5.0, 15.5]"
24,"[datetime.datetime(2022, 11, 28, 14, 5, 48, 478397), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 478397), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 478397), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 478397), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 478397), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 48, 478397), 5.0, 15.5]"
25,"[datetime.datetime(2022, 11, 28, 14, 5, 49, 574724), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 574724), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 574724), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 574724), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 574724), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 49, 574724), 5.0, 15.5]"
26,"[datetime.datetime(2022, 11, 28, 14, 5, 50, 676343), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 676343), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 676343), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 676343), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 676343), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 50, 676343), 5.0, 15.5]"
27,"[datetime.datetime(2022, 11, 28, 14, 5, 51, 781960), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 781960), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 781960), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 781960), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 781960), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 51, 781960), 5.0, 15.5]"
28,"[datetime.datetime(2022, 11, 28, 14, 5, 52, 892222), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 892222), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 892222), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 892222), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 892222), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 52, 892222), 5.0, 15.5]"
29,"[datetime.datetime(2022, 11, 28, 14, 5, 54, 6365), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 6365), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 6365), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 6365), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 6365), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 54, 6365), 5.0, 13.0]"
30,"[datetime.datetime(2022, 11, 28, 14, 5, 55, 100313), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 100313), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 100313), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 100313), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 100313), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 55, 100313), 5.0, 14.5]"
31,"[datetime.datetime(2022, 11, 28, 14, 5, 56, 208348), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 208348), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 208348), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 208348), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 208348), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 56, 208348), 5.0, 17.0]"
32,"[datetime.datetime(2022, 11, 28, 14, 5, 57, 306731), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 306731), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 306731), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 306731), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 306731), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 57, 306731), 5.0, 17.0]"
33,"[datetime.datetime(2022, 11, 28, 14, 5, 58, 403045), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 403045), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 403045), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 403045), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 403045), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 58, 403045), 5.0, 17.0]"
34,"[datetime.datetime(2022, 11, 28, 14, 5, 59, 510131), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 510131), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 510131), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 510131), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 510131), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 5, 59, 510131), 5.0, 17.0]"
35,"[datetime.datetime(2022, 11, 28, 14, 6, 0, 612952), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 612952), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 612952), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 612952), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 612952), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 0, 612952), 5.0, 17.0]"
36,"[datetime.datetime(2022, 11, 28, 14, 6, 1, 713068), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 1, 713068), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 1, 713068), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 1, 713068), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 1, 713068), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 1, 713068), 5.0, 17.0]"
37,"[datetime.datetime(2022, 11, 28, 14, 6, 2, 816374), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 816374), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 816374), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 816374), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 816374), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 2, 816374), 5.0, 17.0]"
38,"[datetime.datetime(2022, 11, 28, 14, 6, 3, 916010), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 916010), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 916010), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 916010), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 916010), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 3, 916010), 5.0, 17.0]"
39,"[datetime.datetime(2022, 11, 28, 14, 6, 5, 27131), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 27131), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 27131), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 27131), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 27131), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 5, 27131), 5.0, 14.5]"
40,"[datetime.datetime(2022, 11, 28, 14, 6, 6, 131940), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 131940), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 131940), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 131940), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 131940), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 6, 131940), 5.0, 14.5]"
41,"[datetime.datetime(2022, 11, 28, 14, 6, 7, 240683), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 240683), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 240683), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 240683), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 240683), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 7, 240683), 5.0, 14.5]"
42,"[datetime.datetime(2022, 11, 28, 14, 6, 8, 348427), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 8, 348427), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 8, 348427), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 8, 348427), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 8, 348427), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 8, 348427), 5.0, 14.5]"
43,"[datetime.datetime(2022, 11, 28, 14, 6, 9, 451742), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 9, 451742), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 9, 451742), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 9, 451742), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 9, 451742), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 9, 451742), 5.0, 14.5]"
44,"[datetime.datetime(2022, 11, 28, 14, 6, 10, 552757), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 10, 552757), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 10, 552757), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 10, 552757), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 10, 552757), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 10, 552757), 5.0, 14.5]"
45,"[datetime.datetime(2022, 11, 28, 14, 6, 11, 648360), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 11, 648360), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 11, 648360), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 11, 648360), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 11, 648360), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 11, 648360), 5.0, 14.5]"
46,"[datetime.datetime(2022, 11, 28, 14, 6, 12, 748328), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 12, 748328), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 12, 748328), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 12, 748328), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 12, 748328), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 12, 748328), 5.0, 14.5]"
47,"[datetime.datetime(2022, 11, 28, 14, 6, 13, 856720), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 13, 856720), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 13, 856720), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 13, 856720), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 13, 856720), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 13, 856720), 5.0, 14.5]"
48,"[datetime.datetime(2022, 11, 28, 14, 6, 14, 961360), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 14, 961360), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 14, 961360), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 14, 961360), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 14, 961360), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 14, 961360), 5.0, 14.5]"
49,"[datetime.datetime(2022, 11, 28, 14, 6, 16, 66765), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 16, 66765), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 16, 66765), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 16, 66765), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 16, 66765), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 16, 66765), 5.0, 14.5]"
50,"[datetime.datetime(2022, 11, 28, 14, 6, 17, 167698), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 17, 167698), 4.0, 5.8]","[datetime.datetime(2022, 11, 28, 14, 6, 17, 167698), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 17, 167698), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 17, 167698), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 17, 167698), 5.0, 14.5]"
51,"[datetime.datetime(2022, 11, 28, 14, 6, 18, 270978), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 18, 270978), 4.0, 5.7]","[datetime.datetime(2022, 11, 28, 14, 6, 18, 270978), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 18, 270978), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 18, 270978), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 18, 270978), 5.0, 14.5]"
52,"[datetime.datetime(2022, 11, 28, 14, 6, 19, 384993), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 19, 384993), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 14, 6, 19, 384993), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 19, 384993), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 19, 384993), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 19, 384993), 5.0, 14.5]"
53,"[datetime.datetime(2022, 11, 28, 14, 6, 20, 501915), 5.0, 8.8]","[datetime.datetime(2022, 11, 28, 14, 6, 20, 501915), 4.0, 5.6]","[datetime.datetime(2022, 11, 28, 14, 6, 20, 501915), 8.0, 14.0]","[datetime.datetime(2022, 11, 28, 14, 6, 20, 501915), 26.0, 85.0]","[datetime.datetime(2022, 11, 28, 14, 6, 20, 501915), 2.1, 3.05]","[datetime.datetime(2022, 11, 28, 14, 6, 20, 501915), 5.0, 14.5]"
