,Rubys And Pearls,Latrell Bar Cool,Identity Thief,Cosmic Tom Tom,Maywyns Nifty,Sirius Kyle,Sirius Keith,Magic Madness
16-12-2022 14:54:22.142872,"(3.0, 3.45, 3.421590909090909)","(2.9, 3.45, 3.427777777777778)","(4.6, 5.3, 5.215254237288136)","(13.0, 22.0, 22.69811320754717)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 32.76470588235294)","(15.0, 23.0, 21.785714285714285)","(61.0, 110.0, 107.5)"
16-12-2022 14:54:23.173999,"(3.0, 3.45, 3.4098214285714286)","(2.9, 3.45, 3.427777777777778)","(4.6, 5.3, 5.213846153846154)","(13.0, 23.0, 22.57894736842105)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 32.76470588235294)","(15.0, 23.0, 21.785714285714285)","(61.0, 110.0, 107.5)"
16-12-2022 14:54:24.206747,"(3.0, 3.45, 3.395977011494253)","(2.9, 3.45, 3.427777777777778)","(4.6, 5.3, 5.213846153846154)","(13.0, 23.0, 22.642857142857142)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 33.4)","(15.0, 23.0, 21.785714285714285)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:25.275174,"(3.0, 3.45, 3.413846153846154)","(2.9, 3.4, 3.38206106870229)","(4.6, 5.3, 5.210714285714285)","(13.0, 23.0, 22.1)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 33.4)","(15.0, 23.0, 22.347826086956523)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:26.355627,"(3.0, 3.45, 3.4098290598290597)","(2.9, 3.4, 3.382846715328467)","(4.6, 5.3, 5.209090909090909)","(13.0, 23.0, 22.1)","(7.5, 10.5, 10.232142857142858)","(20.0, 34.0, 33.4)","(15.0, 23.0, 22.347826086956523)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:27.463388,"(3.0, 3.45, 3.405392156862745)","(2.9, 3.5, 3.4098214285714286)","(4.6, 5.3, 5.198412698412698)","(13.0, 23.0, 22.1)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 33.4)","(15.0, 23.0, 22.347826086956523)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:28.551440,"(3.0, 3.45, 3.399462365591398)","(2.9, 3.45, 3.4363636363636365)","(4.6, 5.3, 5.195934959349593)","(13.0, 23.0, 22.166666666666668)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 33.368421052631575)","(15.0, 23.0, 22.105263157894736)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:29.645332,"(3.0, 3.4, 3.3817241379310343)","(2.9, 3.5, 3.450515463917526)","(4.6, 5.3, 5.195934959349593)","(13.0, 23.0, 22.166666666666668)","(7.5, 10.5, 10.224137931034482)","(20.0, 34.0, 33.368421052631575)","(15.0, 23.0, 22.105263157894736)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:30.625123,"(3.0, 3.4, 3.378395061728395)","(2.9, 3.5, 3.4606382978723405)","(4.6, 5.3, 5.195934959349593)","(13.0, 23.0, 22.1)","(7.5, 10.5, 10.1)","(20.0, 34.0, 33.368421052631575)","(15.0, 23.0, 22.105263157894736)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:31.668759,"(3.0, 3.4, 3.383093525179856)","(2.9, 3.5, 3.461934156378601)","(4.6, 5.3, 5.291011235955056)","(13.0, 23.0, 22.9)","(7.5, 10.0, 10.017241379310345)","(20.0, 34.0, 33.333333333333336)","(15.0, 23.0, 22.655172413793103)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:32.683163,"(3.0, 3.4, 3.383093525179856)","(2.9, 3.5, 3.461934156378601)","(4.6, 5.2, 5.192452830188679)","(13.0, 23.0, 22.9)","(7.5, 10.5, 10.02808988764045)","(20.0, 34.0, 33.333333333333336)","(15.0, 23.0, 22.655172413793103)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:33.780394,"(3.0, 3.4, 3.399315068493151)","(2.9, 3.5, 3.463293650793651)","(4.6, 5.2, 5.163291139240506)","(13.0, 23.0, 23.69811320754717)","(7.5, 10.5, 10.02808988764045)","(20.0, 34.0, 33.26315789473684)","(15.0, 23.0, 22.655172413793103)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:34.879858,"(3.0, 3.4, 3.388888888888889)","(2.9, 3.5, 3.463293650793651)","(4.6, 5.2, 5.163291139240506)","(13.0, 24.0, 23.607142857142858)","(7.5, 10.5, 10.2)","(20.0, 34.0, 33.26315789473684)","(15.0, 23.0, 22.655172413793103)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:35.981918,"(3.0, 3.4, 3.3791666666666664)","(2.9, 3.5, 3.473591549295775)","(4.6, 5.2, 5.159154929577465)","(13.0, 24.0, 23.607142857142858)","(7.5, 10.5, 10.18421052631579)","(20.0, 34.0, 33.26315789473684)","(15.0, 23.0, 22.655172413793103)","(61.0, 110.0, 108.39285714285714)"
16-12-2022 14:54:37.084511,"(3.0, 3.4, 3.3791666666666664)","(2.9, 3.5, 3.473591549295775)","(4.6, 5.2, 5.153846153846154)","(13.0, 24.0, 9782.108695652174)","(7.5, 10.5, 9998.5)","(20.0, 34.0, 9998.5)","(15.0, 23.0, 9998.5)","(61.0, 110.0, 9998.5)"
16-12-2022 14:54:38.132904,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:39.088358,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:40.098436,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:41.135272,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:42.387151,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:43.854448,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:44.895757,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:45.862068,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:46.891016,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:47.953379,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:49.020051,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
16-12-2022 14:54:50.151157,"(3.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(4.6, 99998, 9998.5)","(13.0, 99998, 9998.5)","(7.5, 99998, 9998.5)","(20.0, 99998, 9998.5)","(15.0, 99998, 9998.5)","(61.0, 99998, 9998.5)"
