,Apache Don,Bokarm Pete,Sudden Comfort,Wisdom,Kingsbrae Wilma,Double Happiness,Kingsbrae Kota
12-01-2023 12:17:29.642158,"(1.7, 1.97, 1.9449999999999998)","(2.5, 3.6, 3.5875)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 66.9090909090909)","(71.0, 410.0, 273.6363636363636)","(13.0, 25.0, 22.81818181818182)","(31.0, 170.0, 125.88235294117646)"
12-01-2023 12:17:30.658076,"(1.7, 1.97, 1.9449999999999998)","(2.5, 3.6, 3.5875)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 67.80952380952381)","(71.0, 410.0, 278.75)","(13.0, 25.0, 22.81818181818182)","(31.0, 170.0, 125.88235294117646)"
12-01-2023 12:17:31.686664,"(1.7, 1.97, 1.9449999999999998)","(2.5, 3.6, 3.5875)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 67.80952380952381)","(71.0, 410.0, 278.75)","(13.0, 25.0, 22.81818181818182)","(31.0, 170.0, 125.88235294117646)"
12-01-2023 12:17:32.704728,"(1.7, 1.97, 1.9449999999999998)","(2.5, 3.6, 3.5875)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 67.80952380952381)","(71.0, 410.0, 223.33333333333334)","(13.0, 25.0, 22.81818181818182)","(31.0, 170.0, 125.88235294117646)"
12-01-2023 12:17:33.729119,"(1.7, 1.97, 1.9449999999999998)","(2.5, 3.6, 3.5875)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 67.80952380952381)","(71.0, 410.0, 232.85714285714286)","(13.0, 25.0, 22.81818181818182)","(31.0, 170.0, 132.91666666666669)"
12-01-2023 12:17:34.677263,"(1.7, 1.97, 1.9357894736842105)","(2.5, 3.6, 3.5875)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 67.80952380952381)","(71.0, 390.0, 206.66666666666666)","(13.0, 25.0, 22.473684210526315)","(31.0, 160.0, 117.94117647058823)"
12-01-2023 12:17:35.712188,"(1.7, 1.97, 1.93)","(2.5, 3.85, 3.79)","(6.5, 7.8, 7.733333333333333)","(41.0, 80.0, 69.33333333333333)","(71.0, 380.0, 189.0909090909091)","(13.0, 25.0, 22.81818181818182)","(31.0, 160.0, 128.33333333333334)"
12-01-2023 12:17:36.697830,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.75, 3.683333333333333)","(6.5, 7.8, 7.733333333333333)","(41.0, 75.0, 60.45454545454545)","(71.0, 380.0, 189.0909090909091)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 94.28571428571429)"
12-01-2023 12:17:37.820390,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.75, 3.683333333333333)","(6.5, 7.8, 7.733333333333333)","(41.0, 75.0, 60.45454545454545)","(71.0, 380.0, 189.0909090909091)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 94.28571428571429)"
12-01-2023 12:17:38.918219,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.75, 3.683333333333333)","(6.5, 7.8, 7.733333333333333)","(41.0, 75.0, 63.23529411764706)","(71.0, 380.0, 205.0)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 98.92857142857143)"
12-01-2023 12:17:39.968828,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.75, 3.683333333333333)","(6.5, 7.8, 7.733333333333333)","(41.0, 75.0, 63.23529411764706)","(71.0, 380.0, 208.0)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 98.92857142857143)"
12-01-2023 12:17:41.019869,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.75, 3.683333333333333)","(6.5, 7.8, 7.733333333333333)","(41.0, 75.0, 63.23529411764706)","(71.0, 360.0, 199.23076923076923)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 105.55555555555556)"
12-01-2023 12:17:42.045399,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.75, 3.683333333333333)","(6.5, 7.8, 7.733333333333333)","(41.0, 75.0, 63.23529411764706)","(71.0, 360.0, 199.23076923076923)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 105.55555555555556)"
12-01-2023 12:17:42.971445,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.9, 3.76875)","(6.5, 7.8, 7.68)","(41.0, 75.0, 63.23529411764706)","(71.0, 360.0, 199.23076923076923)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 105.55555555555556)"
12-01-2023 12:17:43.952928,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.9, 3.734210526315789)","(6.5, 7.8, 7.68)","(41.0, 75.0, 63.23529411764706)","(71.0, 360.0, 199.23076923076923)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 105.55555555555556)"
12-01-2023 12:17:45.008406,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.9, 3.7021739130434783)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 63.23529411764706)","(71.0, 360.0, 226.66666666666666)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 105.55555555555556)"
12-01-2023 12:17:46.023196,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.9, 3.7021739130434783)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 63.23529411764706)","(71.0, 340.0, 245.0)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 116.66666666666667)"
12-01-2023 12:17:47.080423,"(1.7, 1.97, 1.9324999999999999)","(2.5, 3.9, 3.7021739130434783)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 320.0, 212.5)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 125.0)"
12-01-2023 12:17:48.104211,"(1.7, 1.97, 1.9475)","(2.5, 3.9, 3.7166666666666663)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 208.88888888888889)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:49.135723,"(1.7, 1.97, 1.9475)","(2.5, 3.9, 3.6846153846153844)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 208.88888888888889)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:50.099679,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.75)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 208.88888888888889)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:51.055630,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.716666666666667)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 22.81818181818182)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:52.047951,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.716666666666667)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:53.056050,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.7357142857142858)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:54.052566,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.7357142857142858)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:55.068285,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.7409090909090907)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:56.027953,"(1.7, 1.97, 1.9475)","(2.5, 3.85, 3.7409090909090907)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.0)"
12-01-2023 12:17:57.021951,"(1.7, 1.97, 1.9475)","(2.5, 3.7, 3.6605263157894736)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:17:58.046701,"(1.7, 1.97, 1.9475)","(2.5, 3.7, 3.6605263157894736)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 196.25)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:17:59.067596,"(1.7, 1.97, 1.9475)","(2.5, 3.7, 3.6605263157894736)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:00.119646,"(1.7, 1.97, 1.9475)","(2.5, 3.7, 3.6605263157894736)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:01.106305,"(1.7, 1.97, 1.9475)","(2.5, 3.7, 3.6605263157894736)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:02.113480,"(1.7, 1.97, 1.9475)","(2.5, 3.7, 3.6605263157894736)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:03.119177,"(1.7, 1.97, 1.9475)","(2.5, 3.8, 3.7615384615384615)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:04.200261,"(1.7, 1.97, 1.914736842105263)","(2.5, 3.8, 3.7615384615384615)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:05.214964,"(1.7, 1.97, 1.9121739130434783)","(2.5, 3.8, 3.7615384615384615)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:06.198531,"(1.7, 1.97, 1.9121739130434783)","(2.5, 3.8, 3.7615384615384615)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:07.272519,"(1.7, 1.97, 1.9121739130434783)","(2.5, 3.8, 3.7615384615384615)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 190.83333333333334)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:08.276585,"(1.7, 1.97, 1.9121739130434783)","(2.5, 3.8, 3.7615384615384615)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 200.0)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:09.312260,"(1.7, 1.97, 1.9121739130434783)","(2.5, 3.8, 3.7249999999999996)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 200.0)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:10.366057,"(1.7, 1.96, 1.9141176470588235)","(2.5, 3.8, 3.682142857142857)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:11.453217,"(1.7, 1.96, 1.912)","(2.5, 3.8, 3.682142857142857)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:12.470235,"(1.7, 1.96, 1.912)","(2.5, 3.8, 3.682142857142857)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 56.81818181818182)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:13.453278,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.7131578947368418)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:14.405521,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.7131578947368418)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:15.411651,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.7131578947368418)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:16.444958,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.7357142857142858)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:17.411829,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.7249999999999996)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 122.0)"
12-01-2023 12:18:18.379428,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.6999999999999997)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 122.0)"
12-01-2023 12:18:19.332264,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.775)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.153846153846153)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:20.242600,"(1.7, 1.96, 1.9133333333333333)","(2.5, 3.8, 3.7555555555555555)","(6.5, 7.8, 7.745454545454545)","(41.0, 75.0, 58.333333333333336)","(71.0, 310.0, 209.16666666666666)","(13.0, 25.0, 23.17142857142857)","(31.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:21.417106,"(1.75, 1.95, 1.92)","(2.5, 3.8, 3.775)","(6.0, 7.8, 7.745454545454545)","(41.0, 75.0, 65.9090909090909)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 22.6)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:22.400337,"(1.75, 1.95, 1.9038461538461537)","(2.5, 3.8, 3.7448275862068963)","(6.0, 7.8, 7.745454545454545)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 22.818181818181817)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:23.381676,"(1.75, 1.95, 1.9038461538461537)","(2.5, 3.8, 3.7448275862068963)","(6.0, 7.8, 7.745454545454545)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:24.378703,"(1.75, 1.95, 1.9038461538461537)","(2.5, 3.8, 3.7448275862068963)","(6.0, 7.8, 7.745454545454545)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:25.466277,"(1.75, 1.95, 1.9038461538461537)","(2.5, 3.8, 3.7448275862068963)","(6.0, 7.8, 7.745454545454545)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:26.460542,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.7448275862068963)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:27.373913,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.7448275862068963)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:28.466612,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.759090909090909)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:29.570722,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.7249999999999996)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:30.667196,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.755)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:31.732018,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.755)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:32.810692,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.755)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 218.33333333333334)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:34.002314,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.7, 3.6791666666666667)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 227.5)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:35.239275,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.7, 3.680769230769231)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 227.5)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:36.271594,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.7, 3.680769230769231)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 227.5)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:37.268497,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.7, 3.680769230769231)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 227.5)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:38.315613,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.7, 3.680769230769231)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.85714285714286)","(71.0, 310.0, 227.5)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:39.425784,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.7, 3.680769230769231)","(6.0, 7.8, 7.725)","(41.0, 75.0, 66.25)","(71.0, 310.0, 181.66666666666666)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:40.423620,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.8, 3.7785714285714285)","(6.0, 7.8, 7.725)","(41.0, 75.0, 66.25)","(71.0, 310.0, 172.5)","(13.0, 25.0, 23.344827586206897)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:41.485751,"(1.75, 1.95, 1.914705882352941)","(2.5, 3.65, 3.61)","(6.0, 7.8, 7.725)","(41.0, 75.0, 66.25)","(71.0, 310.0, 172.5)","(13.0, 25.0, 23.5)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:42.587885,"(1.75, 1.95, 1.9223076923076923)","(2.5, 3.65, 3.64)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 118.88888888888889)"
12-01-2023 12:18:43.638552,"(1.75, 1.95, 1.9223076923076923)","(2.5, 3.7, 3.64)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:44.632232,"(1.75, 1.95, 1.9223076923076923)","(2.5, 3.7, 3.64)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:45.770761,"(1.75, 1.95, 1.9223076923076923)","(2.5, 3.7, 3.64)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:46.975208,"(1.75, 1.95, 1.91)","(2.5, 3.7, 3.6125)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:48.058088,"(1.75, 1.95, 1.91)","(2.5, 3.8, 3.6125)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:49.114556,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.8, 3.6970588235294115)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 23.772727272727273)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:50.145697,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.8, 3.6970588235294115)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 134.0)"
12-01-2023 12:18:51.153415,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.8, 3.6970588235294115)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:52.191346,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.8, 3.672727272727273)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.33333333333333)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:53.115973,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.7, 3.65)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.33333333333333)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:54.142317,"(1.75, 1.95, 1.91)","(2.5, 3.7, 3.65)","(6.0, 7.8, 7.725)","(41.0, 75.0, 61.666666666666664)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:55.259974,"(1.75, 1.95, 1.91)","(2.5, 3.7, 3.60625)","(6.0, 7.8, 7.725)","(41.0, 75.0, 67.72727272727272)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:56.361022,"(1.75, 1.95, 1.91)","(2.5, 3.7, 3.60625)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:57.503596,"(1.75, 1.95, 1.91)","(2.5, 3.7, 3.60625)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:58.627363,"(1.75, 1.95, 1.91)","(2.5, 3.7, 3.60625)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 178.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:18:59.728690,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.75, 3.625)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 196.25)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:19:00.787241,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.75, 3.6045454545454545)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 240.0)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:19:01.816395,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.75, 3.6045454545454545)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 248.75)","(13.0, 25.0, 24.0)","(26.0, 150.0, 123.33333333333333)"
12-01-2023 12:19:02.880554,"(1.75, 1.95, 1.9067999999999998)","(2.5, 3.75, 3.6045454545454545)","(6.0, 7.8, 7.725)","(41.0, 75.0, 68.84615384615384)","(71.0, 310.0, 248.75)","(13.0, 25.0, 24.06896551724138)","(26.0, 150.0, 123.33333333333333)"
