,Hearts And Minds,Kazio,Demando,Coastal Town,Rich Memories,Playing It Safe,Laureus,Longtimedreaming,Mahrez,Golwen
08-12-2022 14:29:07.982342,"(12.0, 15.5, 15.518072289156626)","(8.0, 9.2, 9.104)","(4.4, 5.0, 4.886919831223629)","(8.5, 11.5, 10.622047244094489)","(26.0, 36.0, 35.09090909090909)","(6.0, 7.0, 7.061290322580645)","(8.0, 10.0, 9.86231884057971)","(14.0, 15.5, 15.266832917705736)","(4.4, 5.2, 5.1052)","(101.0, 580.0, 527.5)"
08-12-2022 14:29:10.190199,"(12.0, 16.0, 15.766871165644172)","(8.0, 9.2, 9.141721854304635)","(4.4, 4.9, 4.931448763250883)","(8.5, 11.0, 10.719298245614034)","(26.0, 36.0, 35.23076923076923)","(6.0, 7.2, 7.152439024390244)","(8.0, 10.0, 9.893939393939394)","(14.0, 15.5, 15.491525423728813)","(4.4, 5.1, 5.092700729927007)","(101.0, 580.0, 527.5)"
08-12-2022 14:29:12.057828,"(12.0, 16.0, 15.695454545454545)","(8.0, 9.2, 9.153926701570681)","(4.4, 5.0, 4.909345794392523)","(8.5, 11.0, 10.77801724137931)","(26.0, 36.0, 35.28104575163399)","(6.0, 7.2, 7.150638297872341)","(8.0, 10.0, 9.932038834951456)","(14.0, 15.5, 15.285185185185185)","(4.4, 5.1, 5.152272727272727)","(101.0, 580.0, 528.0)"
08-12-2022 14:29:13.731512,"(12.0, 16.0, 15.719665271966527)","(8.0, 9.2, 9.153926701570681)","(4.4, 5.0, 4.9389937106918245)","(8.5, 11.0, 10.77608695652174)","(26.0, 36.0, 35.351724137931036)","(6.0, 7.2, 7.1869565217391305)","(8.0, 10.0, 9.867924528301888)","(14.0, 15.5, 14.62962962962963)","(4.4, 5.2, 5.157960199004975)","(101.0, 600.0, 500.0)"
08-12-2022 14:29:15.610299,"(12.0, 16.0, 15.743181818181817)","(8.0, 9.2, 9.320689655172414)","(4.4, 5.0, 4.9389937106918245)","(8.5, 11.0, 10.392156862745098)","(26.0, 36.0, 35.351724137931036)","(6.0, 7.2, 7.169458128078817)","(8.0, 10.0, 9.867924528301888)","(14.0, 15.0, 14.681818181818182)","(4.4, 5.2, 5.167857142857143)","(101.0, 550.0, 483.3333333333333)"
08-12-2022 14:29:17.191513,"(12.0, 16.0, 15.669354838709678)","(8.0, 9.4, 9.127272727272727)","(4.4, 5.0, 4.956551724137931)","(8.5, 10.5, 10.258389261744966)","(26.0, 36.0, 35.282442748091604)","(6.0, 7.2, 7.276190476190476)","(8.0, 10.0, 9.874666666666666)","(14.0, 15.0, 14.331683168316832)","(4.4, 5.2, 5.3373134328358205)","(101.0, 550.0, 443.7037037037037)"
08-12-2022 14:29:18.725367,"(12.0, 16.0, 15.539855072463768)","(8.0, 9.2, 8.768098159509202)","(4.4, 5.0, 5.016129032258064)","(8.5, 10.5, 10.283783783783784)","(26.0, 36.0, 33.9)","(6.0, 7.4, 7.333333333333334)","(8.0, 10.0, 9.897014925373135)","(14.0, 14.5, 14.278145695364238)","(4.4, 5.4, 5.3487012987012985)","(101.0, 450.0, 442.60869565217394)"
08-12-2022 14:29:20.370601,"(12.0, 16.0, 16.825)","(8.0, 8.8, 7.377777777777778)","(4.4, 5.1, 5.37175572519084)","(8.5, 10.5, 10.824390243902439)","(26.0, 34.0, 33.5)","(6.0, 7.4, 7.634146341463414)","(8.0, 10.0, 10.034965034965035)","(14.0, 14.5, 14.262376237623762)","(4.4, 5.4, 5.252845528455285)","(101.0, 440.0, 380.0)"
08-12-2022 14:29:21.955369,"(12.0, 17.0, 16.80952380952381)","(8.0, 7.4, 7.254054054054055)","(4.4, 5.4, 5.430434782608696)","(8.5, 11.0, 10.813953488372093)","(26.0, 34.0, 33.3394495412844)","(6.0, 7.8, 7.666666666666667)","(8.0, 10.5, 10.09037037037037)","(14.0, 14.5, 14.27560975609756)","(4.4, 5.3, 5.287730061349693)","(101.0, 440.0, 375.0)"
08-12-2022 14:29:23.573284,"(12.0, 17.0, 16.724489795918366)","(8.0, 7.4, 7.087022900763359)","(4.4, 5.5, 5.504054054054054)","(8.5, 11.0, 10.776639344262295)","(26.0, 34.0, 33.300970873786405)","(6.0, 7.8, 7.548148148148148)","(8.0, 10.5, 10.09037037037037)","(14.0, 14.5, 14.24780701754386)","(4.4, 5.3, 5.248387096774193)","(101.0, 410.0, 341.6666666666667)"
08-12-2022 14:29:25.283533,"(12.0, 17.0, 15.741379310344827)","(8.0, 7.2, 7.159649122807018)","(4.4, 5.6, 5.51588785046729)","(8.5, 11.0, 10.378378378378379)","(26.0, 34.0, 33.32710280373832)","(6.0, 7.6, 7.554430379746835)","(8.0, 10.5, 10.086594202898551)","(14.0, 14.5, 14.291322314049587)","(4.4, 5.3, 5.200694444444444)","(101.0, 390.0, 350.0)"
08-12-2022 14:29:26.996417,"(12.0, 16.0, 16.25)","(8.0, 7.2, 7.2691588785046735)","(4.4, 5.6, 5.531578947368421)","(8.5, 10.5, 10.36111111111111)","(21.0, 34.0, 33.30769230769231)","(6.0, 7.6, 7.56)","(8.0, 10.5, 10.142533936651583)","(14.0, 14.5, 14.291322314049587)","(4.6, 5.3, 5.217045454545454)","(101.0, 390.0, 346.6666666666667)"
08-12-2022 14:29:29.017175,"(12.0, 16.5, 16.073863636363637)","(8.0, 7.4, 7.047191011235955)","(4.4, 5.6, 5.463414634146342)","(8.5, 10.5, 10.353488372093024)","(21.0, 34.0, 33.181102362204726)","(6.0, 7.6, 7.574468085106383)","(8.0, 10.5, 10.188976377952756)","(14.0, 14.5, 14.316929133858268)","(4.6, 5.3, 5.246820809248555)","(101.0, 380.0, 346.6666666666667)"
08-12-2022 14:29:31.103489,"(13.0, 16.5, 16.03125)","(8.0, 7.2, 7.065185185185185)","(4.6, 5.5, 5.564655172413793)","(8.5, 10.5, 10.326754385964913)","(26.0, 34.0, 33.03125)","(6.5, 7.6, 7.652534562211981)","(8.0, 10.5, 10.165254237288135)","(13.0, 14.5, 14.370292887029288)","(4.4, 5.3, 5.245251396648045)","(101.0, 400.0, 388.3333333333333)"
08-12-2022 14:29:33.341732,"(13.0, 16.5, 16.06896551724138)","(8.0, 7.2, 7.071287128712871)","(4.6, 5.6, 5.575396825396825)","(8.5, 10.5, 10.265342960288809)","(26.0, 34.0, 33.06060606060606)","(6.5, 7.8, 7.575172413793103)","(8.0, 10.5, 9.866666666666667)","(13.0, 14.5, 14.336879432624114)","(4.4, 5.3, 5.27593984962406)","(101.0, 360.0, 312.0)"
08-12-2022 14:29:35.070136,"(13.0, 16.5, 16.11111111111111)","(8.0, 7.2, 7.2377952755905515)","(4.6, 5.6, 5.649019607843137)","(8.5, 10.5, 10.298761609907121)","(26.0, 34.0, 33.13286713286713)","(6.5, 7.6, 7.646153846153846)","(8.0, 10.0, 9.208849557522123)","(13.0, 14.5, 14.37310606060606)","(4.4, 5.4, 5.341986455981941)","(101.0, 360.0, 305.0)"
08-12-2022 14:29:36.675748,"(13.0, 16.5, 16.15625)","(8.0, 7.4, 7.300000000000001)","(4.6, 5.7, 5.66235294117647)","(8.5, 10.5, 10.295454545454545)","(26.0, 34.0, 33.22012578616352)","(6.5, 7.8, 7.692957746478873)","(8.0, 9.4, 9.028571428571428)","(13.0, 14.5, 14.324074074074074)","(4.4, 5.4, 5.361157024793388)","(101.0, 330.0, 290.0)"
08-12-2022 14:29:38.388055,"(13.0, 16.5, 16.0)","(8.0, 7.4, 7.09873417721519)","(4.6, 5.7, 5.762655601659751)","(8.5, 10.5, 10.326470588235294)","(26.0, 34.0, 33.2625)","(6.5, 7.8, 7.616161616161616)","(8.0, 9.2, 8.995744680851065)","(13.0, 14.5, 14.353281853281853)","(4.4, 5.4, 5.368123861566485)","(101.0, 330.0, 297.5)"
08-12-2022 14:29:40.018683,"(13.0, 16.0, 15.902777777777779)","(8.0, 7.2, 7.1056047197640115)","(4.6, 5.8, 5.6375)","(8.5, 10.5, 10.375)","(26.0, 34.0, 33.28048780487805)","(6.5, 7.8, 7.6700854700854695)","(8.0, 9.2, 8.748292682926829)","(13.0, 14.5, 14.539855072463768)","(4.4, 5.4, 5.390476190476191)","(101.0, 320.0, 302.0)"
08-12-2022 14:29:41.929715,"(13.0, 16.0, 16.224719101123597)","(8.0, 7.2, 7.287562189054727)","(4.6, 5.7, 5.476433121019109)","(8.5, 10.5, 10.444444444444445)","(26.0, 34.0, 33.76377952755905)","(6.5, 7.8, 7.871111111111111)","(8.0, 9.0, 8.906349206349207)","(13.0, 15.0, 14.446180555555555)","(4.4, 5.4, 5.408695652173914)","(101.0, 320.0, 298.0)"
08-12-2022 14:29:43.605910,"(13.0, 16.5, 16.224719101123597)","(8.0, 7.4, 7.303973509933775)","(4.6, 5.5, 5.57136563876652)","(8.5, 10.5, 10.578313253012048)","(26.0, 34.0, 33.82113821138211)","(6.5, 8.0, 7.872)","(8.0, 9.0, 8.5375)","(13.0, 14.5, 14.451219512195122)","(4.4, 5.5, 5.481653746770026)","(101.0, 310.0, 285.0)"
08-12-2022 14:29:45.375953,"(13.0, 16.5, 16.286516853932586)","(7.0, 7.4, 7.313513513513514)","(4.6, 5.6, 5.623364485981308)","(9.0, 11.0, 10.654589371980677)","(26.0, 34.0, 35.25)","(6.5, 8.0, 7.912953367875647)","(8.0, 8.8, 8.120833333333334)","(13.0, 14.5, 14.494117647058824)","(4.4, 5.6, 5.549446494464944)","(101.0, 290.0, 307.5)"
08-12-2022 14:29:47.477301,"(13.0, 16.5, 16.2625)","(7.0, 7.4, 7.438502673796791)","(4.6, 5.7, 5.5751968503937)","(9.0, 11.0, 10.657142857142857)","(26.0, 36.0, 34.8780487804878)","(6.5, 8.0, 7.81123595505618)","(8.0, 8.2, 8.115337423312884)","(13.0, 14.5, 14.493478260869566)","(4.4, 5.6, 5.546689895470383)","(101.0, 390.0, 355.0)"
08-12-2022 14:29:49.482096,"(13.0, 16.5, 16.323809523809523)","(7.0, 7.6, 7.44607329842932)","(4.8, 5.6, 5.756896551724138)","(8.5, 11.0, 10.753246753246753)","(26.0, 36.0, 35.041666666666664)","(6.5, 8.0, 7.636220472440945)","(8.0, 8.2, 7.936842105263158)","(13.0, 14.5, 14.793307086614174)","(4.6, 5.6, 5.495478723404255)","(101.0, 380.0, 371.0)"
08-12-2022 14:29:51.147869,"(13.0, 16.5, 16.13821138211382)","(7.0, 7.6, 7.45)","(4.8, 5.8, 5.675881261595547)","(8.5, 11.0, 10.78076923076923)","(26.0, 36.0, 35.15555555555556)","(6.5, 7.8, 7.700909090909091)","(8.0, 8.0, 7.686486486486486)","(13.0, 15.0, 14.844748858447488)","(4.6, 5.5, 5.489512195121951)","(101.0, 410.0, 308.3333333333333)"
08-12-2022 14:29:52.827428,"(13.0, 16.5, 15.875)","(7.0, 7.6, 7.495575221238938)","(4.8, 5.7, 5.679462875197473)","(8.5, 11.0, 10.737068965517242)","(26.0, 36.0, 34.5625)","(6.5, 7.8, 7.596835443037975)","(8.0, 7.8, 7.91609756097561)","(13.0, 15.0, 14.900826446280991)","(4.6, 5.5, 5.465233644859813)","(101.0, 400.0, 315.0)"
08-12-2022 14:29:54.459794,"(13.0, 16.0, 15.845454545454546)","(7.0, 7.6, 7.460377358490566)","(4.8, 5.7, 5.7145728643216085)","(8.5, 11.0, 10.741735537190083)","(26.0, 36.0, 34.357142857142854)","(6.5, 7.6, 7.6043010752688165)","(8.0, 8.0, 7.919047619047619)","(13.0, 15.0, 14.832278481012658)","(4.6, 5.5, 5.466804979253112)","(101.0, 390.0, 335.0)"
08-12-2022 14:29:56.105948,"(13.0, 16.0, 15.881944444444445)","(7.0, 7.6, 7.468639053254438)","(4.8, 5.8, 5.7403508771929825)","(8.5, 11.0, 10.720982142857142)","(26.0, 36.0, 34.85)","(6.5, 7.8, 7.6536585365853655)","(8.0, 8.0, 7.92994923857868)","(13.0, 15.0, 14.837423312883436)","(4.6, 5.5, 5.467540322580645)","(101.0, 380.0, 335.0)"
08-12-2022 14:29:57.723061,"(13.0, 16.0, 15.855421686746988)","(7.0, 7.6, 7.504477611940298)","(4.8, 5.8, 5.715628970775095)","(8.5, 11.0, 10.728260869565217)","(26.0, 36.0, 34.904761904761905)","(6.5, 7.8, 7.663636363636363)","(8.0, 8.0, 8.028749999999999)","(13.0, 15.0, 14.9)","(4.6, 5.5, 5.490600522193212)","(101.0, 380.0, 345.0)"
08-12-2022 14:29:59.291876,"(13.0, 16.0, 15.855421686746988)","(7.0, 7.6, 7.504477611940298)","(4.8, 5.8, 5.715628970775095)","(8.5, 11.0, 10.677966101694915)","(26.0, 36.0, 35.4)","(6.5, 7.8, 6.829508196721311)","(8.0, 8.2, 8.190728476821192)","(13.0, 15.0, 15.476923076923077)","(4.6, 5.5, 5.480769230769231)","(101.0, 400.0, 352.0)"
08-12-2022 14:30:00.881451,"(13.0, 16.5, 16.150442477876105)","(7.0, 7.8, 7.759124087591241)","(4.8, 5.8, 5.739709443099273)","(8.5, 11.5, 11.138095238095238)","(26.0, 36.0, 35.37931034482759)","(6.5, 7.0, 6.842424242424242)","(8.0, 8.4, 8.175280898876405)","(13.0, 15.5, 15.476923076923077)","(4.6, 5.5, 5.471813725490196)","(101.0, 400.0, 328.0)"
08-12-2022 14:30:02.484708,"(13.0, 16.5, 16.13888888888889)","(7.0, 7.8, 7.7560975609756095)","(4.8, 5.8, 5.697314049586777)","(8.5, 11.5, 11.21285140562249)","(26.0, 36.0, 36.577777777777776)","(6.5, 7.0, 6.91156462585034)","(8.0, 8.4, 8.121875)","(13.0, 15.5, 15.571428571428571)","(4.6, 5.5, 5.539329268292683)","(101.0, 400.0, 365.55555555555554)"
08-12-2022 14:30:04.056200,"(13.0, 16.5, 16.19)","(7.0, 7.6, 7.476712328767124)","(4.8, 5.7, 5.7170588235294115)","(8.5, 11.5, 11.21951219512195)","(26.0, 38.0, 35.95454545454545)","(6.5, 7.0, 6.979130434782609)","(8.0, 8.2, 7.96376306620209)","(13.0, 16.0, 14.766447368421053)","(4.6, 5.6, 5.507441860465116)","(101.0, 390.0, 357.0)"
08-12-2022 14:30:05.678276,"(13.0, 16.5, 16.247967479674795)","(7.0, 7.6, 7.469724770642202)","(4.8, 5.8, 5.722128851540616)","(8.5, 11.5, 11.208494208494209)","(26.0, 36.0, 36.42696629213483)","(6.5, 7.0, 7.023423423423424)","(8.0, 8.0, 8.160833333333333)","(13.0, 15.0, 15.26865671641791)","(4.6, 5.6, 5.487096774193549)","(101.0, 390.0, 322.5)"
08-12-2022 14:30:07.285078,"(13.0, 16.5, 16.372340425531913)","(7.0, 7.6, 7.595199999999999)","(4.8, 5.8, 5.731711711711712)","(8.5, 11.5, 9.607272727272727)","(26.0, 38.0, 36.375)","(6.5, 7.2, 7.088888888888889)","(8.0, 8.2, 8.319745222929937)","(13.0, 15.5, 15.696428571428571)","(4.6, 5.5, 5.54612676056338)","(101.0, 390.0, 328.0)"
08-12-2022 14:30:08.934329,"(13.0, 16.5, 16.45402298850575)","(7.0, 7.6, 7.543589743589743)","(4.8, 5.8, 5.738905775075988)","(8.5, 10.0, 9.942857142857143)","(26.0, 38.0, 36.266666666666666)","(6.5, 7.2, 7.106474820143885)","(8.0, 8.4, 8.522641509433962)","(13.0, 16.0, 15.283333333333333)","(4.6, 5.6, 5.537746478873239)","(101.0, 440.0, 376.3636363636364)"
08-12-2022 14:30:10.523866,"(13.0, 16.5, 16.208333333333332)","(7.0, 7.6, 7.543589743589743)","(4.8, 5.8, 5.738905775075988)","(8.5, 10.0, 10.036764705882353)","(26.0, 38.0, 36.63157894736842)","(6.5, 7.2, 6.936410256410256)","(8.0, 8.6, 8.562025316455696)","(13.0, 15.5, 15.277777777777779)","(4.6, 5.6, 5.548877805486284)","(101.0, 440.0, 381.66666666666663)"
08-12-2022 14:30:12.390409,"(13.0, 16.5, 16.263513513513512)","(7.0, 7.6, 7.63076923076923)","(4.8, 5.8, 5.747401774397972)","(8.5, 10.5, 10.107142857142858)","(26.0, 38.0, 36.42424242424242)","(6.5, 7.0, 6.8804395604395605)","(8.0, 8.6, 8.634848484848485)","(13.0, 15.5, 15.154320987654321)","(4.6, 5.6, 5.556559139784946)","(101.0, 440.0, 413.75)"
08-12-2022 14:30:14.068728,"(13.0, 16.5, 15.318181818181818)","(7.0, 7.8, 7.795121951219512)","(4.8, 5.8, 5.795164835164835)","(8.5, 10.5, 9.99261744966443)","(26.0, 38.0, 36.666666666666664)","(6.5, 7.0, 6.900904977375566)","(8.0, 8.8, 7.930612244897959)","(13.0, 15.5, 15.206666666666667)","(4.6, 5.6, 5.654973821989529)","(101.0, 440.0, 360.0)"
08-12-2022 14:30:15.775998,"(13.0, 15.5, 15.71)","(7.0, 7.8, 7.797129186602871)","(4.8, 5.8, 5.850681198910082)","(8.5, 10.5, 10.090909090909092)","(26.0, 38.0, 37.1)","(6.5, 7.0, 6.955667506297229)","(8.0, 8.2, 8.08395061728395)","(13.0, 15.5, 15.373626373626374)","(4.6, 5.7, 5.657541899441341)","(101.0, 440.0, 332.22222222222223)"
08-12-2022 14:30:17.647976,"(13.0, 16.0, 15.75)","(7.0, 7.8, 7.797156398104265)","(4.8, 5.9, 5.730601092896175)","(8.5, 10.5, 10.122377622377622)","(26.0, 38.0, 37.1219512195122)","(6.5, 7.0, 6.930120481927711)","(8.0, 8.2, 8.06734693877551)","(13.0, 15.5, 15.307692307692308)","(4.6, 5.8, 5.7384937238493725)","(101.0, 430.0, 328.46153846153845)"
08-12-2022 14:30:19.389866,"(13.0, 16.0, 15.762820512820513)","(7.0, 7.8, 7.786561264822134)","(4.8, 5.8, 5.70328125)","(8.5, 10.5, 10.122727272727273)","(26.0, 38.0, 35.0)","(6.5, 7.0, 6.9475)","(8.0, 8.2, 7.9491228070175435)","(13.0, 15.5, 14.916666666666666)","(4.6, 5.8, 5.751923076923077)","(101.0, 430.0, 349.0)"
08-12-2022 14:30:21.183094,"(13.0, 16.0, 15.789795918367346)","(7.0, 7.8, 7.8566666666666665)","(4.8, 5.8, 5.69627659574468)","(8.5, 10.5, 9.822222222222223)","(26.0, 36.0, 37.25)","(6.5, 7.0, 6.703649635036496)","(8.0, 8.0, 8.082456140350876)","(13.0, 15.0, 14.902877697841726)","(4.6, 5.8, 5.793478260869565)","(101.0, 430.0, 371.8181818181818)"
