,Jezzali,Footluce Dreamer,Woodside Devil,Miss Free Reign,Emerley Wiggum,Bassos Girl,Yasmin Belle,Mrs Butterbean
10,"[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 52, 527024), 21.0, 180.0]"
11,"[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 53, 681648), 21.0, 180.0]"
12,"[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 54, 826434), 21.0, 180.0]"
13,"[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 55, 976328), 21.0, 180.0]"
14,"[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 57, 122115), 21.0, 180.0]"
15,"[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 58, 284349), 21.0, 180.0]"
16,"[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 14, 59, 429080), 21.0, 180.0]"
17,"[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 0, 600733), 21.0, 180.0]"
18,"[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 1, 777362), 21.0, 180.0]"
19,"[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 2, 951010), 21.0, 180.0]"
20,"[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 4, 123832), 21.0, 180.0]"
21,"[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 5, 306379), 21.0, 180.0]"
22,"[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 6, 471421), 21.0, 180.0]"
23,"[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 7, 621962), 21.0, 180.0]"
24,"[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 8, 792423), 21.0, 180.0]"
25,"[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 9, 944771), 21.0, 180.0]"
26,"[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 11, 113345), 21.0, 180.0]"
27,"[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 12, 288887), 21.0, 180.0]"
28,"[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 13, 488806), 21.0, 180.0]"
29,"[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 14, 654877), 21.0, 180.0]"
30,"[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 15, 815978), 21.0, 180.0]"
31,"[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 16, 972537), 21.0, 180.0]"
32,"[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 18, 116633), 21.0, 180.0]"
33,"[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 19, 298498), 21.0, 180.0]"
34,"[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 20, 463018), 21.0, 180.0]"
35,"[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 21, 648364), 21.0, 180.0]"
36,"[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 22, 807048), 21.0, 180.0]"
37,"[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 23, 969616), 21.0, 180.0]"
38,"[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 25, 126182), 21.0, 180.0]"
39,"[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 9.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 61.0, 360.0]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 2.9, 4.4]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 4.6, 7.0]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 9.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 15, 26, 297573), 21.0, 180.0]"
