,Headbanger,Sonnys Amazing,Holzhauer,Our Holla Star,Allthewaytoroyalty,Cc Jones Nz
10-01-2023 18:53:50.743700,"(3.9, 6.0, 5.357142857142857)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 3.0466666666666664)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.725)","(5.0, 99999, 99990)"
10-01-2023 18:53:51.693224,"(3.9, 6.0, 5.357142857142857)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 3.0466666666666664)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.725)","(5.0, 99999, 99990)"
10-01-2023 18:53:52.603249,"(3.9, 6.0, 5.357142857142857)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 3.0466666666666664)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.725)","(5.0, 99999, 99990)"
10-01-2023 18:53:53.514132,"(3.9, 6.0, 5.357142857142857)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 3.0466666666666664)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.725)","(5.0, 99999, 99990)"
10-01-2023 18:53:54.470390,"(3.9, 6.0, 5.357142857142857)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 3.0466666666666664)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.725)","(5.0, 99999, 99990)"
10-01-2023 18:53:55.320466,"(3.9, 6.0, 5.357142857142857)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 3.0466666666666664)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.725)","(5.0, 99999, 99990)"
10-01-2023 18:53:56.234644,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:53:57.208849,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:53:58.129904,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:53:59.116298,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:53:59.965052,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:00.842189,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:01.767409,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:02.647898,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:03.555433,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:04.469959,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:05.383201,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:06.367287,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:07.274759,"(3.9, 6.0, 5.16)","(5.5, 9.2, 7.771428571428571)","(2.6, 3.3, 2.856)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.2, 6.0)","(5.0, 99999, 99990)"
10-01-2023 18:54:08.151311,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:09.068301,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:09.942050,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:10.874154,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:11.800275,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:12.835256,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:13.802417,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:14.700381,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 6.0, 5.5200000000000005)","(5.0, 99999, 99990)"
10-01-2023 18:54:15.671240,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.6, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:16.543822,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:17.383562,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:18.307092,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:19.286188,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:20.223118,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:21.144551,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:22.033212,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:22.999165,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:23.936833,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:24.831193,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:25.731447,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:26.601528,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.3, 3.0675)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:27.608949,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.1550000000000002)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:28.563279,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:29.457175,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:30.375136,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:31.255310,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:32.132049,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:33.035341,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:33.905012,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:34.796803,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:35.798754,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:36.719287,"(3.9, 6.0, 5.16)","(5.5, 8.4, 7.44)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:37.618544,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:38.511576,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:39.397620,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:40.335599,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:41.221765,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:42.100273,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:43.067583,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:44.050548,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:44.994292,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:45.884372,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:46.764826,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:47.674739,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:48.567250,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:49.542393,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:50.428551,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:51.354230,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:52.320281,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:53.208178,"(3.9, 6.0, 5.16)","(5.5, 9.4, 8.3)","(2.6, 3.25, 3.066666666666667)","(12.0, 23.0, 16.454545454545453)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:54.106926,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.066666666666667)","(12.0, 22.0, 17.0)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:54.995658,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.066666666666667)","(12.0, 21.0, 18.2)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:55.897212,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 21.0, 18.2)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:56.867032,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:57.771976,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:58.716150,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:54:59.626141,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:00.524444,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:01.423217,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:02.289118,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:03.191917,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:04.093196,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:05.061624,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:06.004694,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:06.846983,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:07.750661,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:08.660727,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:09.528381,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:10.442385,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:11.337647,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:12.333314,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:13.349609,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:14.313479,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:15.246189,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.1175)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:16.111836,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:17.024484,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:17.945833,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:18.909391,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:19.819718,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:20.704975,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:21.701194,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:22.599904,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.688888888888889)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:23.458941,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.514285714285714)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:24.346510,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.514285714285714)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:25.348834,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.514285714285714)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:26.337112,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.514285714285714)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:27.341550,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:28.278098,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:29.164145,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:30.109378,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:31.051075,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:31.967625,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:32.950513,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:33.962162,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
10-01-2023 18:55:34.967664,"(3.9, 6.0, 5.16)","(5.5, 9.4, 7.36923076923077)","(2.6, 3.25, 3.08)","(12.0, 20.0, 17.6)","(5.0, 7.4, 6.066666666666667)","(5.0, 99999, 99990)"
